how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
39,0,0,0,3,0,0,1,0,0,0,1
40,0,0,0,2,0,1,0,0,0,0,2
41,0,0,0,5,0,1,0,0,0,0,4
42,0,0,0,0,0,0,0,0,0,0,2
43,0,0,0,0,0,0,1,0,0,0,6
44,0,0,0,3,3,4,0,0,0,0,5
45,0,0,0,6,5,5,0,0,1,0,2
46,0,0,0,7,10,3,0,0,3,0,6
47,0,0,0,0,2,1,0,0,1,0,7
48,0,0,0,7,6,1,0,0,2,0,2
49,1,0,0,3,2,0,0,0,1,0,2
50,0,0,0,1,4,0,0,0,0,0,5
51,0,0,0,0,4,0,0,0,0,0,0
52,0,0,0,0,1,0,0,0,0,0,2
53,0,0,0,0,1,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,1,0,0
55,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,1
57,0,0,0,0,0,0,0,0,0,0,2
58,0,0,0,0,0,0,0,0,0,0,1
59,0,0,0,0,0,1,0,0,0,0,3
60,0,0,0,0,0,0,0,0,0,0,1
61,0,0,0,3,0,0,0,0,0,0,1
62,0,0,0,0,0,0,0,0,0,0,2
63,0,0,0,8,0,0,0,0,0,0,2
64,0,0,0,4,7,2,1,0,0,0,2
65,0,0,0,3,0,4,0,0,0,0,2
66,0,0,0,0,0,0,3,0,0,0,1
67,0,0,0,0,3,0,0,0,1,1,4
68,0,0,0,0,0,2,0,0,1,2,9
69,2,0,0,2,1,3,0,0,1,0,3
70,0,0,0,8,3,4,0,0,1,0,7
71,0,0,0,2,8,0,0,0,0,0,5
72,0,0,0,4,3,0,0,0,0,0,3
73,1,0,0,1,3,0,0,0,0,0,2
74,1,0,0,1,4,0,0,0,1,0,3
75,3,0,0,0,9,0,0,0,0,0,0
76,0,0,0,0,4,0,0,0,0,0,2
77,1,0,0,0,1,0,0,0,0,0,1
78,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,1
85,0,0,0,1,0,0,0,0,0,0,0
86,0,0,0,2,0,2,0,0,0,0,0
87,0,0,0,2,0,0,0,0,0,0,1
88,0,0,0,0,0,1,0,0,1,0,2
89,0,0,0,1,0,0,0,0,0,0,2
90,0,0,0,5,3,0,0,0,0,0,1
91,0,0,0,1,2,0,0,0,1,0,5
92,0,0,0,2,0,2,0,0,1,0,6
93,1,0,0,6,4,3,0,0,0,0,7
94,1,0,0,10,6,4,1,0,2,0,4
95,0,0,0,5,8,0,0,0,0,0,8
96,0,0,0,4,9,0,0,0,0,0,6
97,1,0,0,7,5,0,0,0,0,0,4
98,1,0,0,3,2,0,0,0,0,1,5
99,1,0,0,3,8,0,0,0,0,0,4
100,0,0,0,1,1,0,0,0,0,0,2
101,0,0,0,0,3,0,0,0,0,0,4
102,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,2,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,1
106,0,0,0,0,0,0,0,0,0,0,1
107,0,0,0,1,0,2,0,0,0,0,2
108,0,0,0,0,0,1,0,0,0,0,3
109,0,0,0,1,0,0,0,0,0,0,3
110,0,0,0,0,0,0,2,0,0,0,1
111,0,0,0,0,1,0,0,0,0,0,3
112,0,0,0,4,4,0,0,0,0,0,2
113,1,0,0,3,1,2,2,0,1,0,3
114,1,0,0,2,0,0,0,0,0,0,4
115,0,0,0,4,0,0,1,0,0,0,1
116,0,0,0,2,1,2,0,0,1,0,4
117,0,0,0,10,3,1,0,0,1,0,4
118,0,0,0,12,4,1,0,0,1,0,8
119,3,0,0,1,8,0,0,0,1,0,9
120,3,0,0,9,4,0,0,0,0,0,4
121,1,0,0,8,13,0,0,0,1,0,8
122,3,0,0,3,7,0,0,0,0,0,2
123,0,0,0,0,9,0,0,0,0,0,3
124,1,0,0,0,5,0,0,0,0,0,1
125,0,0,0,1,3,0,0,0,0,0,0
126,0,0,0,0,3,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,1
128,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,2,1,0,0,0,2
132,0,0,0,0,0,0,0,0,0,0,1
133,0,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,1,0,0,1,0,0
135,0,0,0,6,0,0,0,0,0,0,1
136,0,0,0,3,1,3,0,0,1,0,2
137,0,0,0,7,7,1,0,0,0,0,2
138,0,0,0,2,12,0,0,0,1,0,1
139,0,0,0,2,7,0,2,0,0,0,4
140,1,0,0,3,4,4,0,0,1,0,4
141,1,0,0,6,3,1,0,0,0,0,3
142,1,0,0,15,12,1,0,0,3,0,8
143,1,0,0,15,16,0,0,0,1,0,6
144,1,0,0,6,13,0,0,0,0,0,3
145,3,0,0,9,9,0,0,0,0,0,3
146,0,0,0,9,10,0,0,0,0,0,5
147,3,0,0,10,8,0,0,0,0,0,8
148,1,0,0,5,14,1,0,0,0,1,5
149,1,0,0,4,13,0,0,0,1,0,2
150,0,0,0,1,1,0,0,0,0,0,2
151,0,0,0,0,0,0,0,0,0,0,1
152,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,1,0,0,0,0,0
156,0,0,0,0,0,1,0,0,0,0,3
157,0,0,0,2,0,3,0,0,0,0,4
158,0,0,0,8,2,4,0,0,0,1,5
159,0,0,0,9,0,1,0,0,0,0,3
160,0,0,0,6,8,1,0,0,1,0,5
161,0,0,0,3,5,0,0,0,3,0,6
162,1,0,0,9,10,0,0,0,2,0,3
163,0,0,0,1,11,0,0,0,1,0,2
164,1,0,0,7,10,0,0,0,3,0,3
165,0,0,0,14,20,0,0,0,0,0,12
166,1,0,0,12,8,0,0,0,0,0,6
167,0,0,0,12,11,0,0,1,0,0,7
