how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
81,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,2,1
83,0,0,0,4,0,2,1,0,0,2,1
84,0,0,0,4,0,2,1,0,1,0,1
85,0,0,0,3,0,3,5,1,2,0,2
86,0,2,0,5,0,4,4,0,0,1,1
87,1,1,0,6,0,6,6,0,2,1,4
88,0,1,0,4,1,3,1,0,0,2,4
89,0,0,0,10,0,1,1,0,1,4,3
90,0,0,0,8,0,3,4,0,1,5,4
91,0,0,0,8,0,1,5,1,1,8,7
92,0,2,0,0,1,0,6,0,0,8,6
93,2,0,0,12,0,1,3,0,0,5,3
94,2,0,0,12,3,1,4,1,0,4,6
95,3,0,0,14,1,2,0,0,0,7,9
96,0,0,0,7,0,0,1,0,0,0,3
97,0,0,0,3,3,0,1,0,0,0,4
98,1,1,0,3,0,0,1,0,0,2,4
99,0,0,0,4,1,0,0,0,0,0,1
100,0,0,0,0,1,0,1,0,0,4,1
101,0,0,0,0,2,0,0,0,0,2,0
102,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,1,1
107,0,0,0,2,0,0,4,0,0,4,0
108,10,1,0,10,0,0,2,0,1,1,4
109,0,1,0,7,0,0,3,0,1,5,5
110,0,0,0,6,1,2,14,0,2,10,7
111,0,2,0,11,0,9,7,0,6,5,12
112,0,1,0,13,2,10,8,0,0,4,4
113,0,0,0,6,1,4,5,0,2,6,5
114,3,1,0,8,1,1,7,1,1,12,4
115,0,0,0,7,2,2,4,0,0,3,7
116,1,0,0,3,3,1,2,0,0,2,5
117,2,0,0,12,2,0,3,0,1,0,3
118,0,0,0,3,5,2,0,0,0,1,7
119,3,0,0,12,2,2,1,0,0,3,9
120,5,0,0,7,7,2,2,0,1,3,3
121,0,0,0,7,0,0,0,0,0,5,8
122,1,0,0,1,1,0,3,0,0,7,3
123,0,0,0,0,6,0,2,0,0,6,4
124,1,0,0,1,1,0,2,0,0,2,4
125,0,2,0,2,1,0,1,0,1,2,1
126,0,0,0,0,0,0,1,0,0,0,3
127,0,0,0,0,0,0,0,0,0,3,2
128,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,1
130,0,0,0,1,0,0,0,0,0,0,0
131,0,0,0,3,0,0,0,0,0,0,0
132,0,1,0,9,0,3,9,0,0,2,6
133,0,2,0,3,0,3,10,0,3,8,10
134,1,1,0,3,0,2,6,0,1,7,8
135,0,0,0,6,0,3,4,0,2,2,8
136,1,0,0,25,0,0,7,0,6,3,5
137,0,0,0,15,0,3,3,0,1,8,7
138,0,0,0,11,0,1,4,0,0,2,7
139,1,1,0,6,0,1,4,0,0,1,4
140,1,0,0,1,1,0,1,0,4,3,4
141,2,0,0,11,3,1,6,0,3,8,9
142,2,1,0,18,3,3,8,0,1,4,12
143,8,0,0,17,6,1,5,0,1,6,11
144,6,2,0,15,1,4,3,0,0,4,11
145,1,0,0,10,0,1,2,0,0,2,8
146,2,1,0,10,5,3,3,2,0,6,7
147,0,0,0,15,3,0,0,0,1,2,4
148,0,0,0,6,2,1,0,0,0,4,5
149,0,0,0,3,3,0,0,0,0,0,1
150,0,1,0,0,2,0,3,0,0,6,3
151,1,0,0,0,0,0,0,0,0,3,3
152,0,0,0,0,0,0,0,0,0,0,1
153,0,0,0,0,2,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,1,1
155,0,0,0,0,0,0,1,0,0,6,1
156,0,0,0,1,0,0,2,0,0,2,4
157,1,0,0,1,1,0,2,0,0,8,4
158,1,0,0,3,0,0,5,0,0,3,6
159,1,1,0,4,0,1,5,0,1,5,13
160,6,0,0,7,0,3,2,0,0,2,17
161,8,0,0,18,0,3,2,0,1,2,14
162,4,0,0,6,2,0,10,0,0,1,15
163,1,0,0,5,0,5,4,0,2,6,12
164,8,0,0,7,1,4,6,0,3,6,17
165,2,0,0,10,0,3,4,1,0,3,14
166,2,0,0,12,4,1,1,1,0,3,6
167,2,0,0,11,3,2,8,0,0,7,9
