clid	venue	lon	lat	cat	user	checkin
1	UPMC Presbyterian	-79.9601	40.4423	Professional & Other Places	2	8
1	Carnegie Music Hall Balcony	-79.9513	40.4441	Arts & Entertainment	1	1
1	VAPHS Parking Garage	-79.9612	40.4466	Professional & Other Places	1	1
1	Verizon Wireless	-79.9583	40.4407	Shop & Service	1	1
1	Western Psychiatric Institute and Clinic of UPMC	-79.9597	40.4434	Professional & Other Places	1	18
1	Winghart's Burger and a Whiskey Bar	-79.9573	40.4398	Food	1	1
1	Tamarind Flavor of India	-79.9518	40.4512	Food	5	6
1	Keystone Building	-79.9593	40.4413	Professional & Other Places	1	1
1	UPMC Presbyterian	-79.9604	40.4424	Shop & Service	4	26
1	Carnegie Library Of Pittsburgh	-79.9509	40.4427	Professional & Other Places	12	19
1	VA Pharmacy	-79.9615	40.4466	Professional & Other Places	1	1
1	Rose Tea Caf	-79.9487	40.4448	Food	1	5
1	Lulu's Noodles	-79.9488	40.4453	Food	11	17
1	UPMC Presbyterian Emergency Department	-79.9596	40.4427	Professional & Other Places	3	6
1	P Town	-79.9490	40.4542	Nightlife Spot	1	4
1	Schenley Quadrangle	-79.9557	40.4432	College & University	1	1
1	Forbes Tower	-79.9574	40.4403	Professional & Other Places	2	2
1	Bellefield Pool	-79.9515	40.4454	Outdoors & Recreation	1	1
1	Mervis Hall	-79.9530	40.4405	College & University	1	1
1	Primanti Bros.	-79.9569	40.4417	Food	7	7
1	Food	-79.9503	40.4490	Food	1	1
1	Fitzgerald Field House	-79.9643	40.4435	College & University	3	3
1	Campus Deli	-79.9549	40.4373	Food	1	1
1	Lucca	-79.9486	40.4453	Food	1	1
1	Maximum Flavor Pizza Shop	-79.9487	40.4446	Food	1	1
1	Soldiers & Sailors Memorial Hall & Museum Trust	-79.9563	40.4451	Arts & Entertainment	4	10
1	The Porch at Schenley	-79.9531	40.4428	Food	1	1
1	St. Nicholas Greek Orthodox Cathedral	-79.9500	40.4447	Professional & Other Places	2	2
1	Enrico's Hair Cutting	-79.9596	40.4411	Shop & Service	1	1
1	Oakland	-79.9555	40.4386	Outdoors & Recreation	5	9
1	Razzy Fresh	-79.9489	40.4458	Food	5	5
1	The Bagel Factory	-79.9487	40.4446	Food	4	5
1	Smiles By Hart	-79.9508	40.4500	Professional & Other Places	1	1
1	Sphinx Hookah Bar & Cafe	-79.9537	40.4381	Nightlife Spot	6	6
1	Starbucks	-79.9576	40.4409	Food	4	5
1	Heinz Memorial Chapel	-79.9519	40.4452	Professional & Other Places	3	3
1	Hair-O-Dynamics	-79.9496	40.4435	Shop & Service	1	1
1	Eat Unique	-79.9489	40.4456	Food	4	7
1	Alumni Hall	-79.9538	40.4455	College & University	1	1
1	Henry Heymann Theatre	-79.9526	40.4436	Arts & Entertainment	1	1
1	CVS	-79.9515	40.4520	Shop & Service	1	1
1	Mitchell's Tavern	-79.9508	40.4523	Nightlife Spot	1	1
1	Wyndham Pittsburgh University Center	-79.9549	40.4458	Travel & Transport	8	26
1	Zarra's	-79.9541	40.4547	Food	3	3
1	Butterjoint	-79.9508	40.4501	Nightlife Spot	6	8
1	Simmons Center	-79.9611	40.4400	Professional & Other Places	1	1
1	Razzy Fresh	-79.9583	40.4405	Food	2	2
1	The Original Hot Dog Shop	-79.9565	40.4421	Food	5	5
1	Waffallonia	-79.9531	40.4430	Food	1	1
1	Trees Hall Fitness Center	-79.9650	40.4440	College & University	1	2
1	Red Oak Cafe	-79.9579	40.4410	Food	1	1
1	Thai Hana	-79.9589	40.4416	Food	1	1
1	ROOT Sports Pittsburgh Public School Board	-79.9522	40.4462	Professional & Other Places	2	2
1	Little Asia	-79.9486	40.4458	Food	3	10
1	William Pitt Union	-79.9549	40.4435	College & University	9	9
1	Phantom of the Attic : Games	-79.9487	40.4450	Shop & Service	2	2
1	Graduate School of Public Health	-79.9592	40.4427	College & University	1	4
1	The Natural Choice	-79.9589	40.4410	Shop & Service	1	1
1	University of Pittsburgh Department of Chemistry	-79.9574	40.4460	College & University	1	1
1	Bellefield Hall Gym	-79.9513	40.4455	College & University	1	1
1	Hilton Garden Inn	-79.9594	40.4396	Travel & Transport	1	2
1	The Great Race Starting Line	-79.9577	40.4423	Outdoors & Recreation	1	1
1	The Union Grill	-79.9487	40.4447	Food	8	10
1	School of Information Sciences	-79.9525	40.4472	College & University	1	19
1	Starbucks	-79.9487	40.4445	Food	10	16
1	UPMC Presbyterian Hospital	-79.9604	40.4428	Food	1	1
1	Garage Door	-79.9569	40.4406	Nightlife Spot	5	5
1	Pittsburgh International Children's Festival	-79.9522	40.4427	Professional & Other Places	1	1
1	Christopher Columbus Statue	-79.9483	40.4404	Outdoors & Recreation	1	1
1	Tong's Cuisine	-79.9581	40.4395	Food	1	2
1	Petersen Events Center	-79.9623	40.4438	College & University	15	15
1	Carlow University	-79.9631	40.4387	College & University	1	1
1	Benedum Hall	-79.9586	40.4437	College & University	1	1
1	UPMC Presbyterian	-79.9605	40.4425	Professional & Other Places	9	25
1	Bridges	-79.9549	40.4458	Food	1	1
1	All India	-79.9523	40.4522	Food	3	4
1	Complete Family Vision Care	-79.9509	40.4501	Professional & Other Places	1	1
1	Golden Palace Buffet	-79.9582	40.4408	Food	1	1
1	Mint Hookah Bar & Lounge	-79.9545	40.4367	Nightlife Spot	2	2
1	Carnegie Museum Of Natural History	-79.9505	40.4434	Arts & Entertainment	33	36
1	Hesselbein Leadership Academy	-79.9546	40.4438	College & University	1	1
1	Carnegie Music Hall	-79.9500	40.4435	Arts & Entertainment	6	7
1	Pamela's P&G Diner	-79.9574	40.4412	Food	7	7
1	Baierl Student Recreation Center	-79.9621	40.4443	College & University	1	1
1	Hillman Library	-79.9539	40.4426	College & University	1	1
2	Bradish Street Pinball Parlor	-79.9871	40.4272	Arts & Entertainment	2	2
2	O'Leary's Southside Cafe	-79.9837	40.4288	Food	3	5
2	The Smiling Moose	-79.9849	40.4288	Nightlife Spot	28	31
2	18th Street Steps	-79.9807	40.4248	Travel & Transport	1	2
2	Commonwealth Press Warehouse	-79.9726	40.4302	Shop & Service	1	1
2	Sake	-79.9651	40.4273	Food	4	6
2	Qdoba Mexican Grill	-79.9657	40.4264	Food	5	7
2	Beehive Coffeehouse	-79.9843	40.4289	Food	9	11
2	The Milk Shake Factory	-79.9817	40.4288	Food	16	34
2	Cupka's Cafe	-79.9706	40.4264	Food	1	2
2	Twelve on Carson	-79.9854	40.4288	Nightlife Spot	15	17
2	City Theatre	-79.9849	40.4294	Arts & Entertainment	1	3
2	Flying Monkey Tattoo	-79.9849	40.4289	Shop & Service	1	1
2	Apsara Cafe	-79.9818	40.4288	Food	1	1
2	Jimmy D's	-79.9817	40.4289	Nightlife Spot	12	18
2	McCormick & Schmick's	-79.9668	40.4280	Food	4	4
2	Integrated Fitness	-79.9859	40.4294	Outdoors & Recreation	1	81
2	Sokol Club	-79.9640	40.4248	Nightlife Spot	1	1
2	Slacker	-79.9845	40.4288	Shop & Service	2	2
2	Jekyl & Hyde	-79.9807	40.4266	Nightlife Spot	5	5
2	El Toro Loco	-79.9693	40.4277	Food	3	3
2	Steeltown Entertainment Project	-79.9760	40.4303	Professional & Other Places	1	1
2	Carson City Saloon	-79.9840	40.4289	Nightlife Spot	13	13
2	Lava Lounge	-79.9744	40.4285	Nightlife Spot	11	26
2	E. Carson St.	-79.9762	40.4284	Nightlife Spot	1	1
2	Charlie Murdochs Dueling Piano Rock Show	-79.9882	40.4289	Arts & Entertainment	4	5
2	Wingharts Burger & Whiskey Bar	-79.9831	40.4289	Food	2	3
2	Kyklops Tattoo	-79.9750	40.4284	Shop & Service	1	1
2	Casey's Draft House	-79.9800	40.4287	Nightlife Spot	8	10
2	Supercuts	-79.9781	40.4286	Shop & Service	2	2
2	PREGAME	-79.9834	40.4277	Nightlife Spot	1	1
2	Winghart's Whiskey & Burger Bar	-79.9831	40.4289	Food	17	21
2	Holiday Inn Express & Suites Pittsburgh-South Side	-79.9890	40.4299	Travel & Transport	1	1
2	Gennaro's Pizza & Pasta	-79.9811	40.4288	Food	2	2
2	Vogt True Value Hardware	-79.9846	40.4288	Shop & Service	1	1
2	Brewski's	-79.9909	40.4288	Nightlife Spot	3	4
2	Hookah Bookah	-79.9695	40.4276	Nightlife Spot	3	8
2	The Cheesecake Factory	-79.9654	40.4281	Food	46	156
2	bd's Mongolian Grill	-79.9659	40.4282	Food	23	33
2	Ice 9 tattoo	-79.9717	40.4283	Shop & Service	2	2
2	American Eagle HQ	-79.9634	40.4270	Professional & Other Places	2	2
2	Perlora Leather	-79.9738	40.4285	Shop & Service	1	1
2	Club Cafe	-79.9864	40.4289	Arts & Entertainment	1	2
2	OTB Bicycle Cafe	-79.9690	40.4276	Nightlife Spot	15	22
2	Dirty Frank's Laundromat	-79.9732	40.4273	Shop & Service	1	1
2	Holiday Inn Express and Suites	-79.9890	40.4299	Travel & Transport	5	5
2	Real McCoy's	-79.9852	40.4288	Food	2	3
2	Birmingham Bridge Tavern	-79.9646	40.4245	Nightlife Spot	3	3
2	Cupka's Cafe II	-79.9723	40.4282	Nightlife Spot	3	3
2	Smokin Joe's	-79.9775	40.4287	Nightlife Spot	7	7
2	Gmiter Funeral Home	-79.9835	40.4273	Professional & Other Places	1	1
2	South Side Dog Park	-79.9765	40.4322	Outdoors & Recreation	3	3
2	sals pizza	-79.9844	40.4288	Food	1	2
2	Dave's Music Mine	-79.9859	40.4288	Shop & Service	1	1
2	Chan An Restaurant	-79.9774	40.4309	Food	1	1
2	Big Dog Coffee	-79.9666	40.4258	Food	10	12
2	Carmella's Plates & Pints	-79.9787	40.4286	Nightlife Spot	7	7
2	Nakama Japanese Steakhouse	-79.9822	40.4288	Food	18	19
2	Firewater Restoration	-79.9812	40.4297	Shop & Service	1	4
2	Sincerely Yogurt	-79.9664	40.4268	Food	2	2
2	Primanti Brothers South Side Tattoo	-79.9742	40.4284	Shop & Service	13	13
2	Red & Irene's Tavern	-79.9777	40.4266	Nightlife Spot	1	1
2	US Post Office	-79.9813	40.4286	Professional & Other Places	1	3
2	South Side Fountain	-79.9658	40.4278	Outdoors & Recreation	2	2
2	Wings Over Pittsburgh	-79.9693	40.4277	Food	2	2
2	Somewhere	-79.9685	40.4265	Residence	1	3
2	Michaels Pizza Bar and Restaurant	-79.9683	40.4265	Nightlife Spot	1	1
2	Jester's Court tattoo	-79.9838	40.4288	Shop & Service	1	1
2	Jack's Bar	-79.9866	40.4288	Nightlife Spot	11	15
2	Bartram House Bakery	-79.9681	40.4273	Food	4	5
2	Pale Horse Tattoo	-79.9875	40.4287	Shop & Service	2	2
2	The Exchange	-79.9816	40.4289	Shop & Service	1	2
2	PNC Bank	-79.9806	40.4287	Shop & Service	1	4
2	Nakama	-79.9822	40.4288	Food	1	1
2	Thai Me Up	-79.9732	40.4271	Food	7	13
2	Green Front Inn	-79.9714	40.4284	Nightlife Spot	1	1
2	Culture Shop	-79.9827	40.4288	Shop & Service	2	2
2	Games N' At	-79.9778	40.4249	Arts & Entertainment	4	4
2	love yogurt	-79.9753	40.4285	Food	1	1
2	Payless ShoeSource	-79.9775	40.4311	Shop & Service	1	1
2	Buddy's	-79.9757	40.4283	Shop & Service	1	1
2	South Side Riverfront Park	-79.9755	40.4321	Outdoors & Recreation	2	2
2	Nadine's Bar and Restaurant	-79.9672	40.4264	Nightlife Spot	7	16
2	Starbucks	-79.9839	40.4288	Food	9	61
2	Maurice's Master Barber Shop	-79.9873	40.4288	Shop & Service	1	1
2	Super Suds Laundromat	-79.9764	40.4301	Shop & Service	1	1
2	Little Tokyo Bistro	-79.9753	40.4283	Food	3	3
2	Rex Theater	-79.9824	40.4288	Arts & Entertainment	2	6
2	Blue Lou's	-79.9829	40.4288	Nightlife Spot	1	1
2	pinbash	-79.9872	40.4271	Arts & Entertainment	1	1
2	South Side Works	-79.9658	40.4277	Shop & Service	6	6
2	Southside Steaks	-79.9776	40.4286	Food	2	2
2	American Eagle Outfitters HQ	-79.9628	40.4276	Professional & Other Places	1	1
2	BYS Yoga	-79.9870	40.4287	Outdoors & Recreation	1	2
2	Local Bar + Kitchen	-79.9829	40.4289	Food	31	74
2	Brix	-79.9703	40.4264	Residence	1	1
2	The Pub Chip Shop	-79.9794	40.4287	Food	1	2
2	Dish Osteria and Bar	-79.9822	40.4276	Food	4	4
2	WESA Radio	-79.9867	40.4299	Professional & Other Places	1	1
2	twelve	-79.9854	40.4288	Nightlife Spot	2	2
2	The Claddagh Irish Pub	-79.9647	40.4281	Nightlife Spot	20	33
2	Acacia	-79.9759	40.4286	Nightlife Spot	9	12
2	Integrated Fitness With A Twist	-79.9763	40.4292	Outdoors & Recreation	2	7
2	Bruegger's Bagel Bakery	-79.9804	40.4289	Food	4	6
2	Skybar Pittsburgh	-79.9824	40.4289	Nightlife Spot	1	1
2	South Side Tan	-79.9763	40.4294	Shop & Service	1	4
2	Albriaz palace	-79.9740	40.4266	Nightlife Spot	1	2
2	bar11	-79.9873	40.4272	Nightlife Spot	2	8
2	Commonwealth Press	-79.9778	40.4286	Shop & Service	1	1
2	Walker's Pub	-79.9767	40.4276	Nightlife Spot	2	2
2	Vape Inn On Carson	-79.9704	40.4264	Nightlife Spot	2	2
2	Peet's Coffee & Tea	-79.9664	40.4269	Food	6	17
2	Double Wide Grill	-79.9713	40.4285	Food	2	6
2	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	Food	3	3
2	Jimmy John's	-79.9811	40.4288	Food	5	7
2	Finn McCool's	-79.9835	40.4289	Nightlife Spot	1	1
2	1311	-79.9848	40.4288	Nightlife Spot	10	12
2	Mallorca	-79.9734	40.4282	Food	1	1
2	Mike & Tony's Gyro Shop	-79.9835	40.4288	Food	7	8
2	Tad's on E. Carson	-79.9871	40.4287	Nightlife Spot	5	13
2	Carson Street Deli	-79.9831	40.4289	Food	12	24
2	American Eagle	-79.9671	40.4274	Shop & Service	1	1
2	Cupples Stadium	-79.9905	40.4285	Arts & Entertainment	1	1
2	Stagioni	-79.9759	40.4285	Food	2	2
2	Popeyes Louisiana Kitchen	-79.9774	40.4302	Food	2	2
2	Tiki Lounge	-79.9774	40.4286	Nightlife Spot	1	2
2	Karworski Tavern	-79.9717	40.4265	Nightlife Spot	1	1
2	Excuses Bar & Grill	-79.9687	40.4274	Arts & Entertainment	7	7
2	CrossFit Athletics	-79.9672	40.4261	Outdoors & Recreation	1	1
2	Diesel Club Lounge	-79.9826	40.4290	Nightlife Spot	9	12
2	Jaggerbush	-79.9732	40.4266	Nightlife Spot	1	1
2	The Grand Budapest Hotel	-79.9682	40.4292	Residence	1	1
2	Popeye's!	-79.9773	40.4303	Food	2	2
2	Primanti Bros.	-79.9792	40.4286	Food	26	56
2	American Eagle Outfitters	-79.9671	40.4274	Shop & Service	1	1
2	The Zenith	-79.9689	40.4267	Food	3	3
2	The Urban Tap	-79.9859	40.4288	Food	3	3
2	The Rowdy Buck	-79.9842	40.4289	Nightlife Spot	8	8
2	Kopy's Bar	-79.9864	40.4281	Nightlife Spot	1	1
2	Copies at Carson	-79.9843	40.4288	Shop & Service	1	1
2	Bloom Cigar Co.	-79.9865	40.4291	Shop & Service	1	1
2	Phillips Elementary School	-79.9783	40.4278	Professional & Other Places	1	1
2	Devils and Dolls Nightclub	-79.9814	40.4289	Nightlife Spot	1	1
2	South Side	-79.9802	40.4287	Shop & Service	6	7
2	Cuckoo's Nest	-79.9728	40.4284	Shop & Service	1	1
2	Dee's Cafe	-79.9847	40.4288	Nightlife Spot	14	21
2	Amazing Cafe	-79.9832	40.4287	Food	3	3
2	Oliver Bath House	-79.9887	40.4295	Outdoors & Recreation	1	1
2	Lin's Asian Fusion	-79.9767	40.4285	Food	3	6
2	Kassab's Restaurant	-79.9860	40.4288	Food	2	2
2	Archie's	-79.9717	40.4282	Nightlife Spot	3	3
2	Carson Street News	-79.9821	40.4290	Shop & Service	2	2
2	otimemore's too hot	-79.9826	40.4270	Nightlife Spot	1	1
2	Delanie's Coffee	-79.9807	40.4288	Food	2	4
2	Bobby Hendrix	-79.9768	40.4286	Nightlife Spot	8	10
2	Rothrock's Kung Fu & Tai Chi	-79.9714	40.4281	Outdoors & Recreation	1	1
2	Branding Brand	-79.9725	40.4286	Professional & Other Places	2	8
2	Salon Ivy	-79.9857	40.4289	Shop & Service	1	1
2	Burger King	-79.9796	40.4286	Food	1	1
2	Clear Story Studio	-79.9777	40.4297	Shop & Service	1	1
2	Mario's Southside Saloon	-79.9828	40.4288	Nightlife Spot	31	43
2	In The Blood Tattoo	-79.9774	40.4286	Shop & Service	1	1
2	Amazing Yoga	-79.9832	40.4288	Outdoors & Recreation	1	1
2	Wharton Square	-79.9773	40.4309	Shop & Service	1	1
2	Muscle Maker Grill	-79.9660	40.4264	Food	3	6
2	The Flats	-79.9833	40.4288	Nightlife Spot	4	4
2	Parts	-79.9785	40.4312	Shop & Service	1	1
2	Fat Head's Saloon	-79.9801	40.4289	Nightlife Spot	58	225
2	Waffles Incaffienated	-79.9692	40.4278	Food	8	48
2	Steel Cactus Mexican Restaurante & Cantina	-79.9793	40.4287	Food	11	26
2	Emiliano's Mexican Restaurant and Bar	-79.9684	40.4276	Food	12	14
2	UPMC Mercy South Side Outpatient Center	-79.9775	40.4257	Professional & Other Places	1	1
3	Allegheny County Jail	-79.9920	40.4345	Professional & Other Places	1	1
3	at Duquesne University Gumberg Library	-79.9913	40.4372	College & University	3	5
3	Duquesne University	-79.9919	40.4361	College & University	1	9
3	UPMC Mercy	-79.9861	40.4371	Professional & Other Places	3	4
3	Duquesne Dining- Options Food Court	-79.9903	40.4363	Food	1	2
3	South Lot Parking CEC	-79.9904	40.4411	Professional & Other Places	1	1
3	Life's Work	-79.9879	40.4381	Professional & Other Places	1	1
3	Pittsburgh Marriott City Center	-79.9922	40.4400	Nightlife Spot	2	2
3	Pizza Milano	-79.9881	40.4385	Food	14	48
3	Duquesne University- Bayer Hall	-79.9922	40.4358	College & University	1	1
3	Tailgaters Sports Bar & Grill	-79.9870	40.4404	Nightlife Spot	2	2
3	Duquesne University Old Main	-79.9928	40.4359	College & University	1	1
3	Pittsburgh Chest Physicians	-79.9867	40.4365	Professional & Other Places	1	1
3	Duquesne University Power Center Gym	-79.9906	40.4379	College & University	4	56
3	Burgatory	-79.9898	40.4399	Food	1	1
3	Sammy's	-79.9951	40.4382	Nightlife Spot	1	1
3	10th Street Bridge	-79.9892	40.4326	Outdoors & Recreation	4	5
3	Duquesne Union Starbucks	-79.9907	40.4368	Food	2	34
3	powered by Reebok	-79.9894	40.4395	Shop & Service	1	4
3	Rockwell Hall	-79.9937	40.4377	College & University	2	4
3	TGI Fridays	-79.9900	40.4388	Food	9	9
3	Coffee Tree; Duquesne Law School	-79.9918	40.4366	Food	1	1
3	Des Places Hall	-79.9871	40.4365	College & University	1	1
3	Shale's Cafe	-79.9884	40.4385	Nightlife Spot	1	2
3	Pittsburgh Penguins	-79.9894	40.4395	Arts & Entertainment	5	10
3	Duquesne Towers	-79.9888	40.4355	College & University	1	18
3	UPMC Mercy Inpatient Rehab	-79.9861	40.4370	Professional & Other Places	1	3
3	Duquesne University Bookstore	-79.9909	40.4373	College & University	1	1
3	Starbucks	-79.9907	40.4368	Food	3	16
3	Duquesne University Penthouse Assumption Hall	-79.9869	40.4353	College & University	1	1
3	A.J. Palumbo Center	-79.9880	40.4376	College & University	3	3
3	Consol Energy Center	-79.9899	40.4390	Arts & Entertainment	2	2
3	Consol Energy Center	-79.9898	40.4399	Food	12	26
3	Duquesne University- Mellon Hall	-79.9911	40.4357	College & University	1	14
3	Cambria Suites	-79.9881	40.4402	Travel & Transport	6	6
3	Captain Morgan Club	-79.9899	40.4399	Nightlife Spot	1	1
3	2nd Ave & OP 10th Street Bridge: Outbound	-79.9897	40.4343	Travel & Transport	1	1
3	China Wok	-79.9889	40.4387	Food	1	1
3	Duquesne Student Union	-79.9909	40.4368	College & University	4	12
3	Duquesne University Power Center Ballroom	-79.9907	40.4380	Professional & Other Places	2	16
3	PensGear	-79.9894	40.4395	Shop & Service	1	1
3	Duquesne University	-79.9905	40.4371	Professional & Other Places	2	14
3	CONSOL Energy Center	-79.9898	40.4399	Food	3	3
3	UPMC Mercy	-79.9856	40.4365	Professional & Other Places	1	1
3	St. Ann Hall	-79.9876	40.4361	College & University	1	2
3	Duquesne Dining	-79.9903	40.4363	Food	1	9
3	Duquesne Fishbowl	-79.9909	40.4369	College & University	1	1
3	College Hall	-79.9901	40.4367	College & University	2	14
3	East Parking Lot	-79.9889	40.4418	Professional & Other Places	1	1
3	Mario Lemieux Statue Le Magnifique	-79.9903	40.4403	Professional & Other Places	2	2
3	The Steelhead Brasserie & Wine Bar	-79.9922	40.4402	Nightlife Spot	1	1
3	First Niagara Club	-79.9901	40.4399	Nightlife Spot	1	1
3	CONSOL Energy Center	-79.9894	40.4395	Arts & Entertainment	165	324
3	TGI Friday's	-79.9900	40.4388	Food	1	1
4	Clark Building Parking Lot	-80.0087	40.4486	Professional & Other Places	1	1
4	Burgh	-80.0065	40.4435	Outdoors & Recreation	1	1
4	Diamond Pizza	-80.0045	40.4473	Food	2	4
4	Residence Inn Pittsburgh North Shore	-80.0072	40.4479	Travel & Transport	4	4
4	McFadden's	-80.0075	40.4466	Food	11	12
4	Lacock St Underpass	-80.0028	40.4505	Outdoors & Recreation	1	1
4	Atria's Restaurant and Tavern	-80.0040	40.4472	Nightlife Spot	8	8
4	B Z Bar and Grill	-80.0042	40.4481	Nightlife Spot	11	24
4	PNC Park	-80.0054	40.4474	Outdoors & Recreation	1	1
4	BZ Bar & Grill	-80.0042	40.4481	Nightlife Spot	1	1
4	Manny's BBQ	-80.0048	40.4464	Food	1	1
4	Budweiser Bowtie Bar	-80.0061	40.4461	Nightlife Spot	1	1
4	Mullens Bar & Grill	-80.0041	40.4484	Nightlife Spot	24	26
4	Blue Lot 7G	-80.0042	40.4492	College & University	1	1
4	PNC Park	-80.0065	40.4474	Arts & Entertainment	1	1
4	River by PNC park	-80.0057	40.4457	Travel & Transport	1	1
4	George L Wilson Co.	-80.0015	40.4490	Professional & Other Places	1	2
4	Soho	-80.0045	40.4483	Food	9	9
4	PNC Park	-80.0056	40.4469	Arts & Entertainment	292	485
4	Roberto Clemente Statue	-80.0040	40.4468	Outdoors & Recreation	2	4
4	The Beer Market	-80.0041	40.4478	Nightlife Spot	30	35
4	North Shore Bike Trail	-80.0024	40.4474	Outdoors & Recreation	1	2
4	Rachel Carson Bridge	-79.9998	40.4467	Outdoors & Recreation	3	3
4	BZ Bar and Grill	-80.0042	40.4481	Nightlife Spot	1	1
4	Pittsburgh Kids Network	-80.0038	40.4481	Professional & Other Places	1	1
4	Kayak Pittsburgh	-80.0038	40.4470	Outdoors & Recreation	1	1
4	Parking Red 5A	-80.0085	40.4477	Arts & Entertainment	1	1
4	The Andy Warhol Museum	-80.0023	40.4486	Food	76	172
4	Tailgate Party	-80.0010	40.4490	Nightlife Spot	1	1
4	Mullen's Bar & Grill	-80.0041	40.4484	Nightlife Spot	1	1
4	Alcoa Pittsburgh Federal Credit Union	-80.0033	40.4483	Shop & Service	1	1
4	The Warhol: Store	-80.0021	40.4486	Shop & Service	2	4
4	Dominic's Famous Deli & Bottle Shop	-80.0041	40.4478	Food	3	3
4	General Robinson & Federal	-80.0044	40.4482	Travel & Transport	1	1
4	US Post Office	-80.0052	40.4500	Professional & Other Places	1	1
4	Andy Warhol Bridge	-80.0015	40.4462	Outdoors & Recreation	5	10
4	Eco Bistro	-80.0054	40.4509	Food	1	1
4	PBC Grill PNC Park Club Level	-80.0064	40.4473	Food	20	21
4	Kayak Pittsburgh Pirates Baseball	-80.0056	40.4469	Arts & Entertainment	4	4
4	Steel City Showdown	-80.0043	40.4480	Outdoors & Recreation	1	1
4	Lexus Club	-80.0068	40.4478	Food	1	1
4	Clark Bar & Grill	-80.0085	40.4488	Food	2	2
4	BNY Mellon New Music Stage AE	-80.0035	40.4460	Arts & Entertainment	13	13
4	Trib Total Media	-80.0086	40.4489	Professional & Other Places	1	7
4	Primanti Bros.	-80.0058	40.4469	Food	1	1
4	PNC Park Box Office	-80.0047	40.4481	Arts & Entertainment	1	1
4	Willie Stargell Statue	-80.0043	40.4476	Outdoors & Recreation	2	2
4	Clarks Parking	-80.0091	40.4484	Professional & Other Places	1	1
4	Smith Brothers Agency	-80.0041	40.4481	Professional & Other Places	1	1
5	Carnegie Science Center	-80.0178	40.4457	Arts & Entertainment	27	31
5	CCAC Library Building	-80.0136	40.4497	College & University	2	21
5	Carnegie Science Center	-80.0185	40.4457	Arts & Entertainment	27	31
5	CCAC Foerster Student Services Center	-80.0148	40.4500	College & University	1	3
5	Mr. Rogers Memorial	-80.0139	40.4449	Outdoors & Recreation	1	1
5	Police Memorial	-80.0134	40.4450	Outdoors & Recreation	1	1
5	Heinz Field Stadium	-80.0158	40.4468	Arts & Entertainment	52	60
5	Port Authority Allegheny Station	-80.0175	40.4480	Travel & Transport	6	13
5	CCAC Milton Hall	-80.0139	40.4494	College & University	1	8
5	March Of Dimes	-80.0131	40.4468	Arts & Entertainment	1	1
5	Southwestern Pennsylvania World War II Memorial	-80.0120	40.4457	Professional & Other Places	1	1
5	CCAC Forester Student Services Center	-80.0148	40.4500	College & University	1	13
5	CCAC Parking Lot	-80.0158	40.4501	Professional & Other Places	1	1
5	Asiago's Tuscan Italian	-80.0114	40.4458	Food	1	1
5	Stage AE	-80.0126	40.4461	Arts & Entertainment	3	6
5	Rivertowne North Shore	-80.0105	40.4458	Food	19	26
5	Gold Lot 1	-80.0121	40.4472	Professional & Other Places	1	2
5	Heinz Field Suite Level	-80.0157	40.4467	Arts & Entertainment	40	45
5	Hyde Park Steakhouse	-80.0080	40.4462	Food	10	20
5	Highmark Sportsworks at Carnegie Science Center	-80.0184	40.4464	Arts & Entertainment	1	1
5	Rangos Omnimax Theater	-80.0181	40.4457	Arts & Entertainment	2	2
5	Three Rivers Water Steps	-80.0084	40.4456	Outdoors & Recreation	1	1
5	Jerome Bettis' Grille 36	-80.0116	40.4456	Nightlife Spot	29	60
5	General Robinson Garage	-80.0097	40.4476	Professional & Other Places	1	1
5	Immaculate Reception Monument	-80.0129	40.4469	Arts & Entertainment	1	1
5	USS Requin	-80.0184	40.4454	Travel & Transport	1	1
5	5K Start	-80.0088	40.4473	Outdoors & Recreation	1	1
5	Riverwalk	-80.0108	40.4454	Outdoors & Recreation	1	2
5	K. Leroy Irvis Science Center	-80.0151	40.4498	College & University	2	4
5	PNC Gold parking Lot	-80.0103	40.4469	Professional & Other Places	1	1
5	Burgatory	-80.0108	40.4463	Food	2	2
6	Econ-O-Wash	-79.9253	40.4575	Shop & Service	1	1
6	UPMC Shadyside	-79.9395	40.4552	Professional & Other Places	1	1
6	Casa Rasta	-79.9252	40.4601	Food	1	2
6	Giant Eagle Market District Supermarket	-79.9347	40.4567	Shop & Service	20	297
6	Alphalab Gear	-79.9235	40.4618	Professional & Other Places	3	4
6	Bites & Brews	-79.9311	40.4558	Nightlife Spot	4	8
6	Wines and Spirits	-79.9209	40.4591	Shop & Service	1	1
6	Covalent Video Production	-79.9244	40.4612	Professional & Other Places	1	1
6	Print & Ship Center	-79.9255	40.4596	Shop & Service	1	1
6	Kelly Strayhorn Theater	-79.9252	40.4620	Arts & Entertainment	1	1
6	The Shady Dog	-79.9389	40.4561	Food	1	1
6	Impressionz	-79.9241	40.4623	Food	1	1
6	Peace Love & Zen	-79.9237	40.4622	Shop & Service	2	9
6	AlphaLab	-79.9236	40.4620	Professional & Other Places	1	1
6	Eastminster Fitness Center	-79.9235	40.4629	Outdoors & Recreation	1	3
6	Bagel Factory	-79.9301	40.4566	Food	1	2
6	LaVida Massage	-79.9374	40.4563	Shop & Service	1	1
