,cluster14,,,,cluster15,,,,cluster18,,,,cluster27,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-08-13,8,-1.182,1.221,0.549,0,0.000,0.000,0.000,5,-1.123,0.000,0.000,0,0.000,0.000,0.000
2014-08-14,4,-3.874,0.000,2.443,0,0.000,0.000,0.000,3,-0.489,0.000,0.000,1,-0.142,0.000,0.000
2014-08-15,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-08-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-21,1,-1.414,0.000,1.221,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-22,5,-1.413,0.000,0.111,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,1,-0.707,0.000,0.000
2014-08-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-25,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-27,2,0.943,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-28,9,0.433,1.098,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-29,27,3.340,2.319,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-08-30,19,9.359,7.205,0.000,0,0.000,0.000,0.000,4,5.110,2.443,0.000,3,0.650,0.000,0.000
2014-08-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-01,6,0.337,1.221,0.000,2,-0.992,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-09-02,2,0.102,1.221,0.549,0,0.000,0.000,0.000,3,-1.197,0.000,0.000,0,0.000,0.000,0.000
2014-09-03,9,0.619,1.221,1.221,0,0.000,0.000,0.000,3,4.556,2.443,0.000,0,0.000,0.000,0.000
2014-09-04,6,-1.984,0.000,1.221,1,-0.419,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-05,10,3.957,1.468,1.221,0,0.000,0.000,0.000,4,4.012,2.443,0.000,0,0.000,0.000,0.000
2014-09-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-07,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-08,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-14,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-15,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-21,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-22,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-25,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-27,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-29,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-09-30,7,3.396,2.443,0.000,2,-0.207,0.000,0.000,1,-0.200,0.000,0.000,0,0.000,0.000,0.000
2014-10-01,26,1.467,1.221,0.000,3,-1.098,0.000,0.000,6,2.151,1.221,0.000,0,0.000,0.000,0.000
2014-10-02,26,3.417,3.664,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-03,14,0.398,0.247,0.010,0,0.000,0.000,0.000,4,0.394,0.000,0.000,0,0.000,0.000,0.000
2014-10-04,3,1.117,1.221,1.221,0,0.000,0.000,0.000,2,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-05,2,0.476,0.000,0.000,1,1.318,1.221,0.000,3,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-06,2,1.434,0.000,0.000,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-07,7,-0.984,1.715,1.221,1,0.053,0.000,0.000,4,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-08,3,-1.981,0.000,1.221,1,-0.480,0.000,0.000,0,0.000,0.000,0.000,1,-3.999,0.000,1.221
2014-10-09,3,0.537,0.247,0.000,1,-0.441,0.000,0.000,0,0.000,0.000,0.000,1,-0.173,0.000,0.000
2014-10-10,6,1.916,1.221,0.002,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-11,4,-1.301,0.000,0.000,0,0.000,0.000,0.000,3,-0.629,0.000,0.000,0,0.000,0.000,0.000
2014-10-12,2,1.337,1.221,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-13,2,-0.194,0.000,0.111,1,-0.465,0.000,0.000,2,1.528,1.221,0.000,0,0.000,0.000,0.000
2014-10-14,13,1.692,2.443,1.225,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-15,6,5.714,3.664,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-16,6,0.713,0.000,0.000,0,0.000,0.000,0.000,1,0.969,0.000,0.000,0,0.000,0.000,0.000
2014-10-17,25,0.759,3.664,1.221,3,-1.072,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-18,5,3.304,1.221,1.221,3,-1.386,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-20,4,2.298,1.221,0.000,2,-1.364,0.000,0.000,1,-0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-21,8,-5.029,0.000,2.443,3,-0.888,0.000,0.000,5,-0.142,0.000,0.000,1,-0.142,0.000,0.000
2014-10-22,4,-0.182,0.000,0.111,4,-1.777,0.000,0.000,4,-0.824,0.000,0.000,0,0.000,0.000,0.000
2014-10-23,9,-1.753,1.221,1.221,1,-0.465,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-24,5,2.221,1.221,0.002,1,0.287,0.000,0.000,2,-2.168,0.000,1.221,0,0.000,0.000,0.000
2014-10-25,5,1.245,0.795,0.000,3,-1.775,0.000,1.221,5,0.726,2.443,1.221,6,-0.137,0.005,0.002
2014-10-26,10,1.692,1.098,0.000,4,0.531,0.000,0.000,4,-1.371,0.000,0.000,0,0.000,0.000,0.000
2014-10-27,3,0.677,0.247,0.000,2,-0.260,0.000,0.000,2,2.278,1.221,0.000,0,0.000,0.000,0.000
2014-10-28,5,1.080,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-29,6,-0.002,0.000,0.000,2,-0.892,0.000,0.000,0,0.000,0.000,0.000,2,0.007,0.005,0.000
2014-10-30,5,1.989,1.221,0.111,2,-0.593,0.000,0.000,0,0.000,0.000,0.000,6,-0.000,0.000,0.000
2014-10-31,16,1.074,0.000,0.000,1,-0.465,0.000,0.000,2,2.923,1.221,0.000,4,-0.000,0.000,0.000
2014-11-01,5,5.713,2.992,0.000,1,-0.494,0.000,0.000,0,0.000,0.000,0.000,3,0.000,0.000,0.000
2014-11-02,10,8.265,6.107,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,5,0.000,0.000,0.000
2014-11-03,5,-0.479,0.000,0.549,0,0.000,0.000,0.000,2,0.242,0.000,0.000,16,-0.920,0.000,0.000
2014-11-04,5,-0.368,1.221,0.000,1,-0.995,0.000,0.000,2,1.570,0.000,0.000,6,0.000,0.000,0.000
2014-11-05,13,0.416,0.000,0.000,0,0.000,0.000,0.000,2,0.845,0.000,0.000,0,0.000,0.000,0.000
2014-11-06,15,1.273,0.000,0.002,0,0.000,0.000,0.000,0,0.000,0.000,0.000,13,0.000,0.000,0.000
2014-11-07,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,0.678,0.000,0.000,3,0.000,0.000,0.000
2014-11-08,7,3.236,1.221,0.000,1,0.064,0.000,0.000,1,1.206,0.000,0.000,8,-0.000,0.000,0.000
2014-11-09,6,0.981,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-10,1,1.245,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-11-11,6,0.565,1.770,1.332,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,5,0.710,0.000,0.000
2014-11-12,13,0.358,0.000,0.005,0,0.000,0.000,0.000,2,-0.000,0.000,0.000,11,-0.001,0.000,0.001
2014-11-13,20,0.594,1.221,0.111,0,0.000,0.000,0.000,0,0.000,0.000,0.000,22,0.195,0.000,0.000
2014-11-14,3,3.544,2.443,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,7,0.000,0.000,0.000
2014-11-15,6,0.763,0.000,0.000,0,0.000,0.000,0.000,2,0.463,0.000,0.000,9,0.000,0.000,0.000
2014-11-16,3,-1.527,0.000,1.221,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,5,-0.002,0.000,0.002
2014-11-17,5,0.006,0.549,0.002,1,-0.124,0.000,0.000,1,-0.142,0.000,0.000,5,-0.000,0.000,0.000
2014-11-18,2,-0.469,0.549,1.221,1,-0.441,0.000,0.000,1,-0.142,0.000,0.000,4,-0.000,0.000,0.000
2014-11-19,6,-0.431,0.000,0.551,2,-0.871,0.000,0.000,2,0.355,0.000,0.000,7,0.000,0.000,0.000
2014-11-20,2,0.617,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,0.000,0.000,0.000
2014-11-21,4,-1.881,1.221,1.221,1,-0.441,0.000,0.000,1,-0.142,0.000,0.000,31,0.000,0.000,0.000
2014-11-22,14,6.891,4.935,1.226,0,0.000,0.000,0.000,2,-0.486,0.000,1.221,22,0.000,0.000,0.000
2014-11-23,10,3.924,2.443,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,14,0.000,0.000,0.000
2014-11-24,1,-0.001,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,5,0.007,0.005,0.000
2014-11-25,15,-1.557,0.000,1.221,0,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.009,0.005,0.000
2014-11-26,2,0.733,0.050,0.000,0,0.000,0.000,0.000,3,-0.891,0.000,1.221,38,-0.001,0.000,0.000
2014-11-27,5,-0.664,0.000,0.000,0,0.000,0.000,0.000,3,2.561,1.221,0.000,15,0.008,0.005,0.000
2014-11-28,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,0.785,0.000,0.000,5,-0.000,0.000,0.000
2014-11-29,2,1.207,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,9,0.000,0.000,0.000
2014-11-30,8,2.053,4.213,1.221,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,21,0.000,0.000,0.000
2014-12-01,2,-0.284,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,9,0.000,0.000,0.000
2014-12-02,14,1.841,1.271,0.000,0,0.000,0.000,0.000,2,0.330,0.000,0.000,4,-0.139,0.000,0.000
2014-12-03,12,0.304,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,11,0.007,0.005,0.001
2014-12-04,5,2.399,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,16,-0.000,0.000,0.000
2014-12-05,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-1.630,0.000,1.221,3,0.003,0.000,0.000
2014-12-06,6,3.455,2.319,1.221,0,0.000,0.000,0.000,3,-1.065,0.000,0.000,17,-0.945,0.000,0.000
2014-12-07,10,5.872,4.089,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,9,0.000,0.000,0.000
2014-12-08,4,3.144,1.221,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,5,0.011,0.005,0.000
2014-12-09,1,0.777,0.000,0.000,1,-0.465,0.000,0.000,2,-0.676,0.000,0.000,13,-0.003,0.000,0.002
2014-12-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,-0.199,0.000,0.000,4,-0.000,0.000,0.000
2014-12-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-12-13,2,3.266,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,0.000,0.000,0.000
2014-12-14,4,-0.980,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.000,0.000,0.000
2014-12-15,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-1.544,0.000,1.221
2014-12-16,9,2.498,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,4,0.000,0.000,0.000
2014-12-17,1,-0.043,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,5,0.000,0.000,0.000
2014-12-18,1,2.707,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,-0.000,0.000,0.000
2014-12-19,1,-0.013,0.000,0.005,0,0.000,0.000,0.000,0,0.000,0.000,0.000,3,0.000,0.000,0.000
2014-12-20,4,5.272,2.443,0.005,3,-1.055,0.000,0.000,0,0.000,0.000,0.000,13,-0.974,0.000,0.001
2014-12-21,6,-0.068,1.221,1.221,0,0.000,0.000,0.000,0,0.000,0.000,0.000,10,0.440,0.000,0.000
2014-12-22,1,-0.157,0.000,0.000,3,-0.232,0.000,0.000,0,0.000,0.000,0.000,11,0.000,0.000,0.000
2014-12-23,2,-0.603,0.000,0.000,1,-0.441,0.000,0.000,0,0.000,0.000,0.000,9,0.000,0.000,0.000
2014-12-24,3,3.319,2.443,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,8,0.000,0.000,0.000
2014-12-25,0,0.000,0.000,0.000,2,-0.871,0.000,0.000,0,0.000,0.000,0.000,6,0.607,0.000,0.000
2014-12-26,0,0.000,0.000,0.000,1,-0.451,0.000,0.000,0,0.000,0.000,0.000,5,0.007,0.005,0.001
2014-12-27,8,0.824,1.221,1.098,1,0.326,0.000,0.000,0,0.000,0.000,0.000,7,0.000,0.000,0.000
2014-12-28,5,2.674,3.664,1.221,0,0.000,0.000,0.000,0,0.000,0.000,0.000,4,-0.000,0.000,0.000
2014-12-29,2,1.679,1.221,0.000,1,-0.451,0.000,0.000,0,0.000,0.000,0.000,13,-1.635,1.221,2.443
2014-12-30,2,0.657,0.549,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,4,0.000,0.000,0.000
2014-12-31,7,1.274,1.770,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,2,-0.000,0.000,0.000
2015-01-01,7,3.525,2.443,0.000,1,-0.430,0.000,0.000,6,1.936,1.221,0.000,7,0.000,0.000,0.000
2015-01-02,6,3.635,1.221,0.000,1,-0.128,0.000,0.000,6,-0.001,0.000,0.000,3,-0.000,0.000,0.000
2015-01-03,17,-0.211,1.221,0.000,1,-0.128,0.000,0.000,14,0.000,0.000,0.000,6,0.000,0.000,0.000
2015-01-04,7,3.117,2.443,0.000,3,-1.072,0.000,0.000,3,-0.000,0.000,0.000,7,-2.004,0.000,1.221
2015-01-05,3,-2.008,0.000,1.221,1,-0.441,0.000,0.000,0,0.000,0.000,0.000,11,0.000,0.000,0.000
2015-01-06,1,0.054,0.050,0.000,1,-0.128,0.000,0.000,1,0.987,0.000,0.000,6,-0.000,0.000,0.000
2015-01-07,5,0.058,0.000,0.000,4,-1.731,0.000,0.000,0,0.000,0.000,0.000,2,-0.000,0.000,0.000
2015-01-08,4,0.138,0.000,0.000,1,-0.465,0.000,0.000,12,-2.646,0.000,1.222,8,0.000,0.000,0.000
2015-01-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.000,0.000,0.000,8,0.000,0.000,0.000
2015-01-10,4,0.886,1.221,1.221,1,-0.128,0.000,0.000,3,-1.830,0.000,1.098,10,0.000,0.000,0.000
2015-01-11,3,0.472,0.000,0.000,2,-0.930,0.000,0.000,0,0.000,0.000,0.000,1,0.000,0.000,0.000
2015-01-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,7,-0.603,0.000,0.000
2015-01-13,2,-0.284,0.000,0.000,1,-0.441,0.000,0.000,0,0.000,0.000,0.000,4,-0.000,0.000,0.000
2015-01-14,0,0.000,0.000,0.000,1,-0.128,0.000,0.000,0,0.000,0.000,0.000,8,0.000,0.000,0.000
2015-01-15,5,-1.336,0.000,1.221,3,-1.386,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-16,4,-0.245,0.000,0.000,2,-0.892,0.000,0.000,0,0.000,0.000,0.000,7,-0.000,0.000,0.000
2015-01-17,2,0.237,0.000,0.000,2,-0.607,0.000,0.000,0,0.000,0.000,0.000,3,0.000,0.000,0.000
2015-01-18,6,-0.067,0.000,0.005,0,0.000,0.000,0.000,0,0.000,0.000,0.000,12,0.000,0.000,0.000
2015-01-19,4,0.363,1.221,0.549,0,0.000,0.000,0.000,0,0.000,0.000,0.000,4,0.000,0.000,0.000
2015-01-20,0,0.000,0.000,0.000,3,-2.704,0.000,1.221,0,0.000,0.000,0.000,6,0.000,0.000,0.000
2015-01-21,4,-0.220,0.000,0.000,3,-1.030,0.000,0.000,0,0.000,0.000,0.000,6,-0.000,0.000,0.000
2015-01-22,4,1.631,1.221,0.000,3,-0.533,0.000,0.000,0,0.000,0.000,0.000,15,0.000,0.000,0.000
2015-01-23,1,-0.142,0.000,0.000,1,-0.441,0.000,0.000,1,-2.659,0.000,1.221,3,-0.000,0.000,0.000
2015-01-24,1,0.358,0.000,0.000,3,-1.424,0.000,0.000,0,0.000,0.000,0.000,2,-0.000,0.000,0.000
2015-01-25,3,-0.596,0.000,0.247,2,-0.575,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-26,5,4.215,2.443,0.000,5,-1.024,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-27,1,-0.654,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-28,1,0.000,0.000,0.000,6,-1.539,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-29,6,1.297,1.221,0.000,3,-0.303,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-30,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-01-31,3,-0.426,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-01,4,-0.292,0.000,0.000,2,-0.945,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-02,3,0.738,0.000,0.000,3,-1.301,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-02-03,2,1.966,1.221,0.000,0,0.000,0.000,0.000,2,0.077,0.549,0.000,0,0.000,0.000,0.000
2015-02-04,0,0.000,0.000,0.000,4,-1.343,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-02-05,1,1.318,1.221,0.000,1,-0.128,0.000,0.000,1,1.483,1.221,0.000,0,0.000,0.000,0.000
2015-02-06,14,-0.158,2.443,2.443,2,-0.608,0.000,0.000,2,0.518,0.000,0.000,0,0.000,0.000,0.000
2015-02-07,2,-0.175,0.000,0.549,1,-0.128,0.000,0.000,2,1.159,1.221,0.000,0,0.000,0.000,0.000
2015-02-08,3,3.127,1.221,0.000,4,0.368,0.000,0.000,2,-0.789,0.000,0.000,0,0.000,0.000,0.000
2015-02-09,0,0.000,0.000,0.000,3,-1.386,0.000,0.000,0,0.000,0.000,0.000,8,-0.088,1.221,1.221
2015-02-10,1,0.163,0.000,0.000,0,0.000,0.000,0.000,2,2.460,1.221,0.000,0,0.000,0.000,0.000
2015-02-11,4,-3.572,0.000,1.770,1,-0.465,0.000,0.000,3,-0.457,0.000,0.000,0,0.000,0.000,0.000
2015-02-12,1,2.528,1.221,0.000,1,-0.451,0.000,0.000,1,0.584,0.549,0.000,0,0.000,0.000,0.000
2015-02-13,2,3.569,1.221,0.000,1,-0.441,0.000,0.000,10,-0.426,0.000,0.000,0,0.000,0.000,0.000
2015-02-14,0,0.000,0.000,0.000,3,-0.544,0.000,0.000,14,6.887,4.213,0.000,0,0.000,0.000,0.000
2015-02-15,4,0.565,0.493,0.000,2,-0.882,0.000,0.000,8,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-02-16,1,-0.142,0.000,0.000,2,-0.178,0.000,0.000,5,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-17,7,0.964,1.221,1.770,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-18,2,-0.687,0.000,0.247,2,-0.881,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-02-19,3,-1.225,0.000,0.247,0,0.000,0.000,0.000,3,2.437,1.221,0.000,0,0.000,0.000,0.000
2015-02-20,1,-0.142,0.000,0.000,3,-0.243,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-02-21,6,-1.072,2.443,1.221,0,0.000,0.000,0.000,2,0.234,0.000,0.000,1,-0.142,0.000,0.000
2015-02-22,3,0.525,0.000,0.000,2,-1.063,0.000,0.000,4,1.912,1.770,0.000,0,0.000,0.000,0.000
2015-02-23,3,0.724,0.000,0.000,1,0.035,0.000,0.000,2,-2.415,0.000,1.221,0,0.000,0.000,0.000
2015-02-24,0,0.000,0.000,0.000,2,-0.593,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-25,2,-2.055,0.000,1.221,1,0.035,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-02-26,5,1.884,1.221,1.221,0,0.000,0.000,0.000,2,1.086,1.221,0.000,0,0.000,0.000,0.000
2015-02-27,1,0.557,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-02-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-01,0,0.000,0.000,0.000,2,-0.593,0.000,0.000,2,-0.185,0.000,0.000,0,0.000,0.000,0.000
2015-03-02,2,-0.284,0.000,0.000,2,-0.916,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-03-03,2,-0.657,0.000,0.000,1,-0.480,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-03-04,2,4.469,1.221,0.000,1,-0.451,0.000,0.000,3,2.429,1.221,0.000,0,0.000,0.000,0.000
2015-03-05,1,-0.142,0.000,0.000,3,-0.242,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-03-06,2,1.378,1.221,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-07,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.075,1.221,1.221,0,0.000,0.000,0.000
2015-03-08,3,0.504,1.221,1.221,1,-0.430,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
2015-03-09,2,-0.270,0.000,0.000,0,0.000,0.000,0.000,1,0.437,0.000,0.000,0,0.000,0.000,0.000
2015-03-10,1,-0.173,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-03-11,1,-0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-03-12,1,0.284,0.000,0.000,3,-0.384,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-13,0,0.000,0.000,0.000,2,-0.256,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-14,15,10.498,3.664,0.000,6,-1.727,0.000,0.000,3,1.168,1.221,0.000,1,-0.142,0.000,0.000
2015-03-15,6,4.930,3.540,0.000,7,-2.823,0.000,0.000,2,-0.206,0.000,0.000,0,0.000,0.000,0.000
2015-03-16,1,-0.735,0.000,0.000,7,-1.233,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
