,cluster18,,,,cluster14,,,,cluster7,,,,cluster23,,,,cluster30,,,,cluster31,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-08-03,5,-0.710,0,0,6,-0.852,0,0,10,2.180,2,0,0,0.000,0,0,1,-0.142,0,0,3,2.432,1,0
2014-08-04,3,-1.396,0,1,4,1.367,0,0,7,3.259,2,0,6,3.355,2,1,1,1.566,1,0,5,-0.210,0,0
2014-08-05,1,-0.142,0,0,14,-3.672,0,1,10,6.557,4,1,2,0.731,0,0,1,1.253,1,0,10,-0.566,1,1
2014-08-06,4,-0.568,0,0,4,-1.417,0,1,11,1.848,3,1,7,-4.894,0,3,3,-0.430,0,0,5,-3.641,0,2
2014-08-07,2,-0.284,0,0,5,0.060,0,0,10,-6.127,2,4,1,-1.705,0,1,4,-0.568,0,0,0,0.000,0,0
2014-08-08,3,2.805,2,0,6,-0.991,1,1,6,0.560,1,1,5,7.872,2,0,4,1.910,1,0,0,0.000,0,0
2014-08-09,1,0.746,0,0,4,-0.665,0,1,18,0.475,3,1,0,0.000,0,0,3,-0.757,0,0,0,0.000,0,0
2014-08-10,1,-0.171,0,0,4,3.916,3,0,11,-1.502,0,1,0,0.000,0,0,3,0.738,1,0,6,3.192,2,0
2014-08-11,0,0.000,0,0,8,-1.119,1,1,2,1.346,1,0,8,0.401,1,1,4,-1.489,0,1,8,-4.218,0,4
2014-08-12,0,0.000,0,0,6,2.368,2,1,13,1.349,3,1,1,-0.142,0,0,4,-0.302,0,1,1,-1.857,0,1
2014-08-13,5,-1.123,0,0,8,-3.321,1,1,8,-0.299,1,1,5,-3.076,1,2,8,8.025,5,1,1,-0.721,0,0
2014-08-14,3,-0.426,0,0,4,-3.573,0,2,32,2.637,5,2,4,-1.563,0,1,2,-0.284,0,0,3,-0.426,0,0
2014-08-15,1,-0.142,0,0,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-16,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-17,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-18,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-19,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-20,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-21,0,0.000,0,0,1,-1.158,0,1,1,-0.455,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-22,1,-0.142,0,0,5,-4.091,0,1,23,-1.463,5,4,5,-3.596,1,2,1,-0.142,0,0,6,-4.510,1,3
2014-08-23,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-24,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-25,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-26,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-08-27,0,0.000,0,0,2,0.746,0,0,0,0.000,0,0,2,-0.284,0,0,0,0.000,0,0,1,-1.176,0,1
2014-08-28,0,0.000,0,0,9,1.164,2,0,11,0.262,1,0,19,-13.459,2,7,1,-0.142,0,0,10,1.668,1,0
2014-08-29,1,-0.142,0,0,27,4.507,3,0,5,2.262,2,0,5,-0.970,1,1,1,-0.433,0,0,0,0.000,0,0
2014-08-30,4,4.413,2,0,19,9.024,7,0,38,-0.660,4,5,5,-3.590,0,1,1,-0.142,0,0,3,0.167,0,0
2014-08-31,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-01,1,-0.142,0,0,6,0.011,1,0,24,-5.570,1,2,13,0.223,3,2,10,-5.110,0,4,7,-1.464,0,0
2014-09-02,3,-1.197,0,0,2,-1.076,1,1,6,0.554,1,0,24,3.957,8,6,5,2.706,2,0,7,1.384,2,1
2014-09-03,3,3.704,2,0,9,0.430,1,1,18,2.034,2,1,26,-9.187,4,7,1,2.006,1,0,2,0.195,0,0
2014-09-04,0,0.000,0,0,6,-1.918,0,1,17,-2.959,0,2,3,0.579,0,0,1,-0.142,0,0,2,-0.515,0,0
2014-09-05,4,3.426,2,0,10,4.726,2,1,19,8.002,5,0,11,-0.469,2,1,1,-0.671,0,0,3,-0.327,0,0
2014-09-06,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-07,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-08,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-09,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-10,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-11,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-12,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-13,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-14,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-15,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-16,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-17,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-18,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-19,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-20,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-21,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-22,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-23,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-24,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-25,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-26,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-27,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-28,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-29,1,-0.142,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-09-30,1,-0.164,0,0,7,2.961,2,0,4,1.331,2,1,0,0.000,0,0,0,0.000,0,0,4,0.404,1,0
2014-10-01,6,0.909,1,1,26,-6.774,3,5,11,2.489,2,0,0,0.000,0,0,0,0.000,0,0,6,-4.299,0,1
2014-10-02,0,0.000,0,0,26,-3.122,4,5,20,1.770,3,0,0,0.000,0,0,2,2.717,2,0,0,0.000,0,0
2014-10-03,4,1.803,1,0,14,-10.104,1,6,14,5.605,5,1,0,0.000,0,0,2,1.218,0,0,0,0.000,0,0
2014-10-04,2,-0.636,0,0,3,1.082,1,1,14,5.002,3,0,0,0.000,0,0,2,-1.815,0,1,2,-0.032,0,0
2014-10-05,3,0.508,0,0,2,0.476,0,0,11,2.083,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-06,1,-0.142,0,0,2,1.434,0,0,11,-0.445,2,2,0,0.000,0,0,3,-1.162,0,1,0,0.000,0,0
2014-10-07,4,-0.001,1,0,7,1.537,3,1,11,-0.551,0,1,0,0.000,0,0,3,-1.705,0,0,2,-1.115,0,0
2014-10-08,0,0.000,0,0,3,-1.673,0,1,18,11.452,7,1,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-10-09,0,0.000,0,0,3,1.196,1,0,17,4.300,4,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-10,0,0.000,0,0,6,-1.567,1,1,21,3.541,6,4,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-10-11,3,-0.629,0,0,4,-0.547,0,0,22,4.515,6,2,0,0.000,0,0,2,-3.637,0,2,0,0.000,0,0
2014-10-12,1,-0.142,0,0,2,1.069,1,0,21,-3.151,5,4,0,0.000,0,0,1,3.409,1,0,0,0.000,0,0
2014-10-13,2,1.225,1,0,2,-2.419,0,1,23,5.724,4,1,0,0.000,0,0,6,-2.469,0,2,0,0.000,0,0
2014-10-14,0,0.000,0,0,13,-3.266,2,3,15,8.880,5,1,3,3.096,2,0,5,0.418,1,1,0,0.000,0,0
2014-10-15,0,0.000,0,0,6,4.498,3,0,18,9.865,6,1,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-10-16,1,0.969,0,0,6,0.043,0,0,17,8.029,6,0,1,0.437,0,0,12,3.748,3,0,0,0.000,0,0
2014-10-17,0,0.000,0,0,25,-0.321,3,1,13,-0.235,0,0,0,0.000,0,0,2,0.696,0,0,0,0.000,0,0
2014-10-18,0,0.000,0,0,5,2.816,1,1,18,8.738,7,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-19,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-20,1,-0.142,0,0,4,2.006,1,0,2,1.051,0,0,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-10-21,5,-0.710,0,0,8,-4.694,0,2,5,2.065,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-22,4,-0.565,0,0,4,-2.291,0,1,27,10.457,5,0,2,-1.545,0,1,3,3.774,3,0,0,0.000,0,0
2014-10-23,0,0.000,0,0,9,-2.149,1,1,15,4.705,4,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-24,2,-1.801,0,1,5,-0.015,1,1,28,-1.726,4,4,1,-0.142,0,0,1,-0.142,0,0,0,0.000,0,0
2014-10-25,5,0.543,2,1,5,2.734,2,0,19,5.264,4,1,0,0.000,0,0,20,-10.578,0,5,0,0.000,0,0
2014-10-26,4,-1.371,0,0,10,3.679,2,0,13,3.005,1,0,0,0.000,0,0,14,-0.166,2,3,0,0.000,0,0
2014-10-27,2,1.839,1,0,3,2.119,1,0,13,8.396,6,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-28,0,0.000,0,0,5,0.550,1,0,23,-1.419,3,3,0,0.000,0,0,4,-0.568,0,0,0,0.000,0,0
2014-10-29,0,0.000,0,0,6,-4.571,0,2,20,3.371,6,2,0,0.000,0,0,2,-1.286,0,1,0,0.000,0,0
2014-10-30,0,0.000,0,0,5,-0.136,1,1,17,-1.566,1,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-10-31,2,2.393,1,0,16,-2.086,1,2,20,8.161,7,2,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-01,0,0.000,0,0,5,5.556,3,0,21,8.955,4,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-02,0,0.000,0,0,10,6.522,5,0,36,4.719,8,4,0,0.000,0,0,1,0.277,0,0,0,0.000,0,0
2014-11-03,2,0.557,0,0,5,-1.279,0,1,28,10.777,9,3,0,0.000,0,0,3,-1.144,1,1,0,0.000,0,0
2014-11-04,2,1.570,0,0,5,-0.477,1,0,32,-9.145,4,8,1,-0.142,0,0,5,8.292,3,0,0,0.000,0,0
2014-11-05,2,0.845,0,0,13,-6.319,0,2,6,5.152,4,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-06,0,0.000,0,0,15,-0.211,1,1,7,1.793,0,0,1,-0.142,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-07,1,0.678,0,0,1,-0.142,0,0,17,-0.602,2,3,0,0.000,0,0,4,3.010,2,0,0,0.000,0,0
2014-11-08,1,0.987,0,0,7,2.703,1,0,21,1.388,3,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-09,0,0.000,0,0,6,0.781,0,0,3,0.458,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-10,0,0.000,0,0,1,1.019,1,0,7,-0.956,0,0,0,0.000,0,0,3,2.237,1,0,0,0.000,0,0
2014-11-11,1,-0.142,0,0,6,0.375,2,2,14,4.172,3,0,0,0.000,0,0,3,-1.307,0,1,0,0.000,0,0
2014-11-12,2,-1.900,0,1,13,-1.726,2,1,18,5.765,3,2,3,-5.129,0,3,0,0.000,0,0,0,0.000,0,0
2014-11-13,0,0.000,0,0,20,3.837,5,3,5,-2.014,0,1,0,0.000,0,0,5,-5.246,0,3,0,0.000,0,0
2014-11-14,0,0.000,0,0,3,2.876,2,0,12,4.590,1,0,0,0.000,0,0,2,0.373,0,0,0,0.000,0,0
2014-11-15,2,1.157,0,0,6,0.607,0,0,20,-1.593,2,2,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-16,1,-0.142,0,0,3,-1.276,0,1,15,9.934,7,0,0,0.000,0,0,1,0.763,0,0,0,0.000,0,0
2014-11-17,1,-0.142,0,0,5,-1.947,1,1,3,0.515,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-18,1,-0.142,0,0,2,0.848,1,1,6,2.805,1,0,0,0.000,0,0,1,1.257,1,0,0,0.000,0,0
2014-11-19,2,0.355,0,0,6,-2.404,0,2,10,0.020,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-20,0,0.000,0,0,2,0.685,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-21,1,-0.142,0,0,4,-1.399,1,1,7,2.332,2,0,0,0.000,0,0,2,-0.284,0,0,0,0.000,0,0
2014-11-22,2,-0.264,0,1,14,4.931,5,2,20,-0.982,1,2,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-11-23,0,0.000,0,0,10,3.014,2,0,16,7.555,6,2,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-24,0,0.000,0,0,1,-0.142,0,0,17,-2.233,2,2,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-11-25,0,0.000,0,0,15,-3.829,3,5,10,-1.033,2,2,1,-2.827,0,1,0,0.000,0,0,0,0.000,0,0
2014-11-26,3,-0.657,0,1,2,2.187,1,0,16,1.384,3,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-11-27,3,2.045,1,0,5,-0.664,0,0,4,1.238,0,0,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-11-28,1,0.785,0,0,1,-0.142,0,0,13,1.065,2,0,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-11-29,0,0.000,0,0,2,0.894,1,0,17,3.007,3,1,0,0.000,0,0,2,-0.643,0,0,1,-0.469,0,0
2014-11-30,1,-0.142,0,0,8,2.499,4,1,11,0.667,2,1,0,0.000,0,0,3,-1.122,0,0,0,0.000,0,0
2014-12-01,0,0.000,0,0,2,-0.284,0,0,11,3.671,3,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-02,2,0.330,0,0,14,6.472,3,0,13,0.719,3,3,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-03,1,-0.142,0,0,12,1.892,1,0,10,2.386,2,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-04,0,0.000,0,0,5,1.920,1,0,5,1.179,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-05,2,-1.360,0,1,0,0.000,0,0,14,-1.180,0,1,2,1.253,1,0,0,0.000,0,0,0,0.000,0,0
2014-12-06,3,-1.065,0,0,6,5.624,3,1,33,6.466,6,2,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-12-07,0,0.000,0,0,10,7.950,5,0,18,-1.499,2,3,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-08,1,-0.142,0,0,4,2.148,1,0,5,0.528,0,0,1,-0.142,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-09,2,-0.579,0,0,1,0.777,0,0,9,0.788,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-10,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-11,3,-0.199,0,0,0,0.000,0,0,5,3.117,1,0,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-12-12,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-13,0,0.000,0,0,2,2.674,1,0,6,-0.008,2,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-14,0,0.000,0,0,4,-0.980,0,0,12,0.307,1,0,1,-1.272,0,1,1,0.618,0,0,0,0.000,0,0
2014-12-15,0,0.000,0,0,0,0.000,0,0,3,-0.707,0,0,3,-0.426,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-16,0,0.000,0,0,9,2.321,0,0,3,1.218,0,0,1,1.225,1,0,0,0.000,0,0,1,-2.053,0,1
2014-12-17,0,0.000,0,0,1,-0.174,0,0,3,2.610,1,0,1,-0.142,0,0,1,-0.142,0,0,0,0.000,0,0
2014-12-18,0,0.000,0,0,1,2.216,1,0,6,-0.092,0,0,1,-1.975,0,1,0,0.000,0,0,0,0.000,0,0
2014-12-19,0,0.000,0,0,1,-2.905,0,1,11,1.449,2,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-20,0,0.000,0,0,4,1.771,2,1,18,-0.198,2,1,0,0.000,0,0,1,-0.142,0,0,0,0.000,0,0
2014-12-21,0,0.000,0,0,6,-0.271,1,1,11,1.903,0,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-22,0,0.000,0,0,1,-0.636,0,0,11,8.518,5,0,0,0.000,0,0,0,0.000,0,0,1,-0.142,0,0
2014-12-23,0,0.000,0,0,2,-0.710,0,0,15,11.276,4,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-24,0,0.000,0,0,3,2.588,2,0,9,3.994,3,0,0,0.000,0,0,1,0.618,0,0,0,0.000,0,0
2014-12-25,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0,1,0.522,0,0
2014-12-26,0,0.000,0,0,0,0.000,0,0,8,-0.029,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-27,0,0.000,0,0,8,-0.772,1,2,18,0.042,2,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-28,0,0.000,0,0,5,2.312,3,1,20,-3.321,0,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-29,0,0.000,0,0,2,1.349,1,0,12,2.438,4,2,0,0.000,0,0,1,-3.036,0,1,0,0.000,0,0
2014-12-30,0,0.000,0,0,2,1.314,1,0,4,2.393,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2014-12-31,0,0.000,0,0,7,-0.644,2,0,9,-1.651,0,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-01,6,-0.139,1,1,7,2.670,2,0,7,0.787,1,0,0,0.000,0,0,2,-0.284,0,0,0,0.000,0,0
2015-01-02,6,-2.724,0,1,6,3.396,1,0,13,-2.553,1,2,0,0.000,0,0,1,-0.945,0,0,0,0.000,0,0
2015-01-03,14,1.101,2,1,17,-0.649,1,0,5,0.710,1,0,0,0.000,0,0,1,1.374,1,0,0,0.000,0,0
2015-01-04,3,-0.398,1,1,7,2.311,2,0,9,1.448,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-05,0,0.000,0,0,3,-1.715,1,2,5,0.039,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-06,1,0.987,0,0,1,1.086,1,0,5,0.444,1,0,0,0.000,0,0,0,0.000,0,0,1,0.973,0,0
2015-01-07,0,0.000,0,0,5,-2.930,0,1,6,3.164,2,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-08,12,-4.276,1,4,4,-0.004,0,0,6,-0.288,0,0,0,0.000,0,0,0,0.000,0,0,1,-0.391,0,0
2015-01-09,2,-0.284,0,0,0,0.000,0,0,8,4.047,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-10,3,-3.334,0,2,4,0.870,1,1,6,0.632,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-11,0,0.000,0,0,3,0.472,0,0,11,-0.198,2,1,1,1.552,1,0,0,0.000,0,0,1,0.891,0,0
2015-01-12,0,0.000,0,0,0,0.000,0,0,9,-1.222,2,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-13,0,0.000,0,0,2,-0.284,0,0,5,3.189,3,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-14,0,0.000,0,0,0,0.000,0,0,6,1.233,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-15,0,0.000,0,0,5,-2.550,0,2,7,2.449,3,1,3,-1.542,0,1,0,0.000,0,0,0,0.000,0,0
2015-01-16,0,0.000,0,0,4,-0.387,0,0,6,-0.167,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-17,0,0.000,0,0,2,0.237,0,0,19,-2.551,3,4,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-18,0,0.000,0,0,6,-2.892,0,1,12,1.108,3,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-19,0,0.000,0,0,4,-0.420,1,1,7,-0.093,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-20,0,0.000,0,0,0,0.000,0,0,2,-0.011,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-21,0,0.000,0,0,4,-2.408,1,1,3,-1.676,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-22,0,0.000,0,0,4,-1.308,1,1,1,-0.142,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-23,1,-2.177,0,1,1,-0.142,0,0,6,2.293,0,0,0,0.000,0,0,0,0.000,0,0,1,1.690,1,0
2015-01-24,0,0.000,0,0,1,0.358,0,0,4,-0.679,0,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-25,0,0.000,0,0,3,-1.548,0,1,2,-1.861,0,1,0,0.000,0,0,0,0.000,0,0,1,-0.142,0,0
2015-01-26,0,0.000,0,0,5,3.575,2,0,4,0.216,2,1,0,0.000,0,0,0,0.000,0,0,1,-0.142,0,0
2015-01-27,0,0.000,0,0,1,-0.654,0,0,2,0.337,0,0,1,0.792,0,0,0,0.000,0,0,1,-2.617,0,1
2015-01-28,0,0.000,0,0,1,2.940,1,0,4,-1.524,0,1,3,-0.303,0,1,0,0.000,0,0,0,0.000,0,0
2015-01-29,0,0.000,0,0,6,0.597,1,0,1,-0.142,0,0,1,2.262,1,0,0,0.000,0,0,0,0.000,0,0
2015-01-30,0,0.000,0,0,0,0.000,0,0,10,0.784,0,0,5,-0.220,0,0,0,0.000,0,0,0,0.000,0,0
2015-01-31,0,0.000,0,0,3,-0.426,0,0,9,3.859,2,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-01,0,0.000,0,0,4,-0.292,0,0,11,4.385,2,0,3,-2.124,0,1,0,0.000,0,0,0,0.000,0,0
2015-02-02,0,0.000,0,0,3,2.428,1,0,1,-0.142,0,0,1,0.515,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-03,2,0.631,1,0,2,1.584,1,0,1,-0.142,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-04,1,-0.142,0,0,0,0.000,0,0,4,0.295,0,0,1,2.162,1,0,0,0.000,0,0,1,-0.142,0,0
2015-02-05,1,1.214,1,0,1,1.079,1,0,1,1.928,1,0,0,0.000,0,0,1,1.111,1,0,0,0.000,0,0
2015-02-06,2,0.518,0,0,14,-2.094,2,3,3,0.192,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-07,2,0.923,1,0,2,-0.934,0,1,6,1.843,2,0,5,0.003,1,1,0,0.000,0,0,0,0.000,0,0
2015-02-08,2,-0.789,0,0,3,2.584,1,0,7,4.744,2,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-09,0,0.000,0,0,0,0.000,0,0,3,-0.341,0,0,0,0.000,0,0,0,0.000,0,0,1,-0.831,0,0
2015-02-10,2,1.988,1,0,1,0.163,0,0,7,0.431,1,0,4,-1.769,0,1,0,0.000,0,0,0,0.000,0,0
2015-02-11,3,-0.426,0,0,4,-3.762,0,2,6,1.861,1,0,1,-0.142,0,0,0,0.000,0,0,1,-0.735,0,0
2015-02-12,1,1.065,1,0,1,2.070,1,0,3,0.390,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-13,10,2.051,2,0,2,3.015,1,0,4,-0.568,0,0,0,0.000,0,0,1,0.046,0,0,0,0.000,0,0
2015-02-14,14,3.969,5,2,0,0.000,0,0,11,-2.362,1,2,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-15,8,0.916,1,1,4,3.288,2,0,7,3.607,3,0,0,0.000,0,0,0,0.000,0,0,3,-1.889,0,1
2015-02-16,5,1.587,2,0,1,-0.142,0,0,5,-1.307,0,1,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-17,0,0.000,0,0,7,-0.016,1,2,2,0.082,0,0,1,-0.796,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-18,1,-0.142,0,0,2,-2.223,0,1,5,3.586,2,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-19,3,2.503,1,0,3,-2.373,0,1,3,-0.426,0,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
2015-02-20,1,-0.142,0,0,1,-0.142,0,0,11,1.810,1,0,0,0.000,0,0,0,0.000,0,0,0,0.000,0,0
