,cluster18,,,,cluster14,,,,cluster7,,,,cluster23,,,,cluster30,,,,cluster31,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2014-06-04,4,-0.568,0.000,0.000,5,-1.905,0.000,1.000,6,-5.053,0.000,3.000,6,0.000,0.000,0.000,16,1.804,1.000,0.000,1,0.289,0.000,0.000
2014-06-05,0,0.000,0.000,0.000,5,2.126,2.000,1.000,15,-4.009,1.000,2.000,5,-0.142,0.000,0.000,22,1.339,1.000,0.000,3,-1.974,0.000,1.000
2014-06-06,0,0.000,0.000,0.000,4,-3.349,0.000,1.000,14,3.366,5.000,3.000,11,0.000,0.000,0.000,25,-11.496,0.000,4.022,5,-1.085,0.000,0.000
2014-06-07,1,-0.796,0.000,0.000,5,0.145,2.000,1.000,14,5.186,2.368,0.000,7,0.000,0.000,0.000,8,0.930,0.000,0.000,0,0.000,0.000,0.000
2014-06-08,0,0.000,0.000,0.000,5,0.522,1.000,1.000,17,2.064,1.135,1.000,1,-0.000,0.000,0.000,16,0.792,0.000,0.000,1,-0.052,0.000,0.000
2014-06-09,2,1.502,0.000,0.000,2,-0.284,0.000,0.000,7,2.061,1.050,0.000,15,-0.142,0.000,0.000,46,1.015,1.000,0.000,1,-0.142,0.000,0.000
2014-06-10,1,-0.142,0.000,0.000,1,-1.062,0.000,1.000,3,-0.068,0.000,0.000,1,0.000,0.000,0.000,23,-0.284,0.000,0.000,1,-0.142,0.000,0.000
2014-06-11,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,9,0.577,0.000,0.000,0,0.000,0.000,0.000,52,0.477,1.000,1.341,1,0.396,0.301,0.000
2014-06-12,1,0.511,0.000,0.000,1,-0.721,0.000,0.000,7,0.419,0.000,0.007,0,0.000,0.000,0.000,20,-2.080,0.000,1.670,0,0.000,0.000,0.000
2014-06-13,2,1.765,1.000,0.000,5,2.287,2.000,0.000,18,1.056,1.000,0.736,0,0.000,0.000,0.000,15,0.309,0.000,0.000,1,-0.142,0.000,0.000
2014-06-14,1,-0.142,0.000,0.000,2,0.306,0.368,0.000,18,4.621,4.000,0.368,2,-1.314,0.000,1.000,21,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-06-15,4,2.507,1.000,0.000,3,0.131,0.000,0.000,14,6.080,3.000,1.000,1,-0.000,0.000,0.000,15,-3.683,0.000,2.000,0,0.000,0.000,0.000
2014-06-16,1,-0.142,0.000,0.000,2,-1.065,0.000,0.000,12,3.985,3.000,1.386,22,-0.284,0.000,0.000,24,0.000,0.000,0.000,1,-0.142,0.000,0.000
2014-06-17,3,1.392,1.000,0.000,1,-0.142,0.000,0.000,9,-1.898,0.050,1.000,0,0.000,0.000,0.000,4,1.115,1.000,0.000,3,-0.785,0.000,0.368
2014-06-18,0,0.000,0.000,0.000,4,1.370,1.000,1.000,7,3.964,3.000,0.000,4,0.000,0.000,0.000,18,-8.674,1.000,4.011,1,-0.366,0.000,0.000
2014-06-19,3,0.259,0.000,0.000,4,-3.144,0.000,2.000,15,0.787,1.368,1.000,1,1.676,1.000,0.000,3,-0.789,0.000,0.000,0,0.000,0.000,0.000
2014-06-20,2,-0.284,0.000,0.000,6,-0.146,2.000,2.000,19,7.919,4.000,0.000,1,-0.142,0.000,0.000,14,-3.079,0.000,1.000,1,-1.499,0.000,1.000
2014-06-21,1,1.168,1.000,0.000,6,0.736,2.368,1.000,17,2.472,2.503,1.000,1,0.213,0.000,0.000,11,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-06-22,4,2.720,1.000,0.000,3,-5.537,0.000,2.000,17,7.601,3.000,0.000,0,0.000,0.000,0.000,3,-0.000,0.000,0.000,0,0.000,0.000,0.000
2014-06-23,2,-0.203,0.000,0.000,4,1.072,1.000,0.000,12,-2.998,2.050,1.000,1,1.278,1.000,0.000,3,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-06-24,2,-0.284,0.000,0.000,1,0.788,0.000,0.000,8,1.141,0.000,1.000,0,0.000,0.000,0.000,3,-2.731,0.000,1.000,0,0.000,0.000,0.000
2014-06-25,0,0.000,0.000,0.000,1,-1.286,0.000,1.000,9,3.530,3.000,0.000,0,0.000,0.000,0.000,5,-1.219,1.000,1.000,3,-2.619,0.000,1.000
2014-06-26,0,0.000,0.000,0.000,2,-0.849,0.000,0.000,14,4.446,2.000,0.000,20,0.000,0.000,0.000,2,-0.284,0.000,0.000,4,0.250,0.301,0.368
2014-06-27,1,-0.142,0.000,0.000,7,-0.014,1.000,0.000,17,-0.681,1.135,3.000,18,0.000,0.000,0.000,3,-1.958,0.368,1.000,0,0.000,0.000,0.000
2014-06-28,0,0.000,0.000,0.000,10,2.005,2.000,1.000,8,-0.075,2.000,2.000,4,0.000,0.000,0.000,14,3.458,2.736,1.000,1,0.313,0.301,0.000
2014-06-29,3,1.068,0.000,0.000,2,-0.147,0.000,0.002,15,4.187,4.000,0.000,6,0.000,0.000,0.000,15,-3.353,0.000,2.000,1,1.662,1.000,0.000
2014-06-30,1,-0.142,0.000,0.000,4,1.064,0.000,0.000,2,-0.284,0.000,0.000,42,0.000,0.000,0.000,14,1.306,0.736,0.000,7,2.147,2.000,0.000
2014-07-01,1,-0.142,0.000,0.000,5,-0.319,0.000,0.002,7,1.881,1.000,0.000,7,0.000,0.000,0.000,8,3.684,2.736,0.000,2,0.294,0.000,0.000
2014-07-02,1,0.128,0.000,0.000,2,1.864,1.000,0.000,8,4.005,2.000,0.000,5,0.000,0.000,0.000,4,2.528,1.000,0.000,3,-1.525,0.301,1.000
2014-07-03,1,-0.142,0.000,0.000,1,0.295,0.000,0.000,21,-3.716,1.000,2.000,26,0.000,0.000,0.000,2,-0.142,0.000,0.000,1,-2.102,0.000,1.000
2014-07-04,2,-0.838,0.000,1.000,7,5.006,2.000,0.000,14,1.371,1.000,1.000,0,0.000,0.000,0.000,6,0.550,1.000,1.000,0,0.000,0.000,0.000
2014-07-05,4,0.598,0.406,0.000,3,-1.190,0.000,0.000,28,-4.336,2.000,2.736,0,0.000,0.000,0.000,3,-1.928,0.000,1.000,2,-0.284,0.000,0.000
2014-07-06,5,-0.710,0.000,0.000,4,-4.510,0.000,2.000,4,1.700,0.736,0.000,0,0.000,0.000,0.000,2,-2.341,0.000,1.000,4,0.481,2.000,1.000
2014-07-07,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,6,2.563,2.000,0.000,6,2.624,2.000,0.000,6,-1.264,0.000,0.000,2,1.672,0.301,0.000
2014-07-08,0,0.000,0.000,0.000,3,-0.126,0.000,0.000,7,4.147,3.135,0.000,7,0.000,0.000,0.000,13,-2.382,0.000,1.000,1,0.930,0.000,0.000
2014-07-09,1,0.923,0.000,0.000,2,-0.142,0.000,0.000,9,-1.949,1.000,2.000,0,0.000,0.000,0.000,6,-1.343,0.000,1.000,0,0.000,0.000,0.000
2014-07-10,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,7,0.951,0.000,0.000,0,0.000,0.000,0.000,5,-0.540,1.000,1.000,2,-1.593,0.000,1.000
2014-07-11,1,0.080,0.000,0.000,3,0.074,0.000,0.000,15,-0.273,4.000,3.000,1,1.211,1.000,0.000,21,-1.108,5.000,4.000,0,0.000,0.000,0.000
2014-07-12,0,0.000,0.000,0.000,6,-1.540,0.000,1.000,13,3.767,3.000,1.000,1,-0.142,0.000,0.000,10,-5.045,0.000,2.000,0,0.000,0.000,0.000
2014-07-13,1,0.291,0.000,0.000,5,-0.242,1.000,1.000,10,4.950,3.000,0.000,0,0.000,0.000,0.000,4,-0.254,2.000,1.000,0,0.000,0.000,0.000
2014-07-14,3,-0.750,0.000,0.000,4,-1.231,0.000,0.000,4,-0.658,0.135,0.000,0,0.000,0.000,0.000,6,-1.407,1.000,1.000,0,0.000,0.000,0.000
2014-07-15,0,0.000,0.000,0.000,16,1.856,2.000,2.001,4,3.863,2.000,0.000,0,0.000,0.000,0.000,15,-7.012,2.368,6.000,0,0.000,0.000,0.000
2014-07-16,0,0.000,0.000,0.000,9,1.590,2.000,0.001,4,0.806,1.000,0.000,0,0.000,0.000,0.000,7,-4.930,0.000,3.000,0,0.000,0.000,0.000
2014-07-17,3,1.722,1.000,0.000,7,0.831,1.000,0.001,5,-0.435,0.000,0.000,0,0.000,0.000,0.000,1,-2.649,0.000,1.000,0,0.000,0.000,0.000
2014-07-18,1,1.566,1.000,0.000,22,-0.537,1.000,1.000,6,1.211,1.000,0.000,1,0.706,0.000,0.000,1,0.323,0.000,0.000,2,-0.284,0.000,0.000
2014-07-19,0,0.000,0.000,0.000,12,2.155,4.000,1.000,8,-0.348,1.000,1.000,3,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-1.229,0.000,1.000
2014-07-20,2,1.047,1.000,0.000,14,1.161,1.149,0.135,9,-0.718,1.000,1.000,2,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.089,0.000,0.000
2014-07-21,1,-0.142,0.000,0.000,5,1.196,1.000,0.000,4,1.140,1.000,0.000,6,-0.000,0.000,0.000,3,-4.468,0.000,2.000,0,0.000,0.000,0.000
2014-07-22,5,0.494,0.736,0.000,9,5.999,4.000,0.000,4,1.438,1.000,0.000,1,0.319,0.000,0.000,6,2.496,1.000,0.000,1,0.032,0.000,0.000
2014-07-23,0,0.000,0.000,0.000,5,1.110,0.000,0.000,6,-1.846,0.000,0.368,1,0.000,0.000,0.000,1,-0.210,0.000,0.000,1,-0.142,0.000,0.000
2014-07-24,2,1.271,1.000,0.000,10,0.656,2.000,1.001,9,3.309,3.000,1.000,1,0.000,0.000,0.000,8,0.407,0.000,0.000,2,0.947,0.301,0.000
2014-07-25,1,-0.142,0.000,0.000,7,3.354,2.000,0.000,20,12.437,7.000,0.000,3,0.000,0.000,0.000,3,-0.384,0.000,0.000,0,0.000,0.000,0.000
2014-07-26,7,2.791,2.000,0.000,1,-0.142,0.000,0.000,13,-0.818,2.000,2.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-07-27,5,2.397,1.000,0.000,4,1.366,1.000,0.000,11,-1.008,0.000,1.000,6,-5.317,0.000,2.000,6,-0.690,1.000,0.000,1,-0.142,0.000,0.000
2014-07-28,1,-0.142,0.000,0.000,8,-4.109,0.000,1.000,3,0.601,0.000,0.000,5,-1.541,0.000,1.000,3,3.821,2.000,0.000,2,-1.065,0.000,0.000
2014-07-29,3,-0.288,0.000,0.000,1,-0.142,0.000,0.000,11,0.423,1.000,1.000,0,0.000,0.000,0.000,7,2.116,1.000,1.000,0,0.000,0.000,0.000
2014-07-30,2,-0.284,0.000,0.000,1,-1.655,0.000,1.000,4,2.216,1.368,0.000,15,-7.686,0.000,4.000,4,-2.411,0.000,1.000,2,1.310,1.000,0.000
2014-07-31,2,-0.284,0.000,0.000,5,3.273,2.000,0.000,16,4.283,4.018,0.000,14,-6.922,0.000,3.000,9,-3.442,0.000,3.000,1,-0.142,0.000,0.000
2014-08-01,1,-0.142,0.000,0.000,5,0.515,1.000,0.000,11,-0.910,0.000,1.000,8,0.000,0.000,0.000,6,0.212,1.000,0.000,2,-2.014,0.000,1.000
2014-08-02,2,0.378,0.368,0.000,5,1.108,1.000,0.000,12,5.278,3.368,0.000,2,-0.000,0.000,0.000,1,-1.389,0.000,1.000,3,-1.002,1.000,1.000
2014-08-03,5,-0.710,0.000,0.000,6,-0.852,0.000,0.000,10,2.270,2.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,3,2.432,1.000,0.000
2014-08-04,3,-1.396,0.000,1.000,4,1.367,0.000,0.000,7,2.134,1.000,0.000,6,0.000,0.000,0.000,1,1.566,1.000,0.000,5,-0.210,0.000,0.000
2014-08-05,1,-0.142,0.000,0.000,14,-3.672,0.000,1.000,10,6.696,4.000,1.000,2,0.731,0.000,0.000,1,1.253,1.000,0.000,10,-0.566,1.000,1.000
2014-08-06,4,-0.568,0.000,0.000,4,-1.417,0.000,1.000,11,0.957,2.135,1.000,7,0.000,0.000,0.000,3,-0.430,0.000,0.000,5,-3.641,0.000,2.000
2014-08-07,2,-0.284,0.000,0.000,5,0.361,0.000,0.000,10,-2.174,2.000,2.375,1,-0.000,0.000,0.000,4,-0.568,0.000,0.000,0,0.000,0.000,0.000
2014-08-08,3,2.805,2.000,0.000,6,-0.991,1.000,1.000,6,0.263,0.018,0.368,5,0.000,0.000,0.000,4,1.910,1.000,0.000,0,0.000,0.000,0.000
2014-08-09,1,0.746,0.000,0.000,4,-0.665,0.000,1.000,18,-1.292,1.368,1.000,0,0.000,0.000,0.000,3,-0.757,0.000,0.000,0,0.000,0.000,0.000
2014-08-10,1,-0.171,0.000,0.000,4,1.581,1.100,0.000,11,-1.718,0.000,1.000,0,0.000,0.000,0.000,3,0.738,1.000,0.000,6,3.192,2.000,0.000
2014-08-11,0,0.000,0.000,0.000,8,-1.739,0.050,1.000,2,1.485,1.000,0.000,8,0.000,0.000,0.000,4,-1.489,0.000,1.000,8,-4.218,0.000,4.000
2014-08-12,0,0.000,0.000,0.000,6,2.368,2.000,1.000,13,1.349,3.000,1.000,1,-0.000,0.000,0.000,4,-0.302,0.000,1.000,1,-1.857,0.000,1.000
2014-08-13,5,-1.123,0.000,0.000,8,-3.321,1.000,1.000,8,-1.208,0.018,1.000,5,0.000,0.000,0.000,8,8.025,5.000,1.000,1,-0.721,0.000,0.000
2014-08-14,3,-0.426,0.000,0.000,4,-3.573,0.000,2.000,32,2.637,5.000,2.000,4,-0.142,0.000,0.000,2,-0.284,0.000,0.000,3,-0.426,0.000,0.000
2014-08-15,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-21,0,0.000,0.000,0.000,1,-1.158,0.000,1.000,1,-0.167,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-22,1,-0.142,0.000,0.000,5,-1.456,0.000,0.135,23,4.790,3.503,0.027,5,-2.313,0.000,1.000,1,-0.142,0.000,0.000,6,-4.510,1.000,3.000
2014-08-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-25,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-08-27,0,0.000,0.000,0.000,2,0.746,0.000,0.000,0,0.000,0.000,0.000,2,-0.000,0.000,0.000,0,0.000,0.000,0.000,1,-1.176,0.000,1.000
2014-08-28,0,0.000,0.000,0.000,9,1.533,2.000,0.000,11,-0.791,0.000,0.000,19,0.000,0.000,0.000,1,-0.142,0.000,0.000,10,1.668,1.000,0.000
2014-08-29,1,-0.142,0.000,0.000,27,4.507,3.000,0.000,5,0.895,1.000,0.000,5,-0.142,0.000,0.000,1,-0.433,0.000,0.000,0,0.000,0.000,0.000
2014-08-30,4,4.413,2.000,0.000,19,9.024,7.000,0.000,38,6.552,4.000,1.014,5,-0.142,0.000,0.000,1,-0.142,0.000,0.000,3,0.167,0.000,0.000
2014-08-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-01,1,-0.142,0.000,0.000,6,0.011,1.000,0.000,24,-3.607,1.000,2.000,13,0.000,0.000,0.000,10,-5.110,0.000,4.000,7,-1.464,0.000,0.000
2014-09-02,3,-1.197,0.000,0.000,2,-1.076,1.000,1.000,6,-1.523,0.050,0.000,24,0.000,0.000,0.000,5,2.706,2.000,0.000,7,0.227,1.301,1.000
2014-09-03,3,3.704,2.000,0.000,9,0.547,1.000,1.000,18,1.527,2.000,1.000,26,0.000,0.000,0.000,1,2.006,1.000,0.000,2,0.195,0.000,0.000
2014-09-04,0,0.000,0.000,0.000,6,-1.795,0.000,1.000,17,-3.134,0.000,2.000,3,0.000,0.000,0.000,1,-0.142,0.000,0.000,2,-0.515,0.000,0.000
2014-09-05,4,3.426,2.000,0.000,10,3.894,1.368,1.000,19,4.292,2.153,0.000,11,0.000,0.000,0.000,1,-0.671,0.000,0.000,3,-0.327,0.000,0.000
2014-09-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-07,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-08,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-14,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-15,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-21,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-22,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-25,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-27,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-29,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-09-30,1,-0.164,0.000,0.000,7,2.748,2.000,0.000,4,-1.003,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,4,0.404,1.000,0.000
2014-10-01,6,1.864,1.000,0.000,26,1.150,1.000,0.000,11,2.450,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,6,-4.299,0.000,1.000
2014-10-02,0,0.000,0.000,0.000,26,2.559,3.000,0.000,20,-1.041,1.135,0.000,0,0.000,0.000,0.000,2,2.717,2.000,0.000,0,0.000,0.000,0.000
2014-10-03,4,0.394,0.000,0.000,14,0.629,0.368,0.005,14,3.905,4.000,0.368,0,0.000,0.000,0.000,2,1.218,0.000,0.000,0,0.000,0.000,0.000
2014-10-04,2,-0.142,0.000,0.000,3,1.082,1.000,1.000,14,3.711,2.000,0.000,0,0.000,0.000,0.000,2,-1.815,0.000,1.000,2,-0.032,0.000,0.000
2014-10-05,3,0.000,0.000,0.000,2,0.476,0.000,0.000,11,1.293,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-06,1,-0.000,0.000,0.000,2,1.434,0.000,0.000,11,-1.911,0.000,1.000,0,0.000,0.000,0.000,3,-1.435,0.000,1.000,0,0.000,0.000,0.000
2014-10-07,4,-0.142,0.000,0.000,7,-0.339,1.736,1.000,11,1.014,0.000,0.000,0,0.000,0.000,0.000,3,-1.705,0.000,0.000,2,-1.115,0.000,0.000
2014-10-08,0,0.000,0.000,0.000,3,-1.673,0.000,1.000,18,4.930,2.786,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-09,0,0.000,0.000,0.000,3,0.804,0.368,0.000,17,1.040,2.368,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-10,0,0.000,0.000,0.000,6,1.545,1.000,0.001,21,-5.120,1.368,3.368,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-11,3,-0.629,0.000,0.000,4,-1.153,0.000,0.000,22,5.872,5.368,0.736,0,0.000,0.000,0.000,2,-3.637,0.000,2.000,0,0.000,0.000,0.000
2014-10-12,1,-0.142,0.000,0.000,2,1.069,1.000,0.000,21,1.194,3.368,1.368,0,0.000,0.000,0.000,1,3.409,1.000,0.000,0,0.000,0.000,0.000
2014-10-13,2,1.225,1.000,0.000,2,-0.236,0.000,0.135,23,3.227,2.000,0.000,0,0.000,0.000,0.000,6,-2.469,0.000,2.000,0,0.000,0.000,0.000
2014-10-14,0,0.000,0.000,0.000,13,1.337,2.000,1.002,15,5.871,4.000,1.000,3,0.000,0.000,0.000,5,-0.622,0.000,1.000,0,0.000,0.000,0.000
2014-10-15,0,0.000,0.000,0.000,6,4.621,3.000,0.000,18,9.146,6.000,1.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-16,1,0.969,0.000,0.000,6,0.713,0.000,0.000,17,4.125,3.100,0.000,1,0.437,0.000,0.000,12,3.748,3.000,0.000,0,0.000,0.000,0.000
2014-10-17,0,0.000,0.000,0.000,25,-0.037,3.000,1.000,13,-0.898,0.000,0.000,0,0.000,0.000,0.000,2,0.696,0.000,0.000,0,0.000,0.000,0.000
2014-10-18,0,0.000,0.000,0.000,5,2.816,1.000,1.000,18,2.907,3.207,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-20,1,-0.000,0.000,0.000,4,2.006,1.000,0.000,2,0.582,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-21,5,-0.142,0.000,0.000,8,-4.180,0.000,2.000,5,1.431,0.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-22,4,-0.824,0.000,0.000,4,-0.221,0.000,0.135,27,6.392,3.050,0.000,2,-0.000,0.000,0.000,3,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-23,0,0.000,0.000,0.000,9,-1.582,1.000,1.000,15,1.012,1.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-24,2,-1.801,0.000,1.000,5,1.902,1.000,0.001,28,-3.792,1.000,2.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2014-10-25,5,0.543,2.000,1.000,5,2.085,1.368,0.000,19,3.801,3.368,1.000,0,0.000,0.000,0.000,20,-1.442,0.000,1.233,0,0.000,0.000,0.000
2014-10-26,4,-1.371,0.000,0.000,10,3.679,2.000,0.000,13,2.274,1.000,0.000,0,0.000,0.000,0.000,14,3.993,2.000,0.740,0,0.000,0.000,0.000
2014-10-27,2,1.839,1.000,0.000,3,1.237,0.368,0.000,13,2.716,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2014-10-28,0,0.000,0.000,0.000,5,0.833,1.000,0.000,23,-0.048,1.000,1.000,0,0.000,0.000,0.000,4,-0.461,0.000,0.000,0,0.000,0.000,0.000
2014-10-29,0,0.000,0.000,0.000,6,-0.001,0.000,0.000,20,3.776,4.005,0.368,0,0.000,0.000,0.000,2,0.228,0.000,0.247,0,0.000,0.000,0.000
2014-10-30,0,0.000,0.000,0.000,5,1.897,1.000,0.135,17,-0.437,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
