,cluster18,,,,cluster14,,,,cluster7,,,,cluster23,,,,cluster30,,,,cluster31,,,
date,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
2015-03-30,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-03-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-02,0,0.000,0.000,0.000,1,0.735,0.000,0.000,1,0.788,0.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-03,0,0.000,0.000,0.000,0,0.000,0.000,0.000,5,4.609,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-04,1,1.378,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-05,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-07,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-08,3,0.781,0.000,0.000,2,0.270,0.000,0.000,13,0.361,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-09,2,-0.579,0.000,0.000,1,-0.142,0.000,0.000,8,1.693,1.104,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.473,1.000,1.000
2015-04-10,3,2.254,2.000,0.000,1,1.520,1.000,0.000,3,0.003,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-14,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-15,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-16,0,0.000,0.000,0.000,1,1.474,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-18,0,0.000,0.000,0.000,1,1.271,1.000,0.000,1,0.976,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-19,0,0.000,0.000,0.000,2,-1.722,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-21,3,0.926,0.000,0.000,4,1.796,0.000,0.000,6,3.992,3.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-22,2,-0.284,0.000,0.000,3,0.784,1.000,0.000,12,-6.351,0.000,2.736,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-1.861,0.000,1.000
2015-04-23,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-24,0,0.000,0.000,0.000,3,0.082,0.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-25,5,0.482,0.000,0.000,8,2.956,1.000,0.000,8,1.392,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-04-26,1,1.917,1.000,0.000,4,0.522,0.000,0.000,16,0.408,1.368,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-27,2,0.809,0.000,0.000,2,2.802,1.000,0.000,2,-0.387,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-04-28,1,-0.870,0.000,0.000,2,0.493,0.000,0.000,4,2.971,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-29,1,-1.850,0.000,1.000,1,-0.142,0.000,0.000,5,-0.379,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-04-30,3,1.861,1.000,0.000,2,-0.284,0.000,0.000,3,0.728,0.000,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,11,-2.522,0.000,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-02,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,2,-1.488,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-03,1,1.459,1.000,0.000,1,1.750,1.000,0.000,1,-1.176,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-04,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-05,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-07,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.151,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-08,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,0.845,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-13,1,0.834,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-14,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-15,1,-0.142,0.000,0.000,1,0.841,0.000,0.000,1,0.427,0.368,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,0.873,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-17,2,0.887,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-18,1,-0.142,0.000,0.000,1,0.760,0.000,0.000,7,-0.051,0.000,0.000,1,-1.126,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-19,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-21,5,0.138,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,1,0.657,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000
2015-05-22,2,0.536,0.000,0.000,2,-0.284,0.000,0.000,5,2.354,1.000,0.000,1,0.635,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-23,3,1.840,1.000,0.000,6,0.625,1.000,0.000,6,0.685,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-24,4,-0.146,0.000,0.000,1,1.349,1.000,0.000,6,0.751,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-25,8,2.773,0.135,0.000,4,2.634,1.000,0.000,7,2.836,3.000,0.000,1,2.581,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-26,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-27,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-29,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-30,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-05-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-01,3,0.586,0.000,0.000,4,0.117,0.000,0.000,1,-1.403,0.000,1.000,1,1.928,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-02,2,-1.041,0.000,0.000,1,-1.030,0.000,1.000,8,4.161,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-03,1,-0.142,0.000,0.000,3,3.210,1.000,0.000,4,-2.096,1.000,1.000,1,0.724,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-04,6,4.017,3.000,0.000,1,0.813,0.000,0.000,1,0.728,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-05,4,2.294,1.000,0.000,3,0.508,0.000,0.000,6,1.701,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-06,5,2.628,2.000,0.000,4,2.336,1.000,0.000,6,2.986,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-07,4,-2.572,0.000,1.000,1,-0.142,0.000,0.000,8,1.708,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-08,5,1.626,1.000,0.000,3,2.511,2.000,0.000,5,0.689,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-09,3,-0.426,0.000,0.000,2,2.258,2.000,0.000,3,2.162,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-11,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,8,1.499,2.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-12,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-13,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-14,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-15,0,0.000,0.000,0.000,1,-0.955,0.000,0.000,2,0.139,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-18,0,0.000,0.000,0.000,1,1.864,1.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.040,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-21,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,0.820,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-22,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-23,0,0.000,0.000,0.000,1,1.580,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-24,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-25,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-26,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.068,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-27,2,-0.284,0.000,0.000,2,0.962,1.000,0.000,6,1.280,1.135,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-28,3,0.085,0.000,0.000,2,-0.284,0.000,0.000,9,-1.804,0.000,1.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000
2015-06-29,3,0.699,0.000,0.000,2,1.342,1.000,0.000,3,0.565,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-06-30,1,-0.142,0.000,0.000,1,1.118,1.000,0.000,4,2.013,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,6,0.408,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-02,0,0.000,0.000,0.000,4,0.852,1.000,0.000,5,2.279,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-03,0,0.000,0.000,0.000,1,1.037,1.000,0.000,7,0.873,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-04,3,-0.426,0.000,0.000,4,3.703,2.000,0.000,7,0.057,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-05,2,-0.284,0.000,0.000,4,6.029,4.000,0.000,7,3.082,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-06,2,-0.142,0.000,0.000,3,0.266,0.000,0.000,1,1.300,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-07,1,-0.142,0.000,0.000,2,1.207,1.000,0.000,6,1.842,1.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-08,0,0.000,0.000,0.000,2,-0.764,0.000,0.000,4,0.916,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-09,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,1,1.040,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-10,1,-0.142,0.000,0.000,2,-0.700,0.000,0.000,5,0.533,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-11,1,0.497,0.000,0.000,3,2.570,2.000,0.000,10,0.298,2.368,2.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-12,0,0.000,0.000,0.000,3,0.451,0.000,0.000,13,-0.196,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-13,1,0.000,0.000,0.000,1,-0.991,0.000,0.000,5,2.407,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-14,1,-0.142,0.000,0.000,3,-1.556,0.000,1.000,3,-0.075,0.050,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-15,0,0.000,0.000,0.000,4,0.426,0.000,0.000,4,1.274,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-16,0,0.000,0.000,0.000,5,4.605,2.368,0.000,3,0.755,0.000,0.000,1,1.541,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-17,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,6,0.369,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-18,1,0.792,0.000,0.000,21,6.529,4.736,1.000,12,0.305,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-19,3,-0.426,0.000,0.000,5,0.458,1.000,0.000,4,0.117,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-20,1,0.600,0.000,0.000,1,-1.772,0.000,1.000,5,0.792,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-21,0,0.000,0.000,0.000,3,2.308,1.000,0.000,5,0.006,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-22,0,0.000,0.000,0.000,2,-0.284,0.000,0.000,12,6.539,5.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-23,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,9,-1.278,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-24,2,1.839,1.000,0.000,5,0.969,1.000,0.000,3,-0.341,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-25,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,3,0.245,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-26,2,-0.007,0.000,0.000,2,-0.284,0.000,0.000,4,1.210,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-27,1,-0.536,0.000,0.000,0,0.000,0.000,0.000,1,0.983,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-28,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.434,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-29,0,0.000,0.000,0.000,0,0.000,0.000,0.000,2,-2.241,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-30,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-07-31,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-01,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-02,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-03,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-04,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,1.243,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-05,1,0.000,0.000,0.000,2,-0.203,0.000,0.000,2,1.122,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-06,0,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-1.051,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-07,0,0.000,0.000,0.000,1,1.324,1.000,0.000,1,1.040,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-08,0,0.000,0.000,0.000,0,0.000,0.000,0.000,4,0.249,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-09,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-10,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-11,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-12,3,1.534,1.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-13,1,0.000,0.000,0.000,1,-0.487,0.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-14,2,0.387,0.000,0.000,1,-0.142,0.000,0.000,13,-1.562,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-15,3,1.019,1.000,0.000,5,2.304,1.000,0.000,4,0.703,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-16,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-17,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-18,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-19,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-20,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-21,7,0.251,1.000,0.000,2,0.898,1.000,0.000,8,0.856,1.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-22,6,-0.480,0.000,0.000,4,-1.648,0.000,1.000,3,-0.426,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-23,5,0.984,1.000,0.000,5,2.067,2.000,0.000,5,-0.934,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-24,6,1.477,2.000,1.000,7,6.101,4.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-25,8,1.356,1.000,0.000,2,1.548,1.000,0.000,4,0.415,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-26,9,4.227,2.000,1.000,3,0.167,1.000,0.000,3,-1.044,0.000,1.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
2015-08-27,8,0.891,1.000,0.000,1,-0.142,0.000,0.000,5,2.930,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
