,cluster18,,,,cluster14,,,,cluster7,,,,cluster23,,,,cluster30,,,,cluster31,,,
how,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
143,10,1.647,1.000,0.000,30,15.318,6.000,0.000,46,8.758,8.000,3.000,8,0.564,0.000,0.000,3,-0.284,0.000,0.000,1,-0.142,0.000,0.000
144,17,0.848,2.000,1.000,26,8.393,7.000,2.000,52,14.630,10.368,3.000,6,2.333,1.000,0.000,3,0.930,0.000,0.000,0,0.000,0.000,0.000
145,14,1.725,2.000,2.000,27,6.827,5.368,2.000,55,6.045,10.368,6.368,6,-0.142,0.000,0.000,13,-4.119,0.736,1.000,3,-2.109,0.000,1.000
146,14,-0.363,2.000,2.000,36,3.859,6.736,2.000,42,5.954,7.000,4.000,2,0.000,0.000,0.000,8,3.935,2.000,0.000,5,-3.655,1.000,3.000
147,7,4.481,3.000,0.000,31,0.825,4.368,5.000,45,3.118,7.050,3.736,4,0.000,0.000,0.000,6,0.000,0.000,0.000,4,1.197,1.301,0.000
148,10,1.383,1.000,1.000,27,-1.489,4.000,4.000,49,-1.172,4.000,3.000,7,0.000,0.000,0.000,12,-3.811,0.000,2.000,1,-0.142,0.000,0.000
149,7,3.351,2.000,0.000,10,6.241,4.000,1.000,35,-5.878,5.000,5.368,4,-0.000,0.000,0.000,6,-0.103,0.000,0.000,1,-0.007,0.000,0.000
150,9,3.337,2.000,0.000,9,5.859,3.000,0.000,12,8.521,5.000,0.000,7,0.000,0.000,0.000,0,0.000,0.000,0.000,1,-0.007,0.000,0.000
151,6,-0.196,1.000,0.000,0,0.000,0.000,0.000,4,1.271,1.000,0.000,5,0.000,0.000,0.000,0,0.000,0.000,0.000,3,-0.250,0.001,0.000
152,1,0.000,0.000,0.000,1,1.168,1.000,0.000,2,-0.194,0.000,0.000,5,-0.000,0.000,0.000,0,0.000,0.000,0.000,2,0.988,1.000,0.000
153,3,-0.142,0.000,0.000,1,1.175,1.000,0.000,2,-0.284,0.000,0.000,5,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
154,1,-0.142,0.000,0.000,1,1.214,1.000,0.000,2,0.845,0.000,0.000,1,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
155,0,0.000,0.000,0.000,3,-1.527,0.000,1.000,3,0.483,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,0.703,0.000,0.000
156,3,1.527,1.000,0.000,8,4.012,1.000,0.000,13,2.744,2.368,0.000,0,0.000,0.000,0.000,3,-1.957,0.000,1.000,1,-0.217,0.000,0.000
157,13,1.797,0.406,0.000,16,5.095,3.368,0.000,30,5.898,4.000,1.000,0,0.000,0.000,0.000,1,-1.282,0.000,1.000,0,0.000,0.000,0.000
158,11,3.504,2.000,0.000,19,4.481,3.000,2.000,50,5.851,7.472,2.000,3,-1.172,0.000,1.000,0,0.000,0.000,0.000,2,0.097,0.000,0.000
159,19,8.812,5.000,0.000,14,3.905,5.000,2.000,70,15.239,10.871,2.000,1,-0.000,0.000,0.000,1,-0.142,0.000,0.000,3,-1.044,0.000,0.000
160,25,-0.963,2.000,2.000,30,12.357,11.000,0.000,71,9.321,9.503,3.000,0,0.000,0.000,0.000,10,-0.732,0.000,1.000,3,-1.886,0.000,1.000
161,22,-1.255,1.000,1.368,29,3.893,4.000,1.002,88,9.931,11.368,5.736,5,-0.000,0.000,0.000,11,1.469,2.000,1.247,2,-1.119,0.000,1.000
162,26,7.541,6.000,1.000,16,2.024,1.368,0.000,73,7.233,11.000,5.007,10,0.213,0.000,0.000,3,-0.471,0.000,0.247,2,-0.468,0.000,0.000
163,18,1.341,1.000,0.000,26,11.936,7.418,0.000,72,7.302,9.368,1.136,4,-0.000,0.000,0.000,8,-1.235,0.000,0.493,1,-0.338,0.000,0.000
164,20,7.007,4.000,0.000,29,5.817,5.000,0.002,64,1.307,6.736,4.413,0,0.000,0.000,0.000,4,-0.625,0.000,0.247,3,-0.749,0.000,1.000
165,22,1.888,3.000,1.000,23,2.500,4.000,4.000,45,3.567,5.368,2.000,2,-0.000,0.000,0.000,5,-0.284,0.000,0.000,2,-1.726,0.000,1.000
166,24,4.193,3.000,1.000,28,7.730,6.000,3.000,60,0.354,9.368,7.504,4,-0.654,0.000,0.000,4,-2.390,0.000,1.000,2,-1.275,0.000,1.000
167,28,11.191,6.368,1.368,27,7.688,6.000,2.000,47,5.303,6.000,2.000,2,-0.142,0.000,0.000,7,1.365,0.000,0.000,1,-0.007,0.000,0.000
