venue,lon,lat,checkin_n,user_n,doy_mode,dow_mode,hour_mode,senti_avg
Cup Ka Joe,-79.9675,40.4260,5,2,137,6,12,0.000
Central Blood Bank,-80.0398,40.4273,5,2,56,2,16,0.000
Yolanda's Hair Design,-79.9509,40.4627,5,1,43,3,17,0.000
Iron City Bikes,-79.9639,40.4671,5,1,68,0,20,0.000
Thai Cuisine,-79.9499,40.4622,5,2,277,0,22,0.000
Pittsburgh Winter Beerfest,-79.9969,40.4455,5,2,61,0,0,0.000
Station Street Hot Dog Shop,-79.9194,40.4605,5,5,117,6,16,0.000
Lexus Club_1,-80.0068,40.4478,5,1,189,3,22,0.000
Cocina,-80.0345,40.3691,5,1,181,2,16,0.000
Stowe,-80.0710,40.4762,5,1,204,4,22,0.000
Alihan's Mediterranean Cuisine,-80.0024,40.4431,5,4,2,2,23,0.000
Penzeys Spices,-79.9852,40.4503,5,2,132,1,13,0.000
Take A Break,-79.9607,40.4647,5,3,67,0,1,0.000
AT&amp;T_1,-79.9125,40.4111,5,1,278,1,19,0.000
Phantom of the Attic : Games,-79.9488,40.4450,4,2,181,1,19,0.000
In The Kitchen,-79.9855,40.4502,4,1,214,6,17,0.000
Aldi_4,-79.9350,40.4582,4,2,138,0,17,0.000
Henne Jewelers,-79.9337,40.4513,4,2,190,2,17,0.000
CLO Cabaret,-80.0004,40.4433,4,2,10,0,0,0.000
Posh Nail Boutique,-79.9118,40.4079,4,1,40,0,16,0.000
Wood Street Bus Stop,-79.9999,40.4417,4,2,52,5,13,-0.239
highland park,-79.9194,40.4751,4,2,225,3,4,0.000
Muscle Maker Grill,-79.9660,40.4265,4,4,33,4,18,0.000
Soup Nancy's,-79.9876,40.4501,4,1,242,6,14,0.000
Mt Lebanon Ice Center,-80.0549,40.3744,4,2,81,0,16,0.000
Angkor Cambodian Thai Cuisine,-80.0560,40.4267,4,3,147,2,0,0.000
Wiener World,-79.9972,40.4420,4,2,31,5,16,0.000
Dr. Hurley's Office,-79.9876,40.3775,4,1,332,1,19,0.000
Pittsburgh City Limit,-79.8937,40.4260,4,2,59,5,17,0.000
Sciulli's Bar $ Grille,-80.0792,40.4890,4,2,3,2,1,0.000
Pierogies Plus,-80.0601,40.4688,4,2,30,2,1,0.000
Animal Rescue League Shelter Wildlife Center,-79.9098,40.4574,4,3,42,6,17,0.248
Salud Cuban-American Restaurant and Lounge,-79.9591,40.4726,4,2,31,3,2,0.000
The Dirty O,-79.9121,40.4062,4,1,25,1,3,-0.367
Remedy Restaurant and Lounge,-79.9554,40.4790,4,4,1,6,3,0.000
Wingharts Burger Whiskey Bar,-79.9831,40.4289,4,2,157,6,2,0.000
Zarra's,-79.9539,40.4547,4,3,103,0,0,0.000
Mr. Magic Car Wash_3,-80.0323,40.3698,4,3,57,3,17,0.000
New City Church,-79.9999,40.4397,4,1,53,0,18,0.000
Passive Park,-79.9982,40.4363,4,2,32,0,20,0.265
Orthopedic Sports Physical Therapy,-80.0701,40.3748,4,1,195,2,15,0.000
Gesling Stadium,-79.9403,40.4432,4,1,33,0,18,0.000
Duke's Rib Steakhouse,-80.0634,40.3938,4,4,117,0,0,0.000
The Beauty Shoppe,-79.9239,40.4611,4,2,27,1,12,0.388
Bravo Franco Ristorante,-80.0018,40.4428,4,1,185,6,19,0.000
The Mintt,-80.0426,40.4012,4,4,82,0,1,0.000
Atria's Restaurant Tavern_1,-80.0467,40.3936,4,4,38,5,0,0.000
Tipsy Cow,-79.9314,40.4557,4,3,145,1,2,0.000
Mario Lemieux Statue  Le Magnifique,-79.9903,40.4403,4,2,167,1,3,0.000
Adultmart,-80.0082,40.5060,4,3,17,5,2,0.000
Dr Eisenberg,-79.9981,40.4398,4,1,51,4,14,0.000
Il Pizzaiolo_1,-80.0445,40.3802,4,3,235,0,0,0.000
Tepper School of Business,-79.9424,40.4409,4,3,133,2,3,0.000
Godfrey Steel Mill_2,-79.8919,40.4097,4,1,159,0,16,0.000
Gold Lot 1,-80.0121,40.4472,4,1,205,5,20,0.000
Chartiers Country Club,-80.0934,40.4347,4,1,150,5,13,0.000
3rd St. Gallery,-80.0904,40.4039,4,1,191,5,22,0.000
Tong's Cuisine,-79.9581,40.4395,4,1,49,2,19,0.000
Walnut Grill_2,-80.0446,40.3809,4,4,66,0,1,0.000
Fredo's Deli,-80.0353,40.3962,4,2,25,0,18,0.000
Taco Bell_2,-79.8887,40.4266,4,2,197,3,2,0.000
US Post Office_4,-79.9813,40.4286,4,1,125,1,17,0.000
Mario Lemieux 6.6k starting line,-79.9868,40.4400,4,1,277,0,12,0.000
Saint Mary of Mercy Church,-80.0046,40.4398,4,2,110,0,17,0.252
Ardmore Blvd,-79.8618,40.4258,4,1,56,2,14,0.000
Mancini's Bakery_1,-79.9856,40.4501,4,1,277,6,16,0.000
Penn Garrison,-79.9975,40.4443,4,1,37,4,15,0.000
The Pittsburgh Popcorn Company_2,-79.9983,40.4429,4,1,66,5,16,0.000
Grandpa Joe's Candy Shop,-79.9824,40.4521,4,4,69,6,19,0.000
Salem Halal Market,-79.9736,40.4583,4,1,186,0,20,0.000
Gino Brothers Pizzeria,-79.9224,40.4947,4,1,196,2,16,0.000
Westwood Golf Club,-79.8834,40.3767,4,2,74,3,11,0.000
plcb warehouse,-79.8712,40.4874,4,1,127,3,18,0.000
Eddie Merlot's,-80.0043,40.4413,4,2,185,6,0,0.000
Shadyside Market,-79.9348,40.4509,4,1,84,2,20,0.000
arts and styles studio,-79.9452,40.4956,4,1,142,2,22,0.000
Pizza Bellino,-79.9215,40.4381,4,2,156,0,15,0.000
Moonstones,-80.0344,40.3952,4,2,32,3,22,0.000
Kennywood Mall,-79.8686,40.3833,4,1,99,3,0,0.000
Sushi Fuku,-79.9484,40.4446,4,1,186,0,22,0.000
Stagioni,-79.9759,40.4285,4,2,184,5,22,0.000
Pat Catan's,-80.0737,40.4653,4,1,338,4,16,0.000
Jitters_2,-79.9872,40.4491,4,1,193,0,7,0.000
Posvar Hall,-79.9549,40.4417,4,2,29,1,19,0.000
Environment and Energy Community Outreach Center,-79.9170,40.4635,4,1,42,2,18,0.412
Beer Nutz Bottle Shoppe Grille,-79.8739,40.4897,4,1,36,3,0,0.000
Print Ship Center_2,-79.9254,40.4597,4,2,28,1,14,0.000
Grandview Park,-79.9971,40.4262,4,1,186,0,14,0.000
Dent-Al Smiles,-79.9255,40.4578,4,1,28,2,14,0.383
Comfort Inn_1,-80.0089,40.5054,4,2,1,6,22,0.304
Vent spot,-79.8715,40.3655,4,1,32,1,12,0.000
Alexander's Italian Bistro,-79.9436,40.4586,4,2,109,6,21,0.000
Covalent Video Production,-79.9244,40.4612,4,1,43,3,0,0.000
The Potato Patch,-79.8652,40.3884,4,1,27,0,3,0.000
Veterans Bridge,-79.9935,40.4498,4,1,93,4,19,0.000
Raging Rapids,-79.8642,40.3888,4,2,156,3,17,-0.345
Hunan Wok_1,-79.8720,40.3653,4,1,32,6,3,0.000
Tax Service,-79.9986,40.4540,4,1,51,4,22,0.000
Pho Van,-79.9826,40.4520,4,3,93,1,17,0.000
Uhaul,-79.9718,40.4582,4,1,199,5,16,0.000
AutoZone_2,-79.8918,40.4458,4,2,54,0,12,0.000
District Court 05-2-14,-79.8709,40.3653,4,1,27,1,11,0.000
Hambone's,-79.9605,40.4705,4,1,74,0,3,0.000
Laurie's Hallmark,-80.0031,40.4417,4,2,77,2,21,0.000
Station Square Landing,-80.0047,40.4341,4,1,277,0,17,0.000
SEI,-79.9970,40.4399,4,1,51,4,14,0.000
Quays Crib,-79.8632,40.3796,4,1,123,6,12,0.000
The Weasley Burrow,-79.9584,40.4457,4,1,82,1,2,0.000
Gameroom Lounge,-79.9032,40.3858,4,2,103,0,1,0.000
61c Cafe,-79.9228,40.4361,4,4,43,1,1,0.000
All India,-79.9523,40.4522,4,3,82,0,18,0.000
Shale's Cafe,-79.9884,40.4385,4,1,197,4,0,0.000
Salon del Reino de los Testigos de Jehov,-79.8702,40.4661,4,1,67,6,17,0.000
32 engine and truck,-79.9986,40.4742,4,1,116,6,2,0.000
Hillel Academy of Pittsburgh,-79.9250,40.4347,4,2,134,1,13,0.000
Baker Hall,-79.9447,40.4414,4,4,24,2,3,0.000
Fox's Pizza_2,-79.8716,40.3664,4,1,27,1,11,0.000
61B Cafe,-79.8938,40.4325,4,3,239,4,20,0.000
Special Food Store,-79.9822,40.3698,4,2,103,0,17,0.310
Seor Frogs,-80.0255,40.3990,4,2,158,0,3,0.000
western pennitentiary,-79.9272,40.4754,4,1,316,3,16,0.000
just harvest,-79.9969,40.4299,4,1,25,6,18,0.000
St. Thrse of Lisieux Parish,-79.9016,40.3874,4,2,175,2,0,0.000
Wicked Fox Bar and Grill,-79.8737,40.4897,4,1,180,1,20,-0.254
Fairmont Pittsburgh Hotel,-80.0020,40.4414,4,2,10,6,4,0.000
Pamela's P&amp;G Diner_4,-79.9329,40.4516,4,3,208,1,14,0.000
Sichuan Gourmet,-79.9242,40.4356,4,3,137,6,3,0.000
The Yard_1,-79.9341,40.4515,4,3,198,4,22,0.000
Tn Lc Vin,-79.9230,40.4331,4,3,269,6,22,0.000
The Enrico Biscotti Co.,-79.9833,40.4515,4,3,341,0,18,0.000
Rite Aid_2,-79.9231,40.4379,4,4,3,6,1,0.000
31st Street Pub,-79.9713,40.4599,4,2,54,0,2,0.000
Chateau Caf Cakery,-80.0322,40.4547,4,2,65,4,16,0.000
Pamela's P&amp;G Diner_1,-79.9744,40.4816,4,3,75,0,16,0.000
Space Art Gallery,-79.9984,40.4428,4,2,24,5,0,0.000
AGH,-80.0042,40.4569,4,1,88,0,10,0.000
Ritter's Diner,-79.9412,40.4564,4,3,89,0,13,0.000
Oh Yeah! Ice Cream Coffee Co.,-79.9254,40.4579,4,1,194,1,0,0.189
Rodef Shalom,-79.9433,40.4482,4,2,170,4,22,0.000
The Yard_2,-80.0027,40.4413,4,3,268,5,15,0.000
Greentree Hill,-80.0528,40.4191,4,1,144,6,20,0.000
Millvale Corner Store,-79.9739,40.4842,4,1,126,2,18,0.000
Caff Mona,-79.9544,40.4658,4,2,45,6,16,0.000
US Post Office_2,-79.9231,40.4367,4,2,97,1,15,0.000
Birmingham Bridge_1,-79.9734,40.4355,4,2,43,3,14,0.000
Burgatory_3,-80.0110,40.4462,4,2,282,5,21,0.000
Mario's Southside Saloon,-79.9828,40.4288,4,3,32,6,1,0.000
Banksville Plaza,-80.0441,40.3995,4,3,25,6,16,0.000
Antney's Ice Cream,-80.0526,40.4275,4,1,147,2,0,0.000
Carmine's Barber Shop,-79.9028,40.3861,4,1,148,3,13,0.000
Dj's Butcher Block,-79.9501,40.4622,4,2,67,6,16,-0.326
Pale Horse Tattoo,-79.9875,40.4287,4,2,153,1,6,0.000
Aldi_1,-80.0557,40.4651,4,2,147,2,12,0.000
Matteo's,-79.9652,40.4659,4,2,198,4,22,0.000
Cold Stone Creamery,-79.9230,40.4380,4,3,88,1,23,0.000
Micro Diner,-80.0074,40.4300,4,3,61,0,17,0.000
CMU Heinz College,-79.9456,40.4444,4,2,205,4,13,0.000
Sun Penang,-79.9219,40.4382,4,2,116,0,16,0.000
City Of Dreams,-79.9274,40.4199,4,1,25,1,2,0.310
Sakura Teppanyaki Sushi,-79.9197,40.4380,4,1,85,4,22,0.000
The Frick Art And Historical Center,-79.9018,40.4469,4,2,126,2,15,0.000
Bus Stop At Stanwix 4th Ave,-80.0045,40.4403,4,1,287,2,18,-0.167
Purnell Center,-79.9435,40.4435,4,1,42,2,1,0.000
Mexican War Streets,-80.0082,40.4560,4,2,88,6,0,-0.438
Martin Luther King Jr. Pre K-8,-80.0050,40.4549,4,1,153,1,12,0.000
Nico's Recovery Room,-79.9491,40.4636,4,3,102,6,3,0.000
PAT Inbound Bus Stop,-79.9731,40.4839,4,1,125,2,20,-0.239
Daphne Cafe,-79.9305,40.4565,4,2,248,5,16,0.000
Sally Beauty Supply,-79.9997,40.4420,4,1,88,1,13,0.388
Gourmet Sandwiches,-80.0034,40.4415,4,1,150,5,15,0.000
CarSala's Bar and Grille,-79.8716,40.3680,4,2,27,1,11,0.000
Coriander Indian Grill,-79.9231,40.4328,4,4,23,0,23,0.000
8th West Bus Stop,-79.9119,40.4062,4,1,25,0,4,-0.145
St. Anne Catholic Church,-80.0341,40.3657,4,1,34,1,16,0.000
American Thrift Center,-79.8716,40.3653,4,1,27,1,11,0.000
Three Gateway Center,-80.0053,40.4417,4,1,240,4,17,0.000
Ninth And Penn Garage,-79.9986,40.4440,4,2,45,5,18,0.000
Eliza Furnace Trail,-79.9532,40.4262,4,3,80,6,20,0.000
Tenpenny,-79.9957,40.4442,4,2,52,5,0,0.000
Pittsburg Plunge,-79.8670,40.3889,4,2,205,5,20,0.000
PNC Mortgage_1,-79.9089,40.4114,4,1,86,3,0,0.000
St Andrew's Episcopal Church,-79.9214,40.4747,4,2,116,0,0,0.000
Parma Sausage,-79.9853,40.4502,4,1,175,2,16,0.000
The Grand Duchy Of Joesutania,-80.0703,40.4252,4,1,40,4,19,0.273
Forbes and Murray Bus Stop,-79.9233,40.4381,4,1,28,2,14,-0.216
6022 Broad Street,-79.9236,40.4627,4,1,122,5,2,0.000
Trundle Manor,-79.8806,40.4228,4,2,141,3,16,0.000
McCormick Schmick's_2,-79.9668,40.4280,4,4,79,6,16,0.000
Logan's Pub,-79.9536,40.4544,4,1,66,4,21,0.000
A.J. Palumbo Center,-79.9880,40.4376,4,3,90,1,21,0.000
Old Navy_2,-79.8913,40.4887,4,1,107,4,13,0.000
Jade Grille,-80.0448,40.3806,4,3,30,0,0,0.000
BAJ Tobacco Outlet,-79.9728,40.4853,4,1,126,2,18,0.000
Penn 28th,-79.9753,40.4569,4,2,92,2,3,0.000
Games N' At,-79.9778,40.4249,4,4,31,5,0,0.000
Edgewood Towne Center,-79.8876,40.4266,4,1,59,5,3,0.000
R-Bar,-80.0339,40.3952,4,2,31,2,3,0.000
Schenley Park: Bartlett/Beacon Field,-79.9342,40.4331,4,1,70,1,13,0.000
tk,-80.0019,40.4424,4,3,183,4,22,0.000
Culture Shop,-79.9827,40.4288,4,2,53,0,18,0.000
Immaculate Heart of Mary Church,-79.9680,40.4565,4,1,143,5,22,0.000
Ice Castle,-80.0271,40.3666,4,1,81,6,2,0.000
Brookline Memorial Park,-80.0080,40.3909,4,1,88,4,14,0.000
Potomac Bakery,-80.0346,40.3955,4,2,147,2,0,0.000
Remember When Ice Cream,-80.0771,40.4590,4,1,159,1,0,0.000
Henry's House,-79.9249,40.4529,4,1,54,0,1,0.000
Little E's,-79.9962,40.4432,4,2,72,4,12,0.000
Kwik-E-Mart,-79.9955,40.4440,4,2,188,1,0,0.000
Hookah Bookah,-79.9695,40.4276,4,3,30,1,1,0.000
Popeyes Louisiana Kitchen_2,-79.9772,40.4302,4,2,138,0,21,0.000
Parts_1,-79.9184,40.4023,4,2,158,0,18,0.000
Popeyes Louisiana Kitchen_1,-79.9583,40.4418,4,3,138,0,22,0.000
Doherty Hall,-79.9440,40.4423,4,3,31,5,1,0.000
Hunan Bar,-79.9564,40.4403,4,2,95,6,23,0.000
Exxon_2,-79.8712,40.3662,4,1,98,2,14,0.000
Honus Wagner Stadium,-80.0821,40.4008,4,1,297,5,22,0.000
Wilkinsburg Busway Stop B,-79.8871,40.4468,4,1,63,2,15,-0.355
Aldi_3,-79.9675,40.4268,4,2,194,1,18,0.000
Pennsylvania Macaroni Co_2,-80.0592,40.4182,4,1,147,2,1,0.000
Pittsburgh Baseball Club,-80.0066,40.4473,4,4,108,0,0,0.000
Priory Fine Pastries,-79.9998,40.4538,4,2,78,3,14,0.231
R. Market,-79.9253,40.4572,4,1,108,5,1,0.000
South Side Tan,-79.9763,40.4294,4,1,101,1,20,0.000
St Andrew Lutheran church,-80.0752,40.4150,4,1,134,3,12,0.000
Koenig Field,-79.8885,40.4330,4,2,146,2,23,0.000
C-leveled And Other Companies,-79.9535,40.4633,4,2,86,4,23,0.000
Bricolage,-79.9965,40.4431,4,2,135,4,12,0.000
Steel Valley Beer,-79.9020,40.3979,4,1,104,1,22,0.000
Jack's Diner,-79.9093,40.4078,3,1,101,5,18,0.000
Kavsar,-80.0074,40.4288,3,3,79,6,23,0.000
at the ' ONE HOUSE ',-79.9097,40.4065,3,1,40,0,16,0.000
jay smooths creation kitchen,-80.0903,40.4115,3,1,137,6,19,0.231
My Furry Domain,-79.9650,40.3680,3,1,52,6,2,0.000
Pittsburgh Steak Company,-79.9781,40.4286,3,3,66,4,0,0.000
Braddock's American Brasserie,-80.0027,40.4439,3,3,28,2,1,0.000
Western Pennsylvania Humane Society,-80.0201,40.4509,3,1,240,4,12,0.000
Independent Brewing Co,-79.9194,40.4379,3,3,100,1,1,0.000
Dick's Sporting Goods Pittsburgh Marathon,-80.0021,40.4418,3,3,124,0,12,0.000
YMCA,-80.0091,40.4543,3,1,193,0,21,0.000
Pavement,-79.9649,40.4663,3,1,122,5,15,0.000
Tender Bar + Kitchen,-79.9605,40.4706,3,1,184,5,21,0.000
The Mall,-79.9450,40.4420,3,1,31,1,0,0.000
Allegheny Center Mall,-80.0063,40.4509,3,2,246,3,16,0.000
Duquesne University Gumberg Library,-79.9913,40.4372,3,1,56,2,18,0.000
PNC Firstside Center,-79.9976,40.4359,3,2,49,2,11,0.000
Tri Boro FCU,-79.9022,40.4089,3,1,246,3,18,0.000
Novak,-79.9385,40.4545,3,1,2014,90,1,0.000
Bluebird Kitchen,-80.0018,40.4404,3,1,350,2,17,0.000
Phantoms Of The Attic,-80.0554,40.4271,3,1,54,1,19,0.000
Black Forge Coffee,-79.9921,40.4215,3,1,239,4,14,0.000
Bellefield Towers,-79.9520,40.4472,3,2,56,1,17,0.000
Ohio River_1,-80.0260,40.4486,3,1,124,0,13,0.000
Clark Bar Grill,-80.0085,40.4488,3,2,238,3,16,0.000
Herron Ave Busway Bridge,-79.9665,40.4595,3,1,115,5,21,0.000
Pornographic Bathroom,-80.0155,40.4576,3,2,70,2,2,0.000
Donato's,-79.8830,40.4883,3,2,75,1,17,0.000
Pizza Company,-79.9677,40.3857,3,1,193,0,22,0.000
Smallman Street Deli_2,-79.9752,40.4582,3,1,184,5,17,0.000
I-376 Exit 74,-79.9302,40.4286,3,1,85,4,22,0.000
Extended StayAmerica Pittsburgh-Carnegie,-80.0885,40.4174,3,1,203,2,1,0.000
Federal North Medical Office Building,-80.0074,40.4568,3,1,48,1,18,0.000
Five Guys Burgers And Fries,-80.0030,40.4402,3,1,186,6,0,0.000
Kids Plus Pediatrics,-79.9382,40.4273,3,1,99,3,13,0.000
ACE 2431,-79.9151,40.4109,3,1,80,5,3,0.000
LANtek CS,-80.0806,40.4110,3,1,134,3,12,0.000
The Exchange_2,-79.9980,40.4405,3,3,16,3,20,0.000
Carmi Family Restaurant,-80.0173,40.4517,3,1,192,6,14,0.000
Community life,-79.8892,40.4452,3,1,90,1,22,0.000
Aldi_2,-80.0150,40.3838,3,1,134,3,21,0.000
Waffallonia_2,-79.9229,40.4377,3,1,74,0,14,0.000
Mervis Hall,-79.9530,40.4405,3,1,194,1,21,0.000
Andrews Industrial Controls,-80.0842,40.4164,3,1,134,3,12,0.000
Kassab's Restaurant,-79.9860,40.4288,3,2,39,6,17,0.000
Aetna Training Hell,-80.0816,40.4096,3,1,134,3,12,-0.434
Wendy's,-79.9376,40.4570,3,2,49,3,18,0.000
Shop 'n Save_5,-79.8729,40.3656,3,1,27,1,11,0.314
Pipeline Coaster_1,-79.8737,40.3960,3,1,119,2,14,0.000
Save-Mor Beer Pop,-79.9254,40.4166,3,3,34,1,2,0.000
Core Lab,-79.9930,40.4612,3,1,135,4,18,0.000
Five Points Artisan Bakeshop,-79.9177,40.4443,3,1,38,6,13,0.000
Duquesne Club,-79.9987,40.4419,3,3,102,1,3,0.000
Wilkinsburg Station,-79.8884,40.4468,3,2,54,0,12,0.000
Colangelo's,-79.9830,40.4516,3,2,70,2,17,0.000
Stan Lederman Field,-79.9134,40.4297,3,1,193,0,18,0.000
South Side Riverfront Park,-79.9755,40.4321,3,2,138,0,0,0.000
Arby's,-79.9987,40.4427,3,1,192,6,17,0.000
Maroney's Foreign Cars And Parts,-80.0803,40.4103,3,1,134,3,12,0.000
Dpd Computers,-80.0811,40.4114,3,1,134,3,12,0.000
Marcus and Hays Dentist,-79.9398,40.4268,3,1,54,1,19,0.000
East End Brewing Co.,-79.9806,40.4536,3,2,65,4,19,0.000
Reyna Foods,-79.9834,40.4516,3,2,122,5,19,0.000
Pride_1,-79.9770,40.4548,3,1,166,0,19,0.211
19L,-79.9964,40.4394,3,1,51,4,14,0.000
Cj Chugs,-79.9706,40.3946,3,1,144,0,5,0.000
Tom's Diner,-80.0352,40.3943,3,1,152,1,1,0.000
iSchool Collaboration Space,-79.9527,40.4474,3,1,100,5,20,0.000
Mike and Tony's Gyros,-79.9967,40.4430,3,1,127,3,16,0.000
Mike's Bar,-79.9440,40.4976,3,1,279,2,1,0.000
GetGo_3,-80.0844,40.3967,3,1,55,1,14,0.000
Redbox_4,-79.8703,40.3652,3,1,27,1,11,0.000
Mr. Rogers Memorial,-80.0139,40.4449,3,1,167,1,0,0.000
Magic House,-79.9254,40.4534,3,1,103,0,15,0.000
Gorilla Lawyer,-80.0805,40.4130,3,1,335,1,20,0.000
Raya's Pizzeria,-80.0826,40.4104,3,1,134,3,12,0.000
GasAmerica,-79.9274,40.4194,3,1,67,6,2,0.000
Engel Home,-79.9920,40.4588,3,1,28,2,2,0.000
everest ethnic restaurant,-79.9840,40.3678,3,1,126,2,16,0.000
WESA Radio,-79.9867,40.4299,3,1,152,1,15,0.000
Roberto Clemente Statue,-80.0040,40.4468,3,2,219,5,22,0.000
Red Robin Gourmet Burgers,-79.9168,40.4099,3,2,291,0,21,0.000
Hot Franks,-79.9772,40.4560,3,1,34,1,18,0.000
Allegheny Chesapeake Physical Therapy Eastside Office,-79.9309,40.4590,3,1,226,4,21,0.000
NPC Active Wear,-80.0859,40.4078,3,1,349,1,16,0.278
William S. Moorhead Federal Building,-79.9943,40.4436,3,3,121,3,16,0.000
CMU HCII Ubicomp Lab,-79.9459,40.4434,3,1,355,0,18,0.000
Anthonys Pizza,-79.9736,40.4803,3,1,97,1,23,0.000
Monview Heights,-79.8826,40.3980,3,2,27,1,3,0.000
Kiku,-80.0059,40.4338,3,2,149,4,0,0.000
Bell Avenue Station,-80.0828,40.4155,3,1,134,3,12,0.000
Smithfield Street Bridge,-80.0021,40.4349,3,2,28,2,14,0.000
sunoco,-79.9738,40.4808,3,1,40,0,1,0.000
Huntington Bank,-79.9969,40.4427,3,1,189,2,19,0.000
Dubby's Diner,-79.8887,40.4539,3,1,235,0,16,0.000
Rock Room,-79.9638,40.4580,3,1,145,0,1,0.000
AT&amp;T_2,-79.9963,40.4402,3,1,132,1,13,0.000
Cefalo's Banquet Event Center,-80.0840,40.4081,3,1,26,0,2,0.000
Harris Theater,-79.9985,40.4426,3,2,135,4,12,0.000
Post Office,-79.9439,40.4079,3,1,160,1,18,0.000
Salvatore's Pizza House,-79.8856,40.4438,3,1,54,0,12,0.000
Grove,-80.0396,40.5011,3,1,193,0,4,0.000
allegheny ophthalmic and orbital associates,-80.0029,40.4565,3,1,108,5,23,0.000
Carnegie Lecture Hall,-79.9497,40.4423,3,2,284,6,0,0.000
New Horizons Computer Learning Center of Pittsburgh,-80.0400,40.4272,3,2,97,1,21,0.000
BP_3,-80.0829,40.4101,3,1,62,1,17,0.000
Ship Center,-79.9689,40.4598,3,1,49,2,0,0.000
Mt. Troy Fire Station,-79.9824,40.4743,3,1,88,6,22,-0.255
City Theatre,-79.9849,40.4294,3,1,24,4,23,0.000
Popeye's!,-79.9773,40.4303,3,2,138,0,22,0.000
Bud Harris Cycling Track,-79.9090,40.4751,3,2,144,6,21,0.000
Esther's Hobby Shop,-79.9745,40.4814,3,1,130,6,15,0.000
Emil's Lounge,-79.8803,40.4133,3,2,81,6,15,0.000
The Skin Center Medical Spa,-79.9359,40.4506,3,1,51,4,20,0.000
Residences at Piatt place,-79.9994,40.4409,3,1,74,0,15,0.000
Razzy Fresh_1,-79.9583,40.4405,3,2,157,6,3,0.290
Murray Avenue Kosher,-79.9229,40.4355,3,2,88,1,14,0.000
BarBell,-80.0550,40.3852,3,1,82,0,20,0.000
Schenley Park Disc Golf Course,-79.9456,40.4311,3,1,362,0,19,0.000
Mullaney's Harp Fiddle Irish Pub,-79.9810,40.4533,3,3,73,6,1,0.000
El Toro Loco,-79.9693,40.4277,3,3,89,0,22,0.000
Residence On Fifth,-79.9470,40.4471,3,2,36,3,21,0.000
Herr's Island,-79.9769,40.4647,3,1,37,4,21,0.000
Hi-Level Lounge,-79.9096,40.4067,3,1,40,0,16,0.000
Redbox_2,-80.0825,40.4101,3,1,134,3,12,0.000
The Bistro,-79.9962,40.4443,3,1,156,4,12,0.000
Clarion River Organics,-79.9807,40.4535,3,1,242,6,13,0.000
Outer skin,-79.9064,40.4089,3,1,290,6,19,0.000
Dutchess,-80.0075,40.4371,3,1,90,1,14,0.000
Pop-Up,-79.9966,40.4417,3,1,98,2,17,0.000
One on One Personal Training and Fitness,-79.9767,40.4560,3,1,86,5,0,0.160
twelve,-79.9853,40.4286,3,2,36,1,6,0.000
Deli On North Avenue,-80.0066,40.4555,3,2,156,4,12,0.000
Dads Grave,-79.9004,40.3956,3,1,25,0,21,-0.302
Woltz and Wind Ford,-80.0937,40.3858,3,1,43,3,17,0.000
Sapling Press,-79.9655,40.4647,3,1,197,3,19,0.000
Sushi Kim,-79.9915,40.4463,3,1,191,5,16,0.000
PennDOT Photo Exam Center,-79.9967,40.4429,3,1,41,2,16,0.000
Software Engineering Institute at BkSq,-79.9163,40.4570,3,1,77,2,19,0.000
Shake Twist,-80.0723,40.4654,3,1,156,4,12,-0.175
Willie Stargell Statue,-80.0040,40.4476,3,2,145,0,22,0.000
Bradish Street Pinball Parlor,-79.9871,40.4272,3,2,123,6,1,0.000
La Htte Royal,-79.9827,40.4668,3,1,285,0,20,0.000
Jackman Inn,-80.0615,40.4955,3,1,278,1,22,0.000
BYS Yoga,-79.9870,40.4287,3,1,354,6,12,0.000
3 Rivers Praise Worship,-79.9503,40.5063,3,1,93,4,18,0.453
J J's Family Restaurant Catering,-80.0072,40.4295,3,2,54,0,14,0.000
Carnival Beverage,-79.8724,40.3682,3,1,48,1,1,0.000
Foster Plaza Building 7,-80.0626,40.4214,3,1,155,4,12,0.000
Aladdin's Eatery_1,-79.8882,40.4879,3,1,154,3,17,0.000
LaundryMat,-79.8711,40.3656,3,1,32,6,21,0.000
Mind Cure Records,-79.9660,40.4575,3,1,243,0,15,0.000
Pittsburgh Grille,-79.9949,40.4417,3,1,200,6,13,0.000
U-Haul,-79.9068,40.4649,3,1,307,1,20,0.000
Kenyon Jewelers,-79.8838,40.4434,3,1,54,0,12,0.000
Art of Steel,-79.9826,40.4522,3,2,103,0,17,0.000
A Sweet Boutique,-79.9661,40.4643,3,1,67,6,19,0.375
tobacco,-79.9742,40.4803,3,1,40,0,1,0.000
Muffler Masters,-79.9235,40.4947,3,1,107,4,17,0.000
Noah's Ark,-79.8654,40.3880,3,1,242,6,23,0.000
Mahoneys,-79.9962,40.4432,3,1,8,4,17,0.000
Wave Swinger,-79.8669,40.3883,3,2,242,6,23,0.000
Archie's,-79.9717,40.4282,3,3,64,0,1,0.000
Jean-Marc Chatellier French Bakery,-79.9745,40.4811,3,1,151,6,13,0.000
Little Tokyo_1,-80.0444,40.3817,3,3,145,0,23,0.000
Market On Broadway IGA,-80.0248,40.4103,3,1,146,2,22,0.000
Big Lots,-79.9007,40.4098,3,1,179,6,16,0.000
Heinz Memorial Chapel,-79.9520,40.4452,3,3,109,6,1,0.000
