venue,lon,lat,checkin_n,user_n,doy_mode,dow_mode,hour_mode,senti_avg
OZA,-79.9964,40.4441,10,1,59,1,13,0.000
Pittsburgh_3,-79.9969,40.4814,10,2,77,2,2,0.000
Coca Cafe,-79.9641,40.4672,10,8,116,0,13,0.000
Bruegger's Bagel Bakery_2,-79.9804,40.4289,10,4,55,1,16,0.000
TGI Fridays_1,-79.9901,40.4388,10,9,196,3,23,0.000
Chaya Japanese Cuisine,-79.9231,40.4339,10,6,85,4,0,0.000
Salons,-79.9231,40.4365,10,3,239,4,17,0.000
McShane Real Estate,-79.9034,40.3855,10,1,37,2,15,0.000
Giant Eagle_11,-79.9771,40.4308,10,5,79,4,20,0.000
Bob's Garage,-79.8723,40.4896,10,4,103,0,3,0.000
Jimmy John's,-79.9811,40.4288,10,5,63,6,22,0.000
LeMont,-80.0177,40.4378,10,5,151,6,21,0.000
Fuel and Fuddle,-79.9567,40.4411,10,5,37,2,1,0.000
Orangetheory Fitness,-79.9270,40.4622,10,1,187,1,22,0.259
Bat's Barber Shop,-79.9264,40.4621,10,2,78,3,21,0.000
Carhop's,-79.9851,40.4512,10,2,141,3,17,0.000
Kelly-O's,-79.9815,40.4536,10,5,30,4,15,0.000
Joe's Basement Sweatshop,-80.0517,40.4987,10,2,195,1,2,0.000
Foli's Pizza,-79.8748,40.4288,10,4,180,1,17,0.000
Sal's City Deli,-80.0002,40.4425,10,5,29,3,20,0.000
Gateway Clipper Fleet,-80.0072,40.4360,10,7,273,0,20,0.000
Chipotle Mexican Grill_3,-80.0601,40.3915,10,4,24,5,23,0.000
William Penn Tavern,-79.9339,40.4515,10,6,54,0,1,0.000
Qdoba Mexican Grill_1,-79.8872,40.4867,10,2,278,1,16,0.000
Eastminster Presbyterian Church,-79.9234,40.4631,10,1,120,3,13,0.000
Pizza Parma,-79.9984,40.4438,10,3,191,4,21,0.000
Ichiban Hibachi Sushi Bar,-79.8871,40.4880,10,8,47,0,20,0.000
Butterjoint,-79.9508,40.4501,10,6,119,5,1,0.000
NorthShore Area Of Pgh,-80.0014,40.4537,10,1,113,3,19,0.000
Bar Nine,-79.9972,40.4444,10,1,37,0,5,0.000
Roberto Clemente Bridge,-80.0033,40.4451,10,6,122,2,17,0.000
Otter And Wolf Den,-79.9738,40.4808,9,2,39,6,0,0.000
S. W. Randall Toyes Giftes,-79.9973,40.4420,9,4,93,4,15,0.000
Sonny's Tavern,-79.9475,40.4580,9,3,81,0,22,0.000
New Light Congregation,-79.9163,40.4380,9,1,43,3,21,0.000
Fifth Avenue Place,-80.0034,40.4418,9,6,193,0,23,0.000
Peppi's Old Tyme Sandwich Shop_2,-80.0175,40.4517,9,7,25,6,16,0.000
Zen Asian Diner,-79.9572,40.4783,9,2,31,6,23,0.000
The Cultural's Elite Salon Barber Shop,-79.9961,40.4442,9,2,24,5,14,0.000
Bob's Sub,-80.0000,40.4381,9,1,45,1,18,0.000
Redfin Blues,-79.9773,40.4631,9,6,117,0,22,0.000
August Wilson Center,-79.9957,40.4434,9,2,133,0,3,0.000
Sphinx Hookah Bar Cafe,-79.9537,40.4381,9,6,77,5,1,0.000
Eide's Entertainment,-79.9931,40.4453,9,4,155,4,20,0.318
one thirty one east,-80.0862,40.4081,9,3,203,6,1,0.000
Pusadee's Garden,-79.9519,40.4826,9,5,184,5,21,0.000
Max's Allegheny Tavern,-79.9998,40.4552,9,9,37,0,21,0.000
Bartram House Bakery,-79.9682,40.4274,9,4,188,2,13,0.000
Tony's Disco Stick HideOut,-79.9920,40.4487,9,1,95,6,1,0.000
American Farriers Journal Booth,-79.9949,40.4442,9,1,127,3,13,0.000
Springhill Suites by Marriott Pittsburgh Bakery Square,-79.9153,40.4566,9,5,33,1,22,0.000
Kickback Pinball Cafe,-79.9598,40.4713,9,2,59,6,18,0.000
Sterling St.,-79.9696,40.4164,9,1,36,0,21,0.000
Bobby Hendrix,-79.9768,40.4286,9,7,43,0,0,0.000
Atria's Restaurant and Tavern,-80.0040,40.4472,9,7,194,0,15,0.000
Crazy Mocha_4,-79.9230,40.4336,9,5,158,0,12,-0.294
William Pitt Union,-79.9549,40.4435,9,7,301,5,12,0.000
Starbucks_13,-80.0457,40.4191,9,4,186,0,22,0.000
Phantom of the Attic : Comics,-79.9486,40.4449,9,2,13,2,20,0.000
Breaker's Pool Hall,-80.0347,40.3954,9,4,191,6,16,0.000
Happy Berry Frozen Yogurt,-79.9328,40.4515,9,3,127,3,1,0.339
Home_13,-79.9473,40.4246,9,1,35,2,4,0.000
Station Square East Parking Lot,-80.0018,40.4318,9,3,210,3,23,0.000
Sheraton Station Square Hotel,-80.0063,40.4349,9,8,45,4,0,0.000
Andrew's Steakhouse,-80.0219,40.4466,9,3,57,1,0,0.000
The Original Hot Dog Shop,-79.9565,40.4421,9,5,192,6,5,0.212
India On Wheels,-79.9550,40.4449,9,2,31,5,19,0.000
Kevins Love Dumpster,-79.8911,40.4870,9,1,187,1,2,0.220
Belvedere's,-79.9618,40.4691,9,7,89,0,1,0.000
Cure,-79.9512,40.4828,9,5,81,0,23,0.000
Community Thrift Center,-80.0537,40.4295,9,1,22,0,17,0.000
Western Pennsylvania Hospital,-79.9463,40.4610,9,4,47,0,16,0.000
Gene's Place,-79.9562,40.4394,9,3,101,5,21,0.000
Wiggy's Wings,-80.0552,40.4273,9,2,156,6,12,0.000
The Tap Room,-79.9958,40.4404,9,2,213,5,4,0.000
Anthrocon dealers den,-79.9964,40.4457,9,2,193,0,18,0.000
The Cut,-79.9431,40.4426,9,1,31,1,0,-0.296
Blush Gentlemen's Club,-79.9985,40.4443,9,4,205,5,3,0.000
Dunham's Sports,-79.8908,40.4883,9,2,276,6,18,0.000
McDonald's_1,-79.8897,40.4870,9,2,190,4,14,0.000
Fullbody Fitness Club,-79.9820,40.3664,9,1,6,2,22,0.231
Silky's Sports Bar and Grill,-79.9229,40.4370,9,8,54,0,0,0.000
Uno Pizzeria Grill,-79.9141,40.4112,9,3,2,5,21,0.000
Saloon_2,-79.9339,40.4511,9,9,138,0,3,0.000
Arts Tavern,-79.9742,40.4576,9,1,53,6,0,0.000
Seagate Building,-79.9929,40.4481,9,3,194,1,11,0.000
Dinette,-79.9256,40.4596,9,5,10,1,23,0.000
Branding Brand,-79.9725,40.4287,9,2,23,4,13,0.000
Nicholas Coffee Tea Company,-80.0029,40.4411,9,4,99,3,19,0.000
CAVO,-79.9845,40.4514,8,5,24,6,6,0.000
Barnes Noble_1,-79.8933,40.4886,8,5,178,6,23,0.317
Coach's Bottleshop Grille,-80.0433,40.4004,8,3,131,1,22,0.000
Original Oyster House,-80.0020,40.4409,8,8,14,5,17,0.262
Alphalab Gear,-79.9235,40.4618,8,3,17,5,0,0.000
Small Seeds Development Inc,-79.9236,40.4627,8,1,122,5,5,0.000
IV Seasons Car Wash,-79.8838,40.4556,8,1,75,6,16,0.000
Sorrells Engineering and Science Library,-79.9461,40.4427,8,2,32,3,19,0.000
Vincent's Pizza,-80.0507,40.4214,8,4,42,2,22,0.000
Hitchhiker Brewing Co,-80.0408,40.3777,8,6,151,6,0,0.000
Phillips Rec Center,-79.9909,40.3915,8,2,42,3,22,0.000
Rowdy BBQ,-79.9827,40.3703,8,3,122,6,17,0.000
Garage Door,-79.9569,40.4406,8,5,141,3,21,0.000
Theme,-79.9838,40.3649,8,1,74,6,0,0.000
Kaufmann Medical Bldg.,-79.9608,40.4404,8,2,187,1,17,0.000
Valero Fuel,-79.8657,40.4914,8,1,116,6,19,0.000
Toonseum,-79.9963,40.4432,8,4,53,6,1,0.000
Howlers Coyote Cafe,-79.9516,40.4631,8,4,172,6,3,0.000
Franco's nail salon,-79.8828,40.4432,8,2,91,2,20,0.000
Northside Urban Pathways Charter School,-79.9973,40.4443,8,1,37,2,0,0.000
North Oakland,-79.9504,40.4539,8,2,142,0,1,0.000
Pipeline Coaster_2,-79.8737,40.4083,8,1,120,3,13,0.000
Sienna Sulla Piazza,-80.0026,40.4411,8,8,37,6,1,0.000
Hamerschlag Hall,-79.9467,40.4423,8,2,31,5,17,0.000
Cork Factory Lofts,-79.9830,40.4547,8,2,43,3,14,0.000
Bus Stop Forbes Morewood,-79.9432,40.4447,8,1,31,0,18,-0.216
Ohio City Pasta,-79.9805,40.4536,8,1,92,3,17,0.000
Smiling Banana Leaf,-79.9198,40.4758,8,4,25,6,0,0.325
McDonald's_3,-80.0931,40.3863,8,1,282,4,18,0.000
Pamela's P&amp;G Diner_3,-79.9574,40.4412,8,7,77,6,16,0.000
Chinatown Inn,-79.9974,40.4374,8,4,108,5,23,0.000
Mr. Magic Car Wash_1,-79.9828,40.3703,8,2,64,6,16,0.000
Perl_2,-80.0030,40.4411,8,5,183,5,0,0.000
Crepes Parisiennes,-79.9488,40.4460,8,3,241,5,18,0.000
Gates and Hillman Centers,-79.9445,40.4438,8,5,87,1,23,0.000
Playmor Bowl,-79.9083,40.3642,8,4,18,0,2,0.000
Charlie Murdochs Dueling Piano Rock Show,-79.9882,40.4289,8,4,82,0,3,0.000
Sean's Towing,-79.9616,40.3666,8,1,32,0,17,0.000
Thrill Mill,-79.9236,40.4618,8,2,10,6,20,0.323
Hot Metal Bridge,-79.9612,40.4283,8,7,156,5,20,0.000
Cambria Suites,-79.9881,40.4402,8,6,283,6,21,0.000
Convention Center Riverfront Plaza,-79.9966,40.4465,8,3,194,1,3,0.000
Frost Co,-79.9998,40.4426,8,1,66,2,13,0.000
Rohrich Lexus,-80.0221,40.4017,8,1,284,6,13,0.000
Inn Suites Pittsburgh_2,-79.9923,40.4471,8,5,296,0,22,0.000
Andy Warhol Bridge,-80.0014,40.4462,8,6,66,6,21,0.000
BNY Mellon Center,-79.9954,40.4399,8,3,196,3,14,0.000
Graduate School of Public Health,-79.9591,40.4426,8,2,152,1,13,0.000
mezzo,-79.9965,40.4443,8,3,193,0,0,0.000
Backstage Bar,-80.0005,40.4433,8,2,16,0,17,0.000
Children's Hospital of Pittsburgh of UPMC Emergency Department,-79.9536,40.4671,8,3,69,2,1,-0.181
Bakery Beach,-79.9159,40.4572,8,1,120,3,5,0.000
Hotel Monaco Pittsburgh,-79.9966,40.4414,8,5,179,0,21,0.000
EQT Plaza,-80.0008,40.4423,8,1,52,1,1,0.000
Sake,-79.9650,40.4273,8,4,88,0,0,0.000
Brighton Hot Dog Shoppe,-80.0572,40.4268,8,2,36,2,1,0.000
Buckhead Saloon,-80.0061,40.4343,8,8,75,6,2,0.000
Coffee Tree Roasters_2,-79.9329,40.4515,8,5,78,4,18,0.000
Park House,-80.0015,40.4533,7,4,86,3,3,0.000
Anthony's House Of Labieja,-79.9361,40.4639,7,1,276,6,18,0.000
Fred's Fortress Of Solitude,-79.9696,40.4265,7,1,47,5,0,0.000
Mexi Casa,-80.0369,40.3930,7,1,276,6,1,0.000
Riley's Pour House,-80.0851,40.4086,7,4,60,6,0,0.000
GNC_2,-79.9818,40.3666,7,1,30,5,20,0.000
The Blind Pig Tavern,-79.9739,40.4285,7,3,58,4,5,-0.287
Excuses Bar Grill,-79.9687,40.4274,7,6,67,6,1,0.000
Soldiers Sailors National Military Museum Memorial,-79.9563,40.4451,7,3,123,2,3,0.000
Istanbul Sofra_1,-79.8975,40.4396,7,5,145,1,22,0.000
Silver Palace,-80.0039,40.3775,7,2,137,2,3,0.000
Spring Carnival Midway,-79.9438,40.4455,7,3,102,6,19,0.000
Papa J's Ristorante,-80.0850,40.4080,7,4,27,6,0,0.000
Smokin Joe's,-79.9775,40.4287,7,7,54,0,22,0.000
NovaCare Rehabilitation_1,-79.9183,40.4378,7,1,307,1,16,0.000
Stay tuned distillery,-79.8956,40.4079,7,2,204,3,20,0.000
Josh Steel,-79.8718,40.4009,7,1,119,2,17,0.000
Fitness 19,-80.0659,40.3959,7,1,276,6,17,0.259
UPMC Center,-79.9598,40.4250,7,2,23,1,20,0.000
East End Food Co-Op,-79.8957,40.4483,7,6,363,1,20,0.000
Tamarind Flavor of India,-79.9518,40.4512,7,5,60,6,0,0.000
J.E. Stuckerts,-79.9801,40.4373,7,1,127,3,5,0.000
Thai Spoon,-80.0346,40.3952,7,4,47,6,1,0.000
Qdoba Mexican Grill_3,-79.9657,40.4264,7,5,24,1,20,0.000
Firewater Restoration,-79.9812,40.4297,7,1,118,1,19,0.000
The Exterminator,-79.8671,40.3891,7,4,27,1,3,0.000
Grice Chiropratic,-80.0201,40.4386,7,1,27,1,19,0.000
Rockwell Hall,-79.9937,40.4377,7,2,85,4,23,0.000
South Side Works,-79.9658,40.4277,7,6,194,1,22,0.000
Qdoba Mexican Grill_2,-79.9473,40.4537,7,3,285,0,19,0.000
Starbucks_9,-80.0441,40.3996,7,5,193,0,17,0.000
Bella Notte,-79.9841,40.4509,7,3,186,6,22,0.000
Ali Baba,-79.9488,40.4452,7,4,297,5,0,0.000
Biomet Plasma Donation Center,-80.0246,40.4503,7,1,6,2,15,0.000
Verde Mexican Kitchen Cantina,-79.9327,40.4643,7,4,125,5,1,0.000
Polish Hill,-79.9648,40.4571,7,3,88,6,16,0.000
The Original Pancake House,-80.0740,40.3915,7,6,98,2,14,0.231
Aladdin's Eatery_2,-80.0442,40.3819,7,6,82,2,23,0.000
Dominic's Famous Deli Bottle Shop,-80.0041,40.4478,7,3,280,3,22,0.000
SpringHill Suites_1,-79.9618,40.4267,7,6,157,6,15,0.000
Handmade Arcade,-79.9973,40.4453,7,5,340,6,16,0.000
Ambassador Apartments,-79.8674,40.4433,7,1,80,5,0,0.000
Dave Buster's,-79.9143,40.4096,7,4,73,6,23,0.000
Bagel Factory,-79.9301,40.4566,7,1,190,4,16,0.000
Amtrak: Pittsburgh,-79.9916,40.4458,7,3,223,6,3,0.000
Black Widow,-79.8666,40.3893,7,3,205,4,20,0.000
Union Pig and Chicken,-79.9240,40.4631,7,4,117,0,0,0.000
Deutschtown Music Festival,-80.0001,40.4544,7,3,192,6,22,0.325
Grant Street Transportation Center,-79.9933,40.4447,7,3,190,4,18,0.200
Lefty's,-79.9835,40.4516,7,4,76,2,21,0.000
Ice 9 tattoo,-79.9717,40.4282,7,2,274,4,23,0.000
Scott Township Park,-80.0868,40.3833,7,2,151,6,13,0.000
Six Penn Kitchen,-80.0022,40.4428,6,6,80,5,1,0.000
Eleven,-79.9932,40.4461,6,3,199,0,23,0.000
Coat Factory,-79.9975,40.4413,6,3,96,0,13,0.000
ACES 2015 National Conference,-80.0060,40.4406,6,1,84,3,19,0.000
New Amsterdam,-79.9593,40.4721,6,3,153,2,22,0.000
Convenience Store,-80.0957,40.4011,6,1,181,1,12,0.000
Social Security Administration,-79.9976,40.4439,6,2,77,2,19,0.276
Construction Junction,-79.8984,40.4498,6,4,66,0,16,0.000
Italian Restaurant,-80.0043,40.4336,6,3,135,0,0,0.000
PAPA World Headquarters,-80.0950,40.4001,6,2,87,5,16,0.000
Kaleidoscope Cafe,-79.9630,40.4726,6,2,24,5,23,0.000
Mowing the Lawn,-80.0032,40.4597,6,1,184,5,21,0.000
Fort Duquesne Bridge,-80.0096,40.4416,6,3,193,0,23,0.000
Pittsburgh Allegheny_1,-80.0000,40.4441,6,2,188,2,17,0.000
Qdoba Mexican Grill_4,-79.9985,40.4423,6,3,190,4,16,0.000
Hoodstock,-79.8810,40.4171,6,1,127,2,5,0.000
apis meadery,-80.0851,40.4085,6,3,325,6,0,0.000
Grandview Buffet,-80.0219,40.4466,6,2,93,0,16,0.000
The Dor-Stop Restaurant,-80.0348,40.3959,6,3,290,6,15,0.000
Raceway Shopping Plaza,-80.0947,40.3863,6,1,148,3,16,0.000
Static Nightclub,-79.9870,40.4500,6,3,116,0,3,0.000
The Priory,-79.9982,40.4523,6,3,156,1,20,0.000
Crazy Mocha_3,-79.9820,40.3661,6,2,250,1,22,-0.286
Homestead Fire Company,-79.9096,40.4066,6,1,66,5,15,-0.286
Swisshelm PARK,-79.9019,40.4208,6,1,175,3,23,0.000
Shop 'n Save_1,-79.9649,40.3896,6,2,152,1,19,0.314
Coppertops,-79.9748,40.4284,6,3,51,4,2,0.000
Shop 'n Save_3,-80.0284,40.3690,6,3,145,0,13,0.337
powered by Reebok,-79.9894,40.4395,6,1,290,4,22,0.000
Lexus Club_2,-79.9900,40.4400,6,3,295,4,22,0.000
Church of the Ascension,-79.9474,40.4487,6,2,65,0,1,0.000
Flynn's Arcade,-80.0558,40.4723,6,2,109,6,4,0.000
Shadyside Smiles,-79.9348,40.4512,6,1,191,5,16,0.348
O'Leary's Southside Cafe,-79.9837,40.4288,6,3,157,6,15,0.000
KaMei,-79.9230,40.4325,6,3,88,0,0,0.000
Muzzys II,-80.0877,40.3922,6,1,291,6,0,0.000
Steel Revolution,-79.9345,40.4512,6,1,315,2,22,0.000
Farmer's Market_1,-80.0026,40.4407,6,4,177,4,16,0.000
The Children's Institute,-79.9198,40.4433,6,2,19,1,12,0.000
Traffic!,-80.0503,40.4207,6,2,109,3,12,0.000
Phantom's Revenge,-79.8660,40.3888,6,4,146,1,20,-0.383
Bottom Dollar_1,-79.9398,40.4646,6,2,162,3,20,0.000
Skyview Pools,-79.9270,40.3708,6,1,155,4,15,0.000
Smithfield/Liberty Garage,-79.9974,40.4423,6,2,114,4,16,0.000
Capri Pizza,-79.9099,40.4066,6,1,25,0,4,0.000
Liberty Avenue Musicians,-79.9965,40.4439,6,1,59,2,13,0.362
National Robotics Engineering Center,-79.9651,40.4728,6,2,86,3,17,0.000
PPG Place Plaza and Water Feature,-80.0032,40.4398,6,2,101,1,12,0.000
Monterey Bay Fish Grotto_2,-80.0212,40.4389,6,5,37,0,0,0.000
Bombay Giro,-79.9952,40.4439,6,1,191,0,21,0.000
Lake Elizabeth,-80.0120,40.4534,6,1,193,0,21,0.000
Carnegie Library Of Pittsburgh_3,-79.9974,40.4414,6,2,39,6,18,0.000
Jimmy And Nino's Sunseri,-79.9845,40.4508,6,2,106,3,16,0.000
Taco Bell_4,-80.0186,40.4498,6,6,97,1,22,0.000
Otten Castle,-79.9361,40.4639,6,1,38,1,4,0.000
Walnut Grove,-80.0482,40.3822,6,2,147,2,1,0.000
Grand Circuit Booth,-79.9949,40.4442,6,1,123,6,12,0.333
Old Town Buffet,-80.0068,40.4115,6,3,14,3,22,0.000
Triangle Bar Grill,-79.8880,40.4177,6,2,61,1,21,0.000
Peet's Coffee Tea_1,-79.9818,40.3662,6,3,64,3,19,0.000
Walnut Grill_3,-80.0946,40.3823,6,4,35,2,1,0.000
Park Place Pub,-79.9209,40.4762,6,2,71,3,1,0.000
Hillman Cancer Center,-79.9428,40.4550,6,4,22,2,14,-0.386
Dukes Pub and Pizza,-80.0369,40.3764,6,2,87,6,23,0.000
Wean 7500,-79.9459,40.4425,6,1,58,2,19,0.000
Lili Coffee Shop,-79.9658,40.4575,6,2,93,3,18,0.000
Speakeasy,-79.9968,40.4407,6,5,215,0,4,0.000
Keystone Rehabilitation Systems,-79.9074,40.4137,6,1,99,3,0,0.000
South Side Dog Park,-79.9765,40.4322,6,3,73,1,0,0.000
Dish Osteria and Bar,-79.9822,40.4276,6,4,193,0,1,0.000
Panthro Fitness,-79.9711,40.4603,6,1,62,1,22,0.264
East Waterfront Drive,-79.8904,40.4082,6,1,53,6,0,0.000
Waterworks Mall,-79.8892,40.4878,6,5,196,3,15,0.000
The Original Fish Market,-79.9946,40.4443,6,4,104,1,0,0.226
South Hills_3,-80.0444,40.3812,6,4,60,0,15,0.000
Shops at Station Square,-80.0044,40.4331,6,5,31,5,23,0.000
Pido's Pub,-79.9003,40.4015,6,2,132,1,1,0.000
Pittsburgh Marriott City Center,-79.9913,40.4398,6,3,196,3,12,0.000
Landis's Domain,-79.9920,40.4184,6,1,62,1,21,0.000
Osteria,-79.9827,40.4546,6,1,99,3,17,0.000
Pittsburgh Athletic Association,-79.9545,40.4448,6,1,92,3,22,0.000
Garfield's Nightmare,-79.8638,40.3865,6,3,158,6,17,0.000
12 avenue playground,-79.8992,40.4059,6,1,192,4,15,0.000
Rex Theater,-79.9824,40.4288,6,2,70,0,3,0.000
Queen Nails,-79.8686,40.3836,6,2,196,3,19,0.000
2 PNC Plaza,-80.0007,40.4418,6,3,37,3,21,0.000
Paint Monkey,-79.9637,40.4730,6,2,24,5,0,0.000
Hampton Inn_3,-80.0540,40.4193,6,2,30,4,3,0.000
Thai Place II,-79.8856,40.4870,6,2,181,2,16,0.000
Meade Products Inc.,-79.8893,40.4464,6,1,63,2,15,0.000
Eastminster Fitness Center,-79.9235,40.4629,6,1,71,2,4,0.259
Scarehouse,-79.9447,40.4992,6,4,297,6,1,0.000
Three Rivers Regatta,-80.0096,40.4421,6,2,184,0,22,0.000
PNC Bank,-79.9806,40.4287,6,1,55,1,19,0.000
Covenant Church of Pittsburgh,-79.8632,40.4538,6,1,54,0,12,0.000
Washington Rd,-79.9579,40.4944,6,1,234,4,2,0.000
Big Jims Restaurant Bar,-79.9497,40.4270,6,5,64,3,20,0.000
Busy Beaver,-80.0056,40.3757,6,1,115,1,20,0.000
Hilton Garden Inn,-79.9594,40.4396,6,1,153,2,21,0.000
Smoke Cigar Shop and Lounge,-80.0954,40.3823,6,4,153,2,15,0.000
Pittsburgh Penguins Foundation Silent Auction,-79.9904,40.4399,6,1,82,0,2,0.000
Goodyear Auto Service Center,-79.9236,40.4639,6,1,120,3,5,0.000
Millvale Riverfront Park,-79.9719,40.4723,6,3,102,6,14,0.000
Hyatt House Pittsburgh South Side,-79.9639,40.4283,6,2,159,0,13,0.000
The Bank of New York Mellon,-79.9975,40.4403,6,1,51,4,14,0.000
Rocco's Tavern,-79.8975,40.4220,5,2,33,0,3,0.000
WPS,-79.9780,40.4582,5,1,13,2,19,0.000
Brown Bag Deli,-79.9943,40.4441,5,2,191,5,12,0.000
Brighton Heights,-80.0361,40.4775,5,3,30,5,20,0.000
Elks Lodge,-80.0008,40.4517,5,3,114,4,16,0.000
Holiday Inn Express and Suites,-79.9889,40.4300,5,5,33,0,2,0.239
Frank And Shirley's,-79.9967,40.3886,5,3,39,6,15,0.000
Jekyl Hyde,-79.9807,40.4266,5,5,64,0,3,0.000
Crystal Restaurant,-79.9920,40.4460,5,1,274,4,21,0.000
Day Spa,-80.0444,40.3816,5,1,225,2,15,0.000
Anthropologie,-79.9155,40.4569,5,3,332,5,23,0.000
Tammys Place,-79.9862,40.4595,5,1,67,6,2,0.000
Fitzgerald Field House,-79.9643,40.4435,5,3,320,0,2,0.000
Chipotle Mexican Grill_4,-79.9578,40.4410,5,4,75,1,22,0.000
Don Campiti's Pizzeria,-80.0356,40.3967,5,3,121,4,1,0.000
Mister Grooming Goods,-79.9591,40.4723,5,1,181,2,22,0.000
Razzy Fresh_2,-79.9489,40.4458,5,5,18,0,18,0.310
Moe's Southwest Grill_1,-80.0022,40.4405,5,1,153,1,16,0.000
The Fence,-79.9435,40.4422,5,2,238,3,16,0.000
Styles By Cardamone Salon Day Spa,-79.8935,40.4322,5,1,189,3,14,0.000
Mt Washington Observation Deck,-80.0074,40.4321,5,3,145,6,0,0.000
St Stanislaus Kosta Catholic Church,-79.9836,40.4523,5,2,131,0,16,0.000
Franktuary_2,-79.9641,40.4670,5,2,102,6,18,0.000
DiBella's Old Fashioned Submarines,-80.0020,40.4406,5,3,57,4,0,0.000
Schorin Co. Inc.,-79.9848,40.4505,5,1,175,2,16,0.000
Ghostwood Estate,-79.8645,40.3885,5,3,27,6,3,0.000
Southside River Trail,-79.9772,40.4313,5,2,103,0,17,0.000
T&amp;A's Haus of Guilty Pleasures,-80.0369,40.3939,5,1,6,2,0,0.008
Liangs Hunan Chinese Restaurant,-79.9960,40.4430,5,2,137,6,3,0.000
Newell Simon Hall 3002,-79.9457,40.4436,5,1,51,4,16,0.000
Market Central,-79.9565,40.4426,5,2,278,1,16,0.000
Eat Park,-79.9135,40.4114,5,2,67,0,23,0.000
Allegheny County Courthouse,-79.9967,40.4387,5,4,73,6,14,0.000
4Moms,-79.9981,40.4449,5,1,276,6,17,0.000
St. Nicholas Greek Orthodox Cathedral,-79.9500,40.4447,5,2,192,6,20,0.000
Steel City Road Runners Club,-79.9951,40.4509,5,1,74,6,12,0.000
1 PNC Plaza,-80.0000,40.4411,5,2,92,3,20,0.000
South Aiken Bar and Grill,-79.9354,40.4506,5,3,9,0,3,0.000
Dell's Sundae Grill,-79.8991,40.3957,5,2,117,0,23,0.000
Penn Brewery Beer Garden,-80.0067,40.4412,5,1,274,4,22,0.000
Alpine Bar,-80.0247,40.4110,5,1,276,6,1,0.000
Hotel De Rodente,-79.9808,40.4779,5,1,81,6,17,0.000
Beautiful Sexy Chicas Palace,-79.8617,40.3786,5,1,99,0,0,0.646
Brewski's,-79.9909,40.4288,5,3,87,5,2,0.000
Aero Communications inc,-80.0774,40.4111,5,1,159,0,10,0.000
Silvioni's Restaurant,-79.9915,40.5094,5,4,173,0,20,0.000
Pitaland,-80.0219,40.3949,5,4,209,1,16,0.000
Caf Raymond,-79.9829,40.4518,5,1,56,2,18,0.000
Liberty Tunnel,-80.0004,40.4274,5,3,71,3,19,0.396
Cheerleaders Gentleman's Club,-79.9707,40.4588,5,1,185,6,4,0.239
Burger And Whiskey Bar,-80.0024,40.4403,5,3,290,5,17,0.000
Riverwalk,-80.0106,40.4455,5,2,193,0,22,0.000
S-10,-79.9994,40.4656,5,1,116,6,2,0.000
Panther Hollow Trail,-79.9459,40.4335,5,1,70,1,13,0.000
Godfrey Steel Mill_1,-79.9077,40.4117,5,1,74,6,22,0.000
The Shop_1,-79.9534,40.4641,5,2,88,0,0,0.000
Many More Asian Market,-79.9728,40.4600,5,1,62,1,23,0.000
Squirrel Hill Cafe,-79.9228,40.4380,5,1,74,0,23,0.000
Rita's Italian Ice_1,-80.0015,40.4534,5,3,156,4,12,0.000
PLS Logistics Services,-79.9753,40.4307,5,1,2014,157,2,0.203
On The Hurlboat,-80.0314,40.4508,5,1,188,2,3,0.000
Lindos,-80.0184,40.4515,5,1,188,2,11,0.000
Kate's Moving Castle,-79.9473,40.4548,5,1,81,6,14,0.000
Sincerely Yogurt_1,-79.9174,40.4074,5,2,211,3,21,0.307
Residence Inn_2,-79.9547,40.4541,5,4,101,5,11,0.000
Hunt Library,-79.9438,40.4411,5,2,281,4,0,0.000
Lesvos Gyro Greek Cuisine,-79.9833,40.4288,5,3,37,0,6,0.000
Francesca's Collections,-79.9346,40.4510,5,2,75,0,18,0.000
Stumpfs,-79.8875,40.3950,5,2,130,1,11,0.000
Yinzers,-79.9825,40.4522,5,4,333,6,21,0.000
NORTHSIDE,-80.0057,40.4673,5,1,217,2,22,0.000
Kazanda's Cafe,-79.9250,40.4615,5,1,120,3,13,0.000
Renaissance Family Practice,-79.8731,40.4951,5,1,115,5,14,0.000
Port Authority Gateway Station,-80.0044,40.4415,5,2,165,6,19,0.157
Mandarin Gourmet,-80.0015,40.4394,5,2,190,4,15,0.000
Jacqueline's Salon,-79.9972,40.4383,5,1,276,6,17,0.000
Paul's automotive,-79.9988,40.4566,5,1,113,3,19,0.000
GetGo_6,-79.8895,40.4450,5,3,154,2,20,0.000
Painting with a Twist,-80.0371,40.3681,5,2,284,0,2,0.000
Silky's Pub,-79.9422,40.4582,5,1,188,2,23,0.000
Franktuary_1,-79.9990,40.4411,5,2,23,1,17,0.000
Bruegger's Bagel Bakery_3,-79.9357,40.4507,5,2,46,6,16,0.000
The Beer Garden,-79.9964,40.4444,5,1,274,4,21,0.000
Duquesne Villiage Shopping Center,-79.8719,40.3654,5,1,98,2,14,0.000
Sharp Edge Creekhouse,-80.0809,40.4403,5,2,80,6,1,0.000
Pittsburgh Jazzlive Festival,-79.9985,40.4433,5,3,172,6,2,0.286
Duquesne Scenic Overlook,-80.0190,40.4384,5,3,193,0,23,0.000
Kennedy Township,-80.0971,40.4743,5,1,204,4,22,0.000
