,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
how,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
153,21.324,15,14.314,10,7.999,5,1.548,1,3.724,3,1.305,1,0.000,0,0.000,0,0.000,0,0.000,0,1.180,1,0.000,0,0.000,0,0.000,0
154,21.643,15,6.209,4,6.252,4,4.254,3,0.000,0,13.041,8,0.000,0,0.000,0,0.000,0,0.000,0,4.179,3,0.000,0,0.000,0,0.000,0
155,61.955,38,16.251,11,19.238,11,29.795,17,4.483,4,8.761,7,2.552,2,0.000,0,5.788,3,2.896,2,1.026,1,0.000,0,0.000,0,5.854,2
156,85.305,59,37.768,20,23.501,15,30.514,19,21.666,14,16.938,11,12.236,10,5.598,4,7.915,5,2.173,1,13.019,7,5.709,4,5.545,3,8.695,7
157,174.391,112,91.835,51,57.952,33,52.217,32,20.057,13,41.840,27,54.017,33,10.416,4,16.481,8,4.916,3,11.578,7,5.068,4,7.782,5,9.456,7
158,232.414,151,57.058,37,71.065,49,73.434,45,31.491,19,68.892,48,72.447,47,4.550,3,13.248,8,3.246,2,16.709,9,0.000,0,13.273,9,3.571,2
159,256.735,154,140.043,89,85.938,57,86.282,52,46.581,27,51.825,37,95.922,61,12.862,8,22.744,14,10.924,8,14.148,9,8.578,6,13.580,9,8.165,7
160,264.172,163,198.836,131,115.308,69,107.467,69,52.708,32,101.444,67,79.060,51,1.630,1,15.461,9,23.009,13,28.305,20,15.862,10,26.970,15,18.841,13
161,179.194,114,146.717,98,119.936,72,128.530,83,47.212,30,72.736,51,57.823,37,19.916,13,28.370,16,15.057,10,19.904,14,13.435,11,23.285,13,15.707,11
162,251.925,163,187.226,115,143.967,90,155.198,96,51.980,35,120.310,78,80.044,54,19.478,11,16.637,10,32.290,18,15.427,9,20.649,14,13.065,8,27.667,16
163,304.924,184,150.820,94,203.553,133,151.803,93,137.006,91,73.853,45,76.486,52,27.998,20,9.594,4,25.199,16,44.399,27,15.006,10,33.738,23,18.167,12
164,309.434,186,216.247,134,97.935,61,110.041,71,219.328,146,135.801,87,72.810,46,11.962,8,15.375,10,29.836,17,25.937,16,24.727,16,15.328,8,20.276,14
165,274.000,179,194.447,130,120.547,77,127.905,77,206.189,139,144.807,90,77.000,53,11.625,7,9.891,7,32.329,23,23.655,16,18.607,11,8.808,6,4.171,3
166,263.097,168,154.076,104,180.481,119,71.283,46,248.728,161,136.468,92,80.483,48,23.402,12,12.290,7,35.665,18,29.262,17,18.695,11,32.002,17,16.615,13
167,280.935,184,160.593,98,274.492,181,145.095,91,268.856,180,137.649,93,49.644,33,5.157,3,16.107,9,25.426,19,37.773,21,23.790,16,8.172,3,33.364,18
