,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
date,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
2014-05-30,93.877,54,64.982,36,10.210,5,36.731,25,13.092,9,13.823,8,17.711,11,0.000,0,0.000,0,5.723,4,0.000,0,2.230,2,0.000,0,2.946,2
2014-05-31,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-06-01,56.539,36,38.173,22,6.649,5,35.728,20,6.114,4,11.961,8,29.434,16,4.382,2,2.742,1,7.311,4,1.126,1,12.675,9,12.183,8,1.466,1
2014-06-02,40.273,28,43.505,22,14.802,8,25.499,16,2.810,2,32.282,24,7.407,5,2.652,2,0.000,0,2.706,2,1.119,1,1.208,1,0.000,0,3.510,2
2014-06-03,51.693,35,31.622,20,5.608,3,15.230,7,12.743,7,2.732,2,6.620,4,0.000,0,0.000,0,2.345,1,6.227,5,6.006,4,0.000,0,0.000,0
2014-06-04,59.301,40,34.762,23,1.305,1,22.634,15,9.074,6,18.352,11,8.207,5,6.106,4,1.487,1,2.287,2,3.600,2,0.000,0,10.284,3,9.069,7
2014-06-05,97.485,64,26.056,19,5.988,4,14.125,9,4.347,3,13.257,9,3.400,3,2.088,2,6.015,4,2.556,2,6.456,3,0.000,0,9.921,6,2.252,1
2014-06-06,140.496,85,40.939,25,3.356,2,73.393,48,64.313,41,26.182,18,25.213,17,7.206,4,0.000,0,12.085,8,2.767,1,1.551,1,4.644,3,2.667,1
2014-06-07,72.586,47,47.828,29,8.021,5,33.030,19,177.793,109,9.377,7,32.344,21,0.000,0,0.000,0,12.382,9,6.206,4,4.390,2,7.388,5,4.725,3
2014-06-08,58.398,40,39.584,23,4.522,3,30.370,20,96.441,55,3.758,3,26.670,14,2.684,1,0.000,0,15.494,7,7.992,5,4.304,4,24.222,14,9.011,6
2014-06-09,93.907,59,35.666,20,1.194,1,16.781,12,15.386,11,4.010,3,13.601,8,17.155,9,2.845,2,5.548,3,2.921,2,2.710,2,3.411,3,2.882,2
2014-06-10,60.994,38,27.440,17,1.140,1,15.493,9,107.408,65,6.684,4,2.960,2,0.000,0,0.000,0,2.370,2,1.641,1,0.000,0,2.596,2,11.109,8
2014-06-11,57.133,40,30.227,16,5.691,4,16.546,12,75.124,48,8.572,7,11.934,8,2.888,2,5.716,3,0.000,0,0.000,0,15.328,11,14.255,10,3.535,3
2014-06-12,82.598,55,51.517,33,7.007,4,12.756,7,76.681,48,16.613,9,4.126,3,0.000,0,2.406,1,12.256,8,0.000,0,1.509,1,2.088,2,5.740,2
2014-06-13,101.541,62,32.433,18,3.549,2,21.346,12,49.976,28,2.652,2,20.806,13,1.305,1,2.624,2,10.322,8,5.197,4,8.143,4,2.766,2,1.022,1
2014-06-14,125.259,82,22.234,15,5.815,4,26.756,19,10.696,8,16.397,11,34.656,25,0.000,0,0.000,0,8.102,4,2.617,2,11.990,6,0.000,0,6.669,3
2014-06-15,214.524,119,44.414,26,5.226,3,41.474,28,5.633,3,7.812,5,29.985,14,0.000,0,4.350,3,8.422,5,2.724,2,6.020,5,0.000,0,0.000,0
2014-06-16,89.779,52,43.818,24,5.877,5,30.311,21,8.604,6,2.038,2,34.576,19,0.000,0,0.000,0,9.504,5,1.684,1,7.100,6,1.441,1,7.352,5
2014-06-17,65.182,39,32.830,20,5.780,4,19.468,13,35.890,20,16.180,10,8.927,7,3.832,2,5.026,2,7.579,4,0.000,0,6.148,4,0.000,0,7.814,6
2014-06-18,67.904,43,31.476,22,12.886,10,17.818,10,51.224,33,36.826,24,8.975,7,3.496,2,1.055,1,0.000,0,2.756,1,7.810,6,6.426,4,0.000,0
2014-06-19,84.499,55,47.758,28,14.295,8,19.092,12,62.469,42,24.096,16,9.425,5,0.000,0,0.000,0,3.375,2,0.000,0,7.714,6,1.616,1,1.205,1
2014-06-20,92.666,61,37.935,22,9.456,7,44.607,27,0.000,0,10.360,8,44.763,31,0.000,0,7.758,5,5.373,4,6.888,4,0.000,0,4.719,3,6.262,4
2014-06-21,37.510,28,22.892,15,18.321,12,36.076,22,39.863,26,128.461,77,38.816,23,0.000,0,4.190,2,2.180,2,7.488,5,3.024,2,8.181,3,7.910,5
2014-06-22,69.973,46,53.554,32,5.127,3,92.079,56,28.595,16,124.799,81,22.661,14,2.060,2,0.000,0,0.000,0,5.190,2,0.000,0,0.000,0,14.394,10
2014-06-23,31.616,21,30.516,18,4.554,2,26.534,15,10.470,7,0.000,0,11.833,10,1.122,1,0.000,0,10.747,5,1.905,1,1.144,1,0.000,0,3.810,2
2014-06-24,41.232,31,36.741,21,8.218,6,13.569,10,5.402,3,6.514,4,20.874,10,0.000,0,0.000,0,10.662,7,1.962,1,4.418,3,0.000,0,4.461,3
2014-06-25,109.502,65,50.534,29,23.565,15,39.219,23,3.854,3,15.695,9,25.679,17,0.000,0,1.802,1,0.000,0,3.610,2,18.819,13,4.194,3,4.161,3
2014-06-26,55.382,37,45.662,27,8.937,7,38.593,20,23.815,16,3.132,2,23.807,15,7.403,6,2.088,2,24.028,16,0.000,0,4.990,4,7.023,6,6.162,4
2014-06-27,83.956,58,51.593,36,1.562,1,18.657,11,80.220,58,15.550,10,34.486,19,1.612,1,5.140,2,15.350,10,1.165,1,0.000,0,3.282,2,5.808,4
2014-06-28,42.588,27,40.474,24,7.620,5,32.403,21,182.656,107,16.193,9,17.501,11,3.560,2,10.636,6,5.559,3,8.969,6,0.000,0,8.520,4,4.269,4
2014-06-29,58.616,38,14.371,9,6.585,5,23.861,14,57.165,37,6.384,4,26.821,20,2.831,1,0.000,0,3.206,2,0.000,0,2.882,2,0.000,0,3.560,2
2014-06-30,80.549,55,52.233,32,11.159,7,31.785,20,77.678,43,4.812,2,4.865,3,3.955,3,0.000,0,1.044,1,2.084,1,2.856,2,0.000,0,11.271,6
2014-07-01,114.992,72,84.393,48,5.065,3,29.136,17,17.806,11,6.967,6,15.049,8,1.355,1,3.486,3,2.831,2,1.594,1,3.146,2,5.026,4,1.494,1
2014-07-02,77.696,54,34.404,18,6.720,3,14.701,9,83.990,51,5.026,4,28.418,17,2.846,2,0.000,0,3.200,2,5.347,3,0.000,0,0.000,0,0.000,0
2014-07-03,120.327,72,31.042,19,6.776,4,9.074,6,79.453,45,6.214,5,9.953,6,4.636,3,0.000,0,6.710,4,0.000,0,2.574,2,0.000,0,6.014,4
2014-07-04,192.598,119,35.634,22,10.168,6,21.911,12,148.311,85,34.804,20,9.154,5,3.654,2,8.189,5,11.507,9,9.811,5,0.000,0,0.000,0,9.101,5
2014-07-05,309.761,189,36.110,25,1.827,1,17.274,10,80.300,49,28.173,16,15.511,10,3.919,3,3.900,3,1.269,1,0.000,0,0.000,0,14.091,8,0.000,0
2014-07-06,300.846,181,12.265,8,3.103,2,30.224,18,102.461,67,15.785,11,26.637,16,0.000,0,2.630,2,22.453,12,1.194,1,0.000,0,2.288,1,6.819,3
2014-07-07,151.173,93,19.292,12,14.146,8,20.210,13,12.064,7,2.652,2,6.217,4,2.652,2,0.000,0,7.725,5,0.000,0,2.988,2,3.428,1,5.084,3
2014-07-08,54.376,31,38.959,23,34.250,17,27.475,16,1.044,1,0.000,0,10.082,7,4.995,4,1.044,1,11.607,6,0.000,0,0.000,0,9.186,4,5.448,5
2014-07-09,69.785,46,47.909,28,2.803,2,17.894,10,13.346,7,0.000,0,3.717,3,5.912,3,0.000,0,4.937,3,0.000,0,0.000,0,8.256,6,0.000,0
2014-07-10,76.018,47,22.342,17,8.529,5,17.300,12,12.094,8,11.627,8,2.480,2,0.000,0,4.043,2,1.373,1,0.000,0,5.459,4,1.709,1,6.152,5
2014-07-11,80.022,51,12.715,10,2.480,2,31.315,20,19.013,12,30.690,22,12.194,7,3.454,2,3.624,3,20.643,11,1.112,1,2.756,2,19.364,12,0.000,0
2014-07-12,30.823,19,22.057,14,5.698,4,46.363,28,6.020,4,14.979,9,12.050,7,0.000,0,1.319,1,15.271,9,3.994,3,3.874,2,11.346,5,2.974,2
2014-07-13,48.634,27,23.621,14,9.126,5,27.840,18,5.211,4,18.208,10,9.030,5,11.325,7,0.000,0,9.594,6,3.510,2,4.104,2,0.000,0,2.710,2
2014-07-14,62.088,37,32.151,18,2.742,1,21.602,14,8.443,6,18.446,12,3.449,3,1.122,1,0.000,0,3.270,3,0.000,0,8.058,6,0.000,0,4.926,2
2014-07-15,61.738,35,22.951,13,1.937,1,35.886,22,1.283,1,8.844,4,7.156,4,8.779,5,0.000,0,2.524,2,23.253,14,5.412,3,14.370,6,1.019,1
2014-07-16,87.633,49,20.310,13,6.803,5,10.289,8,7.164,6,25.946,14,6.149,5,0.000,0,2.580,2,3.428,1,2.295,2,6.499,3,0.000,0,10.666,6
2014-07-17,60.033,30,18.833,11,2.542,2,30.361,20,1.355,1,7.108,4,7.408,6,4.693,3,0.000,0,1.326,1,3.682,2,7.775,4,0.000,0,6.856,2
2014-07-18,97.106,59,24.564,15,3.707,3,11.969,9,34.791,21,3.249,3,7.703,5,2.346,2,1.130,1,10.817,6,3.746,2,5.811,3,0.000,0,0.000,0
2014-07-19,46.241,29,5.830,4,7.775,5,14.534,11,92.080,57,26.230,16,12.867,9,1.619,1,0.000,0,8.241,5,15.117,9,6.552,4,7.057,5,1.594,1
2014-07-20,87.199,59,21.015,12,4.632,2,26.993,17,154.247,92,17.808,10,4.639,3,0.000,0,0.000,0,0.000,0,8.207,6,2.552,2,2.346,2,13.680,5
2014-07-21,94.817,50,15.911,8,10.398,6,24.377,15,49.527,30,17.004,11,5.987,3,7.092,4,0.000,0,9.758,5,7.586,5,5.026,2,0.000,0,2.038,2
2014-07-22,88.828,44,19.290,12,31.028,19,26.673,16,50.525,33,11.368,7,5.505,3,2.960,2,0.000,0,6.751,6,8.376,5,0.000,0,0.000,0,3.786,3
2014-07-23,84.650,55,16.580,8,37.330,24,20.107,10,140.184,83,25.393,15,2.309,1,0.000,0,1.727,1,8.170,6,6.938,4,0.000,0,1.194,1,0.000,0
2014-07-24,98.439,61,13.066,10,3.428,1,11.969,8,44.688,28,2.802,2,16.827,11,4.599,4,0.000,0,1.923,1,4.751,3,5.665,5,0.000,0,0.000,0
2014-07-25,90.406,56,20.006,12,1.294,1,9.656,6,9.621,6,2.871,2,22.442,12,3.495,3,4.386,4,9.984,6,3.453,2,9.740,5,0.000,0,6.135,5
2014-07-26,24.114,18,15.427,10,6.124,5,24.428,16,59.427,40,27.904,17,10.176,7,3.690,3,0.000,0,0.000,0,6.505,3,4.876,4,0.000,0,0.000,0
2014-07-27,44.478,29,17.224,11,3.553,2,27.443,18,42.922,26,81.868,53,3.636,3,0.000,0,0.000,0,1.255,1,1.666,1,5.726,4,2.624,2,5.062,4
2014-07-28,74.278,47,32.474,20,4.726,3,28.370,19,6.657,5,11.692,9,0.000,0,4.790,4,0.000,0,7.555,5,0.000,0,11.267,9,1.044,1,8.608,6
2014-07-29,73.015,48,23.789,16,7.328,5,21.141,14,3.700,3,8.858,5,4.135,2,0.000,0,0.000,0,1.144,1,0.000,0,4.333,3,17.140,5,4.098,3
2014-07-30,85.673,51,5.413,3,13.138,8,17.718,12,13.171,8,8.586,6,12.397,10,8.949,6,0.000,0,2.767,2,1.044,1,2.216,1,0.000,0,3.790,2
2014-07-31,100.550,62,23.523,14,10.041,7,36.538,22,9.373,7,6.552,3,12.565,8,4.296,2,0.000,0,6.124,5,5.266,3,0.000,0,0.000,0,0.000,0
2014-08-01,83.180,51,31.752,19,2.381,2,36.415,23,18.737,9,20.131,15,6.292,4,1.305,1,9.860,8,3.951,3,1.684,1,0.000,0,10.533,6,3.629,3
2014-08-02,44.303,26,20.744,12,6.262,4,31.367,19,6.205,3,34.082,24,18.877,11,0.000,0,0.000,0,7.782,4,1.684,1,0.000,0,0.000,0,2.324,2
2014-08-03,35.509,20,25.300,15,1.834,1,49.269,31,8.780,4,10.635,7,6.736,4,0.000,0,0.000,0,7.575,5,1.065,1,6.973,5,3.582,3,3.810,2
2014-08-04,77.081,43,20.674,11,51.281,32,14.162,8,0.000,0,9.085,6,11.266,9,0.000,0,0.000,0,3.020,2,0.000,0,0.000,0,0.000,0,6.819,3
2014-08-05,74.446,51,9.032,5,108.811,71,32.735,22,43.484,26,13.776,9,25.343,15,11.139,7,0.000,0,2.460,2,0.000,0,5.572,3,0.000,0,0.000,0
2014-08-06,53.026,34,14.219,9,2.541,2,21.248,12,95.131,58,13.485,9,23.369,15,0.000,0,0.000,0,9.828,6,1.323,1,2.160,2,0.000,0,0.000,0
2014-08-07,99.893,62,11.610,7,2.027,2,35.372,20,79.858,49,10.145,6,23.010,15,3.428,1,6.015,3,2.749,2,2.327,1,12.040,7,0.000,0,2.302,2
2014-08-08,131.879,75,22.135,10,5.969,4,21.606,14,84.263,49,4.654,4,8.186,6,0.000,0,0.000,0,1.008,1,1.591,1,1.827,1,0.000,0,0.000,0
2014-08-09,54.072,32,7.347,5,7.917,4,40.441,22,101.578,61,10.624,7,15.073,11,0.000,0,4.323,3,4.018,3,5.677,3,0.000,0,3.504,2,2.882,2
2014-08-10,34.568,21,8.093,5,3.263,2,21.946,13,116.931,70,11.839,7,2.477,2,3.302,2,0.000,0,2.670,2,5.623,4,3.542,3,5.234,2,0.000,0
2014-08-11,47.902,30,20.276,10,3.217,2,19.511,10,44.679,26,5.376,5,6.862,5,5.840,2,0.000,0,1.691,1,3.114,2,1.158,1,0.000,0,0.000,0
2014-08-12,84.189,52,11.831,9,2.589,2,30.774,23,106.867,66,4.104,2,12.857,9,3.582,3,2.556,1,0.000,0,6.528,4,1.044,1,5.026,2,8.637,7
2014-08-13,69.850,41,9.517,7,1.083,1,29.881,19,61.128,40,8.132,5,5.322,3,0.000,0,1.480,1,0.000,0,2.610,2,4.210,2,17.310,7,3.796,2
2014-08-14,83.488,55,5.391,5,6.174,4,24.427,16,1.165,1,1.373,1,43.809,28,8.782,6,0.000,0,1.505,1,1.233,1,3.124,2,0.000,0,2.524,2
2014-08-15,0.000,0,0.000,0,0.000,0,2.742,1,0.000,0,0.000,0,2.166,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-16,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-17,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-18,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-19,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-20,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-21,12.244,9,5.223,4,3.700,2,1.762,1,0.000,0,3.574,2,1.727,1,5.662,4,0.000,0,1.419,1,0.000,0,1.544,1,0.000,0,0.000,0
2014-08-22,73.789,49,39.962,22,34.141,22,22.503,14,15.633,10,4.994,3,20.390,15,0.000,0,4.497,3,9.548,5,0.000,0,4.054,3,0.000,0,5.512,4
2014-08-23,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-24,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-25,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-26,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-08-27,12.351,9,7.014,5,3.428,1,1.873,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.937,1,0.000,0,0.000,0,0.000,0
2014-08-28,114.168,79,73.844,44,37.409,23,15.723,10,6.709,4,10.090,7,7.604,4,8.180,5,0.000,0,12.013,6,7.992,5,20.823,12,0.000,0,4.726,4
2014-08-29,96.643,63,69.972,48,29.232,18,20.279,12,45.445,30,26.782,16,2.699,2,2.088,2,0.000,0,9.229,7,18.759,11,18.939,13,5.811,3,2.256,1
2014-08-30,85.628,50,79.947,42,23.364,13,64.637,38,109.442,63,80.119,52,32.779,21,6.896,3,8.432,5,6.695,4,21.055,15,1.012,1,7.659,6,7.548,6
2014-08-31,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-01,22.955,13,50.524,31,47.366,23,20.994,14,0.000,0,11.443,8,9.008,6,0.000,0,4.068,3,2.535,2,2.867,2,3.654,2,3.711,3,2.796,2
2014-09-02,87.903,48,76.506,46,22.280,14,25.519,16,2.988,2,3.263,3,8.883,6,4.512,3,0.000,0,4.662,3,1.033,1,0.000,0,0.000,0,2.524,2
2014-09-03,85.201,59,50.494,33,21.868,13,16.513,10,1.112,1,7.084,4,7.292,4,10.588,5,1.476,1,11.045,7,13.119,6,4.515,3,0.000,0,0.000,0
2014-09-04,73.238,50,45.333,30,31.868,19,19.796,13,0.000,0,10.635,7,5.619,3,12.365,9,1.044,1,0.000,0,0.000,0,1.855,1,10.155,6,0.000,0
2014-09-05,46.318,31,36.807,21,32.026,18,21.466,15,11.815,9,16.484,11,12.369,9,0.000,0,0.000,0,15.226,7,5.477,3,4.482,4,0.000,0,4.858,3
2014-09-06,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-07,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-08,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-09,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-10,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-11,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-12,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-13,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-14,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-15,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-16,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-17,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-18,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-19,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-20,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-21,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-22,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-23,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-24,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-25,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-26,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-27,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-28,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-29,0.000,0,4.718,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-09-30,47.423,31,77.672,49,19.746,12,16.962,12,10.891,8,2.088,2,12.375,7,12.337,7,3.632,2,3.360,3,4.200,3,0.000,0,5.034,4,0.000,0
2014-10-01,73.692,46,55.378,26,24.642,13,25.804,12,62.678,42,14.339,7,9.347,7,0.000,0,13.755,5,1.273,1,7.526,6,6.156,4,3.188,2,2.696,2
2014-10-02,41.753,25,43.735,25,29.863,18,19.983,13,130.386,82,9.730,6,14.522,10,0.000,0,2.707,2,0.000,0,6.545,5,1.194,1,4.911,3,0.000,0
2014-10-03,46.450,29,54.743,35,26.227,15,28.961,19,4.018,3,8.544,6,15.992,10,5.454,2,6.037,3,21.108,9,1.480,1,3.428,1,2.088,2,0.000,0
2014-10-04,54.305,29,25.385,16,14.012,6,20.327,13,0.000,0,0.000,0,11.987,10,0.000,0,10.284,3,0.000,0,1.970,1,0.000,0,0.000,0,0.000,0
2014-10-05,33.000,21,47.437,31,32.668,24,17.066,12,1.398,1,7.010,4,0.000,0,0.000,0,0.000,0,8.215,4,2.767,1,7.035,3,3.165,3,4.761,3
2014-10-06,70.127,45,40.531,24,6.285,3,15.822,10,1.398,1,7.714,5,11.985,7,10.894,6,0.000,0,0.000,0,0.000,0,2.566,2,0.000,0,4.708,3
2014-10-07,70.178,39,35.548,25,19.397,13,21.347,11,1.691,1,4.319,3,0.000,0,7.668,6,1.937,1,2.713,1,4.668,4,1.669,1,0.000,0,0.000,0
2014-10-08,61.101,41,53.466,34,8.137,5,24.528,14,1.937,1,15.387,8,33.470,19,3.454,2,18.105,8,4.194,3,0.000,0,3.874,2,5.276,4,10.789,7
2014-10-09,65.844,46,76.749,45,57.546,37,9.534,7,1.501,1,1.412,1,30.517,17,0.000,0,2.684,1,3.189,2,3.368,2,2.480,2,0.000,0,6.467,4
2014-10-10,90.990,53,41.852,29,80.103,50,19.183,13,7.358,4,3.188,2,19.010,9,2.488,2,1.416,1,6.452,5,1.516,1,0.000,0,7.349,5,0.000,0
2014-10-11,46.856,33,33.350,22,29.059,17,16.777,11,5.066,4,9.502,6,26.109,15,5.334,2,2.173,1,4.664,3,2.878,2,0.000,0,4.548,3,0.000,0
2014-10-12,70.756,37,25.371,18,45.287,27,23.200,16,1.712,1,3.443,3,20.362,14,11.308,7,2.652,2,2.331,2,1.215,1,0.000,0,0.000,0,3.157,3
2014-10-13,25.919,18,22.586,16,11.904,8,14.806,8,1.005,1,10.188,6,14.053,7,0.000,0,5.388,4,0.000,0,3.835,2,1.419,1,0.000,0,0.000,0
2014-10-14,88.292,60,19.995,12,24.141,16,12.058,8,0.000,0,8.422,6,24.129,15,1.480,1,0.000,0,0.000,0,3.922,3,7.492,4,8.161,5,0.000,0
2014-10-15,81.115,46,45.224,32,40.201,26,6.581,4,1.773,1,7.424,5,32.665,21,4.448,4,1.326,1,0.000,0,6.491,4,0.000,0,3.036,3,3.324,3
2014-10-16,52.061,37,41.258,28,38.325,25,20.339,12,10.796,7,43.895,31,22.524,15,0.000,0,2.681,2,0.000,0,3.231,2,3.708,3,0.000,0,0.000,0
2014-10-17,53.668,36,56.268,33,45.442,28,9.721,6,3.428,3,52.427,35,4.132,2,4.304,2,3.428,1,1.044,1,8.230,6,3.132,3,0.000,0,0.000,0
2014-10-18,12.013,8,37.052,21,5.470,3,13.212,9,3.296,2,7.664,6,19.587,14,0.000,0,5.256,3,2.474,1,4.904,2,2.838,2,5.720,4,1.126,1
2014-10-19,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-10-20,17.530,9,2.274,2,4.064,2,1.165,1,0.000,0,27.608,21,4.644,3,0.000,0,0.000,0,3.366,3,2.974,2,0.000,0,0.000,0,0.000,0
2014-10-21,67.042,43,37.454,18,18.241,11,4.829,3,6.713,4,83.093,57,2.466,2,0.000,0,1.937,1,0.000,0,1.044,1,0.000,0,0.000,0,0.000,0
2014-10-22,84.109,49,32.342,19,32.408,18,9.115,6,0.000,0,14.862,9,20.589,13,0.000,0,0.000,0,1.005,1,0.000,0,0.000,0,2.732,2,3.940,2
2014-10-23,70.628,50,59.142,33,42.696,27,3.142,2,0.000,0,3.746,3,18.266,9,4.596,2,3.239,2,0.000,0,3.994,3,2.660,2,3.874,2,0.000,0
2014-10-24,63.018,43,46.366,32,13.257,6,14.164,9,0.000,0,9.075,5,16.064,12,1.080,1,0.000,0,2.767,2,9.241,4,5.412,4,2.088,2,5.063,4
2014-10-25,53.142,32,36.971,23,6.806,5,30.924,20,7.469,6,119.821,73,11.918,8,0.000,0,0.000,0,1.326,1,2.624,2,0.000,0,9.238,6,0.000,0
2014-10-26,65.409,41,36.054,23,13.695,7,23.027,15,0.000,0,84.316,54,7.074,5,0.000,0,1.308,1,11.034,7,5.502,3,0.000,0,17.462,10,1.341,1
2014-10-27,37.874,22,38.434,22,15.245,9,12.292,8,6.062,4,19.372,13,19.844,14,3.082,2,0.000,0,10.145,6,4.146,3,0.000,0,8.943,6,0.000,0
