,cluster0,,cluster1,,cluster2,,cluster3,,cluster4,,cluster5,,cluster6,,cluster10,,cluster11,,cluster12,,cluster13,,cluster15,,cluster16,,cluster18,
date,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n,senti,pos_n
2014-10-28,64.546,49,61.127,37,33.919,23,16.233,12,6.053,3,3.210,3,10.616,8,7.120,4,1.741,1,1.062,1,5.554,4,3.431,3,6.070,4,4.304,2
2014-10-29,83.488,48,46.206,25,49.949,30,14.013,9,0.000,0,9.766,6,16.313,12,1.230,1,3.435,2,1.248,1,1.026,1,1.673,1,0.000,0,0.000,0
2014-10-30,87.358,59,32.852,22,37.558,23,26.507,15,2.742,2,4.578,3,4.436,3,2.513,2,8.826,3,3.035,2,6.355,4,2.702,2,2.302,2,0.000,0
2014-10-31,89.168,53,44.366,27,38.340,23,19.929,15,6.549,3,27.700,18,40.254,27,15.139,8,6.856,2,7.208,5,5.243,2,6.924,5,6.519,3,4.447,3
2014-11-01,75.212,45,26.731,16,31.448,22,23.425,17,2.273,1,55.472,34,19.657,10,0.000,0,3.353,2,1.451,1,8.265,6,9.836,7,2.938,2,8.970,7
2014-11-02,71.419,43,39.477,26,37.838,23,29.512,19,6.962,5,31.116,16,33.596,21,3.336,3,7.045,3,1.262,1,7.264,5,1.283,1,5.612,4,4.374,3
2014-11-03,48.179,31,22.394,15,17.979,12,13.223,9,7.260,5,49.126,31,39.999,25,0.000,0,0.000,0,0.000,0,0.000,0,4.773,3,0.000,0,2.088,2
2014-11-04,39.277,26,29.185,18,36.224,20,21.623,13,1.158,1,1.802,1,25.869,13,3.238,2,1.090,1,5.862,3,1.022,1,1.441,1,5.662,4,8.608,4
2014-11-05,57.306,37,39.645,25,32.743,19,14.967,10,0.000,0,17.216,10,13.769,10,3.594,3,2.534,1,1.044,1,1.005,1,0.000,0,5.528,4,0.000,0
2014-11-06,57.697,40,25.560,18,13.899,11,14.670,10,13.192,7,2.924,2,0.000,0,3.474,2,10.560,5,1.937,1,4.400,3,0.000,0,11.280,8,2.974,2
2014-11-07,45.085,30,36.939,20,23.550,14,3.968,2,3.249,3,7.972,6,3.317,2,0.000,0,2.005,1,1.705,1,0.000,0,7.664,4,2.946,2,0.000,0
2014-11-08,26.808,19,37.803,21,9.250,6,23.447,15,5.413,4,11.200,7,11.777,9,1.366,1,0.000,0,1.223,1,6.727,4,0.000,0,2.932,2,0.000,0
2014-11-09,4.261,4,8.148,6,13.305,7,2.248,1,1.802,1,4.618,4,0.000,0,3.024,2,0.000,0,7.799,5,1.873,1,0.000,0,0.000,0,0.000,0
2014-11-10,54.954,39,40.414,25,9.323,6,1.083,1,3.015,3,0.000,0,6.192,4,0.000,0,5.842,4,0.000,0,1.022,1,4.149,3,0.000,0,0.000,0
2014-11-11,85.565,52,17.140,9,11.886,8,20.253,14,0.000,0,1.097,1,13.922,8,3.504,3,6.134,4,2.949,2,3.636,3,5.606,4,3.302,2,7.248,6
2014-11-12,67.148,42,20.503,16,9.126,6,13.509,9,0.000,0,1.169,1,7.732,4,3.932,3,1.019,1,7.238,3,5.402,4,2.646,2,4.311,3,3.688,2
2014-11-13,76.728,44,25.427,14,13.941,10,26.042,16,0.000,0,5.018,3,0.000,0,0.000,0,4.623,3,2.974,2,9.645,6,0.000,0,0.000,0,3.524,2
2014-11-14,61.737,41,32.334,21,14.727,9,28.619,17,2.524,2,0.000,0,6.238,3,5.233,3,5.766,3,1.641,1,3.031,2,0.000,0,0.000,0,2.124,2
2014-11-15,57.404,35,30.650,18,40.907,25,26.800,16,13.317,9,12.346,5,11.581,7,0.000,0,5.788,3,2.967,2,2.291,1,2.824,2,7.947,6,0.000,0
2014-11-16,105.002,62,42.093,26,55.994,31,51.090,31,2.767,2,0.000,0,23.353,15,13.287,7,7.218,4,11.055,7,0.000,0,0.000,0,3.496,2,7.408,4
2014-11-17,89.651,50,29.331,20,6.517,5,14.837,9,1.419,1,0.000,0,0.000,0,1.684,1,5.219,3,1.108,1,1.594,1,5.884,4,0.000,0,5.492,4
2014-11-18,83.007,52,39.611,26,16.545,8,31.972,18,0.000,0,8.594,6,4.368,3,12.062,9,7.671,5,3.142,2,2.248,1,5.770,4,2.352,2,0.000,0
2014-11-19,46.329,30,12.868,7,19.656,12,16.168,10,1.240,1,5.083,4,0.000,0,0.000,0,1.205,1,4.854,2,1.998,1,2.788,2,4.686,3,4.224,3
2014-11-20,6.756,4,4.025,2,2.616,2,1.698,1,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,1.072,1,0.000,0,0.000,0
2014-11-21,108.155,71,52.797,34,25.166,17,25.276,17,3.819,3,6.786,5,8.108,6,0.000,0,12.695,7,3.578,2,1.523,1,1.405,1,5.332,4,1.301,1
2014-11-22,79.793,47,34.839,22,45.483,28,32.511,18,9.442,8,43.427,28,7.782,6,0.000,0,0.000,0,7.393,4,10.956,6,2.496,2,8.406,4,12.561,8
2014-11-23,36.759,22,40.122,25,4.594,3,12.379,8,0.000,0,11.076,8,34.510,22,10.062,5,4.469,3,0.000,0,6.434,4,13.285,9,3.724,2,3.188,3
2014-11-24,32.822,24,40.364,26,9.805,6,12.697,9,4.590,3,3.518,2,8.111,7,0.000,0,1.659,1,1.523,1,7.978,3,7.958,6,0.000,0,3.068,2
2014-11-25,56.023,37,39.216,24,2.516,2,10.514,6,2.480,2,1.873,1,12.916,8,3.368,3,19.980,11,1.802,1,10.691,6,1.083,1,0.000,0,10.242,5
2014-11-26,40.776,22,6.928,5,10.314,6,0.000,0,0.000,0,2.088,2,13.033,8,0.000,0,1.998,1,1.766,1,4.125,3,12.541,7,5.804,2,0.000,0
2014-11-27,26.714,14,17.430,9,28.255,21,23.279,14,10.269,5,14.601,8,0.000,0,0.000,0,9.280,5,1.998,1,0.000,0,0.000,0,6.856,2,2.166,2
2014-11-28,25.684,16,19.243,11,9.988,6,8.451,5,0.000,0,8.976,7,10.318,9,0.000,0,6.856,2,5.252,3,0.000,0,0.000,0,7.412,4,0.000,0
2014-11-29,56.184,36,8.547,6,29.723,18,18.138,12,0.000,0,5.981,5,13.989,11,0.000,0,0.000,0,0.000,0,2.838,2,3.982,2,20.470,12,0.000,0
2014-11-30,42.879,24,9.276,6,14.396,9,27.108,16,4.837,3,48.465,33,5.988,3,0.000,0,3.453,2,12.130,7,7.100,6,6.071,4,10.125,6,4.173,3
2014-12-01,68.863,39,23.844,18,10.801,7,19.035,14,2.480,2,4.092,3,16.810,9,0.000,0,2.610,2,1.777,1,0.000,0,4.182,3,0.000,0,0.000,0
2014-12-02,35.319,26,31.823,20,26.035,15,3.406,2,5.018,3,1.612,1,17.116,13,3.974,2,1.083,1,0.000,0,8.054,4,2.610,2,0.000,0,4.400,3
2014-12-03,30.770,18,45.623,28,47.515,31,11.429,8,6.417,3,7.444,4,7.745,5,1.105,1,6.260,4,0.000,0,1.937,1,2.038,2,13.076,6,0.000,0
2014-12-04,45.308,28,34.916,22,23.062,14,17.976,10,1.791,1,8.764,6,7.464,3,2.631,1,3.996,3,0.000,0,2.173,1,1.083,1,0.000,0,3.324,3
2014-12-05,76.249,39,19.242,13,48.212,31,24.970,14,2.216,1,10.324,5,2.613,2,1.373,1,4.640,3,15.900,8,0.000,0,3.495,3,0.000,0,0.000,0
2014-12-06,75.540,43,52.955,32,67.325,40,22.805,9,3.303,2,13.209,8,24.724,15,0.000,0,3.368,2,8.386,5,6.248,3,0.000,0,1.230,1,6.217,4
2014-12-07,67.216,41,57.561,36,27.523,16,45.163,27,0.000,0,13.642,10,14.244,9,0.000,0,0.000,0,0.000,0,13.245,7,8.608,6,11.596,6,0.000,0
2014-12-08,66.814,45,34.711,24,39.192,24,4.880,3,2.570,2,11.640,6,9.018,3,1.466,1,0.000,0,1.162,1,2.588,1,1.208,1,0.000,0,0.000,0
2014-12-09,74.776,44,58.098,37,51.664,28,11.939,7,0.000,0,10.664,8,2.674,2,0.000,0,6.094,3,2.580,2,0.000,0,0.000,0,0.000,0,3.399,3
2014-12-10,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-12-11,68.806,46,33.394,17,24.366,15,12.450,8,1.044,1,8.297,6,10.740,7,1.230,1,1.298,1,3.564,3,0.000,0,6.988,4,0.000,0,4.572,4
2014-12-12,12.090,5,0.000,0,7.542,3,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2014-12-13,33.929,24,6.426,4,18.586,10,17.051,9,1.122,1,0.000,0,6.875,5,0.000,0,0.000,0,5.162,3,2.685,2,0.000,0,15.176,9,0.000,0
2014-12-14,77.025,47,21.706,13,23.781,15,38.468,23,4.346,2,6.184,4,5.840,4,0.000,0,18.989,10,1.065,1,0.000,0,3.096,2,0.000,0,2.194,2
2014-12-15,50.589,32,8.153,5,26.947,16,14.959,9,11.977,10,15.005,11,0.000,0,0.000,0,2.191,2,1.165,1,0.000,0,0.000,0,0.000,0,0.000,0
2014-12-16,51.279,34,6.030,4,55.053,34,26.688,15,0.000,0,30.179,17,13.903,8,0.000,0,1.827,1,1.230,1,0.000,0,1.158,1,2.652,2,0.000,0
2014-12-17,76.389,52,2.566,2,14.424,9,12.861,6,0.000,0,6.863,4,2.481,1,0.000,0,7.002,3,0.000,0,0.000,0,2.916,2,5.529,4,0.000,0
2014-12-18,58.156,38,9.169,6,11.660,8,17.735,12,0.000,0,2.352,2,2.088,2,0.000,0,3.678,3,0.000,0,4.998,3,2.060,2,2.010,2,1.165,1
2014-12-19,50.421,36,0.000,0,33.387,21,6.785,5,0.000,0,0.000,0,10.774,6,0.000,0,0.000,0,3.163,2,2.327,2,11.463,6,6.634,4,0.000,0
2014-12-20,57.919,35,2.981,2,6.060,4,10.248,6,4.840,4,12.726,9,12.511,10,0.000,0,0.000,0,3.031,2,5.377,3,0.000,0,8.050,5,3.446,2
2014-12-21,68.330,41,6.034,4,30.366,18,11.593,8,15.653,8,69.404,45,12.579,9,0.000,0,4.097,3,5.811,3,2.534,1,2.388,2,16.154,8,9.330,6
2014-12-22,37.274,21,1.566,1,4.161,2,0.000,0,5.785,4,13.028,8,13.905,9,0.000,0,5.359,4,2.563,1,0.000,0,0.000,0,5.068,2,0.000,0
2014-12-23,37.441,31,7.978,5,0.000,0,1.130,1,6.760,3,2.038,2,22.684,13,0.000,0,0.000,0,1.237,1,0.000,0,0.000,0,7.841,4,12.729,8
2014-12-24,28.738,21,3.178,2,0.000,0,12.089,6,1.394,1,5.976,4,24.263,14,0.000,0,0.000,0,1.280,1,2.742,2,5.090,3,0.000,0,0.000,0
2014-12-25,23.131,17,3.046,2,1.612,1,7.014,4,0.000,0,1.012,1,3.582,3,0.000,0,5.162,3,6.788,4,0.000,0,0.000,0,0.000,0,0.000,0
2014-12-26,27.230,16,3.132,3,0.000,0,8.989,6,0.000,0,9.880,4,1.723,1,0.000,0,0.000,0,1.162,1,0.000,0,6.852,5,0.000,0,0.000,0
2014-12-27,27.568,19,4.548,4,5.719,5,28.007,16,1.441,1,10.732,6,22.576,14,0.000,0,2.667,1,6.217,4,2.742,2,0.000,0,0.000,0,3.003,3
2014-12-28,28.679,19,4.458,3,29.601,20,21.933,16,5.158,3,12.389,7,16.564,13,0.000,0,5.562,4,6.006,4,7.389,5,5.661,3,0.000,0,5.426,2
2014-12-29,36.572,24,5.474,4,15.632,12,12.130,8,16.347,9,89.152,52,18.774,13,1.326,1,1.366,1,1.344,1,5.344,3,0.000,0,0.000,0,0.000,0
2014-12-30,34.418,23,4.858,3,6.598,5,7.382,5,0.000,0,0.000,0,3.465,3,0.000,0,0.000,0,2.638,2,6.185,4,2.230,2,0.000,0,0.000,0
2014-12-31,15.421,11,29.298,21,11.493,7,17.201,11,4.990,4,0.000,0,2.330,2,0.000,0,1.430,1,3.715,3,4.161,3,9.973,5,0.000,0,0.000,0
2015-01-01,65.687,43,1.637,1,24.164,17,19.772,13,6.997,5,18.785,13,5.220,5,1.555,1,3.217,2,4.545,4,11.195,5,7.470,4,3.032,2,13.692,10
2015-01-02,32.967,22,6.205,4,0.000,0,13.631,8,4.404,2,10.082,7,4.019,3,0.000,0,0.000,0,4.719,3,1.083,1,2.327,1,0.000,0,0.000,0
2015-01-03,28.245,16,13.068,7,23.208,14,9.370,7,2.141,1,15.802,10,23.383,12,0.000,0,1.212,1,2.821,2,7.435,5,0.000,0,0.000,0,0.000,0
2015-01-04,54.504,32,10.510,8,16.923,10,16.816,11,3.737,3,120.858,76,3.368,2,0.000,0,1.305,1,0.000,0,7.488,4,2.088,2,4.182,3,0.000,0
2015-01-05,16.673,14,28.393,18,0.000,0,9.254,6,4.408,3,3.602,3,9.501,4,0.000,0,0.000,0,2.638,2,4.783,2,4.104,2,0.000,0,0.000,0
2015-01-06,16.563,11,35.928,23,2.659,2,21.574,14,0.000,0,0.000,0,11.110,8,0.000,0,0.000,0,0.000,0,4.962,4,9.022,6,0.000,0,0.000,0
2015-01-07,15.086,10,40.784,21,9.155,7,27.746,17,0.000,0,0.000,0,4.075,2,0.000,0,0.000,0,4.593,2,0.000,0,0.000,0,0.000,0,1.387,1
2015-01-08,46.208,31,36.044,21,43.696,27,15.171,11,1.137,1,0.000,0,0.000,0,0.000,0,1.044,1,0.000,0,2.460,2,3.790,2,12.000,8,0.000,0
2015-01-09,22.173,14,22.783,15,17.559,12,20.847,14,0.000,0,4.648,3,5.916,2,5.018,2,0.000,0,7.401,5,0.000,0,5.940,4,0.000,0,4.440,2
2015-01-10,17.101,12,35.356,22,8.909,6,35.298,23,9.036,4,0.000,0,6.643,5,0.000,0,0.000,0,4.243,3,5.212,3,6.573,3,0.000,0,4.278,3
2015-01-11,21.225,14,63.357,36,25.811,15,25.616,18,0.000,0,1.637,1,8.200,7,0.000,0,1.916,1,12.176,9,1.165,1,0.000,0,0.000,0,5.994,3
2015-01-12,31.363,21,45.569,26,27.476,15,16.457,10,2.938,2,1.090,1,3.293,3,0.000,0,8.104,4,1.373,1,1.044,1,14.642,8,0.000,0,2.652,2
2015-01-13,57.780,29,62.572,38,14.812,10,20.316,11,5.440,4,0.000,0,7.709,5,0.000,0,6.595,3,1.727,1,0.000,0,5.220,3,0.000,0,2.974,2
2015-01-14,52.670,33,21.392,14,36.037,23,16.695,10,0.000,0,0.000,0,6.075,5,0.000,0,0.000,0,3.135,2,1.148,1,0.000,0,5.220,5,0.000,0
2015-01-15,67.661,36,31.724,21,18.360,11,32.622,20,0.000,0,8.327,5,14.857,10,0.000,0,0.000,0,3.164,2,0.000,0,7.158,5,0.000,0,1.137,1
2015-01-16,35.780,24,32.713,19,15.856,8,18.145,11,4.307,3,1.391,1,1.684,1,5.812,4,2.795,2,1.405,1,0.000,0,0.000,0,3.996,2,0.000,0
2015-01-17,49.726,33,41.102,25,16.297,11,14.545,8,2.688,2,4.643,3,13.502,8,0.000,0,2.391,2,1.287,1,4.054,2,4.471,3,0.000,0,2.796,2
2015-01-18,52.265,35,33.307,20,19.628,13,46.957,26,1.684,1,0.000,0,12.900,11,7.923,6,8.936,6,9.734,4,6.164,4,7.600,5,4.161,3,2.424,2
2015-01-19,34.633,23,20.386,14,23.562,16,27.672,15,3.704,2,1.112,1,0.000,0,5.448,4,9.009,6,7.507,4,2.652,2,0.000,0,0.000,0,3.057,3
2015-01-20,69.918,39,32.587,21,11.970,7,18.957,10,8.654,5,0.000,0,1.777,1,0.000,0,1.401,1,1.827,1,0.000,0,5.316,3,0.000,0,0.000,0
2015-01-21,74.254,41,20.723,15,19.805,12,14.434,10,0.000,0,5.537,3,17.442,11,0.000,0,2.713,2,0.000,0,2.088,2,2.188,2,0.000,0,0.000,0
2015-01-22,49.797,33,49.715,34,55.024,31,3.925,2,0.000,0,2.588,2,3.132,3,4.440,3,6.392,4,0.000,0,1.341,1,2.202,2,0.000,0,2.832,2
2015-01-23,34.669,23,25.908,15,22.927,15,39.983,26,0.000,0,2.024,2,9.486,5,2.588,2,2.495,2,1.684,1,0.000,0,6.706,4,4.248,3,3.978,3
2015-01-24,49.911,32,43.663,26,17.588,11,25.760,14,1.008,1,21.733,14,1.487,1,0.000,0,1.019,1,7.693,6,1.005,1,2.602,2,16.749,8,0.000,0
2015-01-25,44.153,27,20.347,13,9.941,8,33.686,22,2.116,2,2.446,2,8.266,5,8.179,5,6.762,4,4.064,3,0.000,0,0.000,0,3.786,3,0.000,0
2015-01-26,66.482,42,35.277,24,8.465,6,4.397,3,1.358,1,0.000,0,5.524,5,21.283,12,6.392,5,1.097,1,2.902,2,2.732,2,0.000,0,0.000,0
2015-01-27,47.880,27,36.603,24,17.694,11,11.866,6,0.000,0,0.000,0,4.708,4,2.560,2,2.152,1,2.681,2,0.000,0,0.000,0,0.000,0,0.000,0
2015-01-28,67.293,40,54.032,34,57.057,33,25.919,15,4.336,3,1.083,1,1.669,1,9.749,5,1.616,1,3.168,2,2.956,1,3.146,2,0.000,0,0.000,0
2015-01-29,45.505,29,53.843,33,21.134,13,33.754,22,2.260,2,6.811,5,4.548,3,0.000,0,2.188,2,0.000,0,1.126,1,3.152,2,3.224,2,0.000,0
2015-01-30,60.559,34,42.049,27,24.522,16,17.072,11,1.108,1,3.668,2,4.965,4,2.566,2,3.124,2,4.644,3,1.215,1,3.504,2,2.360,2,0.000,0
2015-01-31,15.968,11,60.849,41,24.844,15,27.766,18,3.571,2,4.432,2,15.636,10,0.000,0,1.773,1,0.000,0,1.594,1,1.165,1,6.812,4,0.000,0
2015-02-01,34.671,21,21.313,13,67.243,41,38.604,20,0.000,0,3.864,2,4.396,4,8.356,4,1.748,1,7.764,5,0.000,0,10.246,7,6.358,4,8.922,6
2015-02-02,43.309,24,69.498,43,34.916,22,30.951,20,15.007,7,0.000,0,4.836,3,17.414,8,6.131,3,0.000,0,1.841,1,5.304,4,12.333,6,0.000,0
2015-02-03,11.099,7,50.121,34,17.551,11,21.762,14,0.000,0,1.676,1,4.701,3,3.761,3,15.063,9,1.301,1,1.734,1,0.000,0,76.938,48,3.015,3
2015-02-04,52.310,31,31.783,20,16.036,11,18.091,12,5.342,4,12.521,7,6.149,6,0.000,0,1.744,1,0.000,0,0.000,0,2.796,2,24.180,15,0.000,0
2015-02-05,36.446,23,47.274,27,25.791,14,17.877,11,0.000,0,0.000,0,8.435,5,5.426,4,2.577,1,3.446,2,4.354,3,2.752,2,12.896,8,0.000,0
2015-02-06,50.304,34,33.174,21,39.430,25,42.164,28,3.893,3,1.573,1,16.145,10,0.000,0,7.567,4,4.521,4,8.011,4,0.000,0,80.146,51,0.000,0
2015-02-07,44.602,25,55.165,31,58.442,37,45.466,32,0.000,0,6.650,4,10.305,8,10.951,7,3.746,2,1.859,1,0.000,0,5.956,4,2.974,2,0.000,0
2015-02-08,52.357,34,49.597,29,65.078,41,37.513,21,1.373,1,0.000,0,5.008,3,8.081,5,1.895,1,3.188,2,2.173,1,5.810,5,2.194,2,0.000,0
2015-02-09,79.292,53,87.997,57,36.937,24,17.546,12,1.262,1,0.000,0,6.240,3,5.440,4,4.142,2,0.000,0,0.000,0,12.984,8,0.000,0,10.624,6
2015-02-10,41.158,24,40.178,25,29.465,16,15.118,10,0.000,0,0.000,0,15.508,11,10.497,8,7.486,5,0.000,0,1.030,1,0.000,0,0.000,0,0.000,0
2015-02-11,58.390,32,50.381,29,31.345,20,16.103,11,5.649,4,22.903,16,3.967,3,0.000,0,0.000,0,0.000,0,0.000,0,2.338,2,2.088,2,0.000,0
2015-02-12,66.549,43,56.668,34,38.512,26,20.172,13,4.940,3,21.431,13,6.210,3,2.230,2,1.140,1,2.195,1,2.080,1,0.000,0,3.249,3,12.166,7
2015-02-13,51.645,34,24.751,18,30.115,19,19.846,14,6.131,3,0.000,0,10.889,6,2.088,2,1.033,1,2.352,1,2.513,1,0.000,0,8.060,5,0.000,0
2015-02-14,73.168,43,68.918,41,37.591,23,29.656,17,3.571,3,3.027,2,20.187,11,7.196,4,2.706,2,8.139,4,2.552,2,2.044,2,12.896,8,4.383,3
2015-02-15,62.978,43,57.863,37,22.627,13,19.590,15,2.313,1,3.246,2,9.402,7,6.926,5,1.326,1,8.375,3,6.359,4,0.000,0,3.132,3,10.284,3
2015-02-16,33.254,24,50.391,31,37.184,21,19.064,13,2.695,2,5.154,2,3.124,2,18.710,10,6.749,4,0.000,0,0.000,0,13.294,8,0.000,0,6.063,4
2015-02-17,42.615,23,61.279,37,34.099,20,19.322,9,6.378,4,3.052,3,6.144,3,0.000,0,4.160,2,1.405,1,8.633,4,4.440,3,8.147,5,4.751,3
2015-02-18,48.284,29,53.729,35,34.871,20,8.900,6,1.641,1,5.469,3,4.139,3,0.000,0,2.570,1,4.115,3,2.838,2,5.484,2,0.000,0,4.758,4
2015-02-19,47.047,28,46.355,28,21.313,14,16.423,12,3.829,3,0.000,0,6.365,5,0.000,0,1.033,1,0.000,0,0.000,0,3.782,2,0.000,0,2.932,2
2015-02-20,60.980,42,27.442,18,28.544,17,16.059,11,2.334,2,0.000,0,2.237,2,3.196,2,3.567,3,7.056,4,3.675,2,0.000,0,3.454,2,0.000,0
2015-02-21,81.248,54,30.890,18,29.829,18,23.276,16,3.318,3,7.036,4,26.003,19,0.000,0,2.978,2,2.273,1,2.295,2,0.000,0,0.000,0,4.662,4
2015-02-22,95.332,64,63.355,43,32.745,19,11.893,8,2.292,2,5.463,3,5.618,5,6.617,5,0.000,0,1.619,1,1.998,1,13.090,9,8.576,8,3.366,3
2015-02-23,54.859,30,52.070,33,32.345,17,15.105,9,2.966,2,3.132,3,14.667,8,10.659,6,4.475,4,0.000,0,1.355,1,1.937,1,12.038,8,5.616,5
2015-02-24,49.415,32,40.027,28,19.685,11,14.621,12,4.464,4,0.000,0,0.000,0,2.152,2,0.000,0,1.223,1,0.000,0,1.069,1,0.000,0,0.000,0
2015-02-25,15.331,11,25.789,19,21.780,13,34.061,17,6.041,5,0.000,0,5.647,4,3.796,2,9.706,6,0.000,0,0.000,0,14.000,8,14.406,7,4.515,3
2015-02-26,34.697,24,35.569,23,17.588,11,11.482,7,2.624,2,6.856,2,8.866,6,0.000,0,0.000,0,2.910,2,3.081,2,0.000,0,0.000,0,2.470,1
2015-02-27,51.608,29,50.306,29,12.247,7,12.257,9,4.398,4,1.594,1,15.561,10,3.532,2,1.519,1,5.672,3,0.000,0,8.164,6,0.000,0,7.128,4
2015-02-28,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-03-01,20.772,12,44.283,26,10.332,6,25.431,15,1.487,1,9.815,5,16.095,10,3.610,3,4.361,2,7.442,5,0.000,0,2.552,2,6.920,4,0.000,0
2015-03-02,23.687,14,42.350,28,4.075,2,14.531,8,1.230,1,11.880,8,3.765,3,0.000,0,12.461,7,0.000,0,1.162,1,0.000,0,0.000,0,1.333,1
2015-03-03,31.689,20,39.209,25,1.169,1,21.333,12,4.032,2,0.000,0,2.945,2,7.086,5,2.914,2,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-03-04,31.006,19,23.856,15,4.193,2,16.186,8,0.000,0,0.000,0,1.044,1,10.410,6,3.249,3,0.000,0,4.901,2,0.000,0,0.000,0,0.000,0
2015-03-05,26.557,20,41.746,25,0.000,0,22.942,15,2.266,1,0.000,0,11.029,8,2.388,2,0.000,0,2.370,2,0.000,0,0.000,0,0.000,0,0.000,0
2015-03-06,19.937,11,38.048,20,0.000,0,18.265,14,0.000,0,3.618,3,25.873,13,0.000,0,1.044,1,5.616,4,2.266,2,0.000,0,0.000,0,0.000,0
2015-03-07,18.297,12,16.528,10,7.180,4,23.987,17,2.260,2,3.368,2,26.645,16,0.000,0,2.177,2,3.592,2,1.705,1,0.000,0,2.388,2,0.000,0
2015-03-08,62.576,43,10.289,7,5.991,3,27.989,20,1.383,1,7.786,4,14.296,10,0.000,0,2.488,1,4.965,3,7.218,4,3.066,3,9.280,6,0.000,0
2015-03-09,43.483,23,14.768,12,45.226,26,10.774,7,4.540,3,0.000,0,2.616,2,0.000,0,1.351,1,0.000,0,3.382,2,0.000,0,6.976,4,3.160,2
2015-03-10,41.850,26,9.446,6,50.689,29,16.185,9,0.000,0,6.234,4,3.889,2,0.000,0,15.060,9,2.127,1,3.515,3,13.016,7,0.000,0,0.000,0
2015-03-11,34.663,22,6.900,5,30.269,18,32.643,19,0.000,0,0.000,0,3.410,2,0.000,0,3.940,3,1.905,1,3.135,2,10.330,6,6.420,4,0.000,0
2015-03-12,80.689,50,11.314,6,66.520,41,23.992,16,0.000,0,11.478,7,10.580,9,0.000,0,0.000,0,2.156,2,6.774,3,0.000,0,0.000,0,0.000,0
2015-03-13,64.467,41,26.076,18,102.192,53,20.357,14,3.146,2,4.540,3,11.696,7,0.000,0,2.310,2,2.288,2,0.000,0,5.170,4,3.690,3,0.000,0
2015-03-14,142.966,92,76.020,48,329.221,205,145.924,85,27.175,17,12.545,7,10.416,6,0.000,0,34.668,20,17.666,10,31.658,16,2.038,2,5.942,4,0.000,0
2015-03-15,224.568,153,172.556,113,232.565,135,202.279,120,34.278,23,24.350,13,16.644,12,8.160,6,14.905,11,25.652,10,48.263,30,6.336,4,0.000,0,15.834,11
2015-03-16,100.933,60,104.277,68,77.314,51,8.455,6,4.648,4,23.800,14,22.327,15,0.000,0,4.146,3,4.365,3,3.010,2,2.538,2,0.000,0,2.338,2
2015-03-17,77.686,49,98.234,64,64.807,38,30.833,19,0.000,0,2.180,2,5.412,4,3.418,2,13.840,10,7.258,4,5.545,5,0.000,0,8.552,4,1.062,1
2015-03-18,60.068,43,83.448,50,85.478,50,56.574,35,5.724,5,17.636,9,13.103,8,7.568,5,11.560,7,0.000,0,4.976,2,5.044,3,0.000,0,9.605,7
2015-03-19,20.849,14,34.687,24,30.442,21,2.584,2,7.635,6,2.796,2,0.000,0,0.000,0,2.113,1,0.000,0,3.318,2,1.240,1,0.000,0,0.000,0
2015-03-20,50.081,33,66.659,38,56.167,36,17.599,12,0.000,0,4.518,3,7.310,5,2.059,1,1.097,1,0.000,0,4.497,2,10.460,7,0.000,0,1.341,1
2015-03-21,43.158,28,63.548,41,56.294,40,22.417,14,7.792,6,5.569,3,8.046,5,5.726,4,7.003,3,2.381,2,2.624,2,5.981,4,2.291,2,10.777,5
2015-03-22,85.424,46,120.409,74,88.346,53,40.662,27,1.812,1,2.356,2,9.186,6,0.000,0,28.868,16,5.019,3,11.412,7,1.158,1,2.330,2,2.566,2
2015-03-23,44.221,28,51.237,35,79.384,44,21.057,13,4.648,4,7.364,4,4.848,4,0.000,0,0.000,0,9.013,5,0.000,0,0.000,0,0.000,0,7.720,4
2015-03-24,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0
2015-03-25,188.234,114,183.248,108,103.983,63,44.085,25,7.223,6,5.612,5,14.912,12,25.424,20,19.959,13,1.544,1,0.000,0,10.340,8,0.000,0,9.087,4
2015-03-26,222.823,138,145.666,92,76.051,47,27.594,21,5.675,5,12.028,8,4.841,4,4.319,4,19.021,13,5.158,4,0.000,0,4.323,3,10.771,8,1.022,1
2015-03-27,29.496,23,83.256,56,56.755,34,27.006,15,4.098,3,0.000,0,23.805,15,0.000,0,32.324,20,1.194,1,7.791,7,15.537,9,0.000,0,8.559,6
