clid	venue	lon	lat	category	user	year	doy	dow	hour	txt
0	Farmer's Market Square	-80.0026	40.4407	NA	philsy28	2014	58	4	23	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	rjl227	2014	67	6	2	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	mikebarbaro	2014	71	3	18	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	LanceWoolheater	2014	73	5	13	I'm at Market Square (Pittsburgh, PA) [pic]:
0	Farmer's Market Square	-80.0026	40.4407	NA	featherb00	2014	73	5	23	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	mauraphobia	2014	74	6	17	I'm at Market Square (Pittsburgh, PA) w/ 11 others
0	Farmer's Market Square	-80.0026	40.4407	NA	MoxieMils	2014	81	6	21	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	azb1983lyft	2014	83	1	21	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	LyndaRaicos	2014	86	4	18	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	philsy28	2014	87	5	0	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	jinindy	2014	89	0	20	I'm at Market Square w/
0	Farmer's Market Square	-80.0026	40.4407	NA	lindsayz4188	2014	91	2	21	I'm at Market Square (Pittsburgh, PA) w/ 3 others
0	Farmer's Market Square	-80.0026	40.4407	NA	msaldamando	2014	94	5	19	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	lindsayz4188	2014	95	6	21	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	kristianaaaaaa_	2014	99	3	19	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	kristianaaaaaa_	2014	100	4	17	I'm at Market Square w/
0	Farmer's Market Square	-80.0026	40.4407	NA	mikebarbaro	2014	102	6	23	I'm at Market Square (Pittsburgh, PA) w/ 7 others
0	Farmer's Market Square	-80.0026	40.4407	NA	penstone	2014	110	0	21	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	kristianaaaaaa_	2014	113	3	13	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	ashraylavsi	2014	116	6	20	I'm at Market Square w/
0	Farmer's Market Square	-80.0026	40.4407	NA	davidcwilson	2014	124	0	10	I'm at Market Square (Pittsburgh, PA) w/ 2 others
0	Farmer's Market Square	-80.0026	40.4407	NA	kristianaaaaaa_	2014	124	0	11	I'm at Market Square (Pittsburgh, PA) w/ 7 others
0	Farmer's Market Square	-80.0026	40.4407	NA	BurghJacks	2014	129	5	15	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	kewe_starstatus	2014	138	0	19	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	CTownAmbrowich	2014	139	1	2	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	redfoote74	2014	142	4	15	I'm at Farmer's Market - Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	Diva_Savour	2014	142	4	17	I'm at Market Square (Pittsburgh, PA) w/ 8 others
0	Farmer's Market Square	-80.0026	40.4407	NA	IPhillyBoy2011	2014	145	0	22	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	YmAlmansour	2014	151	6	21	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	Cupcay75	2014	153	1	13	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	philsy28	2014	155	3	18	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	gelaterrano	2014	156	4	16	I'm at Market Square (Pittsburgh, PA) w/ 3 others
0	Farmer's Market Square	-80.0026	40.4407	NA	BurghJacks	2014	156	4	17	I'm at Market Square (Pittsburgh, PA) w/ 10 others
0	Farmer's Market Square	-80.0026	40.4407	NA	joncmu	2014	158	6	19	I'm at Market Square (Pittsburgh, PA) w/ 3 others
0	Farmer's Market Square	-80.0026	40.4407	NA	AbbyDinges	2014	163	4	16	I'm at Market Square (Pittsburgh, PA) w/ 2 others
0	Farmer's Market Square	-80.0026	40.4407	NA	LouTang16	2014	168	2	17	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	ScoutoFinch	2014	170	4	20	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	joncmu	2014	172	6	19	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	cmw27	2014	173	0	1	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	smilinforlife	2014	177	4	17	I'm at Farmer's Market - Market Square (Pittsburgh, PA) w/ 4 others
0	Farmer's Market Square	-80.0026	40.4407	NA	clarinetchick	2014	178	5	18	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	mizzdee2000	2014	182	2	21	I'm at Market Square (Pittsburgh, PA) w/ 15 others
0	Farmer's Market Square	-80.0026	40.4407	NA	BKHockey	2014	183	3	17	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	FrangipaniAni	2014	184	4	16	I'm at Farmer's Market - Market Square w/
0	Farmer's Market Square	-80.0026	40.4407	NA	MoxieMils	2014	185	5	0	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	MoxieMils	2014	186	6	0	I'm at Market Square (Pittsburgh, PA) w/ 5 others
0	Farmer's Market Square	-80.0026	40.4407	NA	savyjune	2014	198	4	16	I'm at Market Square (Pittsburgh, PA)
0	Farmer's Market Square	-80.0026	40.4407	NA	micheleroper	2014	200	6	2	I'm at Market Square (Pittsburgh, PA) w/ 8 others
0	Farmer's Market Square	-80.0026	40.4407	NA	PersephoniA	2014	224	2	19	I'm at Market Square in Pittsburgh, PA w/ 2 others
0	Farmer's Market Square	-80.0026	40.4407	NA	joncmu	2014	244	1	16	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	PersephoniA	2014	274	3	12	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	YmAlmansour	2014	295	3	22	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	foxxies94	2014	326	6	2	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	oliverroy48	2014	340	6	20	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	kelheat	2014	355	0	16	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	PersephoniA	2015	70	3	12	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	ChristiKusic	2015	73	6	19	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	dshank92	2015	115	6	23	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	YmAlmansour	2015	158	0	22	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	luthervanfan	2015	185	6	20	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	barbeecain	2015	193	0	23	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	AbbyDinges	2015	239	4	16	I'm at Market Square in Pittsburgh, PA w/
0	Farmer's Market Square	-80.0026	40.4407	NA	luchobortolin	2015	241	6	19	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	alk1976	2015	248	6	16	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	baby_sirens	2015	285	1	0	I'm at Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	BurghJacks	2015	302	4	16	I'm at Farmer's Market - Market Square in Pittsburgh, PA
0	Farmer's Market Square	-80.0026	40.4407	NA	DJTMI	2014	47	0	20	Just posted a photo Market Square
0	Farmer's Market Square	-80.0026	40.4407	NA	Andy1Volz	2014	113	3	16	Just posted a photo Market Square
0	Farmer's Market Square	-80.0026	40.4407	NA	Andy1Volz	2014	113	3	16	Just posted a photo Market Square
0	Farmer's Market Square	-80.0026	40.4407	NA	Andy1Volz	2014	113	3	16	Just posted a photo Market Square
0	The Terrace Room	-79.9974	40.4411	NA	CBPhDCandidate	2014	50	3	18	I'm at The Terrace Room - (Pittsburgh, PA)
0	Downtown Pittsburgh	-79.9993	40.4420	NA	colindean	2014	166	0	16	I'm at Downtown Pittsburgh (Pittsburgh, PA) w/ 3 others
0	Downtown Pittsburgh	-79.9993	40.4420	NA	Rhashank	2014	167	1	19	I'm at Downtown Pittsburgh (Pittsburgh, PA)
0	Penn Station	-79.9921	40.4441	NA	IPhillyBoy2011	2014	113	3	19	I'm at Penn Station (Pittsburgh, PA)
0	Penn Station	-79.9921	40.4441	NA	DJTMI	2014	43	3	20	Just posted a photo Penn Station
0	Just posted a photo	-80.0031	40.4409	NA	al2o3cr	2014	49	2	14	Just posted a photo
0	Heinz History Center	-79.9928	40.4463	NA	rebekahxmarie	2015	283	6	21	Just posted a photo Heinz History Center
0	Pop-Up Canada!	-79.9969	40.4414	NA	Andy1Volz	2014	113	3	15	Just posted a photo Pop-Up Canada!
0	At the corner of bad&bitches	-80.0013	40.4386	NA	AlenaLancia	2015	79	5	23	Just posted a photo At the corner of bad&amp;bitches
0	At the corner of bad&bitches	-80.0013	40.4386	NA	AlenaLancia	2015	80	6	0	Just posted a photo At the corner of bad&amp;bitches
0	2 PNC Plaza	-80.0006	40.4417	NA	philsy28	2014	37	4	21	I'm at 2 PNC Plaza - (Pittsburgh, PA)
0	2 PNC Plaza	-80.0006	40.4417	NA	IPhillyBoy2011	2014	52	5	21	I'm at 2 PNC Plaza - (Pittsburgh, PA)
0	Dr Eisenberg	-79.9981	40.4398	NA	IPhillyBoy2011	2014	51	4	14	I'm at Dr Eisenberg - Dentist (Pittsburgh, PA)
0	The Pennsylvanian	-79.9925	40.4440	NA	spy_277	2014	286	1	17	I'm at The Pennsylvanian in Pittsburgh, PA
0	Perl	-80.0030	40.4411	NA	galt_john	2014	38	5	0	I'm at Perl (Pittsburgh, PA)
0	Perl	-80.0030	40.4411	NA	mgeeezyy	2014	199	5	23	I'm at Perl (Pittsburgh, PA)
0	Perl	-80.0030	40.4411	NA	gurujonah	2015	18	0	4	I'm at Perl in Pittsburgh, PA
0	Perl	-80.0030	40.4411	NA	meetjenn	2015	59	6	0	I'm at Perl in Pittsburgh, PA
0	Perl	-80.0030	40.4411	NA	meetjenn	2015	72	5	1	I'm at Perl in Pittsburgh, PA
0	Perl	-80.0030	40.4411	NA	_Iogan	2015	142	5	3	I'm at Perl in Pittsburgh, PA
0	Perl	-80.0030	40.4411	NA	meetjenn	2015	183	4	22	I'm at Perl in Pittsburgh, PA
0	1 PNC Plaza	-80.0000	40.4411	NA	philsy28	2014	92	3	20	I'm at 1 PNC Plaza (Pittsburgh, PA)
0	1 PNC Plaza	-80.0000	40.4411	NA	IPhillyBoy2011	2014	112	2	16	I'm at 1 PNC Plaza (Pittsburgh, PA)
0	1 PNC Plaza	-80.0000	40.4411	NA	philsy28	2014	113	3	19	I'm at 1 PNC Plaza (Pittsburgh, PA)
0	Biergarten Hotel Monaco Pittsburgh	-79.9966	40.4415	NA	obvi_g	2015	30	5	3	Just posted a photo Hotel Monaco Pittsburgh - A Kimpton Hotel
0	Biergarten Hotel Monaco Pittsburgh	-79.9966	40.4415	NA	I_AmOfTheTower	2015	157	6	23	Just posted a photo Biergarten Hotel Monaco
0	Biergarten Hotel Monaco Pittsburgh	-79.9966	40.4415	NA	CelinaPompeani	2015	247	5	23	Just posted a photo Hotel Monaco Pittsburgh - A Kimpton Hotel
0	Biergarten Hotel Monaco Pittsburgh	-79.9966	40.4415	NA	Chiusy	2015	307	2	13	Just posted a photo Hotel Monaco Pittsburgh - A Kimpton Hotel
0	Bus Stop Stanwix St. & Penn Ave.	-80.0044	40.4415	NA	tturner122	2015	201	1	21	I'm at Bus Stop Stanwix St. &amp; Penn Ave. in Pittsburgh, PA
0	Bus Stop Stanwix St. & Penn Ave.	-80.0044	40.4415	NA	tturner122	2015	202	2	22	I'm at Bus Stop Stanwix St. &amp; Penn Ave. in Pittsburgh, PA
0	Eddie Merlot's	-80.0043	40.4413	NA	DerrinCLE	2015	185	6	0	I'm at Eddie Merlot's in Pittsburgh, PA
0	Mitchell's Restaurant	-79.9971	40.4375	NA	steelman3300	2015	240	5	0	I'm at Mitchell's Restaurant, Bar &amp; Banquet Center - in Pittsburgh, PA
0	Novitas Solutions	-79.9971	40.4403	NA	IPhillyBoy2011	2014	51	4	14	I'm at Novitas Solutions (Pittsburgh, PA)
0	Byham Theater	-80.0025	40.4439	NA	MistrBlue	2014	61	0	0	I'm at Byham Theater - (Pittsburgh, PA)
0	Byham Theater	-80.0025	40.4439	NA	grobbycore3	2014	78	3	21	I'm at Byham Theater - (Pittsburgh, PA)
0	Byham Theater	-80.0025	40.4439	NA	chadbfisher	2014	94	5	23	I'm at Byham Theater (Pittsburgh, PA) w/ 3 others
0	Byham Theater	-80.0025	40.4439	NA	JoshuaJJohnson	2014	311	5	4	I'm at Byham Theater - for Trombone Shorty &amp; Orleans Avenue in Pittsburgh, PA
0	Byham Theater	-80.0025	40.4439	NA	kharris0126	2015	56	3	22	I'm at Byham Theater - in Pittsburgh, PA
0	Byham Theater	-80.0025	40.4439	NA	meetjenn	2015	189	3	0	I'm at Byham Theater - for Pink Martini in Pittsburgh, PA
0	Byham Theater	-80.0025	40.4439	NA	Anna7nine	2015	304	6	1	I'm at Byham Theater - in Pittsburgh, PA w/
0	Byham Theater	-80.0025	40.4439	NA	annieljones	2014	356	1	0	Just posted a photo Byham Theater
0	Tonic Bar And Grill	-79.9951	40.4437	NA	mikebarbaro	2014	107	4	22	I'm at Tonic Bar And Grill (Pittsburgh, PA)
0	Tonic Bar And Grill	-79.9951	40.4437	NA	jasondensmore	2014	121	4	23	I'm at Tonic Bar And Grill (Pittsburgh, PA)
0	Tonic Bar And Grill	-79.9951	40.4437	NA	AllenTaylorFoto	2014	137	6	22	I'm at Tonic Bar And Grill (Pittsburgh, PA)
0	Tonic Bar And Grill	-79.9951	40.4437	NA	SNova252	2014	156	4	1	I'm at Tonic Bar And Grill (Pittsburgh, PA)
0	Tonic Bar And Grill	-79.9951	40.4437	NA	SylerHusky	2014	183	3	22	I'm at Tonic Bar And Grill w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	sorcererdale	2014	184	4	22	I'm at Tonic Bar And Grill (Pittsburgh, PA) w/ 3 others
0	Tonic Bar And Grill	-79.9951	40.4437	NA	RivkahWinter	2014	184	4	22	I'm at Tonic Bar And Grill (Pittsburgh, PA) w/ 4 others
0	Tonic Bar And Grill	-79.9951	40.4437	NA	RayWolfwinski	2014	185	5	0	I'm at Tonic Bar And Grill w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	quellxironheart	2014	185	5	0	I'm at Tonic Bar And Grill (Pittsburgh, PA) w/ 11 others
0	Tonic Bar And Grill	-79.9951	40.4437	NA	nbowa	2014	185	5	23	I'm at Tonic Bar And Grill w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	foxalbiazul	2014	186	6	2	I'm at Tonic Bar And Grill w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	Tillikum_V	2014	186	6	18	I'm at Tonic Bar And Grill w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	quellxironheart	2014	186	6	20	I'm at Tonic Bar And Grill w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	HSHToria	2014	213	5	3	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	jasondensmore	2015	67	0	2	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	jasondensmore	2015	98	3	22	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	TSHEFF_FRESHA	2015	100	5	3	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	ShishaSheppy	2015	190	4	1	I'm at Tonic Bar And Grill in Pittsburgh, PA w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	jfeulner	2015	190	4	22	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	brexx_nirpaw	2015	191	5	21	I'm at Tonic Bar And Grill in Pittsburgh, PA w/
0	Tonic Bar And Grill	-79.9951	40.4437	NA	Ichabod_	2015	192	6	5	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	JazLehWolf	2015	192	6	18	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	Fenrari	2015	193	0	1	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	w2ccr	2015	193	0	22	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	lycwolf	2015	194	1	2	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Tonic Bar And Grill	-79.9951	40.4437	NA	meetjenn	2015	211	4	23	I'm at Tonic Bar And Grill in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	cdc0320	2014	26	0	0	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 5 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	wx_ulikeit	2014	31	5	2	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 16 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	domenicobigante	2014	32	6	0	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 8 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	33	0	15	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	37	4	18	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	joelovb	2014	39	6	18	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	anglevers	2014	40	0	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 8 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	J_Anthony_	2014	45	5	0	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 2 others [pic]:
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	52	5	21	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	Christz9	2014	59	5	0	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	66	5	16	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	PennStater2007	2014	67	6	0	I'm at Benedum Center For The Performing Arts - for Brit Floyd w/
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	BeeBumm	2014	67	6	0	I'm at Benedum Center For The Performing Arts - for Brit Floyd (Pittsburgh, PA) w/ 3 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	JamieAlexandurr	2014	68	0	0	I'm at Benedum Center For The Performing Arts - for Brit Floyd (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	DBaker513	2014	70	2	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 2 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	redfoote74	2014	71	3	22	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	Christz9	2014	72	4	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 8 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	iremsen	2014	73	5	0	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 14 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	GiseleColaco	2014	74	6	20	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 7 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	WoodysWorldTV	2014	74	6	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	jewelsy	2014	78	3	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 4 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	M3gannn__	2014	82	0	23	I'm at Benedum Center For The Performing Arts - for 2 Chainz (Pittsburgh, PA) w/ 4 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	JessicaRricci	2014	83	1	0	I'm at Benedum Center For The Performing Arts - for 2 Chainz (Pittsburgh, PA) w/ 6 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	ijourneyish	2014	83	1	19	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	SandyAdam	2014	96	0	20	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 5 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	J_Anthony_	2014	101	5	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 4 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	112	2	1	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	116	6	2	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	133	2	3	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	133	2	3	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	135	4	12	I'm at The Benedum Center (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IPhillyBoy2011	2014	141	3	21	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	Kait_Joyce	2014	156	4	23	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	PghTasteBudB	2014	157	5	23	I'm at Benedum Center For The Performing Arts -
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	JasonSudbury	2014	180	0	12	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	JasonSudbury	2014	183	3	3	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	ShelbyT20	2014	193	6	17	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA)
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	DannyBoy4T5	2014	194	0	18	I'm at Benedum Center For The Performing Arts - (Pittsburgh, PA) w/ 7 others
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	adtst3	2014	215	0	1	I'm at Benedum Center For The Performing Arts - in Pittsburgh, PA w/
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	jeff_flash	2014	223	1	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	teese35	2014	224	2	0	I'm at Benedum Center for the Performing Arts - for Steely Dan - Jamalot Ever After Tour
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	JackieAdan	2014	285	0	1	I'm at Benedum Center for the Performing Arts - for Jason Mraz in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	IxWalaa	2014	299	0	2	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	kharris0126	2014	327	0	18	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	kharris0126	2014	332	5	0	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	HOPPERBOLIC	2014	339	5	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	kharris0126	2014	364	2	18	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	penstone	2015	24	6	2	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	spode411	2015	25	0	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	tomtomcologne	2015	37	5	20	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	JennySpangler	2015	53	0	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	teese35	2015	60	0	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	SarahEsposito	2015	70	3	23	I'm at Benedum Center for the Performing Arts - for Sarah McLachlan in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	Sara__Kathleen	2015	92	4	20	I'm at Benedum Center for the Performing Arts - for alt-J in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	FrangipaniAni	2015	98	3	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	robertaehlers	2015	237	2	23	I'm at Benedum Center for the Performing Arts - for Idina Menzel World Tour - Platinum Ticketing
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	kerryleemay	2015	300	2	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	SarahEsposito	2015	305	0	23	I'm at Benedum Center for the Performing Arts - in Pittsburgh, PA
0	Benedum Center For The Performing Arts	-79.9995	40.4430	NA	becsmccart	2014	36	3	4	Just posted a photo Benedum Center For The Performing Arts
