name	hier	id
Awadhi Restaurant	\Food\Indian Restaurant\Awadhi Restaurant	54135bf5e4b08f3d2429dff3
Bengali Restaurant	\Food\Indian Restaurant\Bengali Restaurant	54135bf5e4b08f3d2429dff5
Chaat Place	\Food\Indian Restaurant\Chaat Place	54135bf5e4b08f3d2429dfe2
Chettinad Restaurant	\Food\Indian Restaurant\Chettinad Restaurant	54135bf5e4b08f3d2429dff2
Dhaba	\Food\Indian Restaurant\Dhaba	54135bf5e4b08f3d2429dfe1
Dosa Place	\Food\Indian Restaurant\Dosa Place	54135bf5e4b08f3d2429dfe3
Goan Restaurant	\Food\Indian Restaurant\Goan Restaurant	54135bf5e4b08f3d2429dfe8
Gujarati Restaurant	\Food\Indian Restaurant\Gujarati Restaurant	54135bf5e4b08f3d2429dfe9
Hyderabadi Restaurant	\Food\Indian Restaurant\Hyderabadi Restaurant	54135bf5e4b08f3d2429dfe6
Indian Chinese Restaurant	\Food\Indian Restaurant\Indian Chinese Restaurant	54135bf5e4b08f3d2429dfdf
Indian Sweet Shop	\Food\Indian Restaurant\Indian Sweet Shop	54135bf5e4b08f3d2429dfe4
Irani Cafe	\Food\Indian Restaurant\Irani Cafe	54135bf5e4b08f3d2429dfe7
Jain Restaurant	\Food\Indian Restaurant\Jain Restaurant	54135bf5e4b08f3d2429dfea
Karnataka Restaurant	\Food\Indian Restaurant\Karnataka Restaurant	54135bf5e4b08f3d2429dfeb
Kerala Restaurant	\Food\Indian Restaurant\Kerala Restaurant	54135bf5e4b08f3d2429dfed
Maharashtrian Restaurant	\Food\Indian Restaurant\Maharashtrian Restaurant	54135bf5e4b08f3d2429dfee
Mughlai Restaurant	\Food\Indian Restaurant\Mughlai Restaurant	54135bf5e4b08f3d2429dff4
Multicuisine Indian Restaurant	\Food\Indian Restaurant\Multicuisine Indian Restaurant	54135bf5e4b08f3d2429dfe0
North Indian Restaurant	\Food\Indian Restaurant\North Indian Restaurant	54135bf5e4b08f3d2429dfdd
Northeast Indian Restaurant	\Food\Indian Restaurant\Northeast Indian Restaurant	54135bf5e4b08f3d2429dff6
Parsi Restaurant	\Food\Indian Restaurant\Parsi Restaurant	54135bf5e4b08f3d2429dfef
Punjabi Restaurant	\Food\Indian Restaurant\Punjabi Restaurant	54135bf5e4b08f3d2429dff0
Rajasthani Restaurant	\Food\Indian Restaurant\Rajasthani Restaurant	54135bf5e4b08f3d2429dff1
South Indian Restaurant	\Food\Indian Restaurant\South Indian Restaurant	54135bf5e4b08f3d2429dfde
Udupi Restaurant	\Food\Indian Restaurant\Udupi Restaurant	54135bf5e4b08f3d2429dfec
Irish Pub	\Food\Irish Pub	52e81612bcbc57f1066b7a06
Italian Restaurant	\Food\Italian Restaurant	4bf58dd8d48988d110941735
Abruzzo Restaurant	\Food\Italian Restaurant\Abruzzo Restaurant	55a5a1ebe4b013909087cbb6
Agriturismo	\Food\Italian Restaurant\Agriturismo	55a5a1ebe4b013909087cb7c
Aosta Restaurant	\Food\Italian Restaurant\Aosta Restaurant	55a5a1ebe4b013909087cba7
Basilicata Restaurant	\Food\Italian Restaurant\Basilicata Restaurant	55a5a1ebe4b013909087cba1
Calabria Restaurant	\Food\Italian Restaurant\Calabria Restaurant	55a5a1ebe4b013909087cba4
Campanian Restaurant	\Food\Italian Restaurant\Campanian Restaurant	55a5a1ebe4b013909087cb95
Emilia Restaurant	\Food\Italian Restaurant\Emilia Restaurant	55a5a1ebe4b013909087cb89
Friuli Restaurant	\Food\Italian Restaurant\Friuli Restaurant	55a5a1ebe4b013909087cb9b
Ligurian Restaurant	\Food\Italian Restaurant\Ligurian Restaurant	55a5a1ebe4b013909087cb98
Lombard Restaurant	\Food\Italian Restaurant\Lombard Restaurant	55a5a1ebe4b013909087cbbf
Malga	\Food\Italian Restaurant\Malga	55a5a1ebe4b013909087cb79
Marche Restaurant	\Food\Italian Restaurant\Marche Restaurant	55a5a1ebe4b013909087cbb0
Molise Restaurant	\Food\Italian Restaurant\Molise Restaurant	55a5a1ebe4b013909087cbb3
Piadineria	\Food\Italian Restaurant\Piadineria	55a5a1ebe4b013909087cb74
Piedmontese Restaurant	\Food\Italian Restaurant\Piedmontese Restaurant	55a5a1ebe4b013909087cbaa
Puglia Restaurant	\Food\Italian Restaurant\Puglia Restaurant	55a5a1ebe4b013909087cb83
Romagna Restaurant	\Food\Italian Restaurant\Romagna Restaurant	55a5a1ebe4b013909087cb8c
Roman Restaurant	\Food\Italian Restaurant\Roman Restaurant	55a5a1ebe4b013909087cb92
Sardinian Restaurant	\Food\Italian Restaurant\Sardinian Restaurant	55a5a1ebe4b013909087cb8f
Sicilian Restaurant	\Food\Italian Restaurant\Sicilian Restaurant	55a5a1ebe4b013909087cb86
South Tyrolean Restaurant	\Food\Italian Restaurant\South Tyrolean Restaurant	55a5a1ebe4b013909087cbb9
Trattoria/Osteria	\Food\Italian Restaurant\Trattoria/Osteria	55a5a1ebe4b013909087cb7f
Trentino Restaurant	\Food\Italian Restaurant\Trentino Restaurant	55a5a1ebe4b013909087cbbc
Tuscan Restaurant	\Food\Italian Restaurant\Tuscan Restaurant	55a5a1ebe4b013909087cb9e
Umbrian Restaurant	\Food\Italian Restaurant\Umbrian Restaurant	55a5a1ebe4b013909087cbc2
Veneto Restaurant	\Food\Italian Restaurant\Veneto Restaurant	55a5a1ebe4b013909087cbad
Jewish Restaurant	\Food\Jewish Restaurant	52e81612bcbc57f1066b79fd
Kosher Restaurant	\Food\Jewish Restaurant\Kosher Restaurant	52e81612bcbc57f1066b79fc
Juice Bar	\Food\Juice Bar	4bf58dd8d48988d112941735
Kebab Restaurant	\Food\Kebab Restaurant	5283c7b4e4b094cb91ec88d7
Latin American Restaurant	\Food\Latin American Restaurant	4bf58dd8d48988d1be941735
Arepa Restaurant	\Food\Latin American Restaurant\Arepa Restaurant	4bf58dd8d48988d152941735
Empanada Restaurant	\Food\Latin American Restaurant\Empanada Restaurant	52939a8c3cf9994f4e043a35
Salvadoran Restaurant	\Food\Latin American Restaurant\Salvadoran Restaurant	5745c7ac498e5d0483112fdb
South American Restaurant	\Food\Latin American Restaurant\South American Restaurant	4bf58dd8d48988d1cd941735
Argentinian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Argentinian Restaurant	4bf58dd8d48988d107941735
Brazilian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant	4bf58dd8d48988d16b941735
Acai House	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Acai House	5294c7523cf9994f4e043a62
Baiano Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Baiano Restaurant	52939ae13cf9994f4e043a3b
Central Brazilian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Central Brazilian Restaurant	52939a9e3cf9994f4e043a36
Churrascaria	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Churrascaria	52939a643cf9994f4e043a33
Empada House	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Empada House	5294c55c3cf9994f4e043a61
Goiano Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Goiano Restaurant	52939af83cf9994f4e043a3d
Mineiro Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Mineiro Restaurant	52939aed3cf9994f4e043a3c
Northeastern Brazilian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Northeastern Brazilian Restaurant	52939aae3cf9994f4e043a37
Northern Brazilian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Northern Brazilian Restaurant	52939ab93cf9994f4e043a38
Pastelaria	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Pastelaria	5294cbda3cf9994f4e043a63
Southeastern Brazilian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Southeastern Brazilian Restaurant	52939ac53cf9994f4e043a39
Southern Brazilian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Southern Brazilian Restaurant	52939ad03cf9994f4e043a3a
Tapiocaria	\Food\Latin American Restaurant\South American Restaurant\Brazilian Restaurant\Tapiocaria	52939a7d3cf9994f4e043a34
Peruvian Restaurant	\Food\Latin American Restaurant\South American Restaurant\Peruvian Restaurant	4eb1bfa43b7b52c0e1adc2e8
Venezuelan Restaurant	\Food\Latin American Restaurant\South American Restaurant\Venezuelan Restaurant	56aa371be4b08b9a8d573558
Mac & Cheese Joint	\Food\Mac & Cheese Joint	4bf58dd8d48988d1bf941735
Mediterranean Restaurant	\Food\Mediterranean Restaurant	4bf58dd8d48988d1c0941735
Moroccan Restaurant	\Food\Mediterranean Restaurant\Moroccan Restaurant	4bf58dd8d48988d1c3941735
Mexican Restaurant	\Food\Mexican Restaurant	4bf58dd8d48988d1c1941735
Burrito Place	\Food\Mexican Restaurant\Burrito Place	4bf58dd8d48988d153941735
Taco Place	\Food\Mexican Restaurant\Taco Place	4bf58dd8d48988d151941735
Tex-Mex Restaurant	\Food\Mexican Restaurant\Tex-Mex Restaurant	56aa371ae4b08b9a8d5734ba
Yucatecan Restaurant	\Food\Mexican Restaurant\Yucatecan Restaurant	5744ccdfe4b0c0459246b4d3
Middle Eastern Restaurant	\Food\Middle Eastern Restaurant	4bf58dd8d48988d115941735
Israeli Restaurant	\Food\Middle Eastern Restaurant\Israeli Restaurant	56aa371be4b08b9a8d573529
Kurdish Restaurant	\Food\Middle Eastern Restaurant\Kurdish Restaurant	5744ccdfe4b0c0459246b4ca
Persian Restaurant	\Food\Middle Eastern Restaurant\Persian Restaurant	52e81612bcbc57f1066b79f7
Tabbakhi	\Food\Middle Eastern Restaurant\Persian Restaurant\Tabbakhi	5744ccdfe4b0c0459246b4a8
Modern European Restaurant	\Food\Modern European Restaurant	52e81612bcbc57f1066b79f9
Molecular Gastronomy Restaurant	\Food\Molecular Gastronomy Restaurant	4bf58dd8d48988d1c2941735
Pakistani Restaurant	\Food\Pakistani Restaurant	52e81612bcbc57f1066b79f8
Pet Café	\Food\Pet Café	56aa371be4b08b9a8d573508
Pizza Place	\Food\Pizza Place	4bf58dd8d48988d1ca941735
Polish Restaurant	\Food\Polish Restaurant	52e81612bcbc57f1066b7a04
Portuguese Restaurant	\Food\Portuguese Restaurant	4def73e84765ae376e57713a
Poutine Place	\Food\Poutine Place	56aa371be4b08b9a8d5734c7
Restaurant	\Food\Restaurant	4bf58dd8d48988d1c4941735
Russian Restaurant	\Food\Russian Restaurant	5293a7563cf9994f4e043a44
Blini House	\Food\Russian Restaurant\Blini House	52e928d0bcbc57f1066b7e9d
Pelmeni House	\Food\Russian Restaurant\Pelmeni House	52e928d0bcbc57f1066b7e9c
Salad Place	\Food\Salad Place	4bf58dd8d48988d1bd941735
Sandwich Place	\Food\Sandwich Place	4bf58dd8d48988d1c5941735
Scandinavian Restaurant	\Food\Scandinavian Restaurant	4bf58dd8d48988d1c6941735
Scottish Restaurant	\Food\Scottish Restaurant	5744ccdde4b0c0459246b4a3
Seafood Restaurant	\Food\Seafood Restaurant	4bf58dd8d48988d1ce941735
Slovak Restaurant	\Food\Slovak Restaurant	56aa371be4b08b9a8d57355a
Snack Place	\Food\Snack Place	4bf58dd8d48988d1c7941735
Soup Place	\Food\Soup Place	4bf58dd8d48988d1dd931735
Southern / Soul Food Restaurant	\Food\Southern / Soul Food Restaurant	4bf58dd8d48988d14f941735
Spanish Restaurant	\Food\Spanish Restaurant	4bf58dd8d48988d150941735
Paella Restaurant	\Food\Spanish Restaurant\Paella Restaurant	4bf58dd8d48988d14d941735
Tapas Restaurant	\Food\Spanish Restaurant\Tapas Restaurant	4bf58dd8d48988d1db931735
Sri Lankan Restaurant	\Food\Sri Lankan Restaurant	5413605de4b0ae91d18581a9
Steakhouse	\Food\Steakhouse	4bf58dd8d48988d1cc941735
Swiss Restaurant	\Food\Swiss Restaurant	4bf58dd8d48988d158941735
Tea Room	\Food\Tea Room	4bf58dd8d48988d1dc931735
Theme Restaurant	\Food\Theme Restaurant	56aa371be4b08b9a8d573538
Truck Stop	\Food\Truck Stop	57558b36e4b065ecebd306dd
Turkish Restaurant	\Food\Turkish Restaurant	4f04af1f2fb6e1c99f3db0bb
Borek Place	\Food\Turkish Restaurant\Borek Place	530faca9bcbc57f1066bc2f3
Cigkofte Place	\Food\Turkish Restaurant\Cigkofte Place	530faca9bcbc57f1066bc2f4
Doner Restaurant	\Food\Turkish Restaurant\Doner Restaurant	5283c7b4e4b094cb91ec88d8
Gozleme Place	\Food\Turkish Restaurant\Gozleme Place	5283c7b4e4b094cb91ec88d9
Kofte Place	\Food\Turkish Restaurant\Kofte Place	5283c7b4e4b094cb91ec88db
Kokoreç Restaurant	\Food\Turkish Restaurant\Kokoreç Restaurant	5283c7b4e4b094cb91ec88d6
Kumpir Restaurant	\Food\Turkish Restaurant\Kumpir Restaurant	56aa371be4b08b9a8d573535
Kumru Restaurant	\Food\Turkish Restaurant\Kumru Restaurant	56aa371be4b08b9a8d5734bd
Manti Place	\Food\Turkish Restaurant\Manti Place	5283c7b4e4b094cb91ec88d5
Meyhane	\Food\Turkish Restaurant\Meyhane	5283c7b4e4b094cb91ec88da
Pide Place	\Food\Turkish Restaurant\Pide Place	530faca9bcbc57f1066bc2f2
Tantuni Restaurant	\Food\Turkish Restaurant\Tantuni Restaurant	56aa371be4b08b9a8d5734bf
Turkish Coffeehouse	\Food\Turkish Restaurant\Turkish Coffeehouse	56aa371be4b08b9a8d5734c1
Turkish Home Cooking Restaurant	\Food\Turkish Restaurant\Turkish Home Cooking Restaurant	5283c7b4e4b094cb91ec88d4
Ukrainian Restaurant	\Food\Ukrainian Restaurant	52e928d0bcbc57f1066b7e96
Varenyky restaurant	\Food\Ukrainian Restaurant\Varenyky restaurant	52e928d0bcbc57f1066b7e9a
West-Ukrainian Restaurant	\Food\Ukrainian Restaurant\West-Ukrainian Restaurant	52e928d0bcbc57f1066b7e9b
Vegetarian / Vegan Restaurant	\Food\Vegetarian / Vegan Restaurant	4bf58dd8d48988d1d3941735
Wings Joint	\Food\Wings Joint	4bf58dd8d48988d14c941735
Nightlife Spot	\Nightlife Spot	4d4b7105d754a06376d81259
Bar	\Nightlife Spot\Bar	4bf58dd8d48988d116941735
Beach Bar	\Nightlife Spot\Bar\Beach Bar	52e81612bcbc57f1066b7a0d
Beer Bar	\Nightlife Spot\Bar\Beer Bar	56aa371ce4b08b9a8d57356c
Beer Garden	\Nightlife Spot\Bar\Beer Garden	4bf58dd8d48988d117941735
Champagne Bar	\Nightlife Spot\Bar\Champagne Bar	52e81612bcbc57f1066b7a0e
Cocktail Bar	\Nightlife Spot\Bar\Cocktail Bar	4bf58dd8d48988d11e941735
Dive Bar	\Nightlife Spot\Bar\Dive Bar	4bf58dd8d48988d118941735
Gay Bar	\Nightlife Spot\Bar\Gay Bar	4bf58dd8d48988d1d8941735
Hookah Bar	\Nightlife Spot\Bar\Hookah Bar	4bf58dd8d48988d119941735
Hotel Bar	\Nightlife Spot\Bar\Hotel Bar	4bf58dd8d48988d1d5941735
Karaoke Bar	\Nightlife Spot\Bar\Karaoke Bar	4bf58dd8d48988d120941735
Pub	\Nightlife Spot\Bar\Pub	4bf58dd8d48988d11b941735
Sake Bar	\Nightlife Spot\Bar\Sake Bar	4bf58dd8d48988d11c941735
Sports Bar	\Nightlife Spot\Bar\Sports Bar	4bf58dd8d48988d11d941735
Tiki Bar	\Nightlife Spot\Bar\Tiki Bar	56aa371be4b08b9a8d57354d
Whisky Bar	\Nightlife Spot\Bar\Whisky Bar	4bf58dd8d48988d122941735
Wine Bar	\Nightlife Spot\Bar\Wine Bar	4bf58dd8d48988d123941735
Brewery	\Nightlife Spot\Brewery	50327c8591d4c4b30a586d5d
Lounge	\Nightlife Spot\Lounge	4bf58dd8d48988d121941735
Night Market	\Nightlife Spot\Night Market	53e510b7498ebcb1801b55d4
Nightclub	\Nightlife Spot\Nightclub	4bf58dd8d48988d11f941735
Other Nightlife	\Nightlife Spot\Other Nightlife	4bf58dd8d48988d11a941735
Speakeasy	\Nightlife Spot\Speakeasy	4bf58dd8d48988d1d4941735
Strip Club	\Nightlife Spot\Strip Club	4bf58dd8d48988d1d6941735
Outdoors & Recreation	\Outdoors & Recreation	4d4b7105d754a06377d81259
Athletics & Sports	\Outdoors & Recreation\Athletics & Sports	4f4528bc4b90abdf24c9de85
Badminton Court	\Outdoors & Recreation\Athletics & Sports\Badminton Court	52e81612bcbc57f1066b7a2b
Baseball Field	\Outdoors & Recreation\Athletics & Sports\Baseball Field	4bf58dd8d48988d1e8941735
Basketball Court	\Outdoors & Recreation\Athletics & Sports\Basketball Court	4bf58dd8d48988d1e1941735
Bowling Green	\Outdoors & Recreation\Athletics & Sports\Bowling Green	52e81612bcbc57f1066b7a2f
Curling Ice	\Outdoors & Recreation\Athletics & Sports\Curling Ice	56aa371be4b08b9a8d57351a
Golf Course	\Outdoors & Recreation\Athletics & Sports\Golf Course	4bf58dd8d48988d1e6941735
Gym / Fitness Center	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center	4bf58dd8d48988d175941735
Boxing Gym	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Boxing Gym	52f2ab2ebcbc57f1066b8b47
Climbing Gym	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Climbing Gym	503289d391d4c4b30a586d6a
Cycle Studio	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Cycle Studio	52f2ab2ebcbc57f1066b8b49
Gym Pool	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Gym Pool	4bf58dd8d48988d105941735
Gymnastics Gym	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Gymnastics Gym	52f2ab2ebcbc57f1066b8b48
Gym	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Gym	4bf58dd8d48988d176941735
Martial Arts Dojo	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Martial Arts Dojo	4bf58dd8d48988d101941735
Pilates Studio	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Pilates Studio	5744ccdfe4b0c0459246b4b2
Track	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Track	4bf58dd8d48988d106941735
Yoga Studio	\Outdoors & Recreation\Athletics & Sports\Gym / Fitness Center\Yoga Studio	4bf58dd8d48988d102941735
Hockey Field	\Outdoors & Recreation\Athletics & Sports\Hockey Field	4f452cd44b9081a197eba860
Hockey Rink	\Outdoors & Recreation\Athletics & Sports\Hockey Rink	56aa371be4b08b9a8d57352c
Paintball Field	\Outdoors & Recreation\Athletics & Sports\Paintball Field	5032829591d4c4b30a586d5e
Rugby Pitch	\Outdoors & Recreation\Athletics & Sports\Rugby Pitch	52e81612bcbc57f1066b7a2c
Skate Park	\Outdoors & Recreation\Athletics & Sports\Skate Park	4bf58dd8d48988d167941735
Skating Rink	\Outdoors & Recreation\Athletics & Sports\Skating Rink	4bf58dd8d48988d168941735
Soccer Field	\Outdoors & Recreation\Athletics & Sports\Soccer Field	4cce455aebf7b749d5e191f5
Sports Club	\Outdoors & Recreation\Athletics & Sports\Sports Club	52e81612bcbc57f1066b7a2e
Squash Court	\Outdoors & Recreation\Athletics & Sports\Squash Court	52e81612bcbc57f1066b7a2d
Tennis Court	\Outdoors & Recreation\Athletics & Sports\Tennis Court	4e39a956bd410d7aed40cbc3
Volleyball Court	\Outdoors & Recreation\Athletics & Sports\Volleyball Court	4eb1bf013b7b6f98df247e07
Bathing Area	\Outdoors & Recreation\Bathing Area	52e81612bcbc57f1066b7a28
Bay	\Outdoors & Recreation\Bay	56aa371be4b08b9a8d573544
Beach	\Outdoors & Recreation\Beach	4bf58dd8d48988d1e2941735
Nudist Beach	\Outdoors & Recreation\Beach\Nudist Beach	52e81612bcbc57f1066b7a30
Surf Spot	\Outdoors & Recreation\Beach\Surf Spot	4bf58dd8d48988d1e3941735
Bike Trail	\Outdoors & Recreation\Bike Trail	56aa371be4b08b9a8d57355e
Botanical Garden	\Outdoors & Recreation\Botanical Garden	52e81612bcbc57f1066b7a22
Bridge	\Outdoors & Recreation\Bridge	4bf58dd8d48988d1df941735
Campground	\Outdoors & Recreation\Campground	4bf58dd8d48988d1e4941735
Canal Lock	\Outdoors & Recreation\Canal Lock	56aa371be4b08b9a8d57353b
Canal	\Outdoors & Recreation\Canal	56aa371be4b08b9a8d573562
Castle	\Outdoors & Recreation\Castle	50aaa49e4b90af0d42d5de11
Cave	\Outdoors & Recreation\Cave	56aa371be4b08b9a8d573511
Cemetery	\Outdoors & Recreation\Cemetery	4bf58dd8d48988d15c941735
Dive Spot	\Outdoors & Recreation\Dive Spot	52e81612bcbc57f1066b7a12
Dog Run	\Outdoors & Recreation\Dog Run	4bf58dd8d48988d1e5941735
Farm	\Outdoors & Recreation\Farm	4bf58dd8d48988d15b941735
Field	\Outdoors & Recreation\Field	4bf58dd8d48988d15f941735
Fishing Spot	\Outdoors & Recreation\Fishing Spot	52e81612bcbc57f1066b7a0f
Forest	\Outdoors & Recreation\Forest	52e81612bcbc57f1066b7a23
Fountain	\Outdoors & Recreation\Fountain	56aa371be4b08b9a8d573547
Garden	\Outdoors & Recreation\Garden	4bf58dd8d48988d15a941735
Gun Range	\Outdoors & Recreation\Gun Range	52e81612bcbc57f1066b7a11
Harbor / Marina	\Outdoors & Recreation\Harbor / Marina	4bf58dd8d48988d1e0941735
Hot Spring	\Outdoors & Recreation\Hot Spring	4bf58dd8d48988d160941735
Indoor Play Area	\Outdoors & Recreation\Indoor Play Area	5744ccdfe4b0c0459246b4b5
Island	\Outdoors & Recreation\Island	50aaa4314b90af0d42d5de10
Lake	\Outdoors & Recreation\Lake	4bf58dd8d48988d161941735
Lighthouse	\Outdoors & Recreation\Lighthouse	4bf58dd8d48988d15d941735
Mountain Hut	\Outdoors & Recreation\Mountain Hut	55a5a1ebe4b013909087cb77
Mountain	\Outdoors & Recreation\Mountain	4eb1d4d54b900d56c88a45fc
National Park	\Outdoors & Recreation\National Park	52e81612bcbc57f1066b7a21
Nature Preserve	\Outdoors & Recreation\Nature Preserve	52e81612bcbc57f1066b7a13
Other Great Outdoors	\Outdoors & Recreation\Other Great Outdoors	4bf58dd8d48988d162941735
Palace	\Outdoors & Recreation\Palace	52e81612bcbc57f1066b7a14
Park	\Outdoors & Recreation\Park	4bf58dd8d48988d163941735
Pedestrian Plaza	\Outdoors & Recreation\Pedestrian Plaza	52e81612bcbc57f1066b7a25
Playground	\Outdoors & Recreation\Playground	4bf58dd8d48988d1e7941735
Plaza	\Outdoors & Recreation\Plaza	4bf58dd8d48988d164941735
Pool	\Outdoors & Recreation\Pool	4bf58dd8d48988d15e941735
Rafting	\Outdoors & Recreation\Rafting	52e81612bcbc57f1066b7a29
Recreation Center	\Outdoors & Recreation\Recreation Center	52e81612bcbc57f1066b7a26
Reservoir	\Outdoors & Recreation\Reservoir	56aa371be4b08b9a8d573541
River	\Outdoors & Recreation\River	4eb1d4dd4b900d56c88a45fd
Rock Climbing Spot	\Outdoors & Recreation\Rock Climbing Spot	50328a4b91d4c4b30a586d6b
Scenic Lookout	\Outdoors & Recreation\Scenic Lookout	4bf58dd8d48988d165941735
Sculpture Garden	\Outdoors & Recreation\Sculpture Garden	4bf58dd8d48988d166941735
Ski Area	\Outdoors & Recreation\Ski Area	4bf58dd8d48988d1e9941735
Apres Ski Bar	\Outdoors & Recreation\Ski Area\Apres Ski Bar	4bf58dd8d48988d1ea941735
Ski Chairlift	\Outdoors & Recreation\Ski Area\Ski Chairlift	4eb1c0ed3b7b52c0e1adc2ea
Ski Chalet	\Outdoors & Recreation\Ski Area\Ski Chalet	4bf58dd8d48988d1ec941735
Ski Lodge	\Outdoors & Recreation\Ski Area\Ski Lodge	4bf58dd8d48988d1eb941735
Ski Trail	\Outdoors & Recreation\Ski Area\Ski Trail	4eb1c0f63b7b52c0e1adc2eb
Stables	\Outdoors & Recreation\Stables	4eb1baf03b7b2c5b1d4306ca
States & Municipalities	\Outdoors & Recreation\States & Municipalities	530e33ccbcbc57f1066bbfe4
City	\Outdoors & Recreation\States & Municipalities\City	50aa9e094b90af0d42d5de0d
County	\Outdoors & Recreation\States & Municipalities\County	5345731ebcbc57f1066c39b2
Country	\Outdoors & Recreation\States & Municipalities\Country	530e33ccbcbc57f1066bbff7
Neighborhood	\Outdoors & Recreation\States & Municipalities\Neighborhood	4f2a25ac4b909258e854f55f
State	\Outdoors & Recreation\States & Municipalities\State	530e33ccbcbc57f1066bbff8
Town	\Outdoors & Recreation\States & Municipalities\Town	530e33ccbcbc57f1066bbff3
Village	\Outdoors & Recreation\States & Municipalities\Village	530e33ccbcbc57f1066bbff9
Summer Camp	\Outdoors & Recreation\Summer Camp	52e81612bcbc57f1066b7a10
Trail	\Outdoors & Recreation\Trail	4bf58dd8d48988d159941735
Tree	\Outdoors & Recreation\Tree	52e81612bcbc57f1066b7a24
Vineyard	\Outdoors & Recreation\Vineyard	4bf58dd8d48988d1de941735
Volcano	\Outdoors & Recreation\Volcano	5032848691d4c4b30a586d61
Waterfall	\Outdoors & Recreation\Waterfall	56aa371be4b08b9a8d573560
Waterfront	\Outdoors & Recreation\Waterfront	56aa371be4b08b9a8d5734c3
Well	\Outdoors & Recreation\Well	4fbc1be21983fc883593e321
Professional & Other Places	\Professional & Other Places	4d4b7105d754a06375d81259
Animal Shelter	\Professional & Other Places\Animal Shelter	4e52d2d203646f7c19daa8ae
Auditorium	\Professional & Other Places\Auditorium	4bf58dd8d48988d173941735
Ballroom	\Professional & Other Places\Ballroom	56aa371be4b08b9a8d5734cf
Building	\Professional & Other Places\Building	4bf58dd8d48988d130941735
Business Center	\Professional & Other Places\Business Center	56aa371be4b08b9a8d573517
Club House	\Professional & Other Places\Club House	52e81612bcbc57f1066b7a35
Community Center	\Professional & Other Places\Community Center	52e81612bcbc57f1066b7a34
Convention Center	\Professional & Other Places\Convention Center	4bf58dd8d48988d1ff931735
Meeting Room	\Professional & Other Places\Convention Center\Meeting Room	4bf58dd8d48988d100941735
Cultural Center	\Professional & Other Places\Cultural Center	52e81612bcbc57f1066b7a32
Distillery	\Professional & Other Places\Distillery	4e0e22f5a56208c4ea9a85a0
Distribution Center	\Professional & Other Places\Distribution Center	52e81612bcbc57f1066b7a37
Event Space	\Professional & Other Places\Event Space	4bf58dd8d48988d171941735
Outdoor Event Space	\Professional & Other Places\Event Space\Outdoor Event Space	56aa371be4b08b9a8d57356a
Factory	\Professional & Other Places\Factory	4eb1bea83b7b6f98df247e06
Fair	\Professional & Other Places\Fair	4eb1daf44b900d56c88a4600
Funeral Home	\Professional & Other Places\Funeral Home	4f4534884b9074f6e4fb0174
Government Building	\Professional & Other Places\Government Building	4bf58dd8d48988d126941735
Capitol Building	\Professional & Other Places\Government Building\Capitol Building	4bf58dd8d48988d12a941735
City Hall	\Professional & Other Places\Government Building\City Hall	4bf58dd8d48988d129941735
Courthouse	\Professional & Other Places\Government Building\Courthouse	4bf58dd8d48988d12b941735
Embassy / Consulate	\Professional & Other Places\Government Building\Embassy / Consulate	4bf58dd8d48988d12c951735
Fire Station	\Professional & Other Places\Government Building\Fire Station	4bf58dd8d48988d12c941735
Monument / Landmark	\Professional & Other Places\Government Building\Monument / Landmark	4bf58dd8d48988d12d941735
Police Station	\Professional & Other Places\Government Building\Police Station	4bf58dd8d48988d12e941735
Town Hall	\Professional & Other Places\Government Building\Town Hall	52e81612bcbc57f1066b7a38
Industrial Estate	\Professional & Other Places\Industrial Estate	56aa371be4b08b9a8d5734d7
Laboratory	\Professional & Other Places\Laboratory	5744ccdfe4b0c0459246b4d6
Library	\Professional & Other Places\Library	4bf58dd8d48988d12f941735
