venue	lon	lat	category	user	year	doy	dow	hour	txt
The Claddagh Irish Pub	-79.9647	40.4281	NA	ashraylavsi	2014	116	6	5	I'm at Claddagh Irish Pub w/
The Claddagh Irish Pub	-79.9647	40.4281	NA	Pee_Jay_C	2014	131	0	0	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	148	3	1	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	158	6	21	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	MacK_Czarnecki	2014	171	5	20	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	blong0108	2014	177	4	15	I'm at Claddagh Irish Pub (Pittsburgh, PA) w/ 8 others
The Claddagh Irish Pub	-79.9647	40.4281	NA	siggy_19	2014	177	4	16	I'm at Claddagh Irish Pub (Pittsburgh, PA) w/ 10 others
The Claddagh Irish Pub	-79.9647	40.4281	NA	mzeltsru	2014	177	4	17	I'm at Claddagh Irish Pub (Pittsburgh, PA) w/ 14 others
The Claddagh Irish Pub	-79.9647	40.4281	NA	Mairalima09	2014	182	2	3	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	sprout3292	2014	185	5	4	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	sprout3292	2014	187	0	18	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2014	189	2	21	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	KrystleHolleman	2014	201	0	0	I'm at Claddagh Irish Pub (Pittsburgh, PA)
The Claddagh Irish Pub	-79.9647	40.4281	NA	FrangipaniAni	2014	286	1	22	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	MacK_Czarnecki	2015	51	5	16	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2015	80	6	16	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2015	159	1	22	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2015	181	2	23	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	JIMMYT_MCFC	2015	186	0	21	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	LittleJanelle	2015	207	0	17	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	nonchalantdj	2015	235	0	1	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	Tonygrass327	2015	235	0	1	I'm at Claddagh Irish Pub in Pittsburgh, PA w/
The Claddagh Irish Pub	-79.9647	40.4281	NA	FrangipaniAni	2015	269	6	2	I'm at Claddagh Irish Pub in Pittsburgh, PA
The Claddagh Irish Pub	-79.9647	40.4281	NA	LiLMo7ammed	2015	157	6	21	Just posted a photo The Claddagh - Pittsburgh
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	ThisOtherJoe	2014	24	5	12	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	30	4	16	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	idreamoftravel	2014	53	6	17	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	58	4	15	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	J_Anthony_	2014	89	0	18	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	91	2	15	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	tashiaw	2014	95	6	19	I'm at Carnegie Library Of Pittsburgh (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	timparenti	2014	99	3	23	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	105	2	16	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	128	4	13	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	joncmu	2014	150	5	20	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	155	3	14	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	bginley	2014	165	6	17	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	joncmu	2014	172	6	19	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	pastordayton	2014	199	5	0	I'm at Carnegie Library Of Pittsburgh - (Pittsburgh, PA)
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	talesfromtrish	2014	222	0	18	I'm at Carnegie Library Of Pittsburgh - in Pittsburgh, PA
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	SWSondheimer	2014	247	4	14	I'm at Carnegie Library Of Pittsburgh - in Pittsburgh, PA
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	Naranja_s	2015	99	4	15	I'm at Of Pittsburgh in Pittsburgh, PA
Carnegie Library Of Pittsburgh	-79.9509	40.4427	NA	dshank92	2015	179	0	18	I'm at Of Pittsburgh in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	the_vic_mik	2014	33	0	3	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	Nikki14ek	2014	39	6	3	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	BurghJacks	2014	43	3	17	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	gelaterrano	2014	48	1	2	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	gelaterrano	2014	54	0	4	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	philsy28	2014	68	0	1	I'm at Rivertowne North Shore (Pittsburgh, PA) w/ 3 others
Rivertowne North Shore	-80.0105	40.4458	NA	chelsrice21	2014	68	0	4	I'm at Rivertowne North Shore w/
Rivertowne North Shore	-80.0105	40.4458	NA	ChristiKusic	2014	90	1	20	I'm at Rivertowne North Shore (Pittsburgh, PA) w/ 3 others
Rivertowne North Shore	-80.0105	40.4458	NA	jasondensmore	2014	94	5	22	I'm at Rivertowne North Shore (Pittsburgh, PA) w/ 2 others
Rivertowne North Shore	-80.0105	40.4458	NA	BurghJacks	2014	107	4	16	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	gelaterrano	2014	117	0	4	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	gelaterrano	2014	138	0	5	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	gelaterrano	2014	146	1	20	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	BAVars914	2014	153	1	2	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	BAVars914	2014	185	5	18	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	gelaterrano	2014	193	6	3	I'm at Rivertowne North Shore (Pittsburgh, PA)
Rivertowne North Shore	-80.0105	40.4458	NA	bssheckler	2014	202	1	0	I'm at Rivertowne North Shore (Pittsburgh, PA) w/ 3 others
Rivertowne North Shore	-80.0105	40.4458	NA	Cliqueasaurus	2014	324	4	23	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	Torborrrr7	2014	364	2	2	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	Morgan24Lynn	2015	42	3	17	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	BurghBeerGuy	2015	156	5	21	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	jordank66	2015	185	6	20	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	dthomson729	2015	224	3	22	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	meetjenn	2015	227	6	2	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	OberleyCreative	2015	227	6	16	I'm at Rivertowne North Shore in Pittsburgh, PA
Rivertowne North Shore	-80.0105	40.4458	NA	shannonleigh11	2015	275	5	20	I'm at Rivertowne North Shore in Pittsburgh, PA
Family Dollar	-79.9336	40.4946	NA	IPhillyBoy2011	2014	107	4	17	I'm at Family Dollar - (Sharpsburg, PA)
J & J's Family Restaurant & Catering	-80.0072	40.4295	NA	JAManfredi	2014	54	0	17	I'm at J &amp; J's Family Restaurant &amp; Catering (Pittsburgh, PA)
J & J's Family Restaurant & Catering	-80.0072	40.4295	NA	JannaMarie16	2014	137	6	15	I'm at J &amp; J's Family Restaurant &amp; Catering (Pittsburgh, PA)
J & J's Family Restaurant & Catering	-80.0072	40.4295	NA	JAManfredi	2014	215	0	14	I'm at J &amp; J's Family Restaurant &amp; Catering in Pittsburgh, PA
South Hills Car Store	-80.0837	40.4102	NA	IPhillyBoy2011	2014	134	3	12	I'm at South Hills Car Store (Carnegie, PA)
Rizzo's Margaritaville	-79.9746	40.4284	NA	Njoyableme	2014	74	6	21	I'm at Rizzo's Margaritaville (Pittsburgh, PA)
Rizzo's Margaritaville	-79.9746	40.4284	NA	beyonskeez	2014	82	0	2	I'm at Rizzo's Margaritaville (Pittsburgh, PA)
Brrat's Deli	-79.8914	40.4236	NA	Twism44	2015	233	5	23	I'm at Brrat's Deli in Swissvale, PA
Brrat's Deli	-79.8914	40.4236	NA	Twism44	2015	247	5	21	I'm at Brrat's Deli in Swissvale, PA
Rohrich Mazda PGH	-80.0300	40.3975	NA	danpoteste	2014	69	1	22	I'm at Rohrich Mazda PGH (Pittsburgh, PA)
McNeilly Manor	-80.0291	40.3915	NA	JohnnyStLethal	2014	306	0	23	Just posted a photo McNeilly Manor
McNeilly Manor	-80.0291	40.3915	NA	JohnnyStLethal	2014	336	2	4	Just posted a photo McNeilly Manor
McNeilly Manor	-80.0291	40.3915	NA	JohnnyStLethal	2014	359	4	7	Just posted a photo McNeilly Manor
McNeilly Manor	-80.0291	40.3915	NA	JohnnyStLethal	2015	15	4	1	Just posted a photo McNeilly Manor
The Garage At Bakery Square	-79.9160	40.4571	NA	RandPitt	2014	85	3	12	I'm at The Garage At Bakery Square (Pittsburgh, PA)
Diamond Pizza	-80.0045	40.4473	NA	SohmerAutumn	2014	50	3	17	I'm at Diamond Pizza (Pittsburgh, PA)
Diamond Pizza	-80.0045	40.4473	NA	BurghJacks	2014	114	4	16	I'm at Diamond Pizza (Pittsburgh, PA)
Diamond Pizza	-80.0045	40.4473	NA	BurghJacks	2014	126	2	16	I'm at Diamond Pizza (Pittsburgh, PA)
Diamond Pizza	-80.0045	40.4473	NA	BurghJacks	2014	196	2	16	I'm at Diamond Pizza (Pittsburgh, PA)
Games Unlimited	-79.9231	40.4332	NA	SetsuntaMew	2014	168	2	17	I'm at Games Unlimited (Pittsburgh, PA)
my couch	-79.9920	40.3780	NA	JasonSudbury	2014	194	0	18	I'm at my couch (pittsburgh,, PA)
my couch	-79.9920	40.3780	NA	JasonSudbury	2014	339	5	6	I'm at my couch in pittsburgh,, PA
Downtown Pgh	-79.9976	40.4415	NA	mistertug	2014	117	0	0	Just posted a photo Downtown Pgh
Downtown Pgh	-79.9976	40.4415	NA	luket0ner_	2015	196	3	21	Just posted a photo Downtown Pgh
Downtown Pgh	-79.9976	40.4415	NA	luket0ner_	2015	199	6	23	Just posted a photo Downtown Pgh
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	OneTribeEnt	2014	225	3	15	I'm at Downtown Pittsburgh in Pittsburgh, PA w/
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	BigGunz_	2015	99	4	12	I'm at Hotel Monaco Pittsburgh - A Kimpton Hotel - in Pittsburgh, PA
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	BigGunz_	2015	142	5	21	I'm at Hotel Monaco Pittsburgh - A Kimpton Hotel - in Pittsburgh, PA
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	jppritchard	2015	179	0	21	I'm at Hotel Monaco Pittsburgh - A Kimpton Hotel - in Pittsburgh, PA
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	LMWoellert	2015	199	6	19	I'm at Hotel Monaco Pittsburgh - A Kimpton Hotel - in Pittsburgh, PA
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	OberleyCreative	2015	233	5	20	I'm at Hotel Monaco Pittsburgh - A Kimpton Hotel - in Pittsburgh, PA
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Thea_Mae	2015	238	3	23	I'm at Hotel Monaco Pittsburgh - A Kimpton Hotel - in Pittsburgh, PA
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	smithwhitney	2014	82	0	20	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	stephenwildenyc	2014	100	4	17	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Hijo_d_afrique	2014	120	3	22	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	marykleigerrr	2014	148	3	20	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	C_Treaddds	2014	157	5	17	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Lysssaaa_xo	2014	180	0	16	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	TinaQuinnMarie	2014	185	5	16	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	emmapenrod	2014	187	0	1	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	alharethAj	2014	196	2	18	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Urbindex	2014	206	5	17	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	mani_balan	2014	214	6	15	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	bhhenrique	2014	242	6	13	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	DrDMBusch_DMDPA	2014	244	1	21	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	acideater	2014	319	6	16	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	jenwarner2012	2014	323	3	8	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	jenwarner2012	2014	323	3	8	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	george_birman	2015	46	0	15	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Kobaltblu13	2015	46	0	21	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Kobaltblu13	2015	46	0	21	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	george_birman	2015	47	1	13	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Kobaltblu13	2015	48	2	4	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	beefstu325	2015	65	5	2	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	jbalinski	2015	68	1	0	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	dnywlsh	2015	76	2	12	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Domi_DooWop	2015	79	5	15	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	danny_pods	2015	87	6	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	d7ooom184	2015	116	0	21	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	mattmetrovich	2015	117	1	0	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	mattmetrovich	2015	118	2	19	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	schtar	2015	143	6	20	Just posted a photo Hotel Monaco Pittsburgh - A Kimpton Hotel
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	DarylkMapson	2015	151	0	22	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	des_santo	2015	151	0	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	theramirez21	2015	196	3	20	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	camweinert	2015	199	6	17	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	gillygillyboy	2015	202	2	21	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	NJLansberry	2015	205	5	3	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	navajoo__	2015	234	6	22	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	rnfgio	2015	235	0	22	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Sdronez	2015	241	6	20	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	oooojoooo	2015	242	0	2	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	navajoo__	2015	242	0	4	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	HaidyAlva	2015	251	2	0	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Joriiea	2015	257	1	18	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Conk36	2015	263	0	22	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	Revo_lutionMan	2015	265	2	4	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	tessfalcone	2015	267	4	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	asouljalykeme	2015	268	5	3	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	yungxtuna	2015	268	5	13	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	tone724	2015	269	6	6	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	tone724	2015	269	6	6	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	tone724	2015	269	6	6	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	hannah_mowod	2015	269	6	20	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	krisciesielka	2015	269	6	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	KadieCarrigan	2015	270	0	2	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	channing563	2015	270	0	5	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	kaittmorris	2015	270	0	15	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	zuni315	2015	270	0	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	zuni315	2015	270	0	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	hbswampy	2015	271	1	22	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	LegacyAvenue	2015	272	2	16	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	LegacyAvenue	2015	272	2	16	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	dj_two	2015	273	3	4	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	LegacyAvenue	2015	273	3	19	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	LegacyAvenue	2015	274	4	20	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	LegacyAvenue	2015	275	5	21	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	jennadiplacido	2015	277	0	23	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh Central Downtown Historic District	-79.9967	40.4414	NA	mgamberdelli3	2015	278	1	2	Just posted a photo Pittsburgh, Pennsylvania
