venue	lon	lat	senti	txt
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Integrated Fitness_1	-79.9859	40.4294	0.259	I'm at Integrated Fitness - in Pittsburgh, PA
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Clear Channel Communications	-80.0493	40.4209	0.245	I'm at Clear Channel Communications (DVE Building) (Pittsburgh, PA)
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Sweet Dreamland	-79.8801	40.4086	0.333	I'm at Sweet Dreamland in Rankin, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for JD McPherson, Jake La Botz, Slim Forsythe in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.184	I'm at Mr. Smalls Theatre for Clean Bandit, Roman Gianarthur in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.184	I'm at Mr. Smalls Theatre for Clean Bandit, Roman Gianarthur in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for Say Anything (Millvale, PA) w/ 6 others
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for Jenny Lewis (Millvale, PA) w/ 11 others
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for Future Islands, Operators in Millvale, PA w/ 6 others
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for Lil Dicky, DJ Omega in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.180	I'm at Mr. Smalls Theatre for Ok Go in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.180	I'm at Mr. Smalls Theatre for Ok Go in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	-0.189	I'm at Mr. Smalls Theatre for Pentagram, Radio Moscow, Bang and Kings Destroy in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for Mae and Young Fox in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.091	I'm at Mr. Smalls Theatre for Motion City Soundtrack, Hit the Lights and Team Spirit in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.091	I'm at Mr. Smalls Theatre for Motion City Soundtrack, Hit the Lights and Team Spirit in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.091	I'm at Mr. Smalls Theatre for Motion City Soundtrack, Hit the Lights and Team Spirit in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for Machine Head in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for The New Pornographers, Jaill in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for The New Pornographers, Jaill in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	0.000	I'm at Mr. Smalls Theatre for The New Pornographers, Jaill in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	-0.133	I'm at Mr. Smalls Theatre for Jukebox the Ghost, Little Daylight, Secret Someones in Millvale, PA
Mr. Smalls Theatre	-79.9723	40.4808	-0.161	I'm at Mr. Smalls Theatre for Jukebox the Ghost, Little Daylight, Secret Someones
