venue	txt	lon	lat	user	year	doy	dow	hour	senti_val
Garfield (Pittsburgh)	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh)	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh)	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh)	-79.9400	40.4670	Tg0d2	2015	233	5	3	0.000	Just posted a photo Garfield (Pittsburgh)
VILLAGE TAVERN &amp; TRATTORIA	-80.0339	40.4414	ThisisAnnaG	2015	235	0	3	0.000	Just posted a photo VILLAGE TAVERN &amp; TRATTORIA
VILLAGE TAVERN &amp; TRATTORIA	-80.0339	40.4414	ThisisAnnaG	2015	235	0	3	0.000	Just posted a photo VILLAGE TAVERN &amp; TRATTORIA
Happy 4th	-79.9714	40.3769	Lesley_Murrio	2015	186	0	2	0.481	Just posted a photo Happy 4th
Happy 4th	-79.9714	40.3769	Lesley_Murrio	2015	186	0	2	0.481	Just posted a photo Happy 4th
Happy 4th	-79.9714	40.3769	Lesley_Murrio	2015	186	0	2	0.481	Just posted a photo Happy 4th
Happy 4th	-79.9714	40.3769	Lesley_Murrio	2015	186	0	2	0.481	Just posted a photo Happy 4th
Brottier Hall	-79.9933	40.4375	the_Nard_Dog_	2015	186	0	10	0.000	Just posted a photo Brottier Hall
Brottier Hall	-79.9933	40.4375	amanda_bigi	2015	242	0	1	0.000	Just posted a photo Brottier Hall
Brottier Hall	-79.9933	40.4375	amanda_bigi	2015	242	0	1	0.000	Just posted a photo Brottier Hall
10th St. Bridge	-79.9885	40.4297	chintankamin	2015	179	0	21	0.000	Just posted a photo 10th St. Bridge
Wendy's	-79.9375	40.4569	DAONEATL	2014	58	4	6	0.000	Just posted a photo Wendy's
Wendy's	-79.9375	40.4569	DAONEATL	2014	58	4	6	0.000	Just posted a photo Wendy's
Emerald View Park on Grandview	-80.0235	40.4387	JoshLouie	2014	153	1	23	0.000	Just posted a photo Emerald View Park on Grandview
Penzeys Spices	-79.9853	40.4503	freebirdpaperie	2014	215	0	18	0.000	Just posted a photo Penzeys Spices
That Bathroom Scene	-79.9551	40.4436	julieee_o	2015	183	4	19	0.000	Just posted a photo That Bathroom Scene
That Bathroom Scene	-79.9551	40.4436	julieee_o	2015	183	4	19	0.000	Just posted a photo That Bathroom Scene
Cure	-79.9512	40.4828	Orangechairblog	2014	74	6	22	0.000	Just posted a photo Cure
Bar Marco	-79.9817	40.4526	tashiaw	2014	95	6	15	0.000	Just posted a photo Bar Marco
Bar Marco	-79.9816	40.4525	zanndtorre	2015	269	6	0	0.000	Just posted a photo Bar Marco
Bar Marco	-79.9816	40.4525	zanndtorre	2015	269	6	0	0.000	Just posted a photo Bar Marco
Bar Marco	-79.9817	40.4526	tashiaw	2014	95	6	15	0.000	Just posted a photo Bar Marco
Bar Marco	-79.9817	40.4526	tashiaw	2014	95	6	15	0.000	Just posted a photo Bar Marco
Bar Marco	-79.9817	40.4526	tashiaw	2014	95	6	15	0.000	Just posted a photo Bar Marco
Carnegie Library of Homestead	-79.9032	40.4073	techburgh	2014	340	6	22	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9032	40.4073	techburgh	2014	340	6	22	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9031	40.4072	techburgh	2015	10	6	18	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9029	40.4070	techburgh	2015	306	1	17	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9032	40.4073	techburgh	2014	340	6	22	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9032	40.4073	techburgh	2014	340	6	22	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9031	40.4072	techburgh	2015	10	6	18	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9032	40.4073	techburgh	2014	340	6	22	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9032	40.4073	techburgh	2014	340	6	22	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9031	40.4072	techburgh	2015	10	6	18	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9029	40.4070	techburgh	2015	117	1	16	0.000	Just posted a photo Carnegie Library of Homestead
Carnegie Library of Homestead	-79.9029	40.4070	techburgh	2015	117	1	15	0.000	Just posted a photo Carnegie Library of Homestead
Luke Wholey's Wild Alaskan Grille	-79.9829	40.4518	FLAWLESSBYQI	2014	192	5	1	0.000	Just posted a photo Luke Wholey's Wild Alaskan Grille
Luke Wholey's Wild Alaskan Grille	-79.9829	40.4518	BenzaBurgh	2014	132	1	3	0.000	Just posted a photo Luke Wholey's Wild Alaskan Grille
Luke Wholey's Wild Alaskan Grille	-79.9827	40.4517	BenZhye	2015	241	6	23	0.000	Just posted a photo Luke Wholey's Wild Alaskan Grille
Luke Wholey's Wild Alaskan Grille	-79.9827	40.4517	BenZhye	2015	241	6	23	0.000	Just posted a photo Luke Wholey's Wild Alaskan Grille
AMC Waterfront 22	-79.9180	40.4068	techburgh	2015	144	0	21	0.000	Just posted a photo AMC Waterfront 22
AMC Waterfront 22	-79.9180	40.4068	techburgh	2015	144	0	21	0.000	Just posted a photo AMC Waterfront 22
North Side, Pittsburgh, Pennsylvania	-80.0184	40.4689	JoshLouie	2014	184	4	2	0.000	Just posted a photo North Side, Pittsburgh, Pennsylvania
North Side, Pittsburgh, Pennsylvania	-80.0286	40.4706	coolc_412	2015	187	1	2	0.000	Just posted a photo North Side, Pittsburgh, Pennsylvania
North Side, Pittsburgh, Pennsylvania	-80.0286	40.4706	coolc_412	2015	187	1	2	0.000	Just posted a photo North Side, Pittsburgh, Pennsylvania
North Side, Pittsburgh, Pennsylvania	-80.0286	40.4706	coolc_412	2015	187	1	2	0.000	Just posted a photo North Side, Pittsburgh, Pennsylvania
North Side, Pittsburgh, Pennsylvania	-80.0286	40.4706	coolc_412	2015	187	1	2	0.000	Just posted a photo North Side, Pittsburgh, Pennsylvania
TGI Friday's - Consol Energy	-79.9901	40.4389	coolc_412	2015	110	1	22	0.259	Just posted a photo TGI Friday's - Consol Energy
Swissvale, Pittsburgh, Pennsylvania	-79.8883	40.4171	MsRikkiDay	2015	236	1	10	0.000	Just posted a photo Swissvale, Pittsburgh, Pennsylvania
Station Square	-80.0050	40.4338	maddylafferty	2015	145	1	20	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	NJLansberry	2015	299	1	23	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	NJLansberry	2015	299	1	23	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	NJLansberry	2015	300	2	1	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	Linnerkinz	2015	193	0	5	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	jaszrae65	2015	193	0	22	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	Linnerkinz	2015	193	0	5	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	jaszrae65	2015	193	0	22	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	NadineLister	2015	243	1	13	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	raydugan	2015	249	0	19	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	chuck629	2015	260	4	14	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	maddylafferty	2015	145	1	20	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	Linnerkinz	2015	193	0	5	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	jaszrae65	2015	193	0	22	0.000	Just posted a photo Station Square
Station Square	-80.0050	40.4338	chuck629	2015	260	4	14	0.000	Just posted a photo Station Square
Howard's Park Place Pub	-79.8944	40.4411	remingtonbrooks	2014	89	0	21	0.000	Just posted a photo Howard's Park Place Pub
Point State Park	-80.0088	40.4416	SledFanatic	2015	198	5	22	0.000	Just posted a photo Point State Park
Point State Park	-80.0089	40.4416	o0LH0o	2015	159	1	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	gigs412	2015	310	5	1	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	marekhajn	2015	306	1	22	0.000	Just posted a photo Point State Park
Point State Park	-80.0069	40.4413	moneyequalsfame	2014	151	6	17	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4412	letmebriuadrank	2014	146	1	15	0.000	Just posted a photo Point State Park
Point State Park	-80.0089	40.4416	o0LH0o	2015	159	1	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0089	40.4416	adriannejooo	2015	161	3	1	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	janefiddler	2015	265	2	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0074	40.4394	djakehayes	2014	306	0	16	0.000	Just posted a photo Point State Park
Point State Park	-80.0074	40.4394	ShawGalleries	2014	183	3	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	ae_dodds	2015	185	6	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	JustinBinion	2015	186	0	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4412	johntarasi	2014	144	6	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4412	SilasOrteza	2014	134	3	22	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	elysasanchez	2014	124	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	elysasanchez	2014	124	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	vmiazaki	2014	193	6	18	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	rjschmidt	2014	204	3	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	ScottRoth60	2014	243	0	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	ang_xo	2014	186	6	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	oshwa_	2014	186	6	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	olgraceful	2014	165	6	19	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	techburgh	2014	166	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0069	40.4414	gabby_ooyoah	2014	164	5	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0069	40.4414	JWinHappyValley	2014	164	5	22	0.000	Just posted a photo Point State Park
Point State Park	-80.0079	40.4416	DJTMI	2014	40	0	2	0.000	Just posted a photo Point State Park
Point State Park	-80.0079	40.4416	DJTMI	2014	40	0	2	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	_cdanthony	2015	248	6	4	0.000	Just posted a photo Point State Park
Point State Park	-80.0074	40.4394	djakehayes	2014	306	0	16	0.000	Just posted a photo Point State Park
Point State Park	-80.0074	40.4394	ShawGalleries	2014	183	3	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0074	40.4394	djakehayes	2014	306	0	16	0.000	Just posted a photo Point State Park
Point State Park	-80.0074	40.4394	ShawGalleries	2014	183	3	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0090	40.4417	nicolerenee246	2015	92	4	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0090	40.4417	hopebeach	2015	143	6	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	gjhead	2015	183	4	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	ae_dodds	2015	185	6	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	JustinBinion	2015	186	0	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	gjhead	2015	183	4	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	ae_dodds	2015	185	6	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	JustinBinion	2015	186	0	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	ae_dodds	2015	185	6	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	JustinBinion	2015	186	0	3	0.000	Just posted a photo Point State Park
Point State Park	-80.0090	40.4417	nicolerenee246	2015	92	4	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	janefiddler	2015	265	2	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	capturedid	2015	226	5	13	0.000	Just posted a photo Point State Park
Point State Park	-80.0088	40.4416	_Airss	2015	236	1	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0070	40.4411	techburgh	2014	166	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0090	40.4417	JoshLouie	2015	56	3	23	0.000	Just posted a photo Point State Park
Point State Park	-80.0067	40.4412	DanielleLFest	2014	164	5	13	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	elysasanchez	2014	124	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0069	40.4413	bdarby402	2014	112	2	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	ladymarge	2014	109	6	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0067	40.4412	DanielleLFest	2014	164	5	13	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	elysasanchez	2014	124	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0069	40.4413	bdarby402	2014	112	2	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	ladymarge	2014	109	6	20	0.000	Just posted a photo Point State Park
Point State Park	-80.0067	40.4412	DanielleLFest	2014	164	5	13	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	elysasanchez	2014	124	0	0	0.000	Just posted a photo Point State Park
Point State Park	-80.0069	40.4413	bdarby402	2014	112	2	21	0.000	Just posted a photo Point State Park
Point State Park	-80.0075	40.4412	ladymarge	2014	109	6	20	0.000	Just posted a photo Point State Park
St. Joseph's Church	-79.9497	40.4620	AleitaH	2015	191	5	2	0.000	Just posted a photo St. Joseph's Church
St. Joseph's Church	-79.9497	40.4620	AleitaH	2015	191	5	2	0.000	Just posted a photo St. Joseph's Church
St. Joseph's Church	-79.9497	40.4620	AleitaH	2015	191	5	2	0.000	Just posted a photo St. Joseph's Church
Benedum Center For The Performing Arts	-79.9997	40.4430	issydacre	2014	67	6	7	0.000	Just posted a photo Benedum Center For The Performing Arts
Benedum Center For The Performing Arts	-79.9997	40.4430	becsmccart	2014	36	3	4	0.000	Just posted a photo Benedum Center For The Performing Arts
Benedum Center For The Performing Arts	-79.9997	40.4430	LittleJanelleS	2014	47	0	19	0.000	Just posted a photo Benedum Center For The Performing Arts
Heinz Field - Mexican Suite	-79.8925	40.3972	BenzaBurgh	2014	307	1	3	0.000	Just posted a photo Heinz Field - Mexican Suite
Heinz Field - Mexican Suite	-79.8925	40.3972	BenzaBurgh	2014	307	1	3	0.000	Just posted a photo Heinz Field - Mexican Suite
Berean Fellowship Church	-80.0886	40.3692	KenGott1	2014	68	0	0	0.000	Just posted a photo Berean Fellowship Church
BOOM Concepts	-79.9414	40.4650	WhoIsMakayla	2014	185	5	2	0.000	Just posted a photo BOOM Concepts
Summerset at Frick Park (Pittsburgh, PA)	-79.9163	40.4195	eliglazier	2014	222	0	3	0.000	Just posted a photo Summerset at Frick Park (Pittsburgh, PA)
Summerset at Frick Park (Pittsburgh, PA)	-79.9163	40.4195	eliglazier	2014	222	0	3	0.000	Just posted a photo Summerset at Frick Park (Pittsburgh, PA)
Summerset at Frick Park (Pittsburgh, PA)	-79.9163	40.4195	eliglazier	2014	222	0	3	0.000	Just posted a photo Summerset at Frick Park (Pittsburgh, PA)
Biergarten Hotel Monaco	-79.9963	40.4415	I_AmOfTheTower	2015	157	6	23	0.000	Just posted a photo Biergarten Hotel Monaco
ShalerHeinz Field	-80.0169	40.4477	tfranc_04	2014	298	6	23	0.000	Just posted a photo ShalerHeinz Field
ShalerHeinz Field	-80.0169	40.4477	tfranc_04	2014	298	6	23	0.000	Just posted a photo ShalerHeinz Field
Great Allegheny Passage	-79.9186	40.4081	stynyr	2015	242	0	12	0.451	Just posted a photo Great Allegheny Passage
Great Allegheny Passage	-79.9186	40.4081	stynyr	2015	242	0	12	0.451	Just posted a photo Great Allegheny Passage
Great Allegheny Passage	-79.9186	40.4081	stynyr	2015	242	0	12	0.451	Just posted a photo Great Allegheny Passage
Great Allegheny Passage	-79.9186	40.4081	stynyr	2015	242	0	12	0.451	Just posted a photo Great Allegheny Passage
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	185	6	1	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	ddickison	2015	186	0	0	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	186	0	2	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9722	40.4589	EmilyKulaa	2014	178	5	3	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	185	6	1	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	ddickison	2015	186	0	0	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	186	0	2	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	185	6	1	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	ddickison	2015	186	0	0	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	186	0	2	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9722	40.4589	EmilyKulaa	2014	178	5	3	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9722	40.4589	EmilyKulaa	2014	178	5	3	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	185	6	1	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	ddickison	2015	186	0	0	0.000	Just posted a photo Bayardstown Social Club
Bayardstown Social Club	-79.9723	40.4589	DoriIsRad	2015	186	0	2	0.000	Just posted a photo Bayardstown Social Club
Pittsburgh, PA	-80.0765	40.4816	iFredLee	2014	59	5	23	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-80.0765	40.4817	lindydawnn	2014	68	0	21	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-79.9948	40.4417	Eye9Five	2014	109	6	22	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-80.0765	40.4816	iFredLee	2014	59	5	23	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-80.0765	40.4817	lindydawnn	2014	68	0	21	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-79.9290	40.4359	libho2	2015	116	0	17	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-79.9290	40.4359	libho2	2015	116	0	17	0.000	Just posted a photo Pittsburgh, PA
Pittsburgh, PA	-79.9878	40.4363	Liv_Kappler	2015	112	3	17	0.000	Just posted a photo Pittsburgh, PA
Marty's Market, LLC	-79.9822	40.4537	BenzaBurgh	2014	109	6	3	0.000	Just posted a photo Marty's Market, LLC
piano slave for NHS	-79.9987	40.3684	petalfever	2015	119	3	21	0.000	Just posted a photo piano slave for NHS
Orangetheory Fitness Pittsburgh- East End	-79.9271	40.4624	renee_c_s24	2015	268	5	11	0.231	Just posted a photo Orangetheory Fitness Pittsburgh- East End
Orangetheory Fitness Pittsburgh- East End	-79.9271	40.4624	renee_c_s24	2015	268	5	11	0.231	Just posted a photo Orangetheory Fitness Pittsburgh- East End
The Warhol: Store	-80.0021	40.4486	BenzaBurgh	2014	81	6	3	0.000	Just posted a photo The Warhol: Store
The Warhol: Store	-80.0021	40.4486	BenzaBurgh	2014	81	6	3	0.000	Just posted a photo The Warhol: Store
The Warhol: Store	-80.0021	40.4486	BenzaBurgh	2014	81	6	3	0.000	Just posted a photo The Warhol: Store
The Zenith	-79.9689	40.4267	xoRogerHarvey	2014	82	0	16	0.000	Just posted a photo The Zenith
HBD to myself 	-80.0700	40.4414	autautautumn_	2015	97	2	20	0.000	Just posted a photo HBD to myself 
Contemporary Craft	-79.9843	40.4524	NicolePeeler	2015	159	1	17	0.000	Just posted a photo Contemporary Craft
Contemporary Craft	-79.9843	40.4524	NicolePeeler	2015	159	1	17	0.000	Just posted a photo Contemporary Craft
Contemporary Craft	-79.9843	40.4524	NicolePeeler	2015	159	1	17	0.000	Just posted a photo Contemporary Craft
Nico's Recovery Room	-79.9489	40.4636	badley_bratt	2014	161	2	4	0.000	Just posted a photo Nico's Recovery Room
Beeler	-79.9346	40.4454	PKsDancingGirl	2014	67	6	16	0.000	Just posted a photo Beeler
Church Brew Works	-79.9645	40.4620	2Steffs	2014	123	6	17	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	2Steffs	2014	123	6	17	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	faithbarnett	2014	179	6	16	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	EliseRP	2014	138	0	23	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	faithbarnett	2014	179	6	16	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	EliseRP	2014	138	0	23	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	faithbarnett	2014	179	6	16	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	EliseRP	2014	138	0	23	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	faithbarnett	2014	179	6	16	0.000	Just posted a photo Church Brew Works
Church Brew Works	-79.9645	40.4620	EliseRP	2014	138	0	23	0.000	Just posted a photo Church Brew Works
Excuses Bar &amp; Grill	-79.9687	40.4274	DrZpresents	2015	100	5	4	0.000	Just posted a photo Excuses Bar &amp; Grill
hub	-79.9851	40.4372	BLASTED_	2015	78	4	3	0.000	Just posted a photo hub
Compact Cars of Pittsburgh	-80.0006	40.4009	emily4732	2015	159	1	0	0.000	Just posted a photo Compact Cars of Pittsburgh
Compact Cars of Pittsburgh	-80.0006	40.4009	emily4732	2015	159	1	0	0.000	Just posted a photo Compact Cars of Pittsburgh
City View Apartments	-79.9864	40.4401	ALi__Jawad	2015	281	4	18	0.000	Just posted a photo City View Apartments
City View Apartments	-79.9864	40.4401	ALi__Jawad	2015	281	4	18	0.000	Just posted a photo City View Apartments
City View Apartments	-79.9864	40.4401	ALi__Jawad	2015	281	4	18	0.000	Just posted a photo City View Apartments
Bates Hill Apartments	-79.9527	40.4391	NJLansberry	2015	115	6	1	0.000	Just posted a photo Bates Hill Apartments
Bates Hill Apartments	-79.9527	40.4391	NJLansberry	2015	115	6	1	0.000	Just posted a photo Bates Hill Apartments
A To Z Highland Park	-79.9156	40.4738	AtoZcomm	2015	151	0	18	0.000	Just posted a photo A To Z Highland Park
A To Z Highland Park	-79.9156	40.4738	AtoZcomm	2015	151	0	18	0.000	Just posted a photo A To Z Highland Park
A To Z Highland Park	-79.9156	40.4738	AtoZcomm	2015	151	0	18	0.000	Just posted a photo A To Z Highland Park
East Liberty	-79.9225	40.4605	ShawGalleries	2014	81	6	13	0.459	Just posted a photo East Liberty
East Liberty	-79.9225	40.4605	ShawGalleries	2014	81	6	13	0.459	Just posted a photo East Liberty
Tilted Kilt Pittsburgh	-80.0107	40.4459	SevTST	2014	111	1	22	0.000	Just posted a photo Tilted Kilt Pittsburgh
Tilted Kilt Pittsburgh	-80.0107	40.4459	SevTST	2014	111	1	22	0.000	Just posted a photo Tilted Kilt Pittsburgh
Tilted Kilt Pittsburgh	-80.0109	40.4459	campuscop2003	2015	284	0	21	0.000	Just posted a photo Tilted Kilt Pittsburgh
PNC Park	-80.0060	40.4471	viennahowat	2015	195	2	2	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	sv980906	2015	203	3	16	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	_MadisonMastro	2015	206	6	22	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	serenafarrell	2015	207	0	0	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	BWat_44	2015	207	0	0	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	Emhartt	2014	199	5	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	ajseidel	2014	200	6	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	diannaconte	2014	208	0	4	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	cew132	2014	222	0	17	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	katiepesci	2014	242	6	0	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	jeffreyjseaman	2014	243	0	2	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	heshphoto	2014	272	1	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	DevinValentine3	2014	186	6	15	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	jeanne_boggs	2014	164	5	1	0.000	Just posted a photo PNC Park
PNC Park	-80.0063	40.4472	JoeDRobinson4	2014	158	6	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0056	40.4469	MJHNova	2014	38	5	20	0.000	Just posted a photo PNC Park
PNC Park	-80.0056	40.4469	loomis31	2014	92	3	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	billserpe	2015	143	6	21	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	aaronbukovsky	2015	144	0	18	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	z_campbell95	2015	159	1	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	N8Curlen	2015	159	1	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0056	40.4469	smithjo	2014	91	2	3	0.000	Just posted a photo PNC Park
PNC Park	-80.0054	40.4472	davidochoseis	2014	142	4	0	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	I_Macks	2014	209	1	15	0.000	Just posted a photo PNC Park
PNC Park	-80.0053	40.4473	nswest23	2014	218	3	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	dsapata	2014	348	0	3	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	dsapata	2014	348	0	3	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	trelles09	2014	362	0	0	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	mmauraa	2015	71	4	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0063	40.4472	bethanyboarts	2014	122	5	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0063	40.4472	dwscaity_cakes	2014	131	0	1	0.000	Just posted a photo PNC Park
PNC Park	-80.0063	40.4472	michele_welker	2014	161	2	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	PittsburghGrl21	2015	233	5	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	superfro432	2015	142	5	23	0.000	Just posted a photo PNC Park
PNC Park	-80.0050	40.4476	spots87	2015	272	2	2	0.000	Just posted a photo PNC Park
PNC Park	-80.0060	40.4471	jcartiff	2015	278	1	14	0.000	Just posted a photo PNC Park
