venue	lon	lat	checkin_n	user_n	doy_mode	dow_mode	hour_mode	senti_avg
The Whip	-79.8674	40.3890	6	3	2014	205	5	0.000
Garfield's Nightmare	-79.8638	40.3865	6	3	2015	158	6	0.000
The Allegheny Wine Mixer	-79.9516	40.4825	6	5	2015	80	6	0.000
Paint Monkey	-79.9637	40.4730	6	2	2014	24	5	0.000
Smithfield/Liberty Garage	-79.9974	40.4423	6	2	2014	114	4	0.000
Dish Osteria and Bar	-79.9822	40.4276	6	4	2015	193	0	0.000
Thai Place II	-79.8856	40.4870	6	2	2015	181	2	0.000
Smoke Cigar Shop and Lounge	-80.0954	40.3823	6	4	2014	153	2	0.000
Osteria	-79.9827	40.4546	6	1	2014	99	3	0.000
Skyview Pools	-79.9270	40.3708	6	1	2015	155	4	0.000
Goodyear Auto Service Center	-79.9236	40.4639	6	1	2014	120	3	0.000
Walnut Grill_3	-80.0946	40.3823	6	4	2014	35	2	0.000
West End Overlook	-80.0340	40.4459	6	4	2014	179	0	0.000
Mowing the Lawn	-80.0032	40.4597	6	1	2015	184	5	0.000
South Hills	-80.0444	40.3812	6	4	2014	60	0	0.000
Farmer's Market_1	-80.0026	40.4407	6	4	2014	177	4	0.000
Monterey Bay Fish Grotto_2	-80.0212	40.4389	6	5	2014	37	0	0.000
PAPA World Headquarters	-80.0950	40.4001	6	2	2014	87	5	0.000
Old Town Buffet	-80.0068	40.4115	6	3	2014	14	3	0.000
Squirrel Hill_1	-79.9242	40.4357	6	3	2015	282	5	0.000
Walnut Grove	-80.0482	40.3822	6	2	2014	147	2	0.000
The Priory	-79.9982	40.4523	6	3	2014	156	1	0.000
Phantom's Revenge	-79.8660	40.3888	6	4	2014	146	1	-0.383
Crazy Mocha_3	-79.9820	40.3661	6	2	2015	250	1	-0.286
Convenience Store	-80.0957	40.4011	6	1	2014	181	1	0.000
GetGo Gas Station_3	-79.8837	40.4880	6	2	2015	191	5	0.000
Crazy Mocha_7	-79.9947	40.4441	6	1	2015	191	0	-0.286
Dukes Pub and Pizza	-80.0369	40.3764	6	2	2015	87	6	0.000
PNC Bank	-79.9806	40.4287	6	1	2014	55	1	0.000
Lili Coffee Shop	-79.9658	40.4575	6	2	2014	93	3	0.000
Pittsburgh Athletic Association	-79.9545	40.4448	6	1	2014	92	3	0.000
Hilton Garden Inn	-79.9594	40.4396	6	1	2015	153	2	0.000
Coat Factory	-79.9975	40.4413	6	3	2014	96	0	0.000
Shops at Station Square	-80.0044	40.4331	6	5	2014	31	5	0.000
PPG Place Plaza and Water Feature	-80.0032	40.4398	6	2	2014	101	1	0.000
Pittsburgh Marriott City Center	-79.9913	40.4398	6	3	2015	196	3	0.000
The Bank of New York Mellon	-79.9975	40.4403	6	1	2014	51	4	0.000
Liberty Avenue Musicians	-79.9965	40.4439	6	1	2014	59	2	0.362
Polish Hill_1	-79.9647	40.4572	6	2	2014	88	4	0.000
Fox Chapel Yacht Club	-79.8731	40.4856	6	1	2014	180	0	0.000
Rex Theater	-79.9824	40.4288	6	2	2014	70	0	0.000
Andrew Carnegie Free Library & Music Hall	-80.0857	40.4068	6	2	2014	25	6	0.258
Jimmy And Nino's Sunseri	-79.9845	40.4508	6	2	2014	106	3	0.000
Shadyside Smiles	-79.9348	40.4512	6	1	2015	191	5	0.348
Highland Park_3	-79.9137	40.4721	6	1	2014	123	4	0.000
Scarehouse	-79.9447	40.4992	6	4	2014	297	6	0.000
Wean 7500	-79.9459	40.4425	6	1	2014	58	2	0.000
Ghostwood Estate	-79.8645	40.3885	5	3	2014	27	6	0.000
The HELL on Earth called PA Route 28	-79.9855	40.4646	5	1	2014	63	2	-0.327
Schorin Co. Inc	-79.9848	40.4505	5	1	2014	175	2	0.000
Holiday Inn Express and Suites	-79.9889	40.4300	5	5	2014	33	0	0.239
Alihan's Mediterranean Cuisine	-80.0024	40.4431	5	4	2014	2	2	0.000
Silky's Pub	-79.9422	40.4582	5	1	2015	188	2	0.000
Yolanda's Hair Design	-79.9509	40.4627	5	1	2014	43	3	0.000
The Bridge	-79.9058	40.4950	5	1	2015	276	6	0.000
Cafe at the Frick	-79.9017	40.4477	5	3	2014	41	1	0.000
Penzeys Spices	-79.9852	40.4503	5	2	2014	132	1	0.000
Yinzers	-79.9825	40.4522	5	4	2014	333	6	0.000
Eastern Area Wilkinsburg Station	-79.8734	40.4446	5	2	2014	39	6	0.000
Pitaland	-80.0219	40.3949	5	4	2014	209	1	0.000
Stumpfs	-79.8875	40.3950	5	2	2014	130	1	0.000
Francesca's Collections	-79.9346	40.4510	5	2	2014	75	0	0.000
Bakery Beach_2	-79.9159	40.4569	5	1	2014	120	3	0.000
Jekyl & Hyde	-79.9807	40.4266	5	5	2014	64	0	0.000
The Black Archive	-80.0630	40.5007	5	1	2015	187	1	0.000
Port Authority Gateway Station	-80.0044	40.4415	5	2	2014	165	6	0.157
Lindos	-80.0184	40.4515	5	1	2015	188	2	0.000
Paul's automotive	-79.9988	40.4566	5	1	2014	113	3	0.000
Crystal Restaurant	-79.9920	40.4460	5	1	2015	274	4	0.000
On The Hurlboat	-80.0314	40.4508	5	1	2015	188	2	0.000
CVS Pharmacy_3	-79.9028	40.4440	5	3	2014	43	2	0.000
Elks Lodge	-80.0008	40.4517	5	3	2014	114	4	0.000
Silvioni's Restaurant	-79.9915	40.5094	5	4	2014	173	0	0.000
Golden Palace Buffet_2	-79.9970	40.4427	5	2	2015	193	0	0.000
WPS	-79.9780	40.4582	5	1	2015	13	2	0.000
Golden Palace Buffet_1	-79.9582	40.4408	5	1	2015	189	3	0.000
Homeless Party	-80.0006	40.4513	5	1	2014	148	3	0.351
Thai Cuisine	-79.9499	40.4622	5	2	2015	277	0	0.000
Cafe On The Strip	-79.9846	40.4507	5	1	2015	17	6	0.000
AT&T_1	-79.9125	40.4111	5	1	2015	278	1	0.000
Cafe DoubleTree	-80.0594	40.4187	5	1	2014	134	3	0.000
South Aiken Bar and Grill	-79.9354	40.4506	5	3	2015	9	0	0.000
Qdoba Mexican Grill_4	-79.9990	40.4426	5	2	2015	190	4	0.000
Hunt Library	-79.9438	40.4411	5	2	2015	281	4	0.000
Alpine Bar	-80.0247	40.4110	5	1	2015	276	6	0.000
Duquesne Scenic Overlook	-80.0190	40.4384	5	3	2015	193	0	0.000
Take A Break	-79.9607	40.4647	5	3	2015	67	0	0.000
Godfrey Steel Mill_1	-79.9077	40.4117	5	1	2014	74	6	0.000
S-10	-79.9994	40.4656	5	1	2014	116	6	0.000
Family Division	-79.9954	40.4385	5	2	2014	135	4	0.000
Stowe	-80.0710	40.4762	5	1	2015	204	4	0.000
Rita's Italian Ice_1	-80.0015	40.4534	5	3	2014	156	4	0.000
Day Spa	-80.0444	40.3816	5	1	2014	225	2	0.000
Iron City Bikes	-79.9639	40.4671	5	1	2014	68	0	0.000
Market Central	-79.9565	40.4426	5	2	2015	278	1	0.000
Frank And Shirley's	-79.9967	40.3886	5	3	2014	39	6	0.000
Residence Inn Pittsburgh University/Medical Center	-79.9547	40.4541	5	4	2014	101	5	0.000
Liangs Hunan Chinese Restaurant	-79.9960	40.4430	5	2	2014	137	6	0.000
Moe's Southwest Grill_1	-80.0022	40.4405	5	1	2014	153	1	0.000
Sharp Edge Creekhouse	-80.0809	40.4403	5	2	2015	80	6	0.000
Starbucks_21	-80.0957	40.3815	5	5	2015	37	5	0.000
The Beer Garden	-79.9964	40.4444	5	1	2015	274	4	0.000
Newell Simon Hall 3002	-79.9457	40.4436	5	1	2014	51	4	0.000
PLS Logistics Services, Southside Branch	-79.9753	40.4307	5	1	2014	157	2	0.203
Don Campiti's Pizzeria	-80.0356	40.3967	5	3	2014	121	4	0.000
10th Street Bridge	-79.9892	40.4326	5	3	2014	185	6	0.000
St Stanislaus Kosta Catholic Church	-79.9836	40.4523	5	2	2014	131	0	0.000
1 PNC Plaza	-80.0000	40.4411	5	2	2014	92	3	0.000
Kennedy Township	-80.0971	40.4743	5	1	2015	204	4	0.000
Central Blood Bank	-80.0398	40.4273	5	2	2014	56	2	0.000
Kate's Moving Castle	-79.9473	40.4548	5	1	2014	81	6	0.000
Bus Stop Penn & Highland	-79.9248	40.4614	5	1	2014	120	3	-0.216
Razzy Fresh_2	-79.9489	40.4458	5	5	2014	18	0	0.310
The Shop	-79.9534	40.4641	5	2	2015	88	0	0.000
Steel City Road Runners Club	-79.9951	40.4509	5	1	2014	74	6	0.000
Rocco's Tavern	-79.8975	40.4220	5	2	2014	33	0	0.000
Jacqueline's Salon	-79.9972	40.4383	5	1	2015	276	6	0.000
Kazanda's Cafe	-79.9250	40.4615	5	1	2014	120	3	0.000
Brighton Heights	-80.0361	40.4775	5	3	2015	30	5	0.000
Panther Hollow Trail	-79.9459	40.4335	5	1	2014	70	1	0.000
Brewski's	-79.9909	40.4288	5	3	2014	87	5	0.000
Brown Bag Deli	-79.9943	40.4441	5	2	2015	191	5	0.000
Squirrel Hill Cafe	-79.9228	40.4380	5	1	2015	74	0	0.000
Caf Raymond	-79.9829	40.4518	5	1	2014	56	2	0.000
Bruegger's Bagel Bakery_5	-79.9357	40.4507	5	2	2014	46	6	0.000
Pittsburgh Jazzlive Festival	-79.9985	40.4433	5	3	2014	172	6	0.286
Dell's Sundae Grill	-79.8991	40.3957	5	2	2014	117	0	0.000
Highland Park Bridge	-79.9121	40.4890	5	1	2015	276	6	0.000
Station Street Hot Dog Shop	-79.9194	40.4605	5	5	2014	117	6	0.000
Burger And Whiskey Bar	-80.0024	40.4403	5	3	2015	290	5	0.000
Renaissance Family Practice	-79.8731	40.4951	5	1	2014	115	5	0.000
DiBella's Old Fashioned Submarines	-80.0020	40.4406	5	3	2015	57	4	0.000
Forbes Tower	-79.9576	40.4403	5	1	2015	274	4	0.000
Fitzgerald Field House	-79.9643	40.4435	5	3	2014	320	0	0.000
Pittsburgh, PA_3	-79.9969	40.4814	5	1	2014	77	2	0.000
GetGo_5	-79.8895	40.4450	5	3	2014	154	2	0.000
Asiago's Tuscan Italian	-80.0114	40.4459	5	1	2015	274	4	0.000
Starbucks_14	-79.9232	40.4306	5	4	2014	35	6	0.000
The Fence	-79.9435	40.4422	5	2	2014	238	3	0.000
Cheerleaders Gentleman's Club	-79.9707	40.4588	5	1	2015	185	6	0.239
Cocina	-80.0345	40.3691	5	1	2015	181	2	0.000
Mandarin Gourmet	-80.0015	40.4394	5	2	2015	190	4	0.000
Aero Communications inc	-80.0774	40.4111	5	1	2014	159	0	0.000
Kayak Pittsburgh	-80.0039	40.4468	5	3	2014	187	5	0.000
Sincerely Yogurt_1	-79.9174	40.4074	5	2	2015	211	3	0.307
Penn Brewery Beer Garden	-80.0067	40.4412	5	1	2015	274	4	0.000
Painting with a Twist	-80.0371	40.3681	5	2	2015	284	0	0.000
Hotel De Rodente	-79.9808	40.4779	5	1	2014	81	6	0.000
Lesvos Gyro Greek Cuisine	-79.9833	40.4288	5	3	2015	37	0	0.000
Beautiful Sexy Chicas Palace	-79.8617	40.3786	5	1	2014	99	0	0.646
Styles By Cardamone Salon & Day Spa	-79.8935	40.4322	5	1	2015	189	3	0.000
4Moms	-79.9981	40.4449	5	1	2015	276	6	0.000
Anthropologie	-79.9155	40.4569	5	3	2014	332	5	0.000
Franktuary_1	-79.9990	40.4411	5	2	2014	23	1	0.000
Cup Ka Joe	-79.9675	40.4260	5	2	2014	137	6	0.000
Mt Washington Observation Deck	-80.0074	40.4321	5	3	2015	145	6	0.000
Many More Asian Market	-79.9728	40.4600	5	1	2014	62	1	0.000
Mister Grooming & Goods	-79.9591	40.4723	5	1	2015	181	2	0.000
Costco Gas	-79.9211	40.4044	5	2	2015	154	3	0.000
Allegheny County Courthouse	-79.9967	40.4387	5	4	2014	73	6	0.000
Franktuary_2	-79.9641	40.4670	5	2	2014	102	6	0.000
St. Nicholas Greek Orthodox Cathedral	-79.9500	40.4447	5	2	2015	192	6	0.000
Lexus Club_1	-80.0068	40.4478	5	1	2015	189	3	0.000
Riverwalk	-80.0106	40.4455	5	2	2015	193	0	0.000
Duquesne Villiage Shopping Center	-79.8719	40.3654	5	1	2014	98	2	0.000
Three Rivers Arts Festival: Second Stage at Gateway Center	-80.0045	40.4423	5	4	2014	158	6	0.194
NORTHSIDE	-80.0057	40.4673	5	1	2014	217	2	0.000
Tammys Place	-79.9862	40.4595	5	1	2014	67	6	0.000
T&A's Haus of Guilty Pleasures	-80.0369	40.3939	5	1	2015	6	2	0.008
Gesling Stadium	-79.9403	40.4432	4	1	2014	33	0	0.000
Orthopedic & Sports Physical Therapy	-80.0701	40.3748	4	1	2015	195	2	0.000
The Dirty O	-79.9121	40.4062	4	1	2014	25	1	-0.367
The Yard_1	-79.9341	40.4515	4	3	2014	198	4	0.000
The Meadery	-79.9092	40.4531	4	1	2014	41	0	0.000
Salud Cuban-American Restaurant and Lounge	-79.9591	40.4726	4	2	2015	31	3	0.000
Gino Brothers Pizzeria	-79.9224	40.4947	4	1	2014	196	2	0.000
Westwood Golf Club	-79.8834	40.3767	4	2	2014	74	3	0.000
AutoZone_2	-79.8918	40.4458	4	2	2014	54	0	0.000
Courtyard by Marriott Pittsburgh West Homestead/Waterfront	-79.9206	40.4058	4	2	2014	71	3	0.000
AGH	-80.0042	40.4569	4	1	2014	88	0	0.000
Penn & 28th	-79.9753	40.4569	4	2	2014	92	2	0.000
Remedy Restaurant and Lounge	-79.9554	40.4790	4	4	2014	1	6	0.000
Pat Catan's	-80.0737	40.4653	4	1	2014	338	4	0.000
Seor Frogs	-80.0255	40.3990	4	2	2014	158	0	0.000
Brentwood Towncenter	-79.9828	40.3665	4	3	2014	106	3	0.000
The Kingsley Association	-79.9156	40.4611	4	2	2014	37	3	0.000
Kennywood Mall	-79.8686	40.3833	4	1	2014	99	3	0.000
Honus Wagner Stadium	-80.0821	40.4008	4	1	2014	297	5	0.000
Uhaul	-79.9718	40.4582	4	1	2014	199	5	0.000
Duke's Rib & Steakhouse	-80.0634	40.3938	4	4	2014	117	0	0.000
Massage Envy Spa	-79.9214	40.4378	4	1	2015	280	3	-0.189
Penn Garrison	-79.9975	40.4443	4	1	2014	37	4	0.000
Covalent Video Production	-79.9244	40.4612	4	1	2014	43	3	0.000
Remember When Ice Cream	-80.0771	40.4590	4	1	2014	159	1	0.000
St Andrew's Episcopal Church	-79.9214	40.4747	4	2	2014	116	0	0.000
Games N' At	-79.9778	40.4249	4	4	2014	31	5	0.000
Henry's House	-79.9249	40.4529	4	1	2014	54	0	0.000
Schenley Park: Bartlett/Beacon Field	-79.9342	40.4331	4	1	2014	70	1	0.000
Jitters	-79.9872	40.4491	4	1	2015	193	0	0.000
The Weasley Burrow	-79.9584	40.4457	4	1	2015	82	1	0.000
Pennsylvania Macaroni Co	-80.0592	40.4182	4	1	2014	147	2	0.000
District Court 05-2-14	-79.8709	40.3653	4	1	2014	27	1	0.000
Hunan Wok_1	-79.8720	40.3653	4	1	2014	32	6	0.000
Wiener World	-79.9972	40.4420	4	2	2014	31	5	0.000
Shale's Cafe	-79.9884	40.4385	4	1	2015	197	4	0.000
Trundle Manor	-79.8806	40.4228	4	2	2014	141	3	0.000
R-Bar	-80.0339	40.3952	4	2	2014	31	2	0.000
Hambone's	-79.9605	40.4705	4	1	2015	74	0	0.000
SEI	-79.9970	40.4399	4	1	2014	51	4	0.000
Pierogies Plus	-80.0601	40.4688	4	2	2014	30	2	0.000
McCormick & Schmick's_2	-79.9668	40.4280	4	4	2014	79	6	0.000
Sciulli's Bar $ Grille	-80.0792	40.4890	4	2	2014	3	2	0.000
Edgewood Towne Center	-79.8876	40.4266	4	1	2014	59	5	0.000
Vent spot	-79.8715	40.3655	4	1	2014	32	1	0.000
Shadyside Market	-79.9348	40.4509	4	1	2014	84	2	0.000
Gameroom Lounge	-79.9032	40.3858	4	2	2014	103	0	0.000
Millvale Riverfront Park_1	-79.9721	40.4721	4	2	2014	172	6	0.000
Dent-Al Smiles	-79.9255	40.4578	4	1	2014	28	2	0.383
Tepper School of Business	-79.9424	40.4409	4	3	2014	133	2	0.000
Saint Mary of Mercy Church	-80.0046	40.4398	4	2	2014	110	0	0.252
The Potato Patch	-79.8652	40.3884	4	1	2014	27	0	0.000
BAJ Tobacco Outlet	-79.9728	40.4853	4	1	2014	126	2	0.000
Pittsburgh City Limit	-79.8937	40.4260	4	2	2014	59	5	0.000
Rite Aid_2	-79.9231	40.4379	4	4	2014	3	6	0.000
Whitaker Point Park	-79.8871	40.3992	4	1	2014	27	1	0.000
Kwik-E-Mart	-79.9955	40.4440	4	2	2014	188	1	0.000
Zarra's	-79.9539	40.4547	4	3	2014	103	0	0.000
Veterans Bridge	-79.9935	40.4498	4	1	2014	93	4	0.000
Pho Van	-79.9826	40.4520	4	3	2014	93	1	0.000
Mario Lemieux Statue  Le Magnifique	-79.9903	40.4403	4	2	2014	167	1	0.000
Parma Sausage	-79.9853	40.4502	4	1	2014	175	2	0.000
Mt Lebanon Ice Center	-80.0549	40.3744	4	2	2014	81	0	0.000
Phantom of the Attic : Games	-79.9488	40.4450	4	2	2014	181	1	0.000
CLO Cabaret	-80.0004	40.4433	4	2	2014	10	0	0.000
Tax Service	-79.9986	40.4540	4	1	2014	51	4	0.000
Soup Nancy's	-79.9876	40.4501	4	1	2014	242	6	0.000
plcb warehouse	-79.8712	40.4874	4	1	2014	127	3	0.000
Wicked Fox Bar and Grill	-79.8737	40.4897	4	1	2015	180	1	-0.254
Popeyes Louisiana Kitchen_2	-79.9772	40.4302	4	2	2014	138	0	0.000
Popeyes Louisiana Kitchen_1	-79.9583	40.4418	4	3	2014	138	0	0.000
just harvest	-79.9969	40.4299	4	1	2014	25	6	0.000
Munhall Veterinary Hospital	-79.9031	40.3972	4	1	2014	177	4	0.000
western pennitentiary	-79.9272	40.4754	4	1	2014	316	3	0.000
Atria's Restaurant & Tavern_1	-80.0467	40.3936	4	4	2014	38	5	0.000
Chateau Caf & Cakery	-80.0322	40.4547	4	2	2014	65	4	0.000
8th & West Bus Stop	-79.9119	40.4062	4	1	2014	25	0	-0.145
Old Navy_2	-79.8913	40.4887	4	1	2014	107	4	0.000
6022 Broad Street	-79.9236	40.4627	4	1	2014	122	5	0.000
Hillel Academy of Pittsburgh	-79.9250	40.4347	4	2	2014	134	1	0.000
Mancini's Bakery_1	-79.9856	40.4501	4	1	2014	277	6	0.000
Fox's Pizza_2	-79.8716	40.3664	4	1	2014	27	1	0.000
Il Pizzaiolo_1	-80.0445	40.3802	4	3	2015	235	0	0.000
Henne Jewelers	-79.9337	40.4513	4	2	2014	190	2	0.000
West Park Dog Park	-80.0106	40.4535	4	2	2015	193	0	0.000
Forbes and Murray Bus Stop	-79.9233	40.4381	4	1	2014	28	2	-0.216
Posvar Hall	-79.9549	40.4417	4	2	2014	29	1	0.000
US Post Office_4	-79.9813	40.4286	4	1	2014	125	1	0.000
The Enrico Biscotti Co	-79.9833	40.4515	4	3	2014	341	0	0.000
Alexander's Italian Bistro	-79.9436	40.4586	4	2	2014	109	6	0.000
St. Thrse of Lisieux Parish	-79.9016	40.3874	4	2	2014	175	2	0.000
Frick Park Blue Slide Playground	-79.9152	40.4304	4	4	2014	108	0	0.000
Environment and Energy Community Outreach Center	-79.9170	40.4635	4	1	2014	42	2	0.412
New City Church	-79.9999	40.4397	4	1	2015	53	0	0.000
Sichuan Gourmet	-79.9242	40.4356	4	3	2014	137	6	0.000
PNC Mortgage_1	-79.9089	40.4114	4	1	2014	86	3	0.000
tk	-80.0019	40.4424	4	3	2015	183	4	0.000
Godfrey Steel Mill_2	-79.8919	40.4097	4	1	2014	159	0	0.000
The Grand Duchy Of Joesutania	-80.0703	40.4252	4	1	2014	40	4	0.273
Dr. Hurley's Office	-79.9876	40.3775	4	1	2014	332	1	0.000
Logan's Pub	-79.9536	40.4544	4	1	2014	66	4	0.000
Venture Street Exit_2	-80.0089	40.4852	4	1	2014	126	2	0.000
All India	-79.9523	40.4522	4	3	2014	82	0	0.000
61c Cafe	-79.9228	40.4361	4	4	2014	43	1	0.000
Grandview Park	-79.9971	40.4262	4	1	2015	186	0	0.000
Taco Bell_2	-79.8887	40.4266	4	2	2014	197	3	0.000
Rangos Omnimax Theater	-80.0181	40.4457	4	2	2014	155	3	0.000
Comfort Inn	-80.0089	40.5054	4	2	2014	1	6	0.304
Laurie's Hallmark	-80.0031	40.4417	4	2	2014	77	2	0.000
Homewood Carnegie Library	-79.8993	40.4551	4	1	2014	41	0	0.000
Posh Nail Boutique	-79.9118	40.4079	4	1	2014	40	0	0.000
Beer Nutz Bottle Shoppe & Grille	-79.8739	40.4897	4	1	2014	36	3	0.000
Walnut Grill_2	-80.0446	40.3809	4	4	2014	66	0	0.000
Oh Yeah! Ice Cream & Coffee Co	-79.9254	40.4579	4	1	2015	194	1	0.189
Salem Halal Market	-79.9736	40.4583	4	1	2015	186	0	0.000
Grandpa Joe's Candy Shop	-79.9824	40.4521	4	4	2014	69	6	0.000
Baker Hall	-79.9447	40.4414	4	4	2014	24	2	0.000
Fairmont Pittsburgh Hotel	-80.0020	40.4414	4	2	2015	10	6	0.000
American Thrift Center	-79.8716	40.3653	4	1	2014	27	1	0.000
Ninth And Penn Garage	-79.9986	40.4440	4	2	2014	45	5	0.000
Coriander Indian Grill	-79.9231	40.4328	4	4	2014	23	0	0.000
Frick Park Market	-79.9053	40.4471	4	2	2014	31	5	0.000
Starbucks_20	-79.9394	40.4558	4	3	2014	185	4	0.000
PAT Inbound Bus Stop	-79.9731	40.4839	4	1	2014	125	2	-0.239
Special Food Store	-79.9822	40.3698	4	2	2014	103	0	0.310
The Lounge on Verona	-79.8619	40.4678	4	1	2014	320	0	0.000
Passive Park	-79.9982	40.4363	4	2	2014	32	0	0.265
Sally Beauty Supply	-79.9997	40.4420	4	1	2014	88	1	0.388
The Yard_2	-80.0027	40.4413	4	3	2015	268	5	0.000
Gourmet Sandwiches	-80.0034	40.4415	4	1	2014	150	5	0.000
Jade Grille	-80.0448	40.3806	4	3	2015	30	0	0.000
South Side Tan	-79.9763	40.4294	4	1	2014	101	1	0.000
Carmine's Barber Shop	-79.9028	40.3861	4	1	2014	148	3	0.000
Muscle Maker Grill	-79.9660	40.4265	4	4	2014	33	4	0.000
Angkor Cambodian & Thai Cuisine	-80.0560	40.4267	4	3	2014	147	2	0.000
Dj's Butcher Block	-79.9501	40.4622	4	2	2014	67	6	-0.326
Steel Valley Beer	-79.9020	40.3979	4	1	2014	104	1	0.000
Mexican War Streets	-80.0082	40.4560	4	2	2014	88	6	-0.438
Pale Horse Tattoo	-79.9875	40.4287	4	2	2014	153	1	0.000
St Andrew Lutheran church	-80.0752	40.4150	4	1	2014	134	3	0.000
Micro Diner	-80.0074	40.4300	4	3	2014	61	0	0.000
Birmingham Bridge Tavern	-79.9646	40.4245	4	3	2015	6	2	0.000
Doherty Hall	-79.9440	40.4423	4	3	2014	31	5	0.000
Aldi_1	-80.0557	40.4651	4	2	2014	147	2	0.000
Wingharts Burger & Whiskey Bar	-79.9831	40.4289	4	2	2015	157	6	0.000
Hunan Bar	-79.9564	40.4403	4	2	2014	95	6	0.000
Exxon_2	-79.8712	40.3662	4	1	2014	98	2	0.000
Ice Castle	-80.0271	40.3666	4	1	2014	81	6	0.000
CMU Heinz College	-79.9456	40.4444	4	2	2014	205	4	0.000
Little Tokyo Bistro	-79.9753	40.4283	4	3	2014	101	5	0.000
City Of Dreams	-79.9274	40.4199	4	1	2014	25	1	0.310
Rodef Shalom	-79.9433	40.4482	4	2	2014	170	4	0.000
Tn Lc Vin	-79.9230	40.4331	4	3	2014	269	6	0.000
Martin Luther King Jr. Pre K-8	-80.0050	40.4549	4	1	2014	153	1	0.000
Millvale Corner Store	-79.9739	40.4842	4	1	2014	126	2	0.000
Stagioni	-79.9759	40.4285	4	2	2015	184	5	0.000
Sushi Fuku	-79.9484	40.4446	4	1	2015	186	0	0.000
CCAC Foerster Student Services Center	-80.0148	40.4500	4	1	2014	121	4	0.000
Nico's Recovery Room	-79.9491	40.4636	4	3	2014	102	6	0.000
C-leveled And Other Companies	-79.9535	40.4633	4	2	2014	86	4	0.000
Greentree Hill	-80.0528	40.4191	4	1	2014	144	6	0.000
Little E's	-79.9962	40.4432	4	2	2014	72	4	0.000
Liberty Tunnel_1	-79.9993	40.4290	4	2	2014	71	3	0.405
Wilkinsburg Busway Stop B	-79.8871	40.4468	4	1	2014	63	2	-0.355
Hookah Bookah	-79.9695	40.4276	4	3	2014	30	1	0.000
Burgatory_3	-80.0110	40.4462	4	2	2015	282	5	0.000
CarSala's Bar and Grille	-79.8716	40.3680	4	2	2014	27	1	0.000
Salon del Reino de los Testigos de Jehov	-79.8702	40.4661	4	1	2014	67	6	0.000
Banksville Plaza	-80.0441	40.3995	4	3	2014	25	6	0.000
Pizza Bellino	-79.9215	40.4381	4	2	2014	156	0	0.000
The Pay Window Of Doom	-79.9832	40.3676	4	1	2014	46	6	-0.369
Tong's Cuisine	-79.9581	40.4395	4	1	2014	49	2	0.000
Mario Lemieux 6.6k starting line	-79.9868	40.4400	4	1	2015	277	0	0.000
Mario's Southside Saloon	-79.9828	40.4288	4	3	2014	32	6	0.000
Antney's Ice Cream	-80.0526	40.4275	4	1	2014	147	2	0.000
Bottom Dollar_2	-79.9398	40.4642	4	2	2014	165	4	0.000
Tipsy Cow	-79.9314	40.4557	4	3	2015	145	1	0.000
Moonstones	-80.0344	40.3952	4	2	2014	32	3	0.000
Dr Eisenberg	-79.9981	40.4398	4	1	2014	51	4	0.000
Gold Lot 1	-80.0121	40.4472	4	1	2015	205	5	0.000
West Park	-80.0129	40.4530	4	2	2015	193	0	0.000
61B Cafe	-79.8938	40.4325	4	3	2015	239	4	0.000
The Monkey Cage	-79.9322	40.4565	4	1	2014	89	0	0.000
Quays Crib	-79.8632	40.3796	4	1	2014	123	6	0.000
Purnell Center	-79.9435	40.4435	4	1	2014	42	2	0.000
Three Gateway Center	-80.0053	40.4417	4	1	2014	240	4	0.000
Sun Penang	-79.9219	40.4382	4	2	2015	116	0	0.000
Caff Mona	-79.9544	40.4658	4	2	2014	45	6	0.000
St. Anne Catholic Church	-80.0341	40.3657	4	1	2014	34	1	0.000
Aldi_4	-79.9350	40.4582	4	2	2014	138	0	0.000
Daphne Cafe	-79.9305	40.4565	4	2	2014	248	5	0.000
The Flats	-79.9833	40.4288	4	4	2015	143	6	0.000
The Mintt	-80.0426	40.4012	4	4	2014	82	0	0.000
Pub In The Park	-79.8975	40.4215	4	2	2014	45	5	0.000
R. Market	-79.9253	40.4572	4	1	2014	108	5	0.000
Sakura Teppanyaki & Sushi	-79.9197	40.4380	4	1	2015	85	4	0.000
Immaculate Heart of Mary Church	-79.9680	40.4565	4	1	2014	143	5	0.000
Koenig Field	-79.8885	40.4330	4	2	2015	146	2	0.000
Ardmore Blvd	-79.8618	40.4258	4	1	2014	56	2	0.000
Aldi_3	-79.9675	40.4268	4	2	2015	194	1	0.000
Eddie Merlot's	-80.0043	40.4413	4	2	2015	185	6	0.000
Courtyard By Marriot Valet Parking Lot_2	-79.9956	40.4444	4	1	2014	187	0	0.000
The Frick Art And Historical Center	-79.9018	40.4469	4	2	2014	126	2	0.000
Eliza Furnace Trail	-79.9532	40.4262	4	3	2015	80	6	0.000
Animal Rescue League Shelter & Wildlife Center	-79.9098	40.4574	4	3	2014	42	6	0.248
Mr. Magic Car Wash_3	-80.0323	40.3698	4	3	2014	57	3	0.000
The Beauty Shoppe	-79.9239	40.4611	4	2	2014	27	1	0.388
In The Kitchen	-79.9855	40.4502	4	1	2014	214	6	0.000
Culture Shop	-79.9827	40.4288	4	2	2014	53	0	0.000
Fredo's Deli	-80.0353	40.3962	4	2	2015	25	0	0.000
Bricolage	-79.9965	40.4431	4	2	2014	135	4	0.000
