clid	venue	lon	lat	user	year	doy	dow	hour
0	Greyhound Bus Lines	-79.9932	40.4444	ada_br	2015	194	1	8	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	toonhead	2015	170	5	15	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	ada_br	2015	194	1	8	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	ticktakjoe	2014	76	1	14	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	gurujonah	2014	145	0	0	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	faheey	2014	243	0	16	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	oliverroy48	2015	85	4	20	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	eheil	2015	249	0	13	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	EDMshootinStar	2014	143	5	10	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	JRF2013	2014	176	3	20	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	Thirsty1Kenobi	2014	79	4	10	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	philsy28	2014	133	2	21	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	ticktakjoe	2014	76	1	14	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	gurujonah	2014	145	0	0	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	philsy28	2014	104	1	20	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	oliverroy48	2015	85	4	20	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	oliverroy48	2015	85	4	20	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	ada_br	2015	194	1	8	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	Muffin_C	2015	226	5	11	0.000
0	Greyhound Bus Lines	-79.9932	40.4444	aglosives	2015	233	5	6	0.000
3	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	Bensia3	2015	37	5	17	0.000
3	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	Smeagol_Is_Free	2014	96	0	6	0.000
3	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	Smeagol_Is_Free	2014	96	0	6	0.000
3	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	Bensia3	2015	37	5	17	0.000
3	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	acetwo2k5	2015	39	0	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	RCTheFox	2015	307	2	19	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	JennySpangler	2015	45	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Jtp195	2015	46	0	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Anpumes	2014	186	6	10	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	194	1	4	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	kenya	2015	268	5	12	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coachanthony79	2015	268	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	bryan_koval	2015	268	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jasondensmore	2014	26	0	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Jtp195	2014	45	5	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	rashad_prada	2014	48	1	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	CBPhDCandidate	2014	50	3	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	nmillervrod	2014	59	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jmoneyfaust	2014	67	6	19	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	apeybxx	2014	67	6	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	djkurve	2014	73	5	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	DonghyunJo_	2014	118	1	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	djkurve	2014	121	4	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	wickedStrawbrry	2014	185	5	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	sylvestrus	2014	185	5	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	iamandrewgraham	2014	340	6	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	budherrodjr	2015	47	1	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	TammyLynn78	2014	25	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	make_it_lain	2014	39	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	pghsweetie	2014	73	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	DConMan	2014	345	4	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	georgiamoon	2014	123	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jasondensmore	2014	26	0	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Jtp195	2014	45	5	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	rashad_prada	2014	48	1	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	CBPhDCandidate	2014	50	3	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	nmillervrod	2014	59	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jmoneyfaust	2014	67	6	19	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	apeybxx	2014	67	6	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	djkurve	2014	73	5	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	DonghyunJo_	2014	118	1	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	djkurve	2014	121	4	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	JennySpangler	2015	45	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Jtp195	2015	46	0	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Anpumes	2014	186	6	10	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	TheFluffyFur	2015	116	0	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	alexveronelli	2014	135	4	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Powderfinger	2014	123	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	190	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	190	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	190	4	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryJoJo	2015	191	5	2	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	191	5	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	191	5	19	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	RCTheFox	2015	191	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coolsilver	2015	192	6	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryFoxus	2015	192	6	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	192	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	192	6	20	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coolsilver	2015	193	0	6	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	193	0	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	193	0	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	193	0	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	iamandrewgraham	2014	340	6	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	budherrodjr	2015	47	1	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	TammyLynn78	2014	25	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	make_it_lain	2014	39	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	pghsweetie	2014	73	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	DConMan	2014	345	4	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	georgiamoon	2014	123	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	190	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	190	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	190	4	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryJoJo	2015	191	5	2	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	191	5	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	191	5	19	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	RCTheFox	2015	191	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coolsilver	2015	192	6	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryFoxus	2015	192	6	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	192	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	192	6	20	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coolsilver	2015	193	0	6	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	193	0	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	193	0	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	193	0	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	cmw27	2015	73	6	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	alexveronelli	2014	135	4	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Powderfinger	2014	123	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Zhed88	2014	184	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryFoxus	2014	184	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	mauraphobia	2014	284	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jrsturm777	2014	311	5	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	mattalexander97	2014	47	0	20	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	earearearin	2014	59	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	CeeDuze	2014	123	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	themarchauss	2014	25	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	IPhillyBoy2011	2014	37	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	IPhillyBoy2011	2014	37	4	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	EmberFoxie	2014	184	4	1	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	johnkillacky	2015	240	5	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	johnkillacky	2015	240	5	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	johnkillacky	2015	241	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Zhed88	2014	184	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryFoxus	2014	184	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	mauraphobia	2014	284	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jrsturm777	2014	311	5	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	mattalexander97	2014	47	0	20	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	earearearin	2014	59	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	CeeDuze	2014	123	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	themarchauss	2014	25	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	IPhillyBoy2011	2014	37	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	IPhillyBoy2011	2014	37	4	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	EmberFoxie	2014	184	4	1	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	190	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	190	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	190	4	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Zhed88	2014	184	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryFoxus	2014	184	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	mauraphobia	2014	284	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	jrsturm777	2014	311	5	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	mattalexander97	2014	47	0	20	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	earearearin	2014	59	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	CeeDuze	2014	123	6	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	TheFluffyFur	2015	116	0	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	190	4	15	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	190	4	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	190	4	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryJoJo	2015	191	5	2	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	191	5	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	lycwolf	2015	191	5	19	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	RCTheFox	2015	191	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coolsilver	2015	192	6	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	FurryFoxus	2015	192	6	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	192	6	18	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	192	6	20	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coolsilver	2015	193	0	6	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	193	0	14	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	brexx_nirpaw	2015	193	0	16	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	Fenrari	2015	193	0	17	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	kenya	2015	268	5	12	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	coachanthony79	2015	268	5	22	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	bryan_koval	2015	268	5	23	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	cmw27	2015	73	6	21	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	johnkillacky	2015	240	5	0	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	johnkillacky	2015	240	5	13	0.000
0	David L. Lawrence Convention Center	-79.9967	40.4457	johnkillacky	2015	241	6	15	0.000
13	Dirty Harry's	-80.0050	40.4339	chelseyhoughton	2014	50	3	1	-0.367
18	Shadyside Market	-79.9348	40.4509	gurujonah	2014	84	2	21	0.000
18	Shadyside Market	-79.9348	40.4509	gurujonah	2014	108	5	20	0.000
18	Shadyside Market	-79.9348	40.4509	gurujonah	2014	84	2	21	0.000
18	Shadyside Market	-79.9348	40.4509	gurujonah	2014	108	5	20	0.000
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	200	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	144	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	158	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	95	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	158	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	215	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	245	2	22	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	278	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	301	2	21	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	306	0	14	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	348	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	355	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	11	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	67	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	95	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	186	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	158	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	74	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	95	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	74	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	158	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	144	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	186	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	186	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	172	0	14	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	186	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	88	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	215	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	245	2	22	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	278	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	301	2	21	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	306	0	14	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	348	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	355	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	11	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	67	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	95	0	13	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	74	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2015	81	0	12	0.298
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	26	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	40	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	187	0	14	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	96	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	103	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	124	0	22	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	138	0	15	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	26	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	40	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	26	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	40	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	47	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	68	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	75	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	82	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	187	0	14	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	96	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	103	0	12	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	124	0	22	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	138	0	15	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	26	0	13	0.327
15	East Liberty Presbyterian Church	-79.9255	40.4609	damonbethea1	2014	40	0	13	0.327
0	Four Gateway Center	-80.0044	40.4408	brexx_nirpaw	2014	63	2	19	0.000
0	1250 Penn Liberty Plaza	-79.9914	40.4463	ASD2nite	2015	162	4	4	0.298
3	Buddy's	-79.9757	40.4283	stephhohhnee	2014	40	0	20	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	JackieAdan	2014	214	6	4	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	jssaylor	2014	226	4	19	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ReedySplash	2014	296	4	18	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	MatthewZager	2015	60	0	4	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ChristiKusic	2014	39	6	3	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ShelbyT20	2014	53	6	2	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	FennerSells	2014	77	2	0	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	joncmu	2014	170	4	22	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	RashanWalker	2014	88	6	22	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	J_Anthony_	2014	123	6	1	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	joncmu	2014	130	6	21	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ShelbyT20	2015	268	5	2	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ShelbyT20	2015	268	5	2	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	oliverroy48	2015	242	0	19	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	JackieAdan	2014	214	6	4	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	jssaylor	2014	226	4	19	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ReedySplash	2014	296	4	18	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	MatthewZager	2015	60	0	4	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ChristiKusic	2014	39	6	3	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ShelbyT20	2014	53	6	2	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	FennerSells	2014	77	2	0	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	joncmu	2014	170	4	22	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	RashanWalker	2014	88	6	22	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	J_Anthony_	2014	123	6	1	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	joncmu	2014	130	6	21	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	Njoyableme	2014	123	6	20	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	curvystahaven	2014	124	0	4	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	gelaterrano	2014	125	1	21	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	travelingtatum	2014	149	4	21	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ShelbyT20	2015	268	5	2	0.000
18	Steel Cactus Mexican Restaurante & Cantina_1	-79.9335	40.4513	ShelbyT20	2015	268	5	2	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	acetwo2k5	2015	153	2	20	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	acetwo2k5	2015	153	2	20	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	JessicaRricci	2014	345	4	22	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	JessicaRricci	2014	345	4	22	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	Silent_Jon	2014	317	4	1	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	mike8120	2014	345	4	1	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	bisonhawk	2015	284	0	15	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	acetwo2k5	2015	120	4	22	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	lostmethod1	2015	120	4	23	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	wusays	2015	193	0	4	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	wusays	2015	193	0	4	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	KrysPhan	2015	240	5	4	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	acetwo2k5	2015	141	4	0	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	acetwo2k5	2015	153	2	20	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	Cell5000	2015	179	0	0	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	Cell5000	2015	179	0	0	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	wusays	2015	193	0	4	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	KrysPhan	2015	240	5	4	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	dthomson729	2014	361	6	5	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	BAVars914	2015	1	4	3	0.000
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	Silent_Jon	2015	36	4	1	0.000
