venue	txt	lon	lat	user	year	doy	dow	hour	senti_val
Liberty Tunnel	-79.9993	40.4290	ZachFez412	2014	184	4	20	0.405	I'm at Liberty Tunnel (Pittsburgh, PA)
Liberty Tunnel	-80.0048	40.4209	rashad_prada	2015	243	1	1	0.362	I'm at Liberty Tunnel in Pittsburgh, PA
Kids Plus Pediatrics	-79.9382	40.4273	Tamerica531	2014	212	4	19	0.000	I'm at Kids Plus Pediatrics in Pittsburgh, PA
Kids Plus Pediatrics	-79.9382	40.4273	Tamerica531	2014	309	3	13	0.000	I'm at Kids Plus Pediatrics in Pittsburgh, PA
Kids Plus Pediatrics	-79.9382	40.4273	Tamerica531	2014	99	3	15	0.000	I'm at Kids Plus Pediatrics (Pittsburgh, PA)
Hunt Library	-79.9438	40.4411	Potty_Tow	2014	301	2	6	0.000	I'm at Hunt Library in Pittsburgh, PA
Hunt Library	-79.9438	40.4411	Muffin_C	2015	281	4	0	0.000	I'm at Hunt Library in Pittsburgh, PA
Hunt Library	-79.9438	40.4411	Muffin_C	2015	281	4	0	0.000	I'm at Hunt Library in Pittsburgh, PA
Hunt Library	-79.9438	40.4411	Potty_Tow	2014	301	2	6	0.000	I'm at Hunt Library in Pittsburgh, PA
Hunt Library	-79.9438	40.4411	Muffin_C	2015	281	4	0	0.000	I'm at Hunt Library in Pittsburgh, PA
Hyatt House Pittsburgh South Side	-79.9639	40.4283	sprout3292	2014	186	6	15	0.000	I'm at Hyatt House Pittsburgh South Side w/
Hyatt House Pittsburgh South Side	-79.9639	40.4283	rossdepanfilis	2014	159	0	13	0.000	I'm at Hyatt House Pittsburgh South Side (Pittsburgh, PA)
Hyatt House Pittsburgh South Side	-79.9639	40.4283	sprout3292	2014	186	6	15	0.000	I'm at Hyatt House Pittsburgh South Side w/
Hyatt House Pittsburgh South Side	-79.9639	40.4283	rossdepanfilis	2014	159	0	13	0.000	I'm at Hyatt House Pittsburgh South Side (Pittsburgh, PA)
Hyatt House Pittsburgh South Side	-79.9639	40.4283	sprout3292	2014	186	6	15	0.000	I'm at Hyatt House Pittsburgh South Side w/
Hyatt House Pittsburgh South Side	-79.9639	40.4283	rossdepanfilis	2014	159	0	13	0.000	I'm at Hyatt House Pittsburgh South Side (Pittsburgh, PA)
American Eagle HQ	-79.9634	40.4270	cjwolfel	2015	281	4	19	0.000	I'm at American Eagle HQ in Pittsburgh, PA
American Eagle HQ	-79.9634	40.4270	F____ck	2014	168	2	16	0.000	I'm at American Eagle HQ (Pittsburgh, PA)
Antney's Ice Cream	-80.0526	40.4275	IPhillyBoy2011	2014	156	4	12	0.000	I'm at Antney's Ice Cream (Crafton, PA)
Antney's Ice Cream	-80.0526	40.4275	IPhillyBoy2011	2014	147	2	0	0.000	I'm at Antney's Ice Cream (Crafton, PA)
Antney's Ice Cream	-80.0526	40.4275	IPhillyBoy2011	2014	156	4	12	0.000	I'm at Antney's Ice Cream (Crafton, PA)
Antney's Ice Cream	-80.0526	40.4275	IPhillyBoy2011	2014	147	2	0	0.000	I'm at Antney's Ice Cream (Crafton, PA)
East Busway Negley Station	-79.9327	40.4566	RoddyCane	2014	88	6	0	0.000	I'm at East Busway Negley Station (Pittsburgh, PA)
East Busway Negley Station	-79.9327	40.4566	RoddyCane	2014	88	6	0	0.000	I'm at East Busway Negley Station (Pittsburgh, PA)
East Busway Negley Station	-79.9327	40.4566	RandPitt	2014	115	5	21	0.000	I'm at East Busway Negley Station (Pittsburgh, PA)
Howlers Coyote Cafe	-79.9516	40.4631	meetjenn	2015	59	6	4	0.000	I'm at Howlers Coyote Cafe in Pittsburgh, PA
Howlers Coyote Cafe	-79.9516	40.4631	JayHated	2014	172	6	22	0.000	I'm at Howlers Coyote Cafe (Pittsburgh, PA)
Howlers Coyote Cafe	-79.9516	40.4631	RossKressel	2014	172	6	3	0.000	I'm at Howlers Coyote Cafe (Pittsburgh, PA)
Howlers Coyote Cafe	-79.9516	40.4631	IPhillyBoy2011	2014	135	4	12	0.000	I'm at Howlers Coyote Cafe (Pittsburgh, PA)
Howlers Coyote Cafe	-79.9516	40.4631	meetjenn	2015	59	6	4	0.000	I'm at Howlers Coyote Cafe in Pittsburgh, PA
Howlers Coyote Cafe	-79.9516	40.4631	JayHated	2014	172	6	22	0.000	I'm at Howlers Coyote Cafe (Pittsburgh, PA)
Howlers Coyote Cafe	-79.9516	40.4631	RossKressel	2014	172	6	3	0.000	I'm at Howlers Coyote Cafe (Pittsburgh, PA)
Howlers Coyote Cafe	-79.9516	40.4631	IPhillyBoy2011	2014	135	4	12	0.000	I'm at Howlers Coyote Cafe (Pittsburgh, PA)
Slater Funeral Home	-79.9828	40.3643	budherrodjr	2015	256	0	18	-0.238	I'm at Slater Funeral Home in Pittsburgh, PA w/
Tessitura Office	-79.9985	40.4428	meetjenn	2015	28	3	18	0.000	I'm at Tessitura Office - Pittsburgh in Pittsburgh, PA
Tessitura Office	-79.9985	40.4428	meetjenn	2015	28	3	18	0.000	I'm at Tessitura Office - Pittsburgh in Pittsburgh, PA
TechShop	-79.9162	40.4571	gadha	2015	99	4	16	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4571	justindandoy	2015	277	0	17	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4571	justindandoy	2015	277	0	17	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4572	idreamoftravel	2014	33	0	0	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	42	2	23	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	48	1	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	49	2	19	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	51	4	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	50	3	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	53	6	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	81	6	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	22	3	23	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	29	3	2	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	32	6	2	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	36	3	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	36	3	23	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	37	4	19	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	40	0	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	41	1	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	42	2	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	54	0	16	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	56	2	19	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	58	4	17	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	61	0	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	64	3	18	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	70	2	18	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	72	4	3	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	mrstevegross	2014	122	5	0	0.000	I'm at TechShop (Pittsburgh, PA) w/ 4 others
TechShop	-79.9162	40.4572	JuniorCabral19	2014	84	2	13	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	84	2	0	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	85	3	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	80	5	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4571	justindandoy	2015	277	0	17	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4572	idreamoftravel	2014	64	3	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	68	0	21	0.000	I'm at TechShop (Pittsburgh, PA) w/ 2 others
TechShop	-79.9162	40.4572	idreamoftravel	2014	44	4	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	45	5	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	31	5	3	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	33	0	23	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	34	1	17	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	38	5	20	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	62	1	16	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	67	6	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	73	5	22	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9164	40.4572	BurghBeerGuy	2014	200	6	18	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9164	40.4572	MemoirsOfAGrump	2014	240	4	23	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4572	idreamoftravel	2014	24	5	22	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	30	4	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	47	0	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	68	0	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	74	6	22	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	78	3	3	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	AeroBishop	2014	80	5	14	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9164	40.4572	joncmu	2014	165	6	19	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	68	0	21	0.000	I'm at TechShop (Pittsburgh, PA) w/ 2 others
TechShop	-79.9162	40.4572	idreamoftravel	2014	44	4	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	45	5	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	31	5	3	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	33	0	23	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	34	1	17	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	38	5	20	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	62	1	16	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	67	6	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	73	5	22	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9164	40.4572	BurghBeerGuy	2014	200	6	18	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9164	40.4572	MemoirsOfAGrump	2014	240	4	23	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4572	idreamoftravel	2014	24	5	22	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	30	4	1	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	47	0	5	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	68	0	4	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	74	6	22	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4572	idreamoftravel	2014	78	3	3	0.000	I'm at TechShop (Pittsburgh, PA)
TechShop	-79.9162	40.4571	justindandoy	2015	277	0	17	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4571	justindandoy	2015	277	0	17	0.000	I'm at TechShop in Pittsburgh, PA
TechShop	-79.9162	40.4571	BurghBeerGuy	2014	338	4	23	0.000	I'm at TechShop in Pittsburgh, PA
Golden Palace Buffet	-79.9582	40.4408	EmberFoxie	2015	189	3	19	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9970	40.4427	MintzBuck	2015	193	0	16	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9582	40.4408	EmberFoxie	2015	189	3	19	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9970	40.4427	MintzBuck	2015	193	0	16	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9970	40.4427	IPhillyBoy2011	2014	137	6	3	0.000	I'm at Golden Palace Buffet (Pittsburgh, PA)
Golden Palace Buffet	-79.9970	40.4427	IPhillyBoy2011	2014	137	6	3	0.000	I'm at Golden Palace Buffet (Pittsburgh, PA)
Golden Palace Buffet	-79.9582	40.4408	EmberFoxie	2015	189	3	19	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9582	40.4408	EmberFoxie	2015	189	3	19	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9582	40.4408	EmberFoxie	2015	189	3	19	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Golden Palace Buffet	-79.9970	40.4427	MintzBuck	2015	193	0	16	0.000	I'm at Golden Palace Buffet in Pittsburgh, PA
Mah Sanctuary	-79.8689	40.4278	AngelinaRose333	2014	61	0	2	0.000	I'm at Mah Sanctuary (Pittsburgh, PA) [pic]:
port authority trolley tunnel	-80.0072	40.4209	ConorCusack	2014	88	6	0	0.157	I'm at port authority trolley tunnel (Pittsburgh, PA)
Wholey's Fish Market	-79.9859	40.4501	DeniseRussellNC	2014	165	6	15	0.000	I'm at Wholey's Fish Market (Pittsburgh, PA)
The Original Hot Dog Shop	-79.9565	40.4421	sethtanner	2015	207	0	3	0.204	I'm at The Original Hot Dog Shop in Pittsburgh, PA
The Original Hot Dog Shop	-79.9565	40.4421	Twism44	2014	53	6	6	0.223	I'm at The Original Hot Dog Shop (Pittsburgh, PA)
The Original Hot Dog Shop	-79.9565	40.4421	LouTang16	2014	158	6	5	0.223	I'm at The Original Hot Dog Shop (Pittsburgh, PA)
The Original Hot Dog Shop	-79.9565	40.4421	Twism44	2014	53	6	6	0.223	I'm at The Original Hot Dog Shop (Pittsburgh, PA)
The Original Hot Dog Shop	-79.9565	40.4421	LouTang16	2014	158	6	5	0.223	I'm at The Original Hot Dog Shop (Pittsburgh, PA)
The Original Hot Dog Shop	-79.9565	40.4421	steelman3300	2015	192	6	5	0.204	I'm at The Original Hot Dog Shop in Pittsburgh, PA
The Original Hot Dog Shop	-79.9565	40.4421	steelman3300	2015	192	6	5	0.204	I'm at The Original Hot Dog Shop in Pittsburgh, PA
The Original Hot Dog Shop	-79.9565	40.4421	steelman3300	2015	192	6	5	0.204	I'm at The Original Hot Dog Shop in Pittsburgh, PA
The Original Hot Dog Shop	-79.9565	40.4421	EmilyGriffey	2015	274	4	23	0.204	I'm at The Original Hot Dog Shop in Pittsburgh, PA
Cafe Niko's	-80.0075	40.4304	monicalynne68	2014	123	6	4	0.000	I'm at Cafe Niko's (Pittsburgh, PA)
Cafe Niko's	-80.0075	40.4304	dshank92	2015	183	4	23	0.000	I'm at Cafe Niko's in Pittsburgh, PA
Cafe Niko's	-80.0075	40.4304	dshank92	2015	183	4	23	0.000	I'm at Cafe Niko's in Pittsburgh, PA
Caitlyns Bus Stop	-79.9510	40.5039	IPhillyBoy2011	2014	136	5	13	-0.268	I'm at Caitlyns Bus Stop (Etna, PA)
Caitlyns Bus Stop	-79.9510	40.5039	IPhillyBoy2011	2014	136	5	13	-0.268	I'm at Caitlyns Bus Stop (Etna, PA)
Frank And Shirley's	-79.9967	40.3886	burghseyeview	2014	39	6	15	0.000	I'm at Frank And Shirley's (Pittsburgh, PA)
Frank And Shirley's	-79.9967	40.3886	featherb00	2014	124	0	17	0.000	I'm at Frank And Shirley's (Pittsburgh, PA)
Frank And Shirley's	-79.9967	40.3886	iamandrewgraham	2015	304	6	14	0.000	I'm at Frank And Shirley's in Pittsburgh, PA
Frank And Shirley's	-79.9967	40.3886	burghseyeview	2014	39	6	15	0.000	I'm at Frank And Shirley's (Pittsburgh, PA)
Frank And Shirley's	-79.9967	40.3886	featherb00	2014	124	0	17	0.000	I'm at Frank And Shirley's (Pittsburgh, PA)
Sunseri's Pizza	-79.9735	40.3936	kopitarus	2015	30	5	23	0.000	I'm at Sunseri's Pizza in Pittsburgh, PA
Sakura Teppanyaki &amp; Sushi	-79.9197	40.4380	be_betterring	2015	85	4	22	0.000	I'm at Sakura Teppanyaki &amp; Sushi in Pittsburgh, PA
Sakura Teppanyaki &amp; Sushi	-79.9197	40.4380	be_betterring	2015	85	4	22	0.000	I'm at Sakura Teppanyaki &amp; Sushi in Pittsburgh, PA
Sakura Teppanyaki &amp; Sushi	-79.9197	40.4380	be_betterring	2015	85	4	22	0.000	I'm at Sakura Teppanyaki &amp; Sushi in Pittsburgh, PA
Sakura Teppanyaki &amp; Sushi	-79.9197	40.4380	be_betterring	2015	79	5	23	0.000	I'm at Sakura Teppanyaki &amp; Sushi in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	SNova252	2015	154	3	2	0.000	I'm at Beehive Coffeehouse in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	SNova252	2015	154	3	2	0.000	I'm at Beehive Coffeehouse in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	trucker_derek	2014	281	3	20	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	JoblessEducator	2014	333	6	15	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	NiwotCO	2014	135	4	13	0.000	I'm at Beehive Coffeehouse - (Pittsburgh, PA)
Beehive Coffeehouse	-79.9843	40.4289	EmberFoxie	2014	32	6	23	0.000	I'm at Beehive Coffeehouse - (Pittsburgh, PA)
Beehive Coffeehouse	-79.9843	40.4289	Silent_Jon	2015	235	0	18	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	Silent_Jon	2015	235	0	18	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	EmberFoxie	2014	32	6	23	0.000	I'm at Beehive Coffeehouse - (Pittsburgh, PA)
Beehive Coffeehouse	-79.9843	40.4289	SNova252	2015	154	3	2	0.000	I'm at Beehive Coffeehouse in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	Silent_Jon	2015	172	0	18	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	Yasin0424	2014	337	3	23	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	trucker_derek	2014	338	4	11	0.000	I'm at Beehive Coffeehouse - in Pittsburgh, PA
Beehive Coffeehouse	-79.9843	40.4289	RashanWalker	2014	40	0	0	0.000	I'm at Beehive Coffeehouse - (Pittsburgh, PA)
Pittsburgh Seltzer Works	-79.8931	40.4261	IPhillyBoy2011	2014	59	5	17	0.000	I'm at Pittsburgh Seltzer Works (Pittsburgh, PA)
Pittsburgh Seltzer Works	-79.8931	40.4261	IPhillyBoy2011	2014	59	5	17	0.000	I'm at Pittsburgh Seltzer Works (Pittsburgh, PA)
SCA Fighting Practice	-79.9083	40.4833	IPhillyBoy2011	2014	94	5	20	-0.294	I'm at SCA Fighting Practice (Pittsburgh, PA)
Cafe DoubleTree	-80.0594	40.4187	IPhillyBoy2011	2014	134	3	12	0.000	I'm at Cafe DoubleTree (Pittsburgh, PA)
Cafe DoubleTree	-80.0594	40.4187	IPhillyBoy2011	2014	134	3	12	0.000	I'm at Cafe DoubleTree (Pittsburgh, PA)
Cafe DoubleTree	-80.0594	40.4187	IPhillyBoy2011	2014	134	3	12	0.000	I'm at Cafe DoubleTree (Pittsburgh, PA)
Cafe DoubleTree	-80.0594	40.4187	IPhillyBoy2011	2014	134	3	12	0.000	I'm at Cafe DoubleTree (Pittsburgh, PA)
Cafe DoubleTree	-80.0594	40.4187	IPhillyBoy2011	2014	134	3	12	0.000	I'm at Cafe DoubleTree (Pittsburgh, PA)
Downtown	-80.0024	40.4412	Tillikum_V	2014	188	1	13	0.000	I'm at Downtown (Pittsburgh, PA)
GHC 4102	-79.9448	40.4435	IPhillyBoy2011	2014	42	2	1	0.000	I'm at GHC 4102 (Pittsburgh, PA)
GHC 4102	-79.9448	40.4435	IPhillyBoy2011	2014	42	2	1	0.000	I'm at GHC 4102 (Pittsburgh, PA)
Duquesne University Power Center Ballroom	-79.9907	40.4380	addlee24	2015	115	6	21	0.000	I'm at Duquesne University Power Center Ballroom in Pittsburgh, PA
First National Bank	-79.9816	40.3666	IPhillyBoy2011	2014	140	2	16	0.000	I'm at First National Bank
First National Bank	-79.9816	40.3666	IPhillyBoy2011	2014	140	2	16	0.000	I'm at First National Bank
East Campus Garage	-79.9401	40.4438	joncmu	2014	33	0	18	0.000	I'm at East Campus Garage - (Pittsburgh, PA)
East Campus Garage	-79.9401	40.4438	joncmu	2014	33	0	18	0.000	I'm at East Campus Garage - (Pittsburgh, PA)
Homeless Party	-80.0006	40.4513	ficmacdady	2014	148	3	18	0.351	I'm at Homeless Party (Pittsburgh, PA)
Homeless Party	-80.0006	40.4513	ficmacdady	2014	148	3	18	0.351	I'm at Homeless Party (Pittsburgh, PA)
Homeless Party	-80.0006	40.4513	ficmacdady	2014	148	3	18	0.351	I'm at Homeless Party (Pittsburgh, PA)
Homeless Party	-80.0006	40.4513	ficmacdady	2014	148	3	18	0.351	I'm at Homeless Party (Pittsburgh, PA)
Homeless Party	-80.0006	40.4513	ficmacdady	2014	148	3	18	0.351	I'm at Homeless Party (Pittsburgh, PA)
Cyert 100	-79.9430	40.4445	IPhillyBoy2011	2014	42	2	1	0.000	I'm at Cyert 100 (Pittsburgh, PA)
Suites	-79.9332	40.4485	chendaddy	2014	101	5	11	0.000	I'm at Suites (Pittsburgh, PA)
Suites	-79.9332	40.4485	chendaddy	2014	101	5	11	0.000	I'm at Suites (Pittsburgh, PA)
University	-79.9434	40.4441	ShelbyT20	2014	345	4	19	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	schunake	2015	58	5	12	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	joncmu	2014	35	2	17	0.000	I'm at University (Pittsburgh, PA) w/ 3 others
University	-79.9434	40.4441	joncmu	2014	31	5	16	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	amyquispe	2014	32	6	21	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	39	6	19	0.000	I'm at University (Pittsburgh, PA) w/ 3 others
University	-79.9434	40.4441	RandPitt	2014	51	4	16	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	174	1	14	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	multiple1902	2015	144	0	23	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	Ktiav_	2015	66	6	1	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	joncmu	2014	30	4	17	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	34	1	18	0.000	I'm at University (Pittsburgh, PA) w/ 2 others
University	-79.9434	40.4441	joncmu	2014	63	2	14	0.000	I'm at University (Pittsburgh, PA) w/ 3 others
University	-79.9434	40.4441	joncmu	2014	176	3	16	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	PengHome	2014	172	6	22	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	122	5	21	0.000	I'm at University (Pittsburgh, PA) w/ 4 others
University	-79.9434	40.4441	chernysh	2014	102	6	19	0.000	I'm at University (Pittsburgh, PA) w/ 5 others
University	-79.9434	40.4441	gadha	2015	243	1	16	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	dlove170	2015	155	4	13	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	timparenti	2014	39	6	22	0.000	I'm at University (Pittsburgh, PA) w/ 2 others [pic]:
University	-79.9434	40.4441	joncmu	2014	185	5	19	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	DonghyunJo_	2014	121	4	22	0.000	I'm at University (Pittsburgh, PA) w/ 2 others
University	-79.9434	40.4441	MianMaoKu	2014	116	6	20	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	GoodbyeGirl417	2014	102	6	20	0.000	I'm at University (Pittsburgh, PA) w/ 4 others
University	-79.9434	40.4441	ljcesca	2014	101	5	18	0.000	I'm at University (Pittsburgh, PA) w/ 3 others
University	-79.9434	40.4441	russwbeck	2015	226	5	18	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	luchobortolin	2015	242	0	16	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	joncmu	2014	190	3	16	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	204	3	13	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	izzaradzi	2014	242	6	21	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	keenahaljunid	2014	242	6	21	0.000	I'm at University in Pittsburgh, PA w/
University	-79.9434	40.4441	lnhirata	2014	280	2	14	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	jojobickley	2014	282	4	0	0.000	I'm at University in Pittsburgh, PA
University	-79.9434	40.4441	ShelbyT20	2014	24	5	20	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	32	6	15	0.000	I'm at University (Pittsburgh, PA)
University	-79.9434	40.4441	joncmu	2014	33	0	18	0.000	I'm at University (Pittsburgh, PA)
