clid	venue	lon	lat	checkin_n	user_n	doy_mode	dow_mode	hour_mode
1	The Bagel Factory_1	-79.9487	40.4446	12	4	2014	186	0
1	Eat Unique	-79.9489	40.4456	12	4	2014	131	5
1	Carnegie Museum Of Art	-79.9494	40.4435	12	7	2015	74	0
1	Fuel and Fuddle	-79.9567	40.4411	10	5	2014	37	2
1	Carnegie Music Hall	-79.9500	40.4435	10	6	2014	52	6
1	India On Wheels	-79.9550	40.4449	9	2	2014	31	5
1	Sphinx Hookah Bar & Cafe	-79.9537	40.4381	9	6	2014	77	5
1	Gene's Place	-79.9562	40.4394	9	3	2014	101	5
1	Phantom of the Attic : Comics	-79.9486	40.4449	9	2	2014	13	2
1	William Pitt Union	-79.9549	40.4435	9	7	2014	301	5
1	The Original Hot Dog Shop	-79.9565	40.4421	9	5	2015	192	6
1	Graduate School of Public Health	-79.9591	40.4426	8	2	2014	152	1
1	Crepes Parisiennes	-79.9488	40.4460	8	3	2015	241	5
1	Pamela's P&G Diner_3	-79.9574	40.4412	8	7	2015	77	6
1	Garage Door	-79.9569	40.4406	8	5	2014	141	3
1	Kaufmann Medical Bldg	-79.9608	40.4404	8	2	2015	187	1
1	Soldiers & Sailors National Military Museum Memorial	-79.9563	40.4451	7	3	2014	123	2
1	Ali Baba	-79.9488	40.4452	7	4	2014	297	5
1	Pittsburgh Athletic Association	-79.9545	40.4448	6	1	2014	92	3
1	Hilton Garden Inn	-79.9594	40.4396	6	1	2015	153	2
1	Golden Palace Buffet_1	-79.9582	40.4408	5	1	2015	189	3
1	Market Central	-79.9565	40.4426	5	2	2015	278	1
1	Razzy Fresh_2	-79.9489	40.4458	5	5	2014	18	0
1	Forbes Tower	-79.9576	40.4403	5	1	2015	274	4
1	St. Nicholas Greek Orthodox Cathedral	-79.9500	40.4447	5	2	2015	192	6
1	The Weasley Burrow	-79.9584	40.4457	4	1	2015	82	1
1	Phantom of the Attic : Games	-79.9488	40.4450	4	2	2014	181	1
1	Popeyes Louisiana Kitchen_1	-79.9583	40.4418	4	3	2014	138	0
1	Posvar Hall	-79.9549	40.4417	4	2	2014	29	1
1	Hunan Bar	-79.9564	40.4403	4	2	2014	95	6
1	Sushi Fuku	-79.9484	40.4446	4	1	2015	186	0
1	Tong's Cuisine	-79.9581	40.4395	4	1	2014	49	2
1	Heinz Memorial Chapel	-79.9520	40.4452	3	3	2014	109	6
1	Forbes Gyro	-79.9570	40.4415	3	1	2015	284	0
1	Bangal Kabab House & Restaurant	-79.9552	40.4393	3	2	2015	155	4
1	Maximum Flavor Pizza Shop	-79.9487	40.4446	3	1	2015	13	2
1	iSchool Collaboration Space	-79.9527	40.4474	3	1	2015	100	5
1	Cock Pit	-79.9596	40.4381	3	1	2014	100	4
1	Joe P's Pimpin' House	-79.9584	40.4356	3	2	2015	239	4
1	Bellefield Towers	-79.9520	40.4472	3	2	2014	56	1
1	Razzy Fresh_1	-79.9583	40.4405	3	2	2015	157	6
1	Asia Tea House	-79.9529	40.4427	3	3	2014	91	0
1	Mervis Hall	-79.9530	40.4405	3	1	2015	194	1
1	Thai Hana	-79.9589	40.4416	3	1	2014	100	4
1	Carnegie Lecture Hall	-79.9497	40.4423	3	2	2014	284	6
1	Soldiers & Sailors Memorial Hall & Museum	-79.9563	40.4451	2	1	2015	181	2
1	India Garden	-79.9550	40.4390	2	1	2014	117	0
1	Magee-Women's Hospital Of UPMC	-79.9607	40.4369	2	1	2014	108	5
1	Bellefield Hall Auditorium	-79.9514	40.4453	2	1	2014	141	3
1	Bridges	-79.9549	40.4458	2	1	2014	28	2
1	Lucca	-79.9486	40.4453	2	1	2014	42	2
1	University of Pittsburgh Department of Chemistry	-79.9574	40.4460	2	1	2015	33	1
1	Dave and Andy's Ice Cream	-79.9574	40.4409	2	2	2015	80	4
1	Forbes-Craig Apartments	-79.9492	40.4445	2	1	2014	42	2
1	Carnegie Mellon Caf	-79.9492	40.4442	2	1	2014	175	2
1	Greek Festival	-79.9499	40.4444	2	1	2015	127	4
1	AT&T_3	-79.9561	40.4434	2	1	2015	269	6
1	Prince of India Restaurant and Tavern	-79.9586	40.4417	2	2	2014	28	3
1	Fairfax Apartments	-79.9483	40.4467	2	2	2014	33	0
1	Hesselbein Leadership Academy	-79.9546	40.4438	2	1	2014	207	6
1	Bellefield Hall Gym	-79.9513	40.4455	2	1	2014	109	6
1	GATF	-79.9473	40.4447	2	1	2014	77	2
1	Lube	-79.9583	40.4406	2	1	2014	137	5
1	Las Palmas Tacos	-79.9551	40.4391	2	1	2014	80	5
1	Benedum Hall	-79.9586	40.4437	2	1	2014	71	3
1	Campus Deli	-79.9549	40.4373	2	1	2014	32	6
1	Dippy the Dinosaur	-79.9518	40.4434	2	1	2014	144	6
1	Peter's Pub	-79.9572	40.4419	2	1	2014	81	6
1	The Great Race Starting Line	-79.9577	40.4423	2	1	2015	270	0
1	Pitt's Dogg'n It	-79.9561	40.4397	2	1	2015	157	6
1	Alumni Hall	-79.9538	40.4455	2	1	2015	53	0
1	Pittsburgh Public School Board	-79.9522	40.4462	2	1	2015	287	3
1	Spice Island Tea House	-79.9563	40.4400	2	1	2014	138	0
1	UPMC Presby Helipad	-79.9605	40.4415	1	1	2015	120	4
1	Enrico's Hair Cutting	-79.9596	40.4411	1	1	2014	206	5
1	Hair-O-Dynamics	-79.9496	40.4435	1	1	2014	283	5
1	smile studio dr. Cushman	-79.9622	40.4387	1	1	2014	100	4
1	The Pittsburgh Oratory	-79.9522	40.4487	1	1	2015	242	0
1	Bus Stop Fifth & Craig	-79.9492	40.4471	1	1	2015	236	1
1	Webster Hall	-79.9513	40.4473	1	1	2014	80	5
1	Uncle Jimmy's	-79.9546	40.4367	1	1	2014	89	0
1	Bruegger's Bagel Bakery_6	-79.9572	40.4416	1	1	2014	49	2
1	Bloodeagle Tattoo	-79.9491	40.4451	1	1	2014	116	6
1	Forbes Field Home Plate	-79.9560	40.4418	1	1	2014	172	6
1	Foote's House	-79.9584	40.4356	1	1	2015	200	0
1	Old Engineering Hall	-79.9580	40.4448	1	1	2014	226	4
1	Katie's Kandy	-79.9586	40.4408	1	1	2015	135	5
1	UPMC Forbes Tower	-79.9588	40.4398	1	1	2014	170	4
1	UPMC Arthritis & Internal Medicine	-79.9600	40.4406	1	1	2014	245	2
1	Winghart's Burger and a Whiskey Bar	-79.9576	40.4398	1	1	2014	88	6
1	Waffallonia_1	-79.9531	40.4430	1	1	2014	99	3
1	Korea Garden	-79.9545	40.4368	1	1	2015	30	5
1	Magee-Women's Hospital Trauma and General Surgery	-79.9607	40.4369	1	1	2014	211	3
1	Hillman Library	-79.9539	40.4428	1	1	2014	53	6
1	Schenley Quadrangle	-79.9557	40.4432	1	1	2014	39	6
1	Verizon Wireless	-79.9583	40.4407	1	1	2014	137	6
1	Bellefield Pool	-79.9515	40.4454	1	1	2015	63	3
1	Carnegie Music Hall Balcony	-79.9513	40.4441	1	1	2014	141	3
1	Simmons Center	-79.9611	40.4400	1	1	2015	286	2
1	Learning Research and Development Center	-79.9588	40.4442	1	1	2015	306	1
1	Aquinas Hall	-79.9641	40.4387	1	1	2014	100	4
1	North Way Christian Community	-79.9597	40.4397	1	1	2014	123	6
1	Peet's Coffee and Tea	-79.9576	40.4411	1	1	2014	76	1
1	Red Oak Cafe	-79.9579	40.4410	1	1	2014	143	5
1	The Natural Choice	-79.9589	40.4410	1	1	2014	102	6
1	Caliban Book Shop	-79.9488	40.4449	1	1	2015	226	5
1	Keystone Building	-79.9593	40.4413	1	1	2014	100	4
1	Snow Lion Imports	-79.9488	40.4463	1	1	2014	129	5
1	Bagels_2	-79.9546	40.4415	1	1	2015	178	6
2	Starbucks_2	-79.9884	40.4408	31	11	2014	283	5
2	Pizza Milano	-79.9881	40.4385	27	14	2014	73	6
2	Chipotle Mexican Grill_2	-79.9923	40.4408	23	12	2014	75	1
2	Duquesne Towers	-79.9888	40.4355	19	1	2014	83	4
2	Pittsburgh, PA_2	-79.9906	40.4416	15	9	2014	241	5
2	College Hall	-79.9901	40.4367	14	2	2014	73	3
2	City of Pittsburgh_1	-79.9906	40.4416	13	9	2014	75	0
2	Duquesne Student Union	-79.9909	40.4368	11	3	2014	40	5
2	TGI Fridays_1	-79.9901	40.4388	10	9	2014	196	3
2	Cambria Suites	-79.9881	40.4402	8	6	2014	283	6
2	Rockwell Hall	-79.9937	40.4377	7	2	2015	85	4
2	powered by Reebok	-79.9894	40.4395	6	1	2015	290	4
2	Pittsburgh Penguins Foundation Silent Auction	-79.9904	40.4399	6	1	2014	82	0
2	Lexus Club_2	-79.9900	40.4400	6	3	2014	295	4
2	Pittsburgh Marriott City Center	-79.9913	40.4398	6	3	2015	196	3
2	Shale's Cafe	-79.9884	40.4385	4	1	2015	197	4
2	Mario Lemieux Statue  Le Magnifique	-79.9903	40.4403	4	2	2014	167	1
2	Mario Lemieux 6.6k starting line	-79.9868	40.4400	4	1	2015	277	0
2	A.J. Palumbo Center	-79.9880	40.4376	4	3	2014	90	1
2	UPMC Mercy_1	-79.9853	40.4365	3	1	2015	152	1
2	St. Ann Hall	-79.9875	40.4361	3	1	2015	77	3
2	CVS_1	-79.9862	40.4394	3	2	2014	94	5
2	Life's Work	-79.9880	40.4381	2	1	2014	51	4
2	South Lot Parking CEC	-79.9904	40.4411	2	1	2014	124	0
2	Aces And Deuces Lounge	-79.9867	40.4385	2	1	2014	100	4
2	Labor Day Parade	-79.9873	40.4411	2	1	2014	244	1
2	Duquesne University Penthouse Assumption Hall	-79.9869	40.4353	2	1	2014	72	4
2	PensGear_1	-79.9894	40.4395	2	1	2014	122	5
2	The Steelhead Brasserie & Wine Bar	-79.9922	40.4402	2	1	2015	81	0
2	Tailgaters Sports Bar & Grill	-79.9870	40.4404	2	2	2014	7	3
2	Duquesne University- Bayer Hall	-79.9922	40.4358	1	1	2014	322	2
2	China Wok	-79.9889	40.4388	1	1	2014	137	6
2	Allegheny County Jail	-79.9926	40.4345	1	1	2014	200	6
2	Burgatory_2	-79.9898	40.4399	1	1	2014	99	3
2	2nd Ave & OP 10th Street Bridge: Outbound	-79.9897	40.4343	1	1	2014	32	6
2	Pittsburgh Chest Physicians	-79.9867	40.4364	1	1	2014	308	2
2	Trib Tron	-79.9897	40.4408	1	1	2014	127	3
2	Des Places Hall	-79.9873	40.4365	1	1	2014	336	2
2	Captain Morgan Club	-79.9899	40.4399	1	1	2015	286	2
2	Coffee Tree; Duquesne Law School	-79.9918	40.4366	1	1	2014	72	4
2	Duquesne University Old Main	-79.9928	40.4359	1	1	2014	314	1
2	Duquesne Fishbowl	-79.9911	40.4370	1	1	2014	89	0
2	Three Rivers Nephrology	-79.9894	40.4387	1	1	2015	42	3
2	East Parking Lot	-79.9886	40.4418	1	1	2014	103	0
2	First Niagara Club	-79.9901	40.4399	1	1	2014	106	3
3	Integrated Fitness_1	-79.9859	40.4294	121	1	2015	275	1
3	Fat Head's Saloon	-79.9801	40.4289	105	57	2014	58	5
3	Starbucks_4	-79.9840	40.4287	75	9	2015	185	6
3	The Smiling Moose	-79.9849	40.4288	44	23	2014	190	0
3	Local Bar + Kitchen	-79.9829	40.4289	42	27	2014	74	0
3	Carson Street Deli	-79.9831	40.4289	37	12	2014	67	3
3	Philsyland 2.0	-79.9808	40.4275	35	1	2014	28	3
3	Primanti Bros_1	-79.9792	40.4285	33	25	2014	87	6
3	OTB Bicycle Cafe	-79.9690	40.4276	32	15	2015	276	6
3	Dee's Cafe	-79.9847	40.4288	30	14	2014	67	0
3	Winghart's Whiskey & Burger Bar	-79.9831	40.4288	30	17	2014	117	0
3	Jimmy D's	-79.9817	40.4289	28	12	2014	61	0
3	Waffles, INCaffeinated SouthSide	-79.9692	40.4278	26	7	2014	33	0
3	Nakama Japanese Steakhouse	-79.9822	40.4288	25	18	2014	18	0
3	Twelve on Carson	-79.9854	40.4288	24	15	2015	85	0
3	Steel Cactus Mexican Restaurante & Cantina_2	-79.9793	40.4287	24	14	2015	153	4
3	1311	-79.9848	40.4288	21	10	2014	39	0
3	The Milk Shake Factory	-79.9817	40.4288	21	14	2014	83	3
3	Tad's on E. Carson	-79.9871	40.4287	20	5	2014	74	6
3	Thai Me Up	-79.9732	40.4271	18	7	2014	282	5
3	Lava Lounge	-79.9744	40.4285	18	11	2014	361	6
3	Jack's Bar	-79.9866	40.4288	17	11	2014	85	1
3	Casey's Draft House	-79.9800	40.4287	17	8	2014	39	6
3	Diesel Club Lounge	-79.9826	40.4290	16	9	2015	54	0
3	Emiliano's Mexican Restaurant and Bar	-79.9684	40.4276	14	12	2014	10	6
3	Acacia	-79.9759	40.4286	14	8	2014	72	0
3	Beehive Coffeehouse	-79.9843	40.4289	14	8	2014	154	3
3	The Rowdy Buck	-79.9842	40.4289	13	8	2014	67	0
3	Jimmy John's	-79.9811	40.4288	10	5	2014	63	6
3	Carmella's Plates & Pints	-79.9787	40.4286	10	7	2015	277	0
3	Bruegger's Bagel Bakery_3	-79.9804	40.4289	10	4	2014	55	1
3	Giant Eagle_4	-79.9771	40.4308	10	5	2014	79	4
3	Bobby Hendrix	-79.9768	40.4286	9	7	2014	43	0
3	Wings Over Pittsburgh	-79.9698	40.4277	8	3	2015	276	6
3	Charlie Murdochs Dueling Piano Rock Show	-79.9882	40.4289	8	4	2014	82	0
3	Ice 9 tattoo	-79.9717	40.4282	7	2	2015	274	4
3	Firewater Restoration	-79.9812	40.4297	7	1	2014	118	1
3	Branding Brand_1	-79.9725	40.4286	7	2	2014	23	4
3	Excuses Bar & Grill	-79.9687	40.4274	7	6	2014	67	6
3	The Blind Pig Tavern	-79.9739	40.4285	7	3	2014	58	4
3	Mullen's on Carson	-79.9760	40.4283	7	3	2014	67	5
3	Smokin Joe's	-79.9775	40.4287	7	7	2014	54	0
3	Fred's Fortress Of Solitude	-79.9696	40.4265	7	1	2014	47	5
3	Cupka's Cafe II	-79.9723	40.4282	6	3	2015	184	0
3	O'Leary's Southside Cafe	-79.9837	40.4288	6	3	2014	157	6
3	Coppertops	-79.9748	40.4284	6	3	2014	51	4
3	Dish Osteria and Bar	-79.9822	40.4276	6	4	2015	193	0
3	PNC Bank	-79.9806	40.4287	6	1	2014	55	1
3	Rex Theater	-79.9824	40.4288	6	2	2014	70	0
3	Holiday Inn Express and Suites	-79.9889	40.4300	5	5	2014	33	0
3	Jekyl & Hyde	-79.9807	40.4266	5	5	2014	64	0
3	PLS Logistics Services, Southside Branch	-79.9753	40.4307	5	1	2014	157	2
3	Lesvos Gyro Greek Cuisine	-79.9833	40.4288	5	3	2015	37	0
3	Popeyes Louisiana Kitchen_2	-79.9772	40.4302	4	2	2014	138	0
3	US Post Office_4	-79.9813	40.4286	4	1	2014	125	1
3	South Side Tan	-79.9763	40.4294	4	1	2014	101	1
3	Pale Horse Tattoo	-79.9875	40.4287	4	2	2014	153	1
3	Wingharts Burger & Whiskey Bar	-79.9831	40.4289	4	2	2015	157	6
3	Little Tokyo Bistro	-79.9753	40.4283	4	3	2014	101	5
3	Stagioni	-79.9759	40.4285	4	2	2015	184	5
3	Hookah Bookah	-79.9695	40.4276	4	3	2014	30	1
3	Mario's Southside Saloon	-79.9828	40.4288	4	3	2014	32	6
3	The Flats	-79.9833	40.4288	4	4	2015	143	6
3	Culture Shop	-79.9827	40.4288	4	2	2014	53	0
3	Pittsburgh Steak Company	-79.9781	40.4286	3	3	2014	66	4
3	Kassab's Restaurant	-79.9860	40.4288	3	2	2014	39	6
3	WESA Radio	-79.9867	40.4299	3	1	2015	152	1
3	Real McCoy's	-79.9852	40.4288	3	2	2014	87	5
3	Bradish Street Pinball Parlor	-79.9871	40.4272	3	2	2014	123	6
3	Popeye's	-79.9773	40.4303	3	2	2014	138	0
3	Archie's	-79.9717	40.4282	3	3	2014	64	0
3	El Toro Loco	-79.9693	40.4277	3	3	2014	89	0
3	Somewhere	-79.9685	40.4265	3	1	2014	9	2
3	City Theatre	-79.9849	40.4294	3	1	2014	24	4
3	Slacker	-79.9845	40.4288	3	2	2014	42	2
3	BYS Yoga	-79.9870	40.4287	3	1	2014	354	6
3	NuVision Engineering	-79.9702	40.4297	3	1	2014	70	2
3	Jester's Court tattoo	-79.9838	40.4288	2	1	2015	109	0
3	Supercuts	-79.9781	40.4286	2	2	2015	27	1
3	Kopy's Bar	-79.9864	40.4281	2	1	2015	269	6
3	Walker's Pub	-79.9767	40.4276	2	2	2014	128	0
3	Delanie's Coffee	-79.9807	40.4288	2	1	2014	224	2
3	Super Suds Laundromat	-79.9764	40.4301	2	1	2014	29	3
3	Integrated Fitness_2	-79.9860	40.4278	2	2	2014	116	4
3	Branding Brand_2	-79.9725	40.4291	2	1	2014	149	4
3	The Zenith	-79.9689	40.4267	2	2	2014	47	0
3	Rizzo's Margaritaville	-79.9746	40.4284	2	2	2014	74	0
3	Cuckoo's Nest	-79.9728	40.4284	2	1	2014	179	6
3	Fox Way Commons	-79.9809	40.4305	2	1	2014	68	0
3	Commonwealth Press Warehouse	-79.9726	40.4302	2	1	2014	123	6
3	Wine Bar	-79.9736	40.4281	2	2	2015	26	1
3	Chan An Restaurant_1	-79.9774	40.4309	2	1	2014	137	6
3	Apsara Cafe	-79.9818	40.4288	2	1	2014	74	6
3	Amazing Yoga	-79.9832	40.4288	2	1	2015	174	2
3	The Exchange_1	-79.9813	40.4288	2	2	2014	42	2
3	pinbash	-79.9872	40.4271	2	1	2014	333	6
3	Vogt True Value Hardware	-79.9846	40.4288	2	1	2014	150	5
3	Lin's Asian Fusion	-79.9767	40.4285	2	2	2014	114	0
3	Kyklops Tattoo	-79.9750	40.4284	2	1	2014	223	1
3	Vape Inn On Carson	-79.9704	40.4264	2	2	2014	111	0
3	Southside Steaks	-79.9776	40.4286	2	2	2014	74	0
3	sals pizza	-79.9844	40.4288	2	1	2014	331	4
3	Cupka's Cafe	-79.9703	40.4263	2	1	2014	102	6
3	Gennaro's Pizza & Pasta	-79.9811	40.4288	2	2	2014	63	2
3	Jaggerbush	-79.9732	40.4266	2	1	2014	299	0
3	Oliver Bath House	-79.9887	40.4295	2	1	2014	123	6
3	Albriaz palace	-79.9740	40.4266	2	1	2014	220	4
3	twelve_1	-79.9854	40.4288	2	2	2014	48	1
3	love yogurt	-79.9753	40.4285	2	1	2014	101	5
3	the government	-79.9808	40.4275	2	2	2014	33	0
3	otimemore's too hot	-79.9826	40.4270	1	1	2014	89	0
3	Amazing Cafe	-79.9832	40.4287	1	1	2014	180	0
3	Caffe Davio	-79.9690	40.4277	1	1	2014	95	6
3	The Dirty Ball	-79.9753	40.4267	1	1	2014	103	0
3	AlphaLab_2	-79.9716	40.4283	1	1	2014	37	4
3	18th and East Carson Street	-79.9806	40.4288	1	1	2015	63	3
3	Steeltown Entertainment Project	-79.9760	40.4303	1	1	2015	237	2
3	Gmiter Funeral Home	-79.9835	40.4273	1	1	2015	21	3
3	Perlora Leather	-79.9738	40.4285	1	1	2014	53	6
3	Clear Story Studio	-79.9777	40.4297	1	1	2014	40	0
3	Buddy's	-79.9757	40.4283	1	1	2014	40	0
3	The Grand Budapest Hotel	-79.9682	40.4292	1	1	2014	172	6
3	Redbox_3	-79.9775	40.4288	1	1	2014	141	3
3	Wharton Square	-79.9773	40.4309	1	1	2015	157	6
3	Flying Monkey Tattoo	-79.9849	40.4289	1	1	2014	37	4
3	Storexpress	-79.9735	40.4263	1	1	2014	103	0
3	Bohanon & Dometakis Casa	-79.9808	40.4275	1	1	2014	285	0
3	Italian Beef	-79.9827	40.4288	1	1	2014	134	3
3	Mallorca	-79.9734	40.4282	1	1	2014	137	6
3	Red & Irene's Tavern	-79.9777	40.4266	1	1	2014	327	0
3	Parts_4	-79.9785	40.4312	1	1	2014	287	2
3	Millenium Dance Complex	-79.9699	40.4274	1	1	2014	129	5
3	toolshed 2	-79.9808	40.4275	1	1	2014	72	4
3	Holiday Inn Express Hotel & Suites Pittsburgh-South Side	-79.9870	40.4295	1	1	2014	108	5
3	Salon Ivy	-79.9855	40.4288	1	1	2014	31	5
3	Serbian Club	-79.9693	40.4265	1	1	2014	221	6
3	Burger King_2	-79.9796	40.4286	1	1	2015	22	4
3	Bloom Cigar Co	-79.9865	40.4291	1	1	2014	193	6
3	Dirty Frank's Laundromat	-79.9733	40.4273	1	1	2014	150	5
3	Commonwealth Press	-79.9778	40.4286	1	1	2015	161	3
3	Finn McCool's	-79.9835	40.4289	1	1	2014	96	0
3	Carson Street News	-79.9821	40.4290	1	1	2014	87	5
3	Dave's Music Mine	-79.9859	40.4288	1	1	2015	106	4
3	Devils and Dolls Nightclub	-79.9814	40.4289	1	1	2014	131	0
3	Karworski Tavern	-79.9717	40.4264	1	1	2014	327	0
3	CoGo's_1	-79.9709	40.4283	1	1	2014	348	0
3	Fitness With A Twist	-79.9763	40.4292	1	1	2015	15	4
3	twelve_2	-79.9851	40.4281	1	1	2014	36	3
3	E. Carson St	-79.9762	40.4284	1	1	2014	221	6
3	Payless ShoeSource	-79.9775	40.4311	1	1	2015	157	6
3	Blue Lou's	-79.9829	40.4288	1	1	2014	82	0
3	Brix	-79.9703	40.4264	1	1	2014	33	0
3	The Pub Chip Shop	-79.9794	40.4287	1	1	2014	39	6
3	In The Blood Tattoo	-79.9774	40.4286	1	1	2014	165	6
3	Maurice's Master Barber Shop	-79.9873	40.4288	1	1	2015	162	4
3	Green Front Inn	-79.9714	40.4283	1	1	2015	157	6
3	Copies at Carson	-79.9846	40.4288	1	1	2015	56	3
3	Holiday Inn Express & Suites Pittsburgh-South Side	-79.9890	40.4299	1	1	2015	248	6
3	Head Board Shop	-79.9716	40.4282	1	1	2014	53	6
3	South Side Tattoo	-79.9742	40.4284	1	1	2014	53	6
3	Rothrock's Kung Fu & Tai Chi	-79.9714	40.4281	1	1	2014	129	5
3	M & W Rent House 2	-79.9808	40.4275	1	1	2014	68	0
4	Foreland Home	-80.0032	40.4496	266	1	2014	56	2
4	Andy Warhol Museum	-80.0022	40.4485	72	55	2014	241	6
4	The Beer Market	-80.0041	40.4478	47	28	2014	275	6
4	Mullens Bar & Grill	-80.0041	40.4484	29	24	2014	281	6
4	Hyde Park Steakhouse	-80.0080	40.4462	23	10	2014	49	2
4	McFadden's	-80.0075	40.4466	17	11	2015	184	5
4	Residence Inn	-80.0072	40.4480	16	6	2014	223	1
4	B Z Bar and Grill	-80.0042	40.4482	14	11	2014	31	0
4	Hyatt Place Pittsburgh/North Shore	-80.0090	40.4467	14	6	2014	46	6
4	Trib Total Media	-80.0086	40.4489	13	1	2014	278	0
4	Soho	-80.0045	40.4483	11	7	2014	185	6
4	Roberto Clemente Bridge	-80.0033	40.4451	10	6	2014	122	2
4	Atria's Restaurant and Tavern	-80.0040	40.4472	9	7	2014	194	0
4	Diamond Pizza	-80.0045	40.4473	7	2	2014	50	2
4	Port Authority North Side Station	-80.0088	40.4480	7	2	2015	274	4
4	Dominic's Famous Deli & Bottle Shop	-80.0041	40.4478	7	3	2014	280	3
4	Kayak Pittsburgh	-80.0039	40.4468	5	3	2014	187	5
4	Lexus Club_1	-80.0068	40.4478	5	1	2015	189	3
4	Clark Bar & Grill	-80.0085	40.4488	3	2	2015	238	3
4	Roberto Clemente Statue	-80.0040	40.4468	3	2	2015	219	5
4	Willie Stargell Statue	-80.0040	40.4476	3	2	2014	145	0
4	The Warhol: Store	-80.0021	40.4486	2	1	2014	132	1
4	BNY Mellon New Music Stage	-80.0035	40.4460	2	2	2014	325	5
4	5K Start	-80.0088	40.4473	2	1	2014	123	6
4	BZ Bar & Grill	-80.0042	40.4482	2	1	2014	150	5
4	Parking Red 5A	-80.0082	40.4478	2	1	2014	125	1
4	Pittsburgh Kids Network	-80.0038	40.4481	2	1	2014	38	5
4	Manny's BBQ	-80.0048	40.4464	1	1	2014	122	5
4	Primanti Bros_4	-80.0059	40.4469	1	1	2014	90	1
4	Alcoa Pittsburgh Federal Credit Union	-80.0033	40.4483	1	1	2015	202	2
4	River by PNC park	-80.0057	40.4457	1	1	2014	205	4
4	Smith Brothers Agency	-80.0039	40.4481	1	1	2015	204	4
4	Blue Lot 7G	-80.0042	40.4492	1	1	2014	298	6
4	Blue Lot 7F	-80.0050	40.4481	1	1	2014	90	1
4	F.N.B. Corporation	-80.0035	40.4479	1	1	2014	80	5
4	the Ohio State Alumni meetup	-80.0041	40.4484	1	1	2015	13	2
4	Mexico	-80.0032	40.4496	1	1	2014	140	2
4	Budweiser Bowtie Bar	-80.0061	40.4461	1	1	2014	158	6
4	Majestic Clubhouse Store	-80.0058	40.4474	1	1	2014	132	1
4	Clarks Parking	-80.0091	40.4484	1	1	2014	95	6
4	BZ Bar and Grill	-80.0042	40.4482	1	1	2014	74	6
4	Steel City Showdown	-80.0043	40.4480	1	1	2014	117	0
4	Clark Building Parking Lot	-80.0087	40.4486	1	1	2014	207	6
4	Lacock St Underpass	-80.0030	40.4505	1	1	2014	207	6
5	Heinz Field Parking Lot	-80.0123	40.4476	119	1	2014	27	3
5	Rivertowne North Shore	-80.0105	40.4458	53	19	2014	275	0
5	Carnegie Science Center	-80.0178	40.4457	50	25	2014	190	6
5	CCAC Allegheny Campus	-80.0135	40.4496	50	4	2014	58	2
5	Jerome Bettis' Grille 36	-80.0116	40.4456	43	28	2014	103	0
5	Eatery	-80.0106	40.4458	40	22	2014	306	0
5	Port Authority Allegheny Station_1	-80.0175	40.4480	21	6	2014	204	2
5	CCAC Forester Student Services Center	-80.0148	40.4500	18	1	2014	44	4
5	K. Leroy Irvis Science Center	-80.0152	40.4495	18	2	2014	20	2
5	CCAC Milton Hall	-80.0139	40.4494	8	1	2014	44	4
5	Asiago's Tuscan Italian	-80.0114	40.4459	5	1	2015	274	4
5	Riverwalk	-80.0106	40.4455	5	2	2015	193	0
5	Rangos Omnimax Theater	-80.0181	40.4457	4	2	2014	155	3
5	CCAC Foerster Student Services Center	-80.0148	40.4500	4	1	2014	121	4
5	Burgatory_3	-80.0110	40.4462	4	2	2015	282	5
5	Gold Lot 1	-80.0121	40.4472	4	1	2015	205	5
5	Nina And The Pinta	-80.0118	40.4459	3	1	2015	282	5
5	Mr. Rogers Memorial	-80.0139	40.4449	3	1	2014	167	1
5	General Robinson Garage	-80.0097	40.4476	2	1	2014	91	2
5	Highmark Sportsworks at Carnegie Science Center	-80.0184	40.4464	2	1	2015	76	2
5	Pittsburgh Heritage Trail	-80.0157	40.4467	2	1	2014	104	1
5	PNC Gold parking Lot	-80.0103	40.4469	2	1	2014	207	6
5	ROOT Sports Pittsburgh	-80.0102	40.4462	2	1	2014	203	2
5	Stage AE	-80.0126	40.4461	2	2	2014	141	4
5	March Of Dimes	-80.0131	40.4468	2	1	2015	116	0
5	Immaculate Reception Monument	-80.0129	40.4469	2	1	2014	158	6
5	North Side T Station	-80.0136	40.4465	1	1	2014	214	6
5	Rib Fest	-80.0139	40.4469	1	1	2015	249	0
5	USS Requin	-80.0184	40.4454	1	1	2015	142	5
5	Southwestern Pennsylvania World War II Memorial	-80.0120	40.4457	1	1	2015	172	0
6	Primanti Brothers_2	-79.9855	40.4507	167	68	2014	111	6
6	DeLuca's Diner	-79.9836	40.4514	52	28	2014	119	0
6	Pamela's P&G Diner_2	-79.9792	40.4519	46	22	2014	117	0
6	Marty's Market	-79.9822	40.4537	44	13	2014	57	4
6	Roland's Seafood Grill and Iron Landing	-79.9844	40.4508	41	21	2014	18	0
6	Pittsburgh Public Market	-79.9876	40.4501	39	14	2014	142	0
6	Wigle Whiskey	-79.9813	40.4544	33	15	2014	354	6
6	Cioppino	-79.9829	40.4540	23	8	2014	150	0
6	21st Street Coffee and Tea_1	-79.9844	40.4517	21	8	2014	43	3
6	Cavo	-79.9845	40.4514	21	11	2014	131	0
6	Lotus Food	-79.9862	40.4496	20	7	2015	25	0
