venue	lon	lat	user	year	doy	dow	hour	senti_val	txt
Mine Factory	-79.8952	40.4483	BoydleService	2014	58	4	1	0.000	Just posted a photo Mine Factory
Garfield (Pittsburgh	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh	-79.9400	40.4670	A_BARWEEZY	2015	274	4	5	0.000	Just posted a photo Garfield (Pittsburgh)
Garfield (Pittsburgh	-79.9400	40.4670	Tg0d2	2015	233	5	3	0.000	Just posted a photo Garfield (Pittsburgh)
Marty's Market, LLC	-79.9822	40.4537	BenzaBurgh	2014	109	6	3	0.000	Just posted a photo Marty's Market, LLC
The Melting Pot - Pittsburgh	-80.0041	40.4330	KalynLow	2015	205	5	3	0.000	Just posted a photo The Melting Pot - Pittsburgh
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	216	1	0	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	246	3	3	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	LeroySquiggles	2014	298	6	5	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	216	1	0	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	216	1	0	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	246	3	3	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	216	1	0	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	MissAbutter	2014	246	3	3	-0.390	Just posted a photo Mad Mex Shadyside
Mad Mex Shadyside	-79.9251	40.4583	LeroySquiggles	2014	298	6	5	-0.390	Just posted a photo Mad Mex Shadyside
NU	-79.9228	40.4376	triprotic	2015	143	6	23	0.000	Just posted a photo NU
NU	-79.9228	40.4376	triprotic	2015	143	6	23	0.000	Just posted a photo NU
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Phantom Fright Nights	-79.8652	40.3857	jcartiff	2014	309	3	0	-0.342	Just posted a photo Phantom Fright Nights
Club Zoo	-79.9875	40.4499	ShawGalleries	2014	178	5	2	0.000	Just posted a photo Club Zoo
Club Zoo	-79.9875	40.4499	bdarby402	2014	82	0	15	0.000	Just posted a photo Club Zoo
Hillman Library	-79.9540	40.4426	GideonShils	2015	265	2	20	0.000	Just posted a photo Hillman Library
Hillman Library	-79.9540	40.4426	GideonShils	2015	265	2	20	0.000	Just posted a photo Hillman Library
Dawntawn Pixburgh	-80.0016	40.4392	Psettle_	2015	205	5	4	0.000	Just posted a photo Dawntawn Pixburgh
Roofless	-79.9036	40.4582	jsunkm	2015	137	0	23	0.000	Just posted a photo Roofless
Altiuspgh	-80.0192	40.4385	NadineLister	2015	201	1	3	0.000	Just posted a photo Altiuspgh
Altiuspgh	-80.0192	40.4385	trelles09	2014	361	6	0	0.000	Just posted a photo Altiuspgh
Image One Salon	-79.9661	40.3983	imageonesalon	2015	98	3	14	0.000	Just posted a photo Image One Salon
Image One Salon	-79.9661	40.3983	imageonesalon	2015	102	0	2	0.000	Just posted a photo Image One Salon
Image One Salon	-79.9661	40.3983	imageonesalon	2015	102	0	2	0.000	Just posted a photo Image One Salon
Image One Salon	-79.9661	40.3983	imageonesalon	2015	107	5	4	0.000	Just posted a photo Image One Salon
Joe's Basement Sweatshop	-80.0517	40.4987	kainimura	2014	51	4	4	0.000	Just posted a photo Joe's Basement Sweatshop
Stage AE	-80.0122	40.4461	JohnnyStLethal	2015	99	4	17	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ladymarge	2014	337	3	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	kaywilliams97	2014	190	3	16	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	kgiz303	2014	289	4	0	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	pschfr	2014	156	4	4	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	amcirigliano	2015	305	0	4	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	01sweetworld	2015	182	3	0	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ClairePrigg	2015	270	0	4	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ladymarge	2014	337	3	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	kaywilliams97	2014	190	3	16	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	kgiz303	2014	289	4	0	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	pschfr	2014	156	4	4	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ltmiles	2014	130	6	0	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Osurockerball08	2014	298	6	19	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	corbncorb	2014	344	3	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Pignuts	2014	207	6	1	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	MrChrisPaglia	2015	240	5	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Abbison333	2015	277	0	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Abbison333	2015	277	0	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	gabbeyoder	2015	141	4	22	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Aaron_evidently	2015	172	0	22	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Osurockerball08	2014	298	6	19	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	corbncorb	2014	344	3	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Pignuts	2014	207	6	1	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ericguerrero	2014	69	1	2	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ltmiles	2014	130	6	0	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	ClairePrigg	2015	270	0	4	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Abbison333	2015	277	0	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	Abbison333	2015	277	0	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	tjfadehawk	2015	234	6	2	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	tjfadehawk	2015	234	6	2	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	MrChrisPaglia	2015	240	5	23	0.000	Just posted a photo Stage AE
Stage AE	-80.0122	40.4461	LauraLoveLecrae	2015	110	1	23	0.000	Just posted a photo Stage AE
Mexican War Streets	-80.0107	40.4554	JoshLouie	2015	201	1	2	-0.438	Just posted a photo Mexican War Streets
Mexican War Streets	-80.0107	40.4554	JoshLouie	2014	290	5	23	-0.438	Just posted a photo Mexican War Streets
Mexican War Streets	-80.0107	40.4554	JoshLouie	2014	118	1	3	-0.438	Just posted a photo Mexican War Streets
Mexican War Streets	-80.0107	40.4554	thechriscruz	2015	70	3	4	-0.438	Just posted a photo Mexican War Streets
Mexican War Streets	-80.0107	40.4554	JoshLouie	2015	52	6	12	-0.438	Just posted a photo Mexican War Streets
Toronto, Canada	-79.9337	40.4578	george_birman	2014	319	6	3	0.000	Just posted a photo Toronto, Canada
Google	-79.9166	40.4573	SunStarrMEdia	2015	143	6	0	0.000	Just posted a photo Google
Suzie's Keystone Fireworks Tent	-80.0962	40.4687	Mesmereyed	2015	183	4	1	0.000	Just posted a photo Suzie's Keystone Fireworks Tent
Suzie's Keystone Fireworks Tent	-80.0962	40.4687	Mesmereyed	2015	183	4	1	0.000	Just posted a photo Suzie's Keystone Fireworks Tent
Walnut Grill	-80.0446	40.3809	djjoeyfoxx	2014	69	1	6	0.000	Just posted a photo Walnut Grill
Rowhouse Cinema	-79.9609	40.4700	leftylanza	2014	143	5	22	0.000	Just posted a photo Rowhouse Cinema
Rowhouse Cinema	-79.9609	40.4700	leftylanza	2014	143	5	22	0.000	Just posted a photo Rowhouse Cinema
The Color Run Pittsburgh	-80.0076	40.4476	omgitskatttttie	2014	319	6	19	0.000	Just posted a photo The Color Run Pittsburgh
The Color Run Pittsburgh	-80.0076	40.4476	omgitskatttttie	2014	319	6	19	0.000	Just posted a photo The Color Run Pittsburgh
The Color Run Pittsburgh	-80.0076	40.4476	omgitskatttttie	2014	319	6	19	0.000	Just posted a photo The Color Run Pittsburgh
Fifth Avenue Place	-80.0033	40.4419	pgh1934	2015	274	4	17	0.000	Just posted a photo Fifth Avenue Place
Fifth Avenue Place	-80.0033	40.4419	pgh1934	2015	274	4	17	0.000	Just posted a photo Fifth Avenue Place
Fifth Avenue Place	-80.0033	40.4419	pgh1934	2015	274	4	17	0.000	Just posted a photo Fifth Avenue Place
Fifth Avenue Place	-80.0033	40.4419	pgh1934	2015	274	4	17	0.000	Just posted a photo Fifth Avenue Place
Fifth Avenue Place	-80.0033	40.4419	pgh1934	2015	274	4	17	0.000	Just posted a photo Fifth Avenue Place
Roundabout Brewery	-79.9569	40.4771	SuzyB419	2014	214	6	18	0.000	Just posted a photo Roundabout Brewery
Roundabout Brewery	-79.9569	40.4771	SuzyB419	2014	214	6	18	0.000	Just posted a photo Roundabout Brewery
North Shore Riverfront Park and Trail_2	-80.0120	40.4453	worldfamouswrap	2014	207	6	19	0.000	Just posted a photo North Shore Riverfront Park and Trail
North Shore Riverfront Park and Trail_2	-80.0120	40.4453	JoshLouie	2014	248	5	0	0.000	Just posted a photo North Shore Riverfront Park and Trail
North Shore Riverfront Park and Trail_2	-80.0120	40.4453	JoshLouie	2014	289	4	22	0.000	Just posted a photo North Shore Riverfront Park and Trail
North Shore Riverfront Park and Trail_2	-80.0120	40.4453	worldfamouswrap	2014	207	6	19	0.000	Just posted a photo North Shore Riverfront Park and Trail
North Shore Riverfront Park and Trail_2	-80.0120	40.4453	JoshLouie	2014	248	5	0	0.000	Just posted a photo North Shore Riverfront Park and Trail
North Shore Riverfront Park and Trail_2	-80.0120	40.4453	JoshLouie	2014	289	4	22	0.000	Just posted a photo North Shore Riverfront Park and Trail
Salem's Market and Grill	-79.9738	40.4584	MrNeup	2015	269	6	19	0.000	Just posted a photo Salem's Market and Grill
Salem's Market and Grill	-79.9738	40.4584	MrNeup	2015	269	6	19	0.000	Just posted a photo Salem's Market and Grill
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	navajoo__	2015	242	0	4	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Kobaltblu13	2015	46	0	21	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Kobaltblu13	2015	46	0	21	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Kobaltblu13	2015	48	2	4	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Hijo_d_afrique	2014	120	3	22	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Kobaltblu13	2015	46	0	21	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Kobaltblu13	2015	48	2	4	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Hijo_d_afrique	2014	120	3	22	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	Kobaltblu13	2015	46	0	21	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	navajoo__	2015	242	0	4	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
Pittsburgh Central Downtown Historic District	-79.9972	40.4414	navajoo__	2015	234	6	22	0.000	Just posted a photo Pittsburgh Central Downtown Historic District
The Flats on Carson	-79.9833	40.4287	MxdVxn	2015	145	1	0	0.000	Just posted a photo The Flats on Carson
The Flats on Carson	-79.9833	40.4287	MxdVxn	2015	145	1	0	0.000	Just posted a photo The Flats on Carson
DoubleTree Pittsburgh Green Tree	-80.0589	40.4186	meesch___	2015	200	0	21	0.000	Just posted a photo DoubleTree Pittsburgh Green Tree
Decade Pittsburgh	-79.9943	40.4286	JoshLouie	2014	81	6	20	0.000	Just posted a photo Decade Pittsburgh
Allegheny Coffee & Tea Exchange	-79.9839	40.4512	TannerGlaves	2014	166	0	16	0.000	Just posted a photo Allegheny Coffee &amp; Tea Exchange
Allegheny Coffee & Tea Exchange	-79.9839	40.4512	TannerGlaves	2014	166	0	16	0.000	Just posted a photo Allegheny Coffee &amp; Tea Exchange
Cafe at the Frick	-79.9016	40.4477	ljstepben	2015	134	4	23	0.000	Just posted a photo Cafe at the Frick
Cafe at the Frick	-79.9016	40.4477	ljstepben	2015	134	4	23	0.000	Just posted a photo Cafe at the Frick
Wean Hall	-79.9462	40.4428	svencarl1971	2014	23	4	16	0.000	Just posted a photo Wean Hall
Wean Hall	-79.9462	40.4428	svencarl1971	2014	23	4	16	0.000	Just posted a photo Wean Hall
Wean Hall	-79.9462	40.4428	svencarl1971	2014	23	4	16	0.000	Just posted a photo Wean Hall
Heinz History Center	-79.9922	40.4466	boogeydakid	2015	71	4	15	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	emily4732	2015	66	6	2	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	emycrinkrra	2015	73	6	14	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	BenzaBurgh	2014	139	1	0	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	JoshLouie	2014	94	5	19	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	JoshLouie	2014	94	5	19	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	rebekahxmarie	2015	283	6	21	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	rebekahxmarie	2015	283	6	21	0.000	Just posted a photo Heinz History Center
Heinz History Center	-79.9922	40.4466	emycrinkrra	2015	73	6	14	0.000	Just posted a photo Heinz History Center
Nikki's Thai Downtown	-79.9983	40.4438	SpencerJ84	2015	60	0	2	0.000	Just posted a photo Nikki's Thai Downtown
Nikki's Thai Downtown	-79.9983	40.4438	SpencerJ84	2015	60	0	2	0.000	Just posted a photo Nikki's Thai Downtown
South Side Slopes	-79.9700	40.4200	LegacyAvenue	2015	298	0	23	0.000	Just posted a photo South Side Slopes
South Side Slopes	-79.9700	40.4200	JohnCinema412	2015	301	3	17	0.000	Just posted a photo South Side Slopes
South Side Slopes	-79.9700	40.4200	rothmeier	2015	249	0	16	0.000	Just posted a photo South Side Slopes
South Side Slopes	-79.9700	40.4200	LegacyAvenue	2015	237	2	23	0.000	Just posted a photo South Side Slopes
Parking	-79.9023	40.4490	BenzaBurgh	2014	101	5	4	0.000	Just posted a photo Parking
bar11	-79.9874	40.4272	NJLansberry	2015	200	0	4	0.000	Just posted a photo bar11
bar11	-79.9874	40.4272	NJLansberry	2015	200	0	4	0.000	Just posted a photo bar11
bar11	-79.9874	40.4272	NJLansberry	2015	200	0	4	0.000	Just posted a photo bar11
bar11	-79.9874	40.4272	patheticboy	2014	361	6	3	0.000	Just posted a photo bar11
GDI	-79.9948	40.4419	liston412	2015	73	6	16	0.000	Just posted a photo GDI
GDI	-79.9948	40.4419	liston412	2015	73	6	16	0.000	Just posted a photo GDI
18th Street Steps	-79.9807	40.4249	DJTMI	2014	154	2	20	0.000	Just posted a photo 18th Street Steps
18th Street Steps	-79.9807	40.4249	DJTMI	2014	154	2	20	0.000	Just posted a photo 18th Street Steps
The Modern Cafe	-80.0165	40.4521	ultracruz6	2014	82	0	2	0.000	Just posted a photo The Modern Cafe
Emerald View Park on Grandview	-80.0235	40.4387	JoshLouie	2014	153	1	23	0.000	Just posted a photo Emerald View Park on Grandview
Hofbruhaus Pittsburgh	-79.9646	40.4286	bowtieforblaine	2014	111	1	23	0.000	Just posted a photo Hofbruhaus Pittsburgh
Pittsburgh Children's Festival	-79.9527	40.4428	JPushic	2014	138	0	21	0.390	Just posted a photo Pittsburgh Children's Festival
Strip District In The Burgh	-79.9846	40.4506	vjaneee	2014	182	2	21	0.000	Just posted a photo Strip District In The Burgh!
Wilson Park	-80.0509	40.4180	emily4732	2015	138	1	16	0.000	Just posted a photo Wilson Park
Wilson Park	-80.0509	40.4180	emily4732	2015	138	1	16	0.000	Just posted a photo Wilson Park
Bates Motel	-79.9522	40.4389	NJLansberry	2015	25	0	2	0.000	Just posted a photo Bates Motel
University of Pittsburgh_6	-79.9538	40.4457	Jhogue25	2014	114	4	19	0.000	Just posted a photo University of Pittsburgh
University of Pittsburgh_6	-79.9538	40.4457	Jhogue25	2014	114	4	19	0.000	Just posted a photo University of Pittsburgh
Paint Monkey	-79.9638	40.4730	TresheaWade	2014	305	6	23	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	beapaintmonkey	2014	145	0	17	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	beapaintmonkey	2014	136	5	0	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	TresheaWade	2014	305	6	23	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	beapaintmonkey	2014	145	0	17	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	beapaintmonkey	2014	136	5	0	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	TresheaWade	2014	305	6	23	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	beapaintmonkey	2014	145	0	17	0.000	Just posted a photo Paint Monkey
Paint Monkey	-79.9638	40.4730	beapaintmonkey	2014	136	5	0	0.000	Just posted a photo Paint Monkey
Delanie's Coffee	-79.9807	40.4290	dj_Bamboo	2014	142	4	19	0.000	Just posted a photo Delanie's Coffee
Delanie's Coffee	-79.9807	40.4290	fafafaust	2015	280	3	22	0.000	Just posted a photo Delanie's Coffee
Delanie's Coffee	-79.9807	40.4290	fafafaust	2015	281	4	18	0.000	Just posted a photo Delanie's Coffee
Delanie's Coffee	-79.9807	40.4290	fafafaust	2015	280	3	22	0.000	Just posted a photo Delanie's Coffee
Delanie's Coffee	-79.9807	40.4290	fafafaust	2015	281	4	18	0.000	Just posted a photo Delanie's Coffee
Delanie's Coffee	-79.9807	40.4290	fafafaust	2015	280	3	22	0.000	Just posted a photo Delanie's Coffee
Delanie's Coffee	-79.9807	40.4290	fafafaust	2015	281	4	18	0.000	Just posted a photo Delanie's Coffee
Legion Park	-80.0350	40.4820	angidas	2015	305	0	21	0.000	Just posted a photo Legion Park
Pizza Milano	-79.9880	40.4386	Bigtom247	2014	247	4	4	0.000	Just posted a photo Pizza Milano
Ohiopyle State Park	-79.9657	40.4280	heyitshunt6	2015	158	0	2	0.000	Just posted a photo Ohiopyle State Park
