how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
0,5,0,0,12,5,0,5,0,1,7,20
1,2,0,0,9,2,3,2,0,1,8,11
2,1,0,0,10,9,0,8,0,0,4,8
3,0,0,0,1,9,0,0,0,0,5,7
4,0,0,0,3,6,0,0,0,0,2,5
5,0,0,0,0,1,0,2,0,0,2,2
6,0,0,0,0,3,0,2,0,0,3,2
7,0,0,0,0,0,0,0,0,0,2,1
8,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,1,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,1,0,0
11,0,2,0,0,0,0,0,0,1,0,1
12,1,0,0,0,0,0,0,0,0,2,2
13,0,1,0,0,0,0,0,0,1,0,1
14,1,0,0,7,0,0,5,0,0,0,3
15,1,0,0,6,0,0,3,1,0,7,8
16,1,0,0,4,0,0,5,1,1,6,17
17,3,0,0,6,0,2,10,0,0,9,13
18,2,0,0,4,0,0,2,0,2,3,10
19,2,0,0,4,0,1,0,0,1,3,7
20,3,1,0,6,2,0,7,0,2,3,9
21,0,0,0,6,0,0,3,0,1,7,14
22,2,4,0,6,3,6,6,0,2,7,9
23,6,0,0,8,2,0,4,0,3,12,14
24,3,0,0,2,0,1,6,0,2,8,6
25,0,0,0,4,1,0,0,0,0,3,3
26,0,0,0,5,5,0,1,0,1,2,3
27,0,0,0,0,1,1,0,0,0,1,4
28,0,3,0,0,0,0,3,0,0,8,5
29,0,0,0,0,3,0,0,0,0,0,3
30,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0
34,1,0,0,0,0,2,1,0,0,2,0
35,0,1,0,2,0,0,2,0,0,0,0
36,0,0,0,1,0,2,5,0,0,0,5
37,0,0,0,1,0,5,13,1,8,6,12
38,0,2,0,1,0,3,3,0,0,2,5
39,0,0,0,1,0,6,10,0,0,0,5
40,0,0,0,8,0,4,3,0,1,0,8
41,1,0,0,1,0,4,3,0,0,0,12
42,0,0,0,4,0,1,4,0,0,4,2
43,1,0,0,3,0,0,3,0,1,2,6
44,0,0,0,2,0,0,0,0,0,3,0
45,0,1,0,4,0,1,5,0,1,7,6
46,0,0,0,6,0,1,3,0,0,3,8
47,1,0,0,12,0,0,1,0,0,12,5
48,1,1,0,5,0,0,2,0,1,10,5
49,3,1,0,7,0,0,4,0,1,1,6
50,0,0,0,0,0,0,2,0,0,2,4
51,3,0,0,0,0,0,0,0,0,1,2
52,0,0,0,0,0,0,1,0,0,3,2
53,0,0,0,0,0,0,0,0,0,0,1
54,0,0,0,0,0,0,0,0,1,0,0
55,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,1,0,0,0,1
59,0,0,0,0,0,2,1,1,0,2,4
60,0,2,0,1,0,2,5,0,1,4,14
61,0,0,0,0,1,0,16,0,0,3,6
62,0,2,0,0,0,5,5,1,1,0,5
63,0,0,0,2,0,8,1,0,0,4,1
