how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
109,2,2,0,0,0,0,0,0,0,0,13
110,6,0,0,0,0,0,0,0,0,0,3
111,2,1,0,0,0,0,0,0,0,0,1
112,0,1,0,1,0,0,0,0,0,0,0
113,1,2,0,0,0,0,0,0,0,0,1
114,2,2,0,0,0,0,0,0,0,0,1
115,4,0,0,1,0,0,0,0,0,1,0
116,0,2,0,1,0,0,0,0,0,1,3
117,1,0,0,0,2,0,0,0,0,0,0
118,1,0,0,0,4,0,0,0,0,0,1
119,2,0,0,3,2,0,0,0,0,0,3
120,2,0,0,0,0,0,0,0,0,0,3
121,1,0,0,1,0,0,0,0,0,0,0
122,1,0,0,0,0,0,0,0,0,0,0
123,1,0,0,0,0,0,0,0,0,0,1
124,2,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0,1
131,0,0,0,0,0,0,0,0,0,0,1
132,0,0,0,0,0,0,0,0,0,0,3
133,0,0,0,0,0,0,0,0,0,0,4
134,2,0,0,0,0,0,0,0,0,0,1
135,2,0,0,0,0,0,0,0,0,0,0
136,4,0,0,0,2,0,0,0,0,0,0
137,1,0,0,0,2,0,0,0,0,1,0
138,4,0,0,1,0,0,0,0,0,1,1
139,2,0,0,0,0,0,0,0,0,0,0
140,0,0,0,2,0,0,1,0,0,1,1
141,0,0,0,3,2,0,0,0,0,0,0
142,2,0,0,1,0,0,0,0,0,0,2
143,4,0,0,1,0,0,0,0,0,0,2
144,1,0,0,0,2,0,0,0,0,0,0
145,3,0,0,0,0,0,0,0,0,0,0
146,0,0,0,1,0,0,0,0,0,0,0
147,0,0,0,2,0,0,0,0,0,0,1
148,0,0,0,0,0,0,0,0,0,0,0
149,0,0,0,0,2,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,1,0,0,0,0,0
156,0,0,0,0,0,0,0,0,0,0,0
157,3,0,0,0,0,0,0,0,0,0,0
158,3,0,0,0,0,0,0,0,0,0,0
159,4,0,0,0,0,0,0,0,0,0,0
160,6,6,0,1,0,0,0,0,0,0,3
161,9,0,0,0,2,0,0,0,0,1,2
162,1,0,0,0,0,0,0,0,0,1,0
163,1,0,0,0,0,0,0,0,0,0,4
164,6,0,0,1,2,0,0,0,0,0,0
165,3,0,0,0,0,0,1,0,0,0,0
166,4,0,0,1,4,0,0,0,0,0,1
167,6,0,0,0,2,0,0,0,0,0,2
