how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
0,0,2,0,3,0,0,0,0,0,0,1
1,0,2,0,0,0,0,1,0,0,2,0
2,0,2,0,1,3,0,0,1,0,0,3
3,0,0,0,1,3,0,0,0,0,0,1
4,0,0,0,0,1,0,0,0,0,0,1
5,0,0,0,0,1,0,0,0,0,0,3
6,0,0,0,0,0,0,1,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,1
11,0,0,0,0,0,1,0,0,0,0,2
12,0,0,0,0,0,0,0,0,2,0,1
13,0,0,0,0,0,0,0,0,0,2,1
14,0,2,0,0,0,0,1,0,0,0,0
15,0,0,0,1,0,0,0,0,0,0,3
16,1,3,0,2,0,0,0,0,0,0,3
17,0,1,0,0,0,0,0,0,0,0,3
18,1,0,0,4,0,0,4,0,0,0,4
19,0,0,0,4,0,1,1,0,0,0,0
20,1,0,0,3,0,0,1,0,0,0,2
21,2,2,0,3,0,0,0,0,0,0,4
22,0,0,0,5,0,0,0,0,0,0,3
23,0,0,0,1,0,0,0,0,0,0,1
24,1,2,0,1,0,0,0,0,0,0,2
25,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,1,0,0,0,0,0,0,2
27,0,0,0,0,1,0,0,0,0,0,0
28,0,0,0,0,2,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,1
30,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,1,0,0,0,0
34,0,0,0,0,0,0,0,0,2,0,1
35,0,0,0,0,0,0,4,0,2,0,2
36,0,0,0,0,0,0,0,0,0,0,0
37,0,2,0,0,0,0,1,0,0,2,2
38,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,0,0,0,0,0,6,0,5
40,0,2,0,0,0,0,0,0,0,0,2
41,1,2,0,2,0,0,1,0,4,0,3
42,0,2,0,0,0,0,0,0,0,1,3
43,3,0,0,1,0,0,2,0,3,0,0
44,0,0,0,0,0,0,0,0,4,0,4
45,1,1,0,1,0,0,0,0,0,0,4
46,1,4,0,0,0,0,0,0,0,0,4
47,0,1,0,2,0,0,0,0,0,2,1
48,0,0,0,1,1,0,0,0,0,0,1
49,0,0,0,2,0,0,0,1,0,2,1
50,0,0,0,1,0,0,0,0,0,0,3
51,3,1,0,0,0,0,0,0,0,0,1
52,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,3,0,2,0,0
60,0,1,0,0,0,0,1,0,0,0,2
61,2,0,0,1,0,0,0,0,0,0,2
62,0,1,0,0,0,0,0,0,4,0,4
63,0,0,0,1,0,0,1,0,2,0,2
64,1,1,0,1,0,0,2,0,0,0,1
65,2,0,0,1,0,0,2,0,0,0,6
66,2,3,0,3,0,0,0,0,0,0,1
67,0,0,0,4,0,0,2,0,1,0,1
68,0,2,0,2,1,0,2,0,1,0,0
69,0,1,0,2,0,0,0,0,0,0,0
70,0,0,0,2,0,0,0,0,0,1,3
71,1,3,0,2,0,0,1,0,0,0,1
72,0,0,0,0,1,0,0,0,0,0,2
73,0,0,0,1,1,0,0,0,0,2,2
74,0,0,0,0,1,0,0,0,0,2,0
75,0,0,0,0,1,0,0,0,0,0,2
76,0,0,0,0,0,0,0,0,0,0,1
77,0,0,0,0,0,0,0,0,0,0,1
78,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0
82,0,1,0,0,0,0,2,0,0,0,0
83,0,0,0,0,0,0,1,0,0,0,0
84,4,0,0,0,0,0,0,0,0,0,0
85,0,1,0,0,0,0,1,0,0,0,1
86,0,1,0,0,0,0,2,0,0,0,0
87,0,1,0,2,0,0,1,0,2,0,1
88,3,2,0,5,0,0,1,0,0,0,1
89,0,3,0,3,0,0,0,0,2,0,0
90,0,1,0,4,0,0,0,0,0,0,1
91,0,2,0,2,0,1,0,0,0,0,0
92,1,0,0,0,0,0,0,0,0,0,0
93,0,0,0,1,1,0,0,0,0,1,3
94,0,0,0,2,1,0,0,0,2,0,2
95,2,2,0,2,0,0,2,0,0,0,1
96,0,3,0,1,0,0,0,0,0,0,1
97,0,0,0,4,1,0,0,0,0,0,1
98,0,1,0,0,0,0,0,0,0,0,2
99,2,1,0,0,2,0,0,0,0,0,3
100,3,0,0,1,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0
103,0,1,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,1,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,4,0,2,0,0
107,0,0,0,2,0,0,1,0,0,0,1
108,2,0,0,0,0,0,0,0,0,0,1
109,0,2,0,0,0,0,2,0,0,0,2
110,0,2,0,2,0,0,1,0,0,0,2
111,0,0,0,2,0,0,2,0,0,0,0
112,1,1,0,1,0,0,2,0,2,0,1
113,1,0,0,0,0,0,1,0,0,0,4
114,1,0,0,1,0,0,3,0,2,0,2
