how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
140,18,9,0,14,8,7,6,0,16,4,28
141,18,6,0,36,13,6,9,0,14,10,71
142,22,3,0,48,22,6,9,0,13,4,77
143,60,2,0,46,28,0,15,0,14,6,88
144,30,8,0,32,21,7,4,0,19,6,40
145,15,4,0,38,17,2,3,0,6,3,34
146,12,3,0,32,29,0,1,2,9,7,36
147,15,2,0,44,25,3,0,0,11,2,32
148,3,0,0,20,28,5,0,0,1,5,14
149,1,2,0,13,25,0,0,0,1,0,7
150,0,1,0,7,7,0,3,0,0,6,5
151,1,0,0,8,0,0,0,0,0,3,4
152,0,1,0,1,0,0,0,0,0,0,1
153,0,0,0,0,2,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,1,2
155,2,0,0,0,0,3,1,0,8,6,7
156,0,0,0,5,0,4,6,0,14,6,15
157,14,4,0,9,1,9,4,0,9,8,29
158,17,8,0,21,2,12,5,0,2,5,37
159,26,9,0,29,5,11,5,0,14,6,38
160,41,9,0,42,11,9,9,1,7,3,41
161,31,8,0,42,10,16,11,0,21,6,65
162,30,4,0,40,15,4,30,0,12,2,48
163,33,6,0,24,15,5,8,0,23,6,72
164,36,11,0,29,19,15,13,0,19,12,57
165,18,7,0,49,24,6,8,1,22,4,59
166,40,7,0,47,22,0,2,1,5,6,62
167,41,4,0,43,25,1,8,1,12,10,53
