,14,,7,,13,,4,,22,,5,,29,,3,,27,,11,,2,,9,,0,,6,,28,,16,,19,,1,,25,,21,,10,,12,,8,,23,,24,,20,,17,,26,,30,,31,,15,
18,4.5120,0.0000,6.2408,0.0000,20.2137,0.0000,11.7949,0.0000,5.9050,0.0000,11.8415,0.0000,3.3721,0.0008,13.1647,0.0000,14.0782,0.0000,12.4131,0.0000,10.5868,0.0000,11.9857,0.0000,12.1466,0.0000,10.5055,0.0000,19.4598,0.0000,18.6718,0.0000,11.7815,0.0000,11.0880,0.0000,15.5329,0.0000,17.7478,0.0000,13.8237,0.0000,18.6780,0.0000,18.6511,0.0000,19.8285,0.0000,21.9594,0.0000,17.2099,0.0000,12.7048,0.0000,20.8166,0.0000,20.0660,0.0000,21.6532,0.0000,37.9054,0.0000,
14,,,1.2154,0.2245,11.4464,0.0000,5.8082,0.0000,0.8247,0.4097,4.8713,0.0000,-2.1611,0.0309,7.3602,0.0000,5.9369,0.0000,6.4555,0.0000,5.1150,0.0000,5.8055,0.0000,5.6798,0.0000,5.1264,0.0000,9.7355,0.0000,9.1033,0.0000,6.0149,0.0000,4.8005,0.0000,8.0873,0.0000,10.1321,0.0000,7.3351,0.0000,9.9505,0.0000,8.9316,0.0000,10.8430,0.0000,12.5972,0.0000,8.1683,0.0000,6.9481,0.0000,12.2031,0.0000,11.6804,0.0000,14.8464,0.0000,25.4008,0.0000,
7,,,,,11.0581,0.0000,4.8911,0.0000,-0.4404,0.6597,3.7947,0.0002,-3.9242,0.0001,6.5782,0.0000,4.9304,0.0000,5.5950,0.0000,4.1798,0.0000,4.8758,0.0000,4.7208,0.0000,4.2005,0.0000,9.2096,0.0000,8.4949,0.0000,5.1298,0.0000,3.7675,0.0002,7.3341,0.0000,9.5720,0.0000,6.5273,0.0000,9.4098,0.0000,8.3064,0.0000,10.4064,0.0000,12.3595,0.0000,7.4332,0.0000,6.1370,0.0000,11.8763,0.0000,11.2924,0.0000,14.5886,0.0000,26.6686,0.0000,
13,,,,,,,-5.6432,0.0000,-11.9471,0.0000,-9.9213,0.0000,-20.7693,0.0000,-2.7568,0.0059,-11.0899,0.0000,-4.4958,0.0000,-5.6757,0.0000,-6.0708,0.0000,-6.9549,0.0000,-5.4555,0.0000,-5.4580,0.0000,-6.7927,0.0000,-4.8365,0.0000,-8.1647,0.0000,-4.4722,0.0000,-0.9524,0.3411,-4.0318,0.0001,-3.0001,0.0028,-7.6917,0.0000,-1.5131,0.1306,1.6160,0.1064,-7.9167,0.0000,-3.3196,0.0009,1.6084,0.1081,0.8892,0.3741,7.2488,0.0000,24.5577,0.0000,
4,,,,,,,,,-5.4555,0.0000,-1.9484,0.0516,-10.1690,0.0000,2.0341,0.0422,-1.3298,0.1839,0.8234,0.4105,-0.4544,0.6497,-0.1471,0.8830,-0.5172,0.6051,-0.3644,0.7156,3.0433,0.0024,2.2492,0.0247,0.4204,0.6743,-1.5078,0.1319,1.9398,0.0527,4.4437,0.0000,1.5568,0.1198,3.7309,0.0002,1.9498,0.0515,4.7891,0.0000,6.9204,0.0000,1.2170,0.2239,1.5672,0.1174,6.6535,0.0000,6.0751,0.0000,10.4307,0.0000,22.4440,0.0000,
22,,,,,,,,,,,4.4335,0.0000,-3.5006,0.0005,7.1387,0.0000,5.6838,0.0000,6.1624,0.0000,4.6923,0.0000,5.4574,0.0000,5.3264,0.0000,4.7049,0.0000,10.1690,0.0000,9.4292,0.0000,5.6761,0.0000,4.3479,0.0000,8.0556,0.0000,10.3317,0.0000,7.1517,0.0000,10.2764,0.0000,9.2517,0.0000,11.3098,0.0000,13.3226,0.0000,8.3032,0.0000,6.6899,0.0000,12.7579,0.0000,12.1452,0.0000,15.3003,0.0000,28.1112,0.0000,
5,,,,,,,,,,,,,-10.2627,0.0000,4.1310,0.0000,1.1344,0.2569,2.8573,0.0044,1.2680,0.2051,1.8512,0.0644,1.5289,0.1266,1.3371,0.1815,7.6016,0.0000,6.4824,0.0000,2.3379,0.0196,0.3287,0.7424,4.7858,0.0000,7.7472,0.0000,3.8962,0.0001,7.6629,0.0000,6.2194,0.0000,9.1023,0.0000,11.8941,0.0000,4.8137,0.0000,3.5991,0.0003,10.9522,0.0000,10.1209,0.0000,13.7618,0.0000,32.7380,0.0000,
29,,,,,,,,,,,,,,,11.7273,0.0000,13.3206,0.0000,10.8768,0.0000,8.8303,0.0000,10.3863,0.0000,10.5806,0.0000,8.7512,0.0000,20.9229,0.0000,19.8658,0.0000,10.1630,0.0000,9.3392,0.0000,14.7080,0.0000,17.2964,0.0000,12.5178,0.0000,19.0266,0.0000,20.0394,0.0000,20.5278,0.0000,23.2227,0.0000,17.6506,0.0000,11.2095,0.0000,21.3165,0.0000,20.3231,0.0000,21.2902,0.0000,43.8278,0.0000,
3,,,,,,,,,,,,,,,,,-3.7595,0.0002,-1.2238,0.2213,-2.3509,0.0189,-2.2234,0.0264,-2.6481,0.0082,-2.2393,0.0254,0.0645,0.9486,-0.6527,0.5141,-1.5696,0.1168,-3.5670,0.0004,-0.4965,0.6197,1.8829,0.0600,-0.6407,0.5218,0.9320,0.3515,-0.9637,0.3354,1.8854,0.0597,3.8382,0.0001,-1.5228,0.1281,-0.4449,0.6565,3.7688,0.0002,3.2679,0.0011,7.9610,0.0000,17.9483,0.0000,
27,,,,,,,,,,,,,,,,,,,2.3491,0.0190,0.6295,0.5292,1.2001,0.2304,0.7967,0.4258,0.7173,0.4733,9.4181,0.0000,7.7705,0.0000,1.7844,0.0747,-0.5694,0.5692,4.5843,0.0000,8.0253,0.0000,3.5013,0.0005,8.4385,0.0000,7.6508,0.0000,10.3273,0.0000,13.8968,0.0000,5.0904,0.0000,3.1768,0.0015,12.1385,0.0000,11.0536,0.0000,14.3143,0.0000,41.3242,0.0000,
11,,,,,,,,,,,,,,,,,,,,,-1.2207,0.2225,-0.9903,0.3223,-1.3878,0.1655,-1.1208,0.2626,1.8263,0.0681,1.0570,0.2908,-0.3809,0.7034,-2.3547,0.0187,0.9551,0.3398,3.4259,0.0006,0.6734,0.5008,2.6032,0.0094,0.7479,0.4547,3.6260,0.0003,5.7005,0.0000,0.0862,0.9313,0.7635,0.4453,5.5155,0.0000,4.9654,0.0000,9.4850,0.0000,20.7636,0.0000,
2,,,,,,,,,,,,,,,,,,,,,,,0.3282,0.7429,0.0027,0.9979,0.0785,0.9375,3.3027,0.0010,2.5962,0.0096,0.8354,0.4037,-0.9202,0.3577,2.2958,0.0219,4.6028,0.0000,1.9218,0.0549,3.9316,0.0001,2.3315,0.0199,4.8885,0.0000,6.8184,0.0000,1.6717,0.0949,1.9105,0.0564,6.6113,0.0000,6.0878,0.0000,10.2719,0.0000,20.8253,0.0000,
9,,,,,,,,,,,,,,,,,,,,,,,,,-0.3756,0.7073,-0.2379,0.8120,3.4216,0.0006,2.5837,0.0099,0.5729,0.5669,-1.3990,0.1621,2.1836,0.0292,4.7700,0.0000,1.7575,0.0791,4.0903,0.0000,2.2754,0.0231,5.2005,0.0000,7.4291,0.0000,1.4845,0.1380,1.7450,0.0813,7.1025,0.0000,6.4924,0.0000,10.8324,0.0000,23.7051,0.0000,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0854,0.9320,4.2782,0.0000,3.3640,0.0008,0.9442,0.3453,-1.0767,0.2819,2.7411,0.0062,5.4549,0.0000,2.2201,0.0266,4.8712,0.0000,3.0483,0.0024,6.0715,0.0000,8.4633,0.0000,2.1366,0.0329,2.1520,0.0316,8.0097,0.0000,7.3425,0.0000,11.5877,0.0000,26.0226,0.0000,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1099,0.0019,2.4214,0.0156,0.7430,0.4576,-0.9921,0.3214,2.1582,0.0311,4.4256,0.0000,1.8046,0.0714,3.7433,0.0002,2.1607,0.0310,4.6774,0.0000,6.5642,0.0000,1.5245,0.1277,1.8049,0.0714,6.3796,0.0000,5.8700,0.0000,10.0494,0.0000,20.2434,0.0000,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5335,0.0114,-2.2806,0.0228,-5.6994,0.0000,-0.9703,0.3322,3.0927,0.0020,-1.0520,0.2930,1.9023,0.0574,-4.3784,0.0000,4.0470,0.0001,8.3290,0.0000,-4.6466,0.0000,-0.6812,0.4959,7.0161,0.0000,5.9246,0.0000,10.9880,0.0000,41.3835,0.0000,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5382,0.1243,-4.7962,0.0000,0.1115,0.9112,4.1200,0.0000,-0.1947,0.8457,3.3637,0.0008,-1.3069,0.1916,5.5472,0.0000,9.8339,0.0000,-2.6058,0.0093,0.0366,0.9708,8.2357,0.0000,7.1001,0.0000,11.7185,0.0000,43.1204,0.0000,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8922,0.0588,1.3710,0.1707,3.7751,0.0002,1.0605,0.2892,3.0042,0.0027,1.2466,0.2128,3.9983,0.0001,6.0113,0.0000,0.5900,0.5553,1.1174,0.2641,5.8238,0.0000,5.2862,0.0000,9.6889,0.0000,20.6213,0.0000,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8899,0.0001,6.5571,0.0000,3.2457,0.0012,6.1357,0.0000,4.5145,0.0000,7.3342,0.0000,9.7043,0.0000,3.5361,0.0004,3.0738,0.0022,9.1728,0.0000,8.4949,0.0000,12.4735,0.0000,27.1395,0.0000,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0525,0.0023,-0.2300,0.8182,2.0413,0.0415,-0.5798,0.5622,3.3833,0.0007,6.0993,0.0000,-1.4083,0.1594,-0.0320,0.9744,5.7205,0.0000,5.0066,0.0000,9.9729,0.0000,26.0688,0.0000,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8965,0.0039,-1.5212,0.1285,-4.6715,0.0000,-0.2649,0.7911,2.3444,0.0193,-5.1912,0.0000,-2.4038,0.0164,2.3022,0.0215,1.6713,0.0950,7.3987,0.0000,21.3325,0.0000,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9610,0.0502,-0.1654,0.8687,3.0773,0.0021,5.3459,0.0000,-0.8590,0.3906,0.1567,0.8756,5.1391,0.0000,4.5442,0.0000,9.3190,0.0000,21.8612,0.0000,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.2029,0.0000,1.6174,0.1061,4.9327,0.0000,-4.8008,0.0000,-1.5051,0.1326,4.5100,0.0000,3.6873,0.0002,9.3071,0.0000,29.5573,0.0000,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5457,0.0000,11.0825,0.0000,-1.9747,0.0486,0.3397,0.7341,9.0784,0.0000,7.8600,0.0000,12.1815,0.0000,46.8145,0.0000,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3641,0.0008,-6.8346,0.0000,-2.4622,0.0140,3.1257,0.0018,2.3274,0.0201,8.3938,0.0000,28.2667,0.0000,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7859,0.0000,-4.4168,0.0000,0.1797,0.8575,-0.5462,0.5851,6.4172,0.0000,24.6655,0.0000,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9202,0.3577,9.2273,0.0000,8.1320,0.0000,12.3696,0.0000,41.2233,0.0000,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3194,0.0000,3.8125,0.0001,8.4137,0.0000,18.5536,0.0000,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6530,0.5139,5.9937,0.0000,21.2519,0.0000,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4010,0.0000,21.4625,0.0000,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6334,0.0000,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,14,7,13,4,22,5,29,3,27,11,2,9,0,6,28,16,19,1,25,21,10,12,8,23,24,20,17,26,30,31,15
18,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
14,,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
7,,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
13,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N
4,,,,,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,N,N
22,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
5,,,,,,,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
29,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
3,,,,,,,,,N,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,N
27,,,,,,,,,,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
11,,,,,,,,,,,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N
2,,,,,,,,,,,,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
9,,,,,,,,,,,,,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
0,,,,,,,,,,,,,,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
6,,,,,,,,,,,,,,,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
28,,,,,,,,,,,,,,,,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N
16,,,,,,,,,,,,,,,,,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N
19,,,,,,,,,,,,,,,,,,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N
1,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,N
25,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,N,N,Y,Y,N,N,N,N
21,,,,,,,,,,,,,,,,,,,,,N,Y,N,Y,N,N,N,N,N,N,N
10,,,,,,,,,,,,,,,,,,,,,,N,Y,N,N,Y,Y,N,N,N,N
12,,,,,,,,,,,,,,,,,,,,,,,N,Y,N,N,Y,N,N,N,N
8,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,Y,N,N,N,N
23,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N,N,N,N
24,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,Y,N,N
20,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,N,N
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,N
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,N,N
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
