,cluster0,,,,cluster1,,,,cluster2,,,,cluster3,,,,cluster4,,,,cluster5,,,,cluster6,,,,cluster7,,,
doy,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n,n,senti,pos_n,neg_n
233,62,5.272,6.000,2.000,25,2.941,2.000,0.154,14,5.325,3.000,1.000,7,0.727,0.000,0.000,38,9.115,6.000,1.000,22,2.670,2.000,0.000,11,-2.143,1.000,3.000,9,0.689,1.000,0.000
234,137,3.543,8.000,4.001,82,8.649,12.419,8.018,56,7.946,8.503,2.368,41,2.054,5.050,1.000,86,19.599,18.430,3.368,29,0.589,2.368,1.000,22,-2.643,3.368,3.808,26,4.364,3.503,0.027
235,65,0.079,3.000,2.000,12,4.053,3.000,0.018,16,4.383,2.000,0.000,8,-2.338,1.000,2.000,36,9.352,6.271,0.000,98,10.067,9.000,3.000,11,2.405,2.000,0.000,5,-0.934,0.000,1.000
236,74,6.666,5.000,1.000,18,-0.929,2.000,2.000,10,2.518,1.000,0.000,1,-0.142,0.000,0.000,47,11.159,10.339,2.000,27,0.135,1.000,0.000,9,1.846,2.008,0.000,0,0.000,0.000,0.000
237,98,11.941,6.000,0.000,21,0.698,2.000,2.000,16,0.171,1.000,0.000,5,1.513,1.000,0.000,6,-0.142,0.000,0.000,30,1.118,1.000,0.000,2,1.257,1.000,0.000,4,0.415,0.000,0.000
238,43,4.765,2.368,0.001,20,0.398,2.000,1.000,10,4.215,2.000,1.000,2,1.445,1.000,0.000,6,1.140,1.000,0.000,12,0.515,0.000,0.000,6,0.129,1.001,1.000,3,-1.044,0.000,1.000
239,83,3.287,3.271,0.000,31,0.210,3.001,1.368,10,1.452,2.000,0.000,3,-0.459,0.000,0.000,6,2.656,1.000,0.000,10,1.047,1.000,0.000,6,1.050,1.000,0.000,5,2.930,2.000,0.000
240,181,2.207,10.658,8.503,137,8.714,13.075,7.100,50,-6.612,4.052,6.000,46,0.018,4.057,2.000,43,3.115,3.000,1.000,22,1.283,6.000,3.000,42,3.419,2.021,0.149,14,0.296,1.000,0.000
241,159,0.531,11.871,9.018,164,-0.884,17.122,15.018,53,-1.878,3.138,4.000,56,9.171,8.736,2.136,96,14.146,15.018,1.736,70,3.854,5.000,2.000,37,6.236,6.004,3.001,12,0.364,1.000,0.000
242,138,-0.435,9.018,6.000,162,2.650,16.102,9.829,86,2.250,10.407,5.068,40,1.320,4.050,2.503,156,30.388,23.026,2.503,89,13.614,11.000,3.000,39,1.693,1.000,1.001,46,8.983,6.135,1.014
243,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
244,178,2.365,8.001,3.001,146,-12.032,12.100,14.000,90,-1.021,7.123,5.003,65,11.709,8.571,4.368,28,-1.760,0.000,2.000,42,-0.800,3.000,2.000,41,-5.208,1.368,2.004,24,-3.607,1.000,2.000
245,197,-0.710,10.812,7.100,206,-11.994,15.243,20.130,75,6.516,4.157,2.000,75,-15.538,3.204,7.774,26,-3.899,0.018,1.000,41,0.755,1.000,0.000,40,-4.356,2.001,4.000,9,-1.809,0.050,0.000
246,294,-17.643,10.253,14.000,221,10.555,20.804,8.136,80,4.439,7.000,2.001,78,-5.016,6.368,4.688,35,0.439,1.000,0.000,74,10.566,7.000,0.000,43,-4.291,2.002,2.001,26,0.672,2.135,1.000
247,250,4.357,8.725,7.204,208,-15.325,17.437,17.143,111,-0.114,7.436,4.387,96,-4.548,8.077,10.056,34,-2.708,0.000,0.000,159,8.930,10.368,2.000,41,5.679,3.000,2.004,30,-3.367,0.000,2.000
248,231,15.218,15.000,5.792,172,-8.175,10.604,10.368,74,10.594,11.441,4.021,46,2.962,4.000,2.001,39,4.989,5.000,1.000,162,24.355,21.736,9.000,16,5.477,2.050,0.000,37,7.311,4.153,1.000
249,80,8.565,7.018,1.001,27,2.793,3.000,2.000,27,3.902,4.000,0.000,3,3.355,2.000,0.000,9,1.491,1.000,0.000,59,11.699,7.000,0.000,4,0.071,0.000,0.000,9,-0.565,0.000,1.000
250,101,4.541,3.000,0.000,28,5.031,3.000,1.018,24,2.380,1.368,0.000,5,1.161,1.000,0.000,25,-1.374,1.368,2.000,44,3.723,4.135,1.000,6,4.544,3.000,0.202,3,-0.131,0.000,0.000
251,41,3.011,0.000,0.000,4,0.209,0.000,0.000,13,5.686,3.104,0.000,3,1.257,1.000,0.000,6,1.151,1.000,0.000,22,2.599,1.000,0.000,2,-0.284,0.000,0.000,0,0.000,0.000,0.000
252,20,3.264,2.000,0.000,5,1.694,1.000,0.000,6,3.058,1.000,0.000,0,0.000,0.000,0.000,5,0.483,0.000,0.000,9,-0.000,0.000,0.000,3,-1.516,0.000,1.000,2,0.330,0.000,0.000
253,50,4.009,2.003,0.000,8,2.464,1.000,0.000,5,-0.568,0.000,0.000,1,0.760,0.000,0.000,22,4.499,3.000,0.000,25,1.785,0.000,0.000,2,-0.047,0.000,0.000,4,-1.201,1.000,1.000
254,22,3.966,3.000,0.000,6,2.290,1.000,0.000,1,-0.142,0.000,0.000,3,2.136,1.007,0.000,10,2.333,1.000,0.000,6,0.000,0.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000
255,36,-0.138,2.000,2.000,12,2.577,2.000,0.000,6,2.791,1.000,0.000,1,-0.142,0.000,0.000,9,2.901,2.000,0.000,1,0.809,0.000,0.000,1,-1.790,0.000,1.000,2,0.746,0.000,0.000
256,60,1.002,5.050,2.000,12,5.771,2.000,0.000,16,2.433,3.000,0.000,1,0.348,0.000,0.000,47,3.783,3.135,1.000,22,-0.994,0.000,0.000,4,-0.835,0.000,0.000,13,3.475,2.000,0.000
257,43,0.089,1.135,0.000,8,4.990,3.000,0.000,5,0.486,1.000,0.000,2,1.963,1.000,0.000,3,3.352,1.000,0.000,15,1.488,0.000,0.000,4,-0.279,0.000,0.000,7,1.090,1.000,0.000
258,46,4.912,3.050,0.000,7,1.007,1.000,2.000,8,0.995,1.000,0.000,3,3.781,2.000,0.000,22,1.366,2.368,0.000,17,-0.194,0.000,0.000,2,-0.930,0.007,0.000,4,-0.916,0.000,0.000
259,15,0.260,1.000,0.000,5,0.948,1.000,0.000,11,-0.351,0.368,0.000,3,0.092,1.000,1.000,29,7.122,4.000,1.000,15,0.082,0.000,0.000,2,0.369,0.000,0.000,5,2.705,2.368,0.000
260,23,1.528,2.000,0.000,4,-0.356,1.000,1.000,4,1.164,1.000,1.000,2,1.179,1.000,0.000,15,9.331,5.000,0.000,9,2.460,2.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
261,3,-0.426,0.000,0.000,1,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,1,-0.000,0.000,0.000,3,0.156,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
262,52,5.104,3.368,1.000,7,1.513,1.000,0.000,6,-1.677,0.000,1.000,1,0.525,0.000,0.000,17,1.472,3.000,2.000,23,4.411,2.000,0.000,6,-0.295,0.000,0.000,6,1.971,2.000,0.000
263,14,1.764,2.000,1.000,7,6.958,4.000,0.000,3,1.956,1.000,0.000,1,1.537,1.000,0.000,4,2.666,2.000,0.000,35,6.082,5.000,0.000,1,-0.142,0.000,0.000,1,-0.142,0.000,0.000
264,98,7.075,4.503,0.000,34,5.905,4.000,0.000,15,4.995,3.000,0.050,3,1.666,0.000,0.000,10,2.545,1.000,0.000,72,10.777,9.000,2.000,11,-0.356,0.368,0.000,0,0.000,0.000,0.000
265,101,4.365,1.185,0.000,20,3.862,3.000,0.000,21,-1.048,0.000,0.000,24,12.307,5.013,0.000,12,0.870,0.000,0.000,43,2.912,3.000,1.271,4,3.171,2.000,0.000,11,-2.313,0.000,2.000
266,106,4.133,5.135,2.000,14,-2.417,0.000,2.000,17,-0.421,0.000,2.000,19,12.029,4.000,0.000,18,1.119,1.000,0.000,27,0.880,1.000,0.000,13,1.030,0.368,0.202,7,2.920,1.000,0.000
267,83,-4.707,0.000,1.000,19,5.332,5.000,3.000,9,4.295,2.002,0.000,2,2.748,2.000,0.000,20,1.455,0.000,1.000,36,3.024,2.000,0.000,8,2.585,4.007,1.000,11,-0.651,0.135,0.000
268,80,11.513,8.000,2.000,25,3.520,5.000,2.001,12,1.280,1.013,0.000,6,2.168,1.007,0.000,11,-0.284,0.000,0.000,34,0.467,4.000,3.000,11,4.339,2.000,0.000,10,-2.387,0.000,1.000
269,58,-2.893,3.135,2.000,22,4.530,3.000,1.000,26,6.311,5.135,0.000,17,9.141,5.000,0.000,14,-0.395,1.000,1.000,26,4.266,3.000,0.000,5,0.225,1.000,1.000,12,2.393,2.000,0.000
270,112,22.810,15.000,0.000,35,10.475,6.000,0.001,34,2.739,2.001,0.000,9,5.827,4.000,0.000,16,1.800,1.000,0.000,86,-0.955,1.000,1.000,5,-0.515,1.000,1.000,12,2.047,1.000,0.000
271,51,5.072,7.000,0.000,25,11.432,5.007,0.000,5,-0.063,0.000,0.000,8,4.599,3.007,0.000,49,3.285,5.000,3.000,27,-0.284,0.000,0.000,2,1.818,0.000,0.000,2,-0.284,0.000,0.000
272,67,4.389,1.271,0.000,24,-0.536,1.000,1.000,11,-0.160,0.000,0.000,6,-0.386,0.007,0.135,47,-3.430,1.271,2.000,35,-0.291,0.000,0.000,4,0.493,0.000,0.000,7,-2.838,1.000,3.000
273,140,-0.763,7.386,4.003,145,-7.912,10.538,11.003,59,3.518,4.427,2.000,55,7.775,8.051,2.119,64,4.096,7.000,2.000,22,-0.566,0.000,1.000,18,3.622,2.136,0.549,5,-1.005,1.000,1.000
274,195,13.293,15.203,5.009,165,-0.919,9.770,9.418,75,1.498,4.053,2.057,54,6.869,8.000,3.368,193,3.582,17.736,7.135,110,11.918,11.000,4.000,33,2.518,4.002,1.000,18,1.735,2.000,0.000
275,193,-14.542,9.744,12.014,156,-0.484,10.296,8.156,72,-9.204,2.000,5.050,57,2.087,3.320,1.000,263,17.439,27.652,16.051,261,28.814,27.368,3.368,33,4.808,4.370,1.229,30,-0.932,1.135,1.000
276,201,2.905,12.239,7.655,158,2.584,15.510,12.018,102,-2.042,7.106,8.138,54,7.880,7.192,3.154,82,0.235,4.639,2.000,45,11.532,8.000,0.000,27,-0.947,2.018,3.000,29,1.885,5.000,1.368
277,169,12.799,8.977,4.000,131,-4.532,16.000,15.135,98,7.076,12.000,3.001,61,16.944,12.000,2.000,150,49.044,29.889,2.000,31,-2.295,1.000,2.000,19,2.558,1.386,0.000,28,4.297,2.135,0.000
278,153,-1.946,5.890,2.002,198,-2.158,17.025,13.146,83,3.439,8.064,6.418,71,12.807,9.045,1.000,18,2.926,2.000,0.000,50,12.269,5.135,1.000,34,6.051,6.000,2.000,15,1.275,0.135,0.000
279,175,-8.306,10.536,8.071,116,6.026,7.556,3.369,44,0.127,3.192,2.000,34,-2.065,0.368,1.068,28,5.503,3.000,0.000,23,1.505,0.000,0.000,24,2.483,3.005,0.576,14,-2.337,0.000,1.000
280,137,1.893,7.522,2.369,131,-7.459,4.776,4.387,43,0.712,2.001,1.060,47,-5.142,2.007,4.001,98,6.404,8.368,1.018,17,-2.851,0.368,2.000,12,-1.601,0.002,1.000,14,1.064,0.000,0.000
281,224,9.158,15.522,9.001,138,8.274,12.344,8.369,64,7.171,8.185,0.742,50,1.607,2.007,0.370,175,1.833,16.553,10.368,35,5.101,5.736,2.000,28,2.565,1.001,0.000,26,4.795,3.154,0.000
282,217,5.828,16.505,10.696,149,-18.347,8.386,17.021,49,-0.347,4.002,5.057,119,17.773,16.915,5.000,18,2.426,2.000,0.000,32,-0.735,1.000,0.000,27,-2.965,2.386,2.576,29,3.339,7.368,3.000
283,200,1.968,14.138,6.073,157,11.045,14.405,6.138,82,6.083,11.330,5.736,124,3.653,15.930,9.001,18,2.009,2.000,1.000,94,17.699,17.406,3.000,18,0.313,1.002,1.000,36,-3.380,3.368,3.368
284,186,28.115,19.050,2.000,113,24.064,16.736,4.028,91,3.434,9.386,2.320,44,11.897,9.006,1.000,15,1.233,3.000,1.000,28,3.201,2.000,1.000,16,-0.194,0.000,0.027,34,8.080,7.368,1.736
285,167,17.975,17.368,4.736,116,-1.947,6.050,7.057,73,-0.816,5.014,4.135,84,16.523,13.657,4.368,12,2.472,2.000,2.000,46,6.292,5.000,1.000,30,4.449,2.373,0.000,27,6.858,6.368,1.368
286,109,-2.334,4.838,8.382,78,-1.003,5.368,5.135,47,0.689,2.032,1.050,51,5.823,5.142,4.050,11,1.533,0.000,0.000,20,3.281,2.000,0.000,19,1.016,1.002,0.000,25,4.400,3.000,0.000
287,204,19.053,15.156,5.406,78,-0.411,3.553,2.506,33,4.386,4.135,1.000,60,9.601,9.025,2.271,5,-0.426,0.000,0.000,31,2.399,2.000,1.000,20,6.869,4.754,0.000,15,5.871,4.000,1.000
288,128,10.515,6.805,4.016,134,-16.540,6.786,10.804,35,-1.245,1.142,2.050,65,2.803,5.038,4.001,7,-0.835,0.000,1.000,10,1.364,1.000,0.000,25,0.730,1.021,1.000,18,9.146,6.000,1.000
289,137,11.617,12.786,4.001,102,7.061,11.000,7.000,44,3.780,4.504,5.000,84,17.738,12.400,3.137,23,-2.776,1.000,1.000,74,-1.174,6.143,7.000,18,-0.127,1.002,0.000,19,4.942,4.100,1.000
290,190,7.171,12.387,5.188,124,-2.420,7.370,6.135,52,5.120,5.510,5.007,86,12.720,14.057,5.323,13,0.625,1.000,0.000,105,1.483,12.138,9.368,18,0.924,2.000,1.000,16,-1.324,0.000,0.000
291,78,8.890,5.050,2.000,81,15.045,11.000,4.368,40,3.492,2.149,1.000,33,5.032,4.018,1.369,12,3.597,3.000,0.000,94,17.802,12.000,0.000,20,1.840,1.007,0.000,20,2.762,3.207,1.000
292,36,0.165,3.000,1.000,7,4.960,2.000,0.000,4,-0.497,0.000,0.000,4,2.670,1.000,0.000,3,0.852,0.000,0.000,25,3.821,2.000,0.000,0,0.000,0.000,0.000,2,0.604,0.000,0.000
293,73,4.840,3.001,2.007,31,-4.719,1.000,1.018,18,1.716,1.000,0.037,27,16.597,9.368,0.000,12,-2.472,0.000,2.000,48,3.540,6.000,1.000,4,1.452,1.000,0.000,3,0.579,0.000,0.000
294,130,-0.336,10.560,5.503,91,-5.011,5.386,7.368,35,2.622,0.000,0.021,49,1.995,2.386,1.368,15,1.964,2.000,1.000,131,-1.584,15.104,9.000,17,-4.534,0.000,2.000,5,1.431,0.368,0.000
295,158,-1.799,11.510,11.560,112,16.520,12.510,4.037,40,-0.061,4.736,4.000,63,9.625,10.135,5.153,4,0.123,0.000,0.000,46,0.999,2.000,1.000,20,-4.248,0.135,0.000,36,5.814,3.050,0.000
296,155,1.777,7.564,7.025,118,7.215,12.177,6.001,26,1.606,2.002,0.504,98,14.573,14.406,4.038,12,1.458,1.000,0.000,33,0.961,2.000,1.000,16,4.680,3.000,0.000,19,0.493,1.050,0.000
297,104,-2.113,10.878,7.135,130,10.615,10.326,1.509,45,4.970,8.368,4.368,34,4.693,2.050,0.000,18,-3.232,0.000,1.000,12,6.256,3.000,0.000,22,9.478,5.002,0.000,36,-1.143,3.000,3.000
298,200,18.511,16.503,5.135,89,-1.489,8.018,5.000,81,1.109,10.009,6.106,29,-0.675,1.000,1.000,22,1.696,1.368,1.000,201,20.471,27.007,10.839,17,1.009,1.000,1.000,29,9.213,4.368,1.000
299,243,-1.805,11.499,6.368,124,4.481,7.513,3.003,81,-0.421,8.139,6.007,38,2.282,3.368,0.707,17,-3.681,0.000,0.135,128,10.420,13.239,5.000,23,-1.267,0.062,1.206,18,2.802,2.000,0.000
300,208,-6.142,8.889,8.418,107,-7.084,7.375,10.136,63,3.206,5.774,2.025,46,-4.355,4.000,7.050,16,-0.018,0.000,0.000,53,5.272,5.000,1.000,20,1.663,3.908,2.000,19,3.198,3.000,0.000
301,193,-1.187,10.290,7.420,155,13.937,14.795,6.018,42,-0.845,2.142,1.007,79,8.790,12.018,6.135,14,-1.438,0.000,1.000,50,-0.186,0.000,2.000,18,7.822,4.000,0.000,37,1.329,2.000,2.000
302,242,12.218,9.540,3.050,138,4.095,11.239,12.418,53,-4.247,3.755,6.000,115,19.321,19.018,5.368,26,-0.785,0.000,2.000,89,12.730,12.000,1.000,27,-3.936,0.001,2.000,25,4.698,4.005,0.368
303,227,-0.588,7.695,4.156,126,7.774,5.458,2.007,74,-1.546,6.004,5.406,90,29.560,15.431,2.736,13,-0.331,1.000,1.000,93,10.519,9.000,3.000,35,3.359,3.386,2.000,29,4.891,5.000,1.000
304,238,4.259,12.443,7.005,147,15.142,15.403,6.030,78,-10.395,3.424,9.018,80,19.372,12.425,1.506,7,3.825,2.000,0.000,59,-4.626,7.000,4.000,31,3.668,6.203,2.000,35,1.004,5.012,3.000
305,147,4.790,7.357,3.001,154,9.780,18.504,9.104,111,3.113,12.546,5.488,69,6.214,9.142,5.137,29,-3.083,2.000,2.000,258,26.653,32.839,15.000,27,1.070,3.370,3.000,31,12.083,4.135,1.000
306,233,6.994,9.373,5.001,116,9.394,15.928,5.154,95,10.316,9.368,4.001,70,10.062,11.885,3.737,10,4.001,3.000,0.000,64,15.004,9.736,1.000,21,5.553,4.371,1.055,42,3.074,5.368,2.000
307,200,-2.971,9.872,7.142,132,-6.447,5.239,8.525,47,2.438,4.018,2.001,59,-2.330,2.204,2.522,26,-1.021,3.000,2.000,122,2.046,11.368,8.135,20,-2.801,0.000,2.000,33,4.128,4.188,1.368
308,151,-3.334,7.135,6.135,109,8.537,7.021,5.406,54,5.927,7.368,3.007,63,3.937,4.051,0.510,9,0.517,1.000,0.000,19,0.163,0.000,0.000,14,1.416,3.368,1.000,36,0.557,4.000,5.000
309,195,7.273,10.504,6.185,114,3.349,8.145,4.018,59,4.317,5.736,3.010,66,11.854,8.000,1.054,21,-1.339,0.000,1.000,34,1.884,3.000,1.000,17,-0.807,2.135,2.000,8,4.364,4.000,0.000
310,190,22.290,15.121,2.050,114,-16.490,4.135,10.503,90,3.767,4.786,3.000,48,5.321,4.000,2.001,11,0.554,0.000,0.000,27,1.306,1.000,1.000,14,1.158,1.135,1.027,11,3.394,0.000,0.000
311,103,4.205,5.368,1.000,87,-7.463,2.860,8.001,40,-1.313,0.000,0.154,40,-4.655,0.639,1.000,23,-3.389,1.368,2.000,38,5.075,5.000,3.000,17,3.337,3.000,1.000,24,4.461,2.000,1.001
312,93,-5.990,2.003,2.368,121,15.674,13.339,3.057,52,1.206,4.811,4.000,26,1.561,4.000,3.000,16,2.868,1.368,0.000,30,4.748,3.000,1.000,8,2.898,3.000,1.000,24,1.883,3.368,1.000
313,12,-0.672,0.000,0.000,21,-2.847,1.018,2.000,22,-2.978,2.000,4.000,11,6.253,2.368,1.000,1,1.793,1.000,0.000,10,1.874,2.000,0.000,2,0.060,1.000,1.000,3,0.458,0.000,0.000
314,86,0.447,2.050,2.418,56,10.798,8.007,0.138,22,-2.707,1.000,3.000,26,0.647,0.050,0.050,2,-0.000,0.000,0.000,2,-0.000,0.000,0.000,8,0.093,1.000,1.000,7,-1.002,0.000,0.000
315,102,-0.392,4.000,3.547,93,1.236,7.000,6.271,57,6.661,6.001,2.007,47,0.993,0.419,2.000,9,-0.852,0.000,0.000,8,-0.284,0.000,0.000,9,-1.456,1.000,1.000,14,2.728,2.018,0.000
316,110,-0.584,7.395,2.368,67,8.798,11.000,4.420,41,3.744,2.369,1.051,38,3.540,2.504,0.003,10,0.544,0.000,0.000,10,-5.160,0.000,2.000,19,0.018,1.000,1.004,18,5.765,3.000,2.000
317,88,3.818,7.050,2.050,83,-7.721,2.242,6.271,76,-6.537,2.418,2.755,51,3.243,1.018,0.019,7,-2.770,0.000,1.000,11,-0.019,0.000,0.000,16,3.303,2.002,1.000,5,-0.814,0.000,0.000
318,88,3.173,7.007,2.102,72,-4.337,4.021,5.000,43,-1.232,4.138,4.271,38,-0.823,0.368,1.000,3,-0.426,0.000,0.000,5,-1.350,0.000,1.000,30,0.996,2.018,2.004,12,4.070,1.000,0.000
319,90,12.742,11.136,3.000,82,9.271,7.000,3.020,57,1.051,3.369,2.368,63,8.216,8.436,3.018,23,6.908,5.000,0.000,7,2.977,1.000,0.000,25,4.602,3.503,1.000,20,-0.158,2.000,1.000
320,100,18.514,13.368,1.000,140,-12.590,7.504,12.370,81,5.526,10.871,5.013,100,15.543,17.069,10.000,13,0.685,1.000,0.000,5,-0.568,0.000,0.000,27,-6.571,1.007,2.000,15,7.987,5.503,0.000
321,125,-2.357,6.008,5.154,99,9.841,9.063,6.135,37,1.602,3.000,3.007,37,-1.490,2.018,2.018,6,0.845,1.000,0.000,6,-5.172,0.000,3.000,15,-2.226,1.018,3.000,3,0.529,0.000,0.000
322,155,-5.083,7.039,5.576,103,-7.510,3.153,7.000,59,1.778,4.001,3.001,59,-1.767,2.155,2.323,9,-1.278,0.000,0.000,14,3.911,2.000,0.000,21,4.321,4.021,1.000,6,2.805,1.000,0.000
323,80,10.469,7.375,1.071,65,-3.832,2.000,3.018,34,-0.564,2.001,3.000,48,-5.044,0.260,2.375,7,-0.352,0.000,0.000,5,2.912,1.000,0.000,22,4.411,2.018,0.576,10,-0.735,0.000,0.000
324,8,-0.153,1.050,1.000,14,-1.427,1.000,2.000,1,0.000,0.000,0.000,4,-0.540,0.000,1.000,3,-0.966,0.000,1.000,3,0.071,0.000,0.000,3,0.127,0.002,0.000,0,0.000,0.000,0.000
325,158,5.097,11.134,6.057,112,7.365,12.553,8.135,41,-0.002,2.009,1.000,49,-2.247,3.289,5.018,14,-0.954,0.368,0.000,25,0.866,2.000,2.000,26,11.502,5.000,0.027,7,2.075,2.000,0.000
326,139,19.986,18.050,6.000,125,15.698,13.504,3.000,62,2.416,7.001,3.000,61,16.422,13.000,3.003,22,-3.822,4.000,3.000,56,9.302,9.002,2.000,35,5.902,5.018,2.027,20,1.058,1.000,0.736
327,55,2.829,5.007,3.000,87,5.693,11.000,5.050,38,-1.338,3.001,4.002,4,1.736,1.000,0.000,3,-0.444,0.000,0.000,12,2.605,3.000,0.000,25,-3.484,3.000,4.027,16,2.057,2.100,2.000
328,92,-10.833,4.000,7.000,127,2.615,7.736,8.135,35,1.183,2.136,1.018,11,2.381,4.000,2.000,5,-1.094,0.000,0.000,4,1.324,1.000,0.000,29,4.830,5.018,4.000,17,0.731,2.000,1.007
329,93,5.228,6.737,1.050,113,-5.108,8.005,7.001,38,2.737,2.000,1.000,11,0.527,1.000,0.000,5,1.790,1.000,0.000,3,-0.000,0.000,0.000,20,-2.663,1.000,1.751,10,2.368,2.000,0.001
330,92,4.732,6.503,3.000,38,4.781,2.135,2.000,13,0.524,0.007,0.000,8,6.220,3.000,0.000,8,-3.271,0.000,2.000,3,-1.541,0.000,1.000,20,8.169,5.000,1.000,16,3.485,2.050,0.000
331,38,4.756,5.522,2.000,18,8.207,5.000,1.000,33,2.204,6.375,7.000,43,13.441,9.368,2.000,8,7.176,3.000,0.000,10,2.325,2.000,0.000,6,2.494,1.007,0.000,4,1.308,0.000,0.000
332,54,4.363,4.135,0.000,19,8.546,6.000,2.000,16,2.950,2.368,2.000,22,7.988,4.000,0.000,2,-0.284,0.000,0.000,9,1.342,1.000,0.000,6,0.294,1.000,0.000,13,1.065,2.000,0.000
333,104,4.965,8.001,3.002,17,3.554,3.000,0.000,45,1.095,6.369,4.000,41,4.887,9.368,3.000,8,0.695,0.000,0.000,10,1.774,2.000,0.000,13,0.622,2.000,1.004,17,2.134,2.000,1.000
334,65,2.228,5.000,4.000,29,-1.971,1.368,1.160,62,5.458,8.052,3.000,15,1.363,2.001,1.000,15,1.562,1.000,1.000,83,11.149,10.000,3.000,14,4.238,3.000,0.010,11,-0.347,1.368,1.000
335,91,2.121,6.135,5.050,78,-4.539,3.369,6.271,39,-0.610,4.012,3.000,47,3.719,2.002,1.154,4,1.094,1.000,0.000,4,1.236,1.000,0.000,14,1.997,2.000,1.000,11,5.174,3.000,0.000
336,96,-8.086,5.371,5.786,102,4.026,11.432,8.560,34,-3.471,0.000,2.000,53,2.540,3.100,2.135,8,1.285,1.000,0.000,10,0.607,0.000,0.000,15,-1.874,1.000,1.000,13,1.582,3.000,2.007
337,94,8.962,9.000,5.135,108,-10.867,6.186,7.002,33,1.086,3.736,1.271,100,-2.289,9.289,7.025,5,-0.334,0.000,0.000,15,1.926,2.000,2.000,16,-0.049,3.000,1.549,10,3.147,2.000,0.007
338,82,-1.211,3.075,3.052,128,-15.670,6.039,10.418,32,1.004,2.135,1.386,50,0.390,3.000,3.506,2,-0.142,0.000,0.000,8,1.707,1.000,0.000,12,1.476,1.135,0.000,5,1.179,1.000,0.000
339,95,14.300,11.002,1.000,98,-9.363,5.738,11.002,65,1.581,4.321,2.000,95,2.363,8.922,7.001,8,0.073,1.000,2.000,11,4.299,2.000,0.000,17,-3.527,0.000,3.000,14,-0.698,0.000,0.007
340,102,6.642,6.395,4.368,134,-14.910,9.010,16.000,52,10.616,4.368,2.136,111,31.426,20.235,5.136,3,3.288,2.000,0.000,19,5.508,2.000,0.000,23,5.533,4.000,0.000,33,6.745,6.000,2.000
341,77,6.082,6.000,1.002,126,8.228,9.986,5.368,93,6.651,8.368,4.639,34,0.172,3.507,3.000,3,-1.722,0.000,1.000,16,1.857,1.000,0.000,10,-0.610,0.000,0.549,18,0.209,2.000,2.018
342,112,-0.403,4.757,3.003,124,5.246,10.878,5.000,28,-0.535,2.000,1.001,57,-4.269,1.734,2.387,7,1.473,1.000,0.000,7,5.507,3.000,0.000,6,1.414,2.000,0.000,5,0.254,0.000,0.000
343,108,-0.729,4.761,2.000,130,-4.369,11.382,12.019,37,-3.315,1.003,1.007,81,-3.447,1.137,1.023,6,0.752,0.000,0.000,9,0.254,0.368,0.000,16,-1.896,1.000,2.098,9,1.088,1.000,0.000
344,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
345,77,-0.055,4.000,4.000,61,-1.813,1.018,1.100,20,4.538,3.002,1.000,39,-4.909,2.135,4.368,2,-0.735,0.000,0.000,5,0.525,1.000,0.000,17,-0.706,1.007,1.010,5,1.334,1.000,0.000
346,4,-0.142,0.000,0.000,1,-0.000,0.000,0.000,0,0.000,0.000,0.000,5,3.448,1.000,0.000,0,0.000,0.000,0.000,1,-0.142,0.000,0.000,0,0.000,0.000,0.000,0,0.000,0.000,0.000
347,45,6.872,6.000,1.000,20,1.871,4.050,2.000,9,1.687,1.001,0.000,9,8.283,4.135,0.000,1,0.000,0.000,0.000,2,0.227,0.000,0.000,2,0.117,0.000,0.000,6,0.744,2.000,1.000
348,77,8.130,7.021,1.007,44,5.713,6.014,1.000,52,4.499,3.000,0.003,27,-2.968,1.003,2.000,1,0.998,0.000,0.000,15,-2.060,0.000,1.000,10,-2.363,0.001,1.000,12,-0.011,1.000,0.000
349,70,1.552,4.381,0.000,27,0.041,2.000,3.000,39,-4.545,3.000,5.000,26,2.122,2.000,1.135,8,1.709,3.000,1.000,12,-0.437,0.000,0.000,7,-2.516,0.000,1.000,3,-0.584,0.000,0.000
350,59,2.295,5.057,2.136,9,0.974,1.000,1.135,31,3.570,4.135,3.000,51,8.921,8.051,3.503,5,-4.418,0.000,1.000,22,9.799,5.368,0.000,12,1.632,2.007,1.010,3,0.928,0.000,0.000
