how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
0,9,0,0,8,0,0,0,0,2,0,1
1,6,0,0,5,0,1,0,0,3,0,3
2,7,0,0,8,1,0,0,0,0,0,1
3,3,0,0,0,0,1,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,0
5,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,2
13,0,0,0,1,0,0,0,0,0,0,0
14,1,0,0,1,0,1,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0
16,3,0,0,2,0,0,1,0,1,0,5
17,6,0,0,4,0,1,0,0,2,0,4
18,3,0,0,4,0,0,0,0,0,0,0
19,7,0,0,3,0,1,0,0,0,0,0
20,2,0,0,1,0,0,0,0,0,0,0
21,1,0,0,7,0,0,0,0,2,0,0
22,4,0,0,1,2,1,0,0,0,0,1
23,10,0,0,4,0,0,0,0,4,0,1
24,2,0,0,0,0,0,0,0,2,0,0
25,3,0,0,0,2,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,2,0,0,0,0,3
28,0,0,0,0,2,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,1,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0
37,1,0,0,0,0,1,1,0,0,0,0
38,1,0,0,0,0,1,0,0,0,0,1
39,1,0,0,0,0,5,0,0,0,0,1
40,1,0,0,2,0,1,0,0,0,0,0
41,3,0,0,3,0,2,0,0,0,0,2
42,0,0,0,0,0,0,0,0,0,0,0
43,8,0,0,3,0,6,0,0,2,0,8
44,8,0,0,4,0,5,0,0,2,0,6
45,4,0,0,1,0,0,0,0,0,0,0
46,3,0,0,2,0,1,0,0,1,0,0
47,1,0,0,2,0,2,0,0,0,0,0
48,5,0,0,1,0,2,0,0,0,0,2
49,6,0,0,3,0,2,0,0,0,0,4
50,11,0,0,0,0,9,0,0,0,0,8
51,1,0,0,0,0,0,0,0,0,0,0
52,1,0,0,2,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,1,0,0,0,0,0
60,0,0,0,0,0,1,0,0,0,0,0
61,1,0,0,2,0,0,0,0,0,0,1
62,7,0,0,3,0,6,0,0,0,0,6
63,2,0,0,1,0,1,0,0,0,0,1
64,4,0,0,0,0,2,0,0,0,0,2
65,1,0,0,2,0,1,0,0,0,0,1
66,1,0,0,2,0,0,0,0,0,0,0
67,5,0,0,1,0,2,0,0,1,0,3
68,0,0,0,1,0,1,0,0,0,0,0
69,2,0,0,1,0,0,0,0,0,0,0
70,2,0,0,4,0,0,0,0,0,0,0
71,4,0,0,2,0,1,0,0,0,0,1
72,3,0,0,8,0,1,1,0,1,0,3
73,2,0,0,3,0,1,0,0,0,0,1
74,5,0,0,0,0,1,0,0,0,0,1
75,0,0,0,0,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0,0,0
77,0,0,0,1,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,1,0,0,0,0,0
84,0,0,0,1,0,0,0,0,0,0,0
85,1,0,0,1,0,2,0,0,0,0,2
86,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0
88,1,0,0,3,0,1,0,0,0,0,1
89,2,0,0,1,1,2,1,0,2,0,4
90,3,0,0,1,0,2,0,0,0,0,2
91,8,0,0,1,0,6,0,0,0,0,8
92,3,0,0,3,0,2,0,0,0,0,2
93,1,0,0,4,0,0,0,0,1,0,1
94,1,0,0,3,0,0,0,0,1,0,0
95,6,0,0,4,0,1,0,0,1,0,1
96,8,0,0,4,2,2,0,0,0,0,2
97,6,0,0,2,2,3,0,0,3,0,4
98,5,0,0,3,0,4,0,0,0,0,4
99,1,0,0,0,2,1,0,0,0,0,1
100,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0
109,2,0,0,0,0,3,0,0,0,0,2
110,1,0,0,1,0,1,1,0,1,0,1
