how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
0,5,0,0,15,6,1,6,0,0,6,15
1,2,0,0,12,4,4,0,0,0,6,10
2,1,0,0,11,11,0,6,0,0,4,7
3,0,0,0,3,9,0,0,0,0,3,6
4,0,0,0,3,8,0,0,0,0,2,4
5,0,0,0,1,2,0,1,0,0,2,1
6,0,0,0,1,3,0,2,0,0,2,2
7,0,0,0,2,0,0,0,0,0,1,0
8,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,1,0,0,0,0,0,0,0
10,0,0,0,0,0,1,0,0,0,0,0
11,0,2,0,1,0,1,0,0,0,0,0
12,1,0,0,2,0,0,0,0,0,1,1
13,0,1,0,1,0,0,0,0,1,0,0
14,1,0,0,7,0,0,5,0,0,0,3
15,1,0,0,7,2,0,1,1,0,5,7
16,1,0,0,10,1,1,4,1,0,4,12
17,3,0,0,9,4,2,6,0,0,9,11
18,2,0,0,6,1,1,1,0,2,3,8
19,2,0,0,6,0,2,4,0,0,2,4
20,3,1,0,9,3,2,8,0,0,3,8
21,0,0,0,8,4,1,2,0,0,6,12
22,4,4,0,6,6,8,3,0,0,7,8
23,6,0,0,9,6,1,7,0,1,11,14
24,3,0,0,2,4,4,2,0,1,8,6
25,0,0,0,5,1,0,0,0,0,2,3
26,0,0,0,5,6,1,0,0,0,2,3
27,0,0,0,0,1,1,0,0,0,1,4
28,0,2,0,3,1,1,2,0,0,5,4
29,0,0,0,0,3,0,0,0,0,0,3
30,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0
34,1,0,0,0,0,1,1,0,0,2,0
35,0,1,0,2,0,0,2,0,0,0,0
36,0,0,0,6,0,1,4,0,0,0,0
37,0,0,0,6,1,4,12,1,9,4,5
38,0,2,0,6,0,2,3,0,0,1,0
39,0,0,0,3,0,3,10,0,0,0,4
40,0,0,0,11,0,5,3,0,1,0,4
41,1,0,0,5,0,5,3,0,1,0,6
42,0,0,0,4,2,1,2,0,0,4,2
43,1,0,0,3,1,3,3,0,1,2,4
44,0,0,0,2,0,0,0,0,0,3,0
45,0,1,0,5,2,3,3,0,0,6,5
46,0,0,0,7,1,1,4,0,0,3,6
47,1,0,0,12,1,0,4,0,0,7,3
48,1,1,0,5,1,0,3,0,1,7,4
49,3,1,0,9,0,0,5,0,1,1,5
50,0,0,0,2,0,0,2,0,0,1,2
51,3,0,0,0,0,0,0,0,0,1,2
