how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
52,0,0,0,0,2,0,0,0,0,3,2
53,0,0,0,0,0,0,2,0,0,0,0
54,0,0,0,0,0,1,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,1,1,0,0,0,0
59,0,0,0,4,0,2,1,1,0,1,0
60,0,2,0,11,1,1,4,0,1,4,4
61,0,0,0,4,2,2,15,0,0,3,2
62,0,2,0,4,0,4,5,1,1,0,1
63,0,0,0,2,1,4,0,0,0,4,1
64,0,0,0,6,3,0,7,1,2,6,5
65,1,0,0,9,0,1,2,0,0,1,1
66,1,0,0,7,1,0,1,0,1,5,3
67,1,2,0,2,1,3,4,0,3,2,2
68,0,0,0,1,0,0,1,0,0,2,2
69,2,0,0,7,3,4,2,0,1,6,5
70,0,2,0,10,1,0,2,0,0,8,4
71,3,0,0,10,2,0,0,0,0,2,6
72,2,0,0,9,0,1,3,0,0,1,3
73,0,0,0,2,0,0,0,0,0,0,3
74,0,0,0,2,1,1,2,0,0,0,4
75,1,0,0,2,1,0,0,0,0,2,1
76,1,0,0,0,2,0,2,0,0,4,3
77,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,1,0,0,0,0,0,0,1
79,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,3,0,0,0,0,4,2
81,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,1,0,0,0,0,0,1,1
83,0,0,0,5,0,1,1,0,0,1,1
84,0,0,0,4,0,2,1,0,1,0,1
85,0,0,0,3,0,2,5,1,2,0,2
86,0,2,0,5,0,2,4,0,0,1,1
87,1,1,0,6,0,3,6,0,2,1,3
88,0,1,0,4,2,3,0,0,0,2,4
89,0,0,0,10,0,1,2,0,1,3,3
90,0,0,0,12,0,4,4,0,1,3,3
91,0,0,0,8,1,1,4,1,1,6,7
92,0,2,0,0,4,0,3,0,0,8,5
93,2,0,0,13,0,1,3,0,0,3,3
94,2,0,0,12,4,1,4,1,0,4,6
95,4,0,0,14,2,1,0,0,0,5,9
96,0,0,0,7,0,1,1,0,0,0,2
97,0,0,0,3,3,0,1,0,0,0,4
98,1,1,0,4,0,0,1,0,0,1,4
99,0,0,0,4,1,0,0,0,0,0,1
100,0,0,0,2,1,0,1,0,0,2,1
101,0,0,0,1,2,0,0,0,0,1,0
102,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,1,1
107,0,0,0,2,0,0,4,0,0,2,0
108,10,1,0,10,1,0,2,0,1,1,4
109,0,1,0,9,0,0,3,0,1,3,5
110,0,0,0,8,2,1,15,0,2,7,6
111,0,2,0,12,0,5,7,0,6,3,12
112,0,1,0,14,2,10,6,0,0,2,4
113,0,0,0,7,2,5,4,0,1,4,4
114,3,1,0,11,2,1,6,1,1,9,4
115,0,0,0,7,3,2,4,0,0,3,7
116,1,0,0,3,4,1,1,0,0,2,4
117,2,0,0,13,2,0,4,0,1,0,3
118,0,0,0,3,6,5,0,0,0,1,3
119,3,0,0,12,4,3,0,0,0,3,7
120,5,0,0,8,8,2,2,0,1,2,2
121,0,0,0,7,1,2,2,0,0,3,5
122,1,0,0,2,2,0,2,0,0,5,3
123,0,0,0,1,9,0,0,0,0,5,3
124,1,0,0,1,1,0,2,0,0,1,4
125,0,2,0,2,1,0,1,0,1,1,1
126,0,0,0,0,0,0,2,0,0,0,3
127,0,0,0,1,0,0,0,0,0,2,2
128,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,1
130,0,0,0,1,0,0,0,0,0,0,0
131,0,0,0,3,0,0,0,0,0,0,0
132,0,1,0,10,0,2,10,0,0,1,6
133,0,2,0,4,2,3,8,0,2,7,10
134,1,1,0,4,0,1,10,0,1,5,8
135,0,0,0,6,1,3,3,0,2,2,6
136,1,0,0,27,1,0,6,0,5,3,5
137,0,0,0,17,2,3,1,0,1,6,7
138,0,0,0,11,0,1,4,0,0,2,7
139,1,1,0,6,0,1,5,0,0,1,4
140,1,0,0,1,2,0,2,0,4,2,4
141,2,0,0,13,5,1,5,0,3,7,9
142,2,1,0,19,4,3,8,0,1,3,12
143,8,0,0,18,7,1,5,0,1,4,10
144,6,2,0,16,2,6,3,0,0,2,8
145,1,0,0,11,0,1,2,0,0,1,8
146,2,1,0,11,5,3,3,2,0,4,6
147,0,0,0,15,3,1,0,0,1,2,3
148,0,0,0,6,2,2,0,0,0,3,4
149,0,0,0,3,3,0,0,0,0,0,1
150,0,1,0,0,5,0,0,0,0,6,3
151,1,0,0,1,0,0,0,0,0,2,3
152,0,0,0,0,0,0,0,0,0,0,1
153,0,0,0,0,2,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,1,1
155,0,0,0,1,1,0,2,0,0,5,1
156,0,0,0,2,0,0,2,0,0,1,4
157,1,0,0,3,2,0,1,0,0,6,4
158,1,0,0,4,0,0,5,0,0,2,6
159,1,1,0,4,1,2,4,0,1,4,11
160,6,0,0,7,1,3,1,0,0,2,15
161,8,0,0,18,1,3,1,0,1,2,13
162,4,0,0,7,2,1,8,0,0,1,14
163,1,0,0,6,1,6,4,0,2,5,11
164,8,0,0,7,4,5,4,0,3,6,15
165,2,0,0,10,1,3,3,1,0,3,14
166,2,0,0,12,5,2,1,1,0,3,6
167,2,0,0,12,5,2,6,0,0,6,9
